political_subdivision,election_date,election_name,total provisional ballots,total provisioinal ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"County Commissioner, Precinct No. 4",Melodie Graves,,12,16
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,"Justice of the Peace, Precinct No. 4",Thomas L. Jones,,27,33
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,425,2014,County Chairman,David Martinez,,26,30
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"United States Representative, District 13",Kathleen Brown,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Governor,Inocencio (Inno) Barrientez,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Governor,Joy Diaz,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Governor,Beto O'Rourke,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Governor,Rich Wakeland,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Governor,Michael Cooper,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Lieutenant Governor,Carla Brailey,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Lieutenant Governor,Michelle Beckley,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Lieutenant Governor,Mike Collier,,3,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Attorney General,Joe Jaworski,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Attorney General,Lee Merritt,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Attorney General,Rochelle Mercedes Garza,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Attorney General,"S. ""TBone"" Raynor",,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Attorney General,Mike Fields,,1,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Comptroller of Public Accounts,Janet T. Dudding,,3,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Comptroller of Public Accounts,Tim Mahoney,,1,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Comptroller of Public Accounts,Angel Luis Vega,,3,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Commissioner of the General Land Office,Jinny Suh,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Commissioner of the General Land Office,Michael Lange,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Commissioner of the General Land Office,Sandragrace Martinez,,4,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Commissioner of the General Land Office,Jay Kleberg,,1,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Commissioner of Agriculture,Susan Hays,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Commissioner of Agriculture,Ed Ireson,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,Railroad Commissioner,Luke Warford,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"Justice, Supreme Court, Place 3",Erin A. Nowell,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"Justice, Supreme Court, Place 5",Amanda Reichek,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"Justice, Supreme Court, Place 9",Julia Maldonado,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,7,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"County Commissioner, Precinct No. 4",Timothy Gassaway,,3,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"County Commissioner, Precinct No. 4","Warren Coble, Sr.",,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"County Commissioner, Precinct No. 4",Melodie Graves,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,"Justice of the Peace, Precinct No. 4",Thomas L. Jones,,7,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,426,755,County Chairman,David Martinez,,7,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"United States Representative, District 13",Kathleen Brown,,11,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Governor,Inocencio (Inno) Barrientez,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Governor,Joy Diaz,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Governor,Beto O'Rourke,,11,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Governor,Rich Wakeland,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Governor,Michael Cooper,,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Lieutenant Governor,Carla Brailey,,0,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Lieutenant Governor,Michelle Beckley,,8,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Lieutenant Governor,Mike Collier,,4,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Attorney General,Joe Jaworski,,2,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Attorney General,Lee Merritt,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Attorney General,Rochelle Mercedes Garza,,6,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Attorney General,"S. ""TBone"" Raynor",,0,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Attorney General,Mike Fields,,0,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Comptroller of Public Accounts,Janet T. Dudding,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Comptroller of Public Accounts,Tim Mahoney,,4,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Comptroller of Public Accounts,Angel Luis Vega,,6,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Commissioner of the General Land Office,Jinny Suh,,3,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Commissioner of the General Land Office,Michael Lange,,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Commissioner of the General Land Office,Sandragrace Martinez,,6,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Commissioner of the General Land Office,Jay Kleberg,,1,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Commissioner of Agriculture,Susan Hays,,9,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Commissioner of Agriculture,Ed Ireson,,3,0
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,Railroad Commissioner,Luke Warford,,12,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"Justice, Supreme Court, Place 3",Erin A. Nowell,,12,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"Justice, Supreme Court, Place 5",Amanda Reichek,,12,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"Justice, Supreme Court, Place 9",Julia Maldonado,,12,6
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,12,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,12,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"County Commissioner, Precinct No. 4",Timothy Gassaway,,2,1
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"County Commissioner, Precinct No. 4","Warren Coble, Sr.",,2,2
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"County Commissioner, Precinct No. 4",Melodie Graves,,7,3
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,"Justice of the Peace, Precinct No. 4",Thomas L. Jones,,11,5
Potter County,3/1/2022,2022 March 1st Democratic Primary,1,1,427,908,County Chairman,David Martinez,,11,6
