COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Republican Party,REGISTERED VOTERS - Democratic Party,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST - NONPARTISAN,BALLOTS CAST BLANK,"REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28",REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,"REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 6","REP Judge, Ct of Crim App, Pl 6","REP Judge, Ct of Crim App, Pl 6","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 7","REP Justice, 4th Ct of App Dist, Pl 7","REP Justice, 4th Ct of App Dist, Pl 7","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 218th Judicial Dist","REP Dist Judge, 218th Judicial Dist","REP Dist Judge, 218th Judicial Dist",REP County Judge,REP County Judge,REP County Judge,REP County Judge,REP County Judge,"REP Judge, County Court at Law","REP Judge, County Court at Law","REP Judge, County Court at Law",REP District Clerk,REP District Clerk,REP District Clerk,REP County Clerk,REP County Clerk,REP County Clerk,REP County Clerk,REP County Treasurer,REP County Treasurer,REP County Treasurer,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP JOP Pct 1,REP JOP Pct 1,REP JOP Pct 1,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP County Chair,REP County Chair,REP County Chair,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 10,REP Proposition 10,REP Proposition 10,REP Proposition 10,"DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28",DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Representative, Dist 80","DEM State Representative, Dist 80","DEM State Representative, Dist 80","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 7","DEM Justice, 4th Ct of App Dist, Pl 7","DEM Justice, 4th Ct of App Dist, Pl 7",DEM County Judge,DEM County Judge,DEM County Judge,DEM County Commissioner Pct 2,DEM County Commissioner Pct 2,DEM County Commissioner Pct 2,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 3,DEM County Chair,DEM County Chair,DEM County Chair,
ATASC,0007,Precinct 8,0,0,0,0,4,3,1,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,2,0,1,2,0,1,2,1,0,0,2,0,1,2,1,0,0,1,0,2,1,2,0,0,0,0,0,0,3,0,0,0,2,0,1,2,0,1,3,0,0,0,0,2,0,1,0,3,0,0,0,2,0,1,2,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,2,1,0,0,2,0,0,1,3,0,0,0,2,0,0,1,2,0,0,1,2,0,0,1,3,0,0,0,3,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
ATASC,0007,Precinct 8,0,0,0,0,69,53,16,0,0,16,5,8,9,6,3,2,0,4,40,1,1,5,1,4,0,1,0,0,2,6,2,8,29,2,0,4,9,28,8,7,0,1,38,9,0,6,13,1,8,7,0,7,0,9,0,8,14,29,3,0,7,6,11,5,14,7,0,10,40,0,13,40,0,13,21,18,0,14,37,0,16,29,12,0,12,36,0,17,16,26,0,11,0,0,0,8,32,8,0,5,39,0,14,38,0,15,16,11,17,0,9,40,0,13,9,25,14,0,5,39,0,14,39,0,14,11,35,0,7,41,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0,3,0,0,0,0,0,38,0,15,50,3,0,0,43,7,0,3,45,6,0,2,50,2,0,1,38,13,0,2,37,13,0,3,51,1,0,1,50,2,0,1,47,4,0,2,50,1,0,2,11,1,4,0,0,2,0,12,0,1,0,1,10,1,2,0,3,6,0,6,1,0,0,3,9,3,0,0,4,7,2,1,2,0,4,9,4,0,3,12,0,4,13,0,3,13,0,3,15,0,1,14,0,2,14,0,2,8,2,3,0,3,0,0,0,9,6,0,1,13,0,3,13,0,3,14,0,2,14,0,2,0,0,0,0,0,0,15,0,1,15,0,1,
ATASC,0007,Precinct 8,0,0,0,0,77,60,17,0,0,14,2,15,11,5,8,0,0,5,41,0,0,10,1,3,5,0,0,0,0,1,2,4,45,3,0,5,10,24,6,17,0,3,49,4,0,7,25,1,4,11,1,3,1,6,0,8,8,39,4,0,9,9,8,8,23,2,0,10,47,0,13,47,0,13,25,21,0,14,45,0,15,36,11,0,13,46,0,14,16,29,0,15,0,0,0,13,38,5,0,4,45,0,15,44,0,16,16,11,23,0,10,46,0,14,5,28,22,0,5,46,0,14,47,0,13,12,41,0,7,46,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0,4,0,0,0,0,0,42,0,18,55,3,0,2,46,11,0,3,58,2,0,0,58,2,0,0,49,10,0,1,48,10,0,2,59,1,0,0,55,5,0,0,54,6,0,0,55,5,0,0,9,1,7,0,0,2,0,12,0,1,0,2,8,2,5,0,2,3,1,7,3,0,0,3,7,3,3,0,4,8,3,1,1,0,4,11,4,0,2,13,0,4,12,0,5,13,0,4,14,0,3,13,0,4,13,0,4,8,4,3,0,2,0,0,0,10,4,0,3,13,0,4,15,0,2,14,0,3,14,0,3,0,0,0,0,0,0,16,0,1,13,0,4,
ATASC,0007,Precinct 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0008,Precinct 9,0,0,0,0,10,5,5,0,0,1,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,1,2,0,0,1,1,0,3,1,0,0,0,0,1,0,0,0,3,1,1,0,0,3,0,0,1,0,1,0,3,2,0,3,2,0,3,1,1,0,3,2,0,3,0,2,0,3,2,0,3,0,1,0,4,0,0,0,0,2,0,0,3,2,0,3,2,0,3,2,0,0,0,3,2,0,3,1,2,1,0,1,2,0,3,4,0,1,0,2,0,3,2,0,3,2,0,0,3,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,4,1,0,0,2,1,0,2,5,0,0,0,4,0,0,1,2,1,0,2,5,0,0,0,4,0,0,1,4,0,0,1,3,0,0,2,2,0,3,0,0,0,0,5,0,0,0,0,1,0,2,0,2,0,1,2,0,0,0,2,1,0,2,0,2,0,2,0,1,0,2,2,1,0,2,3,0,2,3,0,2,3,0,2,3,0,2,3,0,2,3,0,2,0,1,1,0,3,0,0,0,2,0,0,3,3,0,2,3,0,2,3,0,2,4,0,1,3,0,2,0,0,0,0,0,0,3,0,2,
ATASC,0008,Precinct 9,0,0,0,0,177,142,35,0,1,45,11,28,10,13,15,5,0,15,101,0,1,15,1,11,5,5,0,3,4,9,3,14,99,5,0,8,19,77,19,21,0,6,104,16,0,22,48,7,15,11,2,19,2,21,0,17,40,76,12,0,14,28,15,15,53,10,0,21,113,0,29,114,0,28,75,41,0,26,109,0,33,73,39,0,30,107,0,35,36,79,0,27,0,0,0,45,70,13,0,14,110,0,32,114,0,28,51,36,36,0,19,111,0,31,27,70,35,0,10,112,0,30,117,0,25,42,79,0,21,114,0,28,58,74,0,10,0,0,0,0,0,0,0,79,56,0,7,0,0,0,0,0,0,0,0,0,113,0,29,132,6,0,4,121,15,0,6,123,16,0,3,127,11,0,4,119,18,0,5,121,16,0,5,135,4,0,3,124,12,0,6,126,14,0,2,131,8,0,3,24,3,8,0,0,0,1,33,0,1,0,0,14,10,6,0,5,5,2,15,6,2,0,5,15,11,7,0,2,15,9,3,5,0,3,27,3,0,5,26,0,9,26,0,9,27,0,8,26,0,9,24,0,11,24,0,11,19,3,8,0,5,0,0,0,20,10,0,5,25,0,10,28,0,7,26,0,9,27,0,8,26,0,9,0,0,0,0,0,0,27,0,8,
ATASC,0008,Precinct 9,0,0,0,0,168,125,43,0,0,30,13,29,8,16,10,8,0,11,90,0,1,15,0,8,6,5,0,0,5,10,7,8,80,5,0,10,11,65,16,28,0,5,84,20,0,21,37,16,7,15,0,11,3,7,0,29,30,62,7,0,26,26,16,21,24,13,0,25,92,0,33,92,0,33,59,37,0,29,87,0,38,68,25,0,32,85,0,40,30,61,0,34,0,0,0,38,61,15,0,11,87,0,38,88,0,37,25,37,37,0,26,90,0,35,28,59,24,0,14,87,0,38,92,0,33,33,66,0,26,93,0,32,59,47,0,19,0,0,0,0,0,0,0,55,56,0,14,0,0,0,0,0,0,0,0,0,88,0,37,117,2,0,6,105,11,0,9,110,12,0,3,108,12,0,5,104,13,0,8,99,15,0,11,117,4,0,4,116,6,0,3,118,4,0,3,116,5,0,4,36,1,6,0,0,5,0,35,1,1,0,1,8,21,12,0,2,6,2,28,3,2,0,2,25,5,10,0,3,21,5,7,7,0,3,37,3,0,3,34,0,9,35,0,8,36,0,7,38,0,5,35,0,8,34,0,9,26,6,8,0,3,0,0,0,34,4,0,5,33,0,10,37,0,6,39,0,4,37,0,6,37,0,6,0,0,0,0,0,0,38,0,5,
ATASC,0008,Precinct 9,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0009,Precinct 10,0,0,0,0,3,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
ATASC,0009,Precinct 10,0,0,0,0,53,47,6,0,0,12,2,8,6,7,4,5,0,3,30,1,1,4,0,6,3,2,0,0,3,1,4,5,33,0,0,1,10,17,10,9,0,1,36,7,0,4,15,4,7,4,0,7,4,3,0,3,16,25,5,0,1,10,2,7,17,9,0,2,43,0,4,44,0,3,25,17,0,5,40,0,7,22,19,0,6,38,0,9,13,29,0,5,0,0,0,12,30,4,0,1,38,0,9,37,0,10,16,18,9,0,4,41,0,6,13,22,10,0,2,40,0,7,41,0,6,14,28,0,5,41,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,3,0,0,0,0,0,37,0,10,43,4,0,0,37,9,0,1,43,4,0,0,42,4,0,1,40,5,0,2,38,8,0,1,45,1,0,1,43,3,0,1,45,2,0,0,46,1,0,0,3,0,3,0,0,2,0,4,0,0,0,0,2,3,1,0,0,0,0,5,1,0,0,0,1,1,3,0,1,1,1,1,3,0,0,4,2,0,0,6,0,0,5,0,1,6,0,0,6,0,0,6,0,0,6,0,0,3,0,2,0,1,0,0,0,3,2,0,1,5,0,1,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,
ATASC,0009,Precinct 10,0,0,0,0,82,67,15,0,0,23,5,16,3,4,7,6,0,3,41,0,0,11,0,3,5,6,0,1,6,3,2,8,44,2,0,2,10,35,5,16,0,1,48,6,0,13,20,7,4,7,3,3,4,6,0,13,19,40,2,0,6,22,3,4,19,6,0,13,48,0,19,46,0,21,28,22,0,17,46,0,21,39,10,0,18,46,0,21,19,32,0,16,0,0,0,21,34,8,0,4,47,0,20,46,0,21,22,20,17,0,8,47,0,20,12,25,22,0,8,44,0,23,49,0,18,18,41,0,8,51,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,0,8,0,0,0,0,0,50,0,17,60,6,0,1,56,8,0,3,56,8,0,3,59,6,0,2,50,15,0,2,50,13,0,4,65,0,0,2,57,8,0,2,60,5,0,2,60,5,0,2,8,1,6,0,0,3,0,10,2,0,0,0,5,4,5,0,1,1,2,9,1,1,0,1,7,5,1,0,2,9,2,1,2,0,1,13,1,0,1,12,0,3,12,0,3,11,0,4,12,0,3,9,0,6,9,0,6,5,0,9,0,1,0,0,0,10,1,0,4,9,0,6,12,0,3,9,0,6,11,0,4,0,0,0,0,0,0,12,0,3,11,0,4,
ATASC,0009,Precinct 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0010,Precinct 11,0,0,0,0,15,11,4,0,0,4,0,2,2,1,2,0,0,0,9,0,0,2,0,0,0,0,0,0,0,1,0,1,9,0,0,0,2,4,1,3,0,1,9,0,0,2,5,2,0,0,0,0,0,2,0,2,1,6,2,0,2,1,1,2,5,0,0,2,10,0,1,9,0,2,4,5,0,2,9,0,2,6,3,0,2,9,0,2,3,4,0,4,0,0,0,4,6,1,0,0,7,0,4,7,0,4,2,4,4,0,1,7,0,4,2,6,2,0,1,9,0,2,9,0,2,4,4,0,3,8,0,3,4,6,0,1,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,7,0,4,11,0,0,0,10,0,0,1,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,10,1,0,0,11,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,1,2,1,0,0,1,1,2,0,0,0,0,1,1,0,0,2,2,0,1,0,0,1,1,1,0,2,3,0,1,2,0,2,3,0,1,3,0,1,3,0,1,3,0,1,1,2,1,0,0,0,0,0,1,2,0,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,3,0,1,
ATASC,0010,Precinct 11,0,0,0,0,188,128,60,0,0,34,14,32,7,15,7,6,0,13,101,0,3,11,1,3,6,3,0,0,8,2,7,8,94,5,0,4,20,73,12,23,0,0,97,18,0,13,53,9,12,6,1,15,4,10,0,18,32,68,13,0,15,33,20,8,39,11,0,17,95,0,33,95,0,33,63,39,0,26,88,0,40,67,36,0,25,92,0,36,36,64,0,28,0,0,0,41,53,19,0,15,94,0,34,88,0,40,39,32,37,0,20,95,0,33,24,70,17,0,17,96,0,32,99,0,29,43,60,0,25,97,0,31,85,32,0,11,0,0,0,0,0,0,0,50,69,0,9,0,0,0,0,0,0,0,0,0,94,0,34,117,11,0,0,100,26,0,2,112,15,0,1,114,11,0,3,108,18,0,2,103,18,0,7,123,4,0,1,119,7,0,2,118,9,0,1,120,6,0,2,42,3,15,0,0,2,1,51,0,3,0,3,19,17,17,0,7,7,3,36,3,4,0,7,30,7,17,0,6,30,7,9,7,0,7,44,8,0,8,40,0,20,45,0,15,43,0,17,47,0,13,43,0,17,38,0,22,27,8,20,0,5,0,0,0,39,13,0,8,43,0,17,44,0,16,43,0,17,44,0,16,44,0,16,0,0,0,0,0,0,46,0,14,
ATASC,0010,Precinct 11,0,0,0,0,179,128,51,0,0,40,15,20,7,14,17,4,0,11,102,0,0,16,0,3,3,3,0,1,15,4,4,6,89,3,0,7,25,56,13,30,0,4,97,13,0,18,46,12,13,12,1,18,5,3,0,18,47,63,5,0,13,28,19,12,41,11,0,17,114,0,14,109,0,19,69,42,0,17,108,0,20,80,30,0,18,106,0,22,34,74,0,20,0,0,0,39,62,14,0,13,104,0,24,108,0,20,46,38,29,0,15,106,0,22,36,63,17,0,12,103,0,25,110,0,18,53,56,0,19,107,0,21,83,39,0,6,0,0,0,0,0,0,0,49,70,0,9,0,0,0,0,0,0,0,0,0,106,0,22,122,4,0,2,104,22,0,2,112,13,0,3,112,12,0,4,102,19,0,7,110,13,0,5,125,1,0,2,118,6,0,4,107,18,0,3,119,6,0,3,41,2,8,0,0,3,2,43,1,1,0,1,19,22,4,0,6,5,5,34,1,1,0,5,29,6,11,0,5,33,1,9,3,0,5,40,5,0,6,42,0,9,42,0,9,42,0,9,45,0,6,43,0,8,44,0,7,27,5,15,0,4,0,0,0,37,6,0,8,42,0,9,44,0,7,44,0,7,46,0,5,44,0,7,0,0,0,0,0,0,42,0,9,
ATASC,0010,Precinct 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
