political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,inct_number,reg_voters,party_code,party_code,race_name,candidate_name,election_votes,early_votes
floyd county,3/1/2022,primary election,,0,3,822,98,11,County Treasurer,Lori Morales,27,18
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice of the Peace,
Precinct No. 2 and 3",Jonathan Sustaita,16,11
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice of the Peace,
Precinct No. 2 and 3",Darrell Rasco,27,33
floyd county,3/1/2022,primary election,,0,3,822,98,11,County Chairman,Kerry D. Pratt,39,41
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Michael Cooper,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Inocencio (Inno) Barrientez,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Rich Wakeland,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Beto O'Rourke,3,7
floyd county,3/1/2022,primary election,,0,3,822,98,11,Governor,Joy Diaz,0,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Michelle Beckley,1,4
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Mike Collier,1,3
floyd county,3/1/2022,primary election,,0,3,822,98,11,Lieutenant Governor,Carla Brailey,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,Mike Fields,0,2
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,Lee Merritt,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,"S. ""TBone"" Raynor",0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,Rochelle Mercedes Garza,3,4
floyd county,3/1/2022,primary election,,0,3,822,98,11,Attorney General,Joe Jaworski,0,2
floyd county,3/1/2022,primary election,,0,3,822,98,11,Comptroller of Public Accounts,Angel Luis Vega,3,4
floyd county,3/1/2022,primary election,,0,3,822,98,11,Comptroller of Public Accounts,Tim Mahoney,0,2
floyd county,3/1/2022,primary election,,0,3,822,98,11,Comptroller of Public Accounts,Janet T. Dudding,0,2
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Sandragrace Martinez,3,6
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Michael Lange,0,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Jay Kleberg,0,0
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of the General Land Office,Jinny Suh,0,1
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of Agriculture,Susan Hays,3,6
floyd county,3/1/2022,primary election,,0,3,822,98,11,Commissioner of Agriculture,Ed Ireson,0,2
floyd county,3/1/2022,primary election,,0,3,822,98,11,Railroad Commissioner,Luke Warford,3,7
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice, Supreme Court, Place 3",Erin A Nowell,3,7
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice, Supreme Court, Place 5",Amanda Reichek,3,6
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Justice, Supreme Court, Place 9",Julia Maldonado,3,8
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,3,7
floyd county,3/1/2022,primary election,,0,3,822,98,11,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,3,7
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 1,YES,39,39
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 1,NO,6,4
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 2,YES,35,29
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 2,NO,9,11
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 3,YES,37,31
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 3,NO,10,12
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 4,YES,40,35
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 4,NO,4,4
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 5,YES,39,36
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 5,NO,6,6
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 6,YES,37,34
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 6,NO,5,3
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 7,YES,43,38
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 7,NO,2,2
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 8,YES,41,39
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 8,NO,5,2
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 9,YES,37,35
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 9,NO,7,8
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 10,YES,44,39
floyd county,3/1/2022,primary election,,0,3,822,98,11,Proposition 10,NO,2,4
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"United States Representative, District No. 19",Jodey C. Arrington,54,72
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Danny Harrison,1,2
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Rick Perry,3,7
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Paul Belew,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Greg Abbott,40,49
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Don Huffines,6,7
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Chad Prather,5,3
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Kandy Kaye Horn,0,1
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Allen B. West,3,7
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Aaron Sorrells,3,3
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Todd M. Bullis,1,2
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Trayce Bradford,0,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Dan Patrick,49,53
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Zach Vance,1,2
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Daniel Miller,2,8
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,Eva Guzman,10,29
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,Ken Paxton,32,31
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,Louie Gohmert,5,4
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,George P. Bush,11,13
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Comptroller of Public Accounts,Mark V. Goloby,11,13
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Comptroller of Public Accounts,Glenn Hegar,38,52
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Victor Avila,7,17
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Jon Spiers,10,8
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Dawn Buckingham,10,16
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Weston Martinez,4,4
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Tim Westley,6,10
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Rufus Lopez,4,4
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Ben Armenta,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Don W. Minton,0,7
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of Agriculture,Carey A. Counsil,3,8
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of Agriculture,James White,14,18
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of Agriculture,Sid Miller,33,44
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Railroad Commissioner,"Marvin ""Sarge"" Summers",9,7
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Railroad Commissioner,Wayne Christian,15,28
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Railroad Commissioner,Tom Slocum Jr,2,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Railroad Commissioner,Sarah Stogner,7,11
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Railroad Commissioner,Dawayne Tipton,9,14
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice, Supreme Court, Place 3",Debra Lehrmann,46,63
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice, Supreme Court, Place 5",Rebeca Huddle,45,62
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice, Supreme Court, Place 9",Evan Young,28,37
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice, Supreme Court, Place 9",David J. Schenck,15,28
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,44,64
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,17,28
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,27,37
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",44,61
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Member, State Board of Education, District 15",Aaron Kinsey,22,23
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Member, State Board of Education, District 15",Jay Johnson,25,45
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"State Senator, District No. 28",Charles Perry,53,68
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"State Representative,
District No. 83",Austin Jordan,7,21
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"State Representative,
District No. 83",Dustin Burrows,47,47
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,46,62
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"District Judge, 110th Judicial District","William P. ""Bill"" Smith",51,68
floyd county,3/1/2022,primary election,1,0,4,923,146,10,County Judge,Marty C. Lucke,50,71
floyd county,3/1/2022,primary election,1,0,4,923,146,10,District Clerk,Mary Jane Cisneros,52,75
floyd county,3/1/2022,primary election,1,0,4,923,146,10,County Clerk,Ginger Morgan,55,76
floyd county,3/1/2022,primary election,1,0,4,923,146,10,County Treasurer,Elva Martinez,26,48
floyd county,3/1/2022,primary election,1,0,4,923,146,10,County Treasurer,Lori Morales,32,36
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"County Commissioner,
Precinct No. 4",David Martinez,56,73
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice of the Peace,
Precinct No. 1 and 4",Tali Jackson,55,73
floyd county,3/1/2022,primary election,1,0,4,923,146,10,County Chairman,Kerry D. Pratt,54,74
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Michael Cooper,0,1
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Inocencio (Inno) Barrientez,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Rich Wakeland,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Beto O'Rourke,2,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Governor,Joy Diaz,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Michelle Beckley,0,1
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Mike Collier,0,3
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Lieutenant Governor,Carla Brailey,1,3
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,Mike Fields,0,3
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,Lee Merritt,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,"S. ""TBone"" Raynor",1,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,Rochelle Mercedes Garza,1,4
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Attorney General,Joe Jaworski,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Comptroller of Public Accounts,Angel Luis Vega,2,3
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Comptroller of Public Accounts,Tim Mahoney,0,1
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Comptroller of Public Accounts,Janet T. Dudding,0,3
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Sandragrace Martinez,2,4
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Michael Lange,0,1
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Jay Kleberg,0,2
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of the General Land Office,Jinny Suh,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of Agriculture,Susan Hays,2,7
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Commissioner of Agriculture,Ed Ireson,0,0
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Railroad Commissioner,Luke Warford,1,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice, Supreme Court, Place 3",Erin A Nowell,1,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice, Supreme Court, Place 5",Amanda Reichek,1,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Justice, Supreme Court, Place 9",Julia Maldonado,2,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,1,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,1,6
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 1,YES,53,62
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 1,NO,5,14
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 2,YES,48,56
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 2,NO,6,20
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 3,YES,44,63
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 3,NO,12,17
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 4,YES,50,67
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 4,NO,6,9
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 5,YES,50,66
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 5,NO,6,7
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 6,YES,46,54
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 6,NO,6,18
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 7,YES,57,72
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 7,NO,2,3
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 8,YES,53,65
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 8,NO,3,8
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 9,YES,50,70
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 9,NO,8,9
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 10,YES,53,69
floyd county,3/1/2022,primary election,1,0,4,923,146,10,Proposition 10,NO,5,3
