political_subdivision,election_date,election_name,total provisional ballots,total provisonal ballots counted,precinct_number,reg_voters,race_name,candidate_name,early_votes,election_name
Bee County,3/1/2022,Primary,,,3,1789,Attorney General,Louie Gohmert,8,10
Bee County,3/1/2022,Primary,,,3,1789,Attorney General,George P. Bush,48,30
Bee County,3/1/2022,Primary,,,3,1789,Attorney General,Eva Guzman,28,3
Bee County,3/1/2022,Primary,,,3,1789,Attorney General,Ken Paxton,48,24
Bee County,3/1/2022,Primary,,,3,1789,Comptroller of Public Accounts,Mark V. Goloby,29,17
Bee County,3/1/2022,Primary,,,3,1789,Comptroller of Public Accounts,Glenn Hegar,90,42
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of the General Land Office,Jon Spiers,27,17
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of the General Land Office,Weston Martinez,10,9
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of the General Land Office,Don W. Minton,2,2
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of the General Land Office,Victor Avila,14,2
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of the General Land Office,Dawn Buckingham,47,9
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of the General Land Office,Rufus Lopez,4,5
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of the General Land Office,Ben Armenta,1,1
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of the General Land Office,Tim Westley,15,9
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of Agriculture,James White,35,25
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of Agriculture,Carey A. Counsil,10,4
Bee County,3/1/2022,Primary,,,3,1789,Commissioner of Agriculture,Sid Miller,76,29
Bee County,3/1/2022,Primary,,,3,1789,Railroad Commissioner,Sarah Stogner,34,14
Bee County,3/1/2022,Primary,,,3,1789,Railroad Commissioner,Wayne Christian,40,19
Bee County,3/1/2022,Primary,,,3,1789,Railroad Commissioner,Dawayne Tipton,9,10
Bee County,3/1/2022,Primary,,,3,1789,Railroad Commissioner,"Marvin ""Sarge"" Summers",13,9
Bee County,3/1/2022,Primary,,,3,1789,Railroad Commissioner,Tom Slocum Jr,20,4
Bee County,3/1/2022,Primary,,,3,1789,"Justice, Supreme Court, Place 3",Debra Lehrmann,120,58
Bee County,3/1/2022,Primary,,,3,1789,"Justice, Supreme Court, Place 5",Rebeca Huddle,115,55
Bee County,3/1/2022,Primary,,,3,1789,"Justice, Supreme Court, Place 9",David J. Schenck,54,35
Bee County,3/1/2022,Primary,,,3,1789,"Justice, Supreme Court, Place 9",Evan Young,60,22
Bee County,3/1/2022,Primary,,,3,1789,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,117,55
Bee County,3/1/2022,Primary,,,3,1789,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,77,39
Bee County,3/1/2022,Primary,,,3,1789,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,41,16
Bee County,3/1/2022,Primary,,,3,1789,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",113,56
Bee County,3/1/2022,Primary,,,3,1789,"Member, State Board of Education, District No. 3",Lana Jean Holland,72,23
Bee County,3/1/2022,Primary,,,3,1789,"Member, State Board of Education, District No. 3",Ken Morrow,47,38
Bee County,3/1/2022,Primary,,,3,1789,"State Senator, District No. 27",Isreal Salinas,18,8
Bee County,3/1/2022,Primary,,,3,1789,"State Senator, District No. 27",Adam Hinojosa,84,43
Bee County,3/1/2022,Primary,,,3,1789,"State Senator, District No. 27",Raul Torres,24,9
Bee County,3/1/2022,Primary,,,3,1789,"State Representative,  District No. 43",J.M. Lozano,119,62
Bee County,3/1/2022,Primary,,,3,1789,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,43,20
Bee County,3/1/2022,Primary,,,3,1789,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,71,34
Bee County,3/1/2022,Primary,,,3,1789,"District Judge, 36th Judicial District",Starr Bauer,123,60
Bee County,3/1/2022,Primary,,,3,1789,"District Judge, 156th Judicial District",Patrick L. Flanigan,118,61
Bee County,3/1/2022,Primary,,,3,1789,County Judge,George Poe Trace Morrill III,124,63
Bee County,3/1/2022,Primary,,,3,1789,District Clerk,Zenaida Silva,123,64
Bee County,3/1/2022,Primary,,,3,1789,County Clerk,Nickelle Clark Gonzales,56,33
Bee County,3/1/2022,Primary,,,3,1789,County Clerk,Michele Bridge,73,37
Bee County,3/1/2022,Primary,,,3,1789,"County Commissioner, Precinct No. 4",Tino Olivares,40,15
Bee County,3/1/2022,Primary,,,3,1789,"County Commissioner, Precinct No. 4",Derek Franco,40,24
Bee County,3/1/2022,Primary,,,3,1789,"County Commissioner, Precinct No. 4",Kenneth Haggard,42,25
Bee County,3/1/2022,Primary,,,3,1789,"County Commissioner, Precinct No. 4",Martin Silva,10,3
Bee County,3/1/2022,Primary,,,3,1789,"Justice of the Peace, Precinct No. 4",Enrique (Henry) Jimenez,45,29
Bee County,3/1/2022,Primary,,,3,1789,"Justice of the Peace, Precinct No. 4",Leticia Cantu,81,36
Bee County,3/1/2022,Primary,,,3,1789,County Chairman,Patty Johnson,117,61
Bee County,3/1/2022,Primary,,,3,1789,Proposition 1,YES,122,67
Bee County,3/1/2022,Primary,,,3,1789,Proposition 1,NO,10,6
Bee County,3/1/2022,Primary,,,3,1789,Proposition 2,YES,100,61
Bee County,3/1/2022,Primary,,,3,1789,Proposition 2,NO,29,10
Bee County,3/1/2022,Primary,,,3,1789,Proposition 3,YES,115,66
Bee County,3/1/2022,Primary,,,3,1789,Proposition 3,NO,18,7
Bee County,3/1/2022,Primary,,,3,1789,Proposition 4,YES,118,62
Bee County,3/1/2022,Primary,,,3,1789,Proposition 4,NO,10,10
Bee County,3/1/2022,Primary,,,3,1789,Proposition 5,YES,117,65
Bee County,3/1/2022,Primary,,,3,1789,Proposition 5,NO,11,6
Bee County,3/1/2022,Primary,,,3,1789,Proposition 6,YES,110,59
Bee County,3/1/2022,Primary,,,3,1789,Proposition 6,NO,14,10
Bee County,3/1/2022,Primary,,,3,1789,Proposition 7,YES,128,70
Bee County,3/1/2022,Primary,,,3,1789,Proposition 7,NO,1,2
Bee County,3/1/2022,Primary,,,3,1789,Proposition 8,YES,120,65
Bee County,3/1/2022,Primary,,,3,1789,Proposition 8,NO,9,7
Bee County,3/1/2022,Primary,,,3,1789,Proposition 9,YES,125,64
Bee County,3/1/2022,Primary,,,3,1789,Proposition 9,NO,9,10
Bee County,3/1/2022,Primary,,,3,1789,Proposition 10,YES,129,70
Bee County,3/1/2022,Primary,,,3,1789,Proposition 10,NO,2,1
Bee County,3/1/2022,Primary,,,4,617,"United States Representative, District No. 27",Anthony J Tristan,1,6
Bee County,3/1/2022,Primary,,,4,617,"United States Representative, District No. 27",Victor Melgoza,2,1
Bee County,3/1/2022,Primary,,,4,617,"United States Representative, District No. 27",Maclovio Perez Jr,3,4
Bee County,3/1/2022,Primary,,,4,617,Governor,Rich Wakeland,0,0
Bee County,3/1/2022,Primary,,,4,617,Governor,Joy Diaz,0,1
Bee County,3/1/2022,Primary,,,4,617,Governor,Inocencio (Inno) Barrientez,0,2
Bee County,3/1/2022,Primary,,,4,617,Governor,Michael Cooper,0,0
Bee County,3/1/2022,Primary,,,4,617,Governor,Beto O'Rourke,6,8
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Michelle Beckley,3,7
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Carla Brailey,2,1
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Mike Collier,1,3
Bee County,3/1/2022,Primary,,,4,617,Attorney General,Joe Jaworski,1,0
Bee County,3/1/2022,Primary,,,4,617,Attorney General,Rochelle Mercedes Garza,4,8
Bee County,3/1/2022,Primary,,,4,617,Attorney General,Mike Fields,0,2
Bee County,3/1/2022,Primary,,,4,617,Attorney General,Lee Merritt,1,0
Bee County,3/1/2022,Primary,,,4,617,Attorney General,"S. ""TBone"" Raynor",0,2
Bee County,3/1/2022,Primary,,,4,617,Comptroller of Public Accounts,Janet T. Dudding,1,4
Bee County,3/1/2022,Primary,,,4,617,Comptroller of Public Accounts,Tim Mahoney,1,2
Bee County,3/1/2022,Primary,,,4,617,Comptroller of Public Accounts,Angel Luis Vega,4,5
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Jinny Suh,2,0
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Sandragrace Martinez,4,7
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Jay Kleberg,0,3
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Michael Lange,0,1
Bee County,3/1/2022,Primary,,,4,617,Commissioner of Agriculture,Susan Hays,3,11
Bee County,3/1/2022,Primary,,,4,617,Commissioner of Agriculture,Ed Ireson,3,0
Bee County,3/1/2022,Primary,,,4,617,Railroad Commissioner,Luke Warford,6,10
Bee County,3/1/2022,Primary,,,4,617,"Justice, Supreme Court, Place 3",Erin A Nowell,6,11
Bee County,3/1/2022,Primary,,,4,617,"Justice, Supreme Court, Place 5",Amanda Reichek,5,11
Bee County,3/1/2022,Primary,,,4,617,"Justice, Supreme Court, Place 9",Julia Maldonado,6,12
Bee County,3/1/2022,Primary,,,4,617,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,6,11
Bee County,3/1/2022,Primary,,,4,617,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,6,9
Bee County,3/1/2022,Primary,,,4,617,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,6,10
Bee County,3/1/2022,Primary,,,4,617,"State Senator, District No. 27",Morgan Lamantia,2,0
Bee County,3/1/2022,Primary,,,4,617,"State Senator, District No. 27",Alex Dominguez,3,1
Bee County,3/1/2022,Primary,,,4,617,"State Senator, District No. 27",Sara Stapleton-Barrera,0,5
Bee County,3/1/2022,Primary,,,4,617,"State Senator, District No. 27",Salomon Torres,1,5
Bee County,3/1/2022,Primary,,,4,617,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,6,12
Bee County,3/1/2022,Primary,,,4,617,"United States Representative, District No. 27",Michael Cloud,34,62
Bee County,3/1/2022,Primary,,,4,617,"United States Representative, District No. 27",Chris Mapp,1,3
Bee County,3/1/2022,Primary,,,4,617,"United States Representative, District No. 27",AJ Louderback,1,6
Bee County,3/1/2022,Primary,,,4,617,"United States Representative, District No. 27",Eric Mireles,5,7
Bee County,3/1/2022,Primary,,,4,617,"United States Representative, District No. 27",Andrew Alvarez,6,5
Bee County,3/1/2022,Primary,,,4,617,Governor,Rick Perry,5,2
Bee County,3/1/2022,Primary,,,4,617,Governor,Chad Prather,2,5
Bee County,3/1/2022,Primary,,,4,617,Governor,Danny Harrison,0,2
Bee County,3/1/2022,Primary,,,4,617,Governor,Greg Abbott,31,58
Bee County,3/1/2022,Primary,,,4,617,Governor,Kandy Kaye Horn,0,1
Bee County,3/1/2022,Primary,,,4,617,Governor,Don Huffines,2,8
Bee County,3/1/2022,Primary,,,4,617,Governor,Paul Belew,0,0
Bee County,3/1/2022,Primary,,,4,617,Governor,Allen B. West,10,9
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Zach Vance,4,2
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Daniel Miller,3,4
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Aaron Sorrells,2,2
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Dan Patrick,31,68
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Trayce Bradford,3,4
Bee County,3/1/2022,Primary,,,4,617,Lieutenant Governor,Todd M. Bullis,2,0
Bee County,3/1/2022,Primary,,,4,617,Attorney General,Louie Gohmert,7,9
Bee County,3/1/2022,Primary,,,4,617,Attorney General,George P. Bush,16,21
Bee County,3/1/2022,Primary,,,4,617,Attorney General,Eva Guzman,8,8
Bee County,3/1/2022,Primary,,,4,617,Attorney General,Ken Paxton,17,46
Bee County,3/1/2022,Primary,,,4,617,Comptroller of Public Accounts,Mark V. Goloby,12,10
Bee County,3/1/2022,Primary,,,4,617,Comptroller of Public Accounts,Glenn Hegar,29,64
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Jon Spiers,6,13
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Weston Martinez,8,4
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Don W. Minton,1,3
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Victor Avila,5,3
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Dawn Buckingham,13,23
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Rufus Lopez,0,2
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Ben Armenta,0,0
Bee County,3/1/2022,Primary,,,4,617,Commissioner of the General Land Office,Tim Westley,8,19
Bee County,3/1/2022,Primary,,,4,617,Commissioner of Agriculture,James White,14,26
Bee County,3/1/2022,Primary,,,4,617,Commissioner of Agriculture,Carey A. Counsil,3,3
Bee County,3/1/2022,Primary,,,4,617,Commissioner of Agriculture,Sid Miller,27,50
Bee County,3/1/2022,Primary,,,4,617,Railroad Commissioner,Sarah Stogner,5,12
Bee County,3/1/2022,Primary,,,4,617,Railroad Commissioner,Wayne Christian,16,23
Bee County,3/1/2022,Primary,,,4,617,Railroad Commissioner,Dawayne Tipton,4,7
Bee County,3/1/2022,Primary,,,4,617,Railroad Commissioner,"Marvin ""Sarge"" Summers",4,10
Bee County,3/1/2022,Primary,,,4,617,Railroad Commissioner,Tom Slocum Jr,10,16
Bee County,3/1/2022,Primary,,,4,617,"Justice, Supreme Court, Place 3",Debra Lehrmann,41,65
Bee County,3/1/2022,Primary,,,4,617,"Justice, Supreme Court, Place 5",Rebeca Huddle,41,62
Bee County,3/1/2022,Primary,,,4,617,"Justice, Supreme Court, Place 9",David J. Schenck,21,30
Bee County,3/1/2022,Primary,,,4,617,"Justice, Supreme Court, Place 9",Evan Young,17,31
Bee County,3/1/2022,Primary,,,4,617,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,40,58
Bee County,3/1/2022,Primary,,,4,617,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,24,47
Bee County,3/1/2022,Primary,,,4,617,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,14,16
Bee County,3/1/2022,Primary,,,4,617,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",36,57
Bee County,3/1/2022,Primary,,,4,617,"Member, State Board of Education, District No. 3",Lana Jean Holland,23,28
Bee County,3/1/2022,Primary,,,4,617,"Member, State Board of Education, District No. 3",Ken Morrow,17,37
Bee County,3/1/2022,Primary,,,4,617,"State Senator, District No. 27",Isreal Salinas,7,8
Bee County,3/1/2022,Primary,,,4,617,"State Senator, District No. 27",Adam Hinojosa,29,38
Bee County,3/1/2022,Primary,,,4,617,"State Senator, District No. 27",Raul Torres,4,22
Bee County,3/1/2022,Primary,,,4,617,"State Representative,  District No. 43",J.M. Lozano,42,68
Bee County,3/1/2022,Primary,,,4,617,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,18,21
Bee County,3/1/2022,Primary,,,4,617,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,17,37
Bee County,3/1/2022,Primary,,,4,617,"District Judge, 36th Judicial District",Starr Bauer,40,63
Bee County,3/1/2022,Primary,,,4,617,"District Judge, 156th Judicial District",Patrick L. Flanigan,40,62
Bee County,3/1/2022,Primary,,,4,617,County Judge,George Poe Trace Morrill III,40,66
Bee County,3/1/2022,Primary,,,4,617,District Clerk,Zenaida Silva,41,63
Bee County,3/1/2022,Primary,,,4,617,County Clerk,Nickelle Clark Gonzales,16,17
Bee County,3/1/2022,Primary,,,4,617,County Clerk,Michele Bridge,28,60
Bee County,3/1/2022,Primary,,,4,617,"County Commissioner, Precinct No. 4",Tino Olivares,6,11
Bee County,3/1/2022,Primary,,,4,617,"County Commissioner, Precinct No. 4",Derek Franco,8,14
Bee County,3/1/2022,Primary,,,4,617,"County Commissioner, Precinct No. 4",Kenneth Haggard,19,36
Bee County,3/1/2022,Primary,,,4,617,"County Commissioner, Precinct No. 4",Martin Silva,16,23
Bee County,3/1/2022,Primary,,,4,617,"Justice of the Peace, Precinct No. 4",Enrique (Henry) Jimenez,21,26
Bee County,3/1/2022,Primary,,,4,617,"Justice of the Peace, Precinct No. 4",Leticia Cantu,25,42
Bee County,3/1/2022,Primary,,,4,617,County Chairman,Patty Johnson,37,65
Bee County,3/1/2022,Primary,,,4,617,Proposition 1,YES,45,83
Bee County,3/1/2022,Primary,,,4,617,Proposition 1,NO,1,1
Bee County,3/1/2022,Primary,,,4,617,Proposition 2,YES,36,62
Bee County,3/1/2022,Primary,,,4,617,Proposition 2,NO,9,18
Bee County,3/1/2022,Primary,,,4,617,Proposition 3,YES,40,77
Bee County,3/1/2022,Primary,,,4,617,Proposition 3,NO,6,5
Bee County,3/1/2022,Primary,,,4,617,Proposition 4,YES,44,82
Bee County,3/1/2022,Primary,,,4,617,Proposition 4,NO,1,2
Bee County,3/1/2022,Primary,,,4,617,Proposition 5,YES,38,75
Bee County,3/1/2022,Primary,,,4,617,Proposition 5,NO,7,10
Bee County,3/1/2022,Primary,,,4,617,Proposition 6,YES,36,68
Bee County,3/1/2022,Primary,,,4,617,Proposition 6,NO,8,8
Bee County,3/1/2022,Primary,,,4,617,Proposition 7,YES,42,84
Bee County,3/1/2022,Primary,,,4,617,Proposition 7,NO,3,0
Bee County,3/1/2022,Primary,,,4,617,Proposition 8,YES,44,82
Bee County,3/1/2022,Primary,,,4,617,Proposition 8,NO,2,3
Bee County,3/1/2022,Primary,,,4,617,Proposition 9,YES,46,70
Bee County,3/1/2022,Primary,,,4,617,Proposition 9,NO,1,13
Bee County,3/1/2022,Primary,,,4,617,Proposition 10,YES,46,76
Bee County,3/1/2022,Primary,,,4,617,Proposition 10,NO,0,7
Bee County,3/1/2022,Primary,,,5,908,"United States Representative, District No. 27",Anthony J Tristan,2,5
Bee County,3/1/2022,Primary,,,5,908,"United States Representative, District No. 27",Victor Melgoza,5,1
Bee County,3/1/2022,Primary,,,5,908,"United States Representative, District No. 27",Maclovio Perez Jr,3,5
Bee County,3/1/2022,Primary,,,5,908,Governor,Rich Wakeland,0,0
Bee County,3/1/2022,Primary,,,5,908,Governor,Joy Diaz,0,0
Bee County,3/1/2022,Primary,,,5,908,Governor,Inocencio (Inno) Barrientez,0,0
Bee County,3/1/2022,Primary,,,5,908,Governor,Michael Cooper,0,1
Bee County,3/1/2022,Primary,,,5,908,Governor,Beto O'Rourke,11,12
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Michelle Beckley,4,7
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Carla Brailey,2,5
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Mike Collier,3,0
Bee County,3/1/2022,Primary,,,5,908,Attorney General,Joe Jaworski,1,1
Bee County,3/1/2022,Primary,,,5,908,Attorney General,Rochelle Mercedes Garza,4,8
Bee County,3/1/2022,Primary,,,5,908,Attorney General,Mike Fields,2,1
Bee County,3/1/2022,Primary,,,5,908,Attorney General,Lee Merritt,2,2
Bee County,3/1/2022,Primary,,,5,908,Attorney General,"S. ""TBone"" Raynor",0,0
Bee County,3/1/2022,Primary,,,5,908,Comptroller of Public Accounts,Janet T. Dudding,2,3
Bee County,3/1/2022,Primary,,,5,908,Comptroller of Public Accounts,Tim Mahoney,3,3
Bee County,3/1/2022,Primary,,,5,908,Comptroller of Public Accounts,Angel Luis Vega,4,5
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Jinny Suh,1,1
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Sandragrace Martinez,6,6
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Jay Kleberg,0,1
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Michael Lange,2,2
Bee County,3/1/2022,Primary,,,5,908,Commissioner of Agriculture,Susan Hays,9,9
Bee County,3/1/2022,Primary,,,5,908,Commissioner of Agriculture,Ed Ireson,1,2
Bee County,3/1/2022,Primary,,,5,908,Railroad Commissioner,Luke Warford,8,11
Bee County,3/1/2022,Primary,,,5,908,"Justice, Supreme Court, Place 3",Erin A Nowell,7,10
Bee County,3/1/2022,Primary,,,5,908,"Justice, Supreme Court, Place 5",Amanda Reichek,7,10
Bee County,3/1/2022,Primary,,,5,908,"Justice, Supreme Court, Place 9",Julia Maldonado,9,10
Bee County,3/1/2022,Primary,,,5,908,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,8,11
Bee County,3/1/2022,Primary,,,5,908,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,7,10
Bee County,3/1/2022,Primary,,,5,908,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,9,12
Bee County,3/1/2022,Primary,,,5,908,"State Senator, District No. 27",Morgan Lamantia,1,1
Bee County,3/1/2022,Primary,,,5,908,"State Senator, District No. 27",Alex Dominguez,3,4
Bee County,3/1/2022,Primary,,,5,908,"State Senator, District No. 27",Sara Stapleton-Barrera,1,4
Bee County,3/1/2022,Primary,,,5,908,"State Senator, District No. 27",Salomon Torres,3,2
Bee County,3/1/2022,Primary,,,5,908,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,9,9
Bee County,3/1/2022,Primary,,,5,908,"United States Representative, District No. 27",Michael Cloud,29,87
Bee County,3/1/2022,Primary,,,5,908,"United States Representative, District No. 27",Chris Mapp,1,9
Bee County,3/1/2022,Primary,,,5,908,"United States Representative, District No. 27",AJ Louderback,1,12
Bee County,3/1/2022,Primary,,,5,908,"United States Representative, District No. 27",Eric Mireles,0,8
Bee County,3/1/2022,Primary,,,5,908,"United States Representative, District No. 27",Andrew Alvarez,1,4
Bee County,3/1/2022,Primary,,,5,908,Governor,Rick Perry,5,7
Bee County,3/1/2022,Primary,,,5,908,Governor,Chad Prather,0,5
Bee County,3/1/2022,Primary,,,5,908,Governor,Danny Harrison,0,0
Bee County,3/1/2022,Primary,,,5,908,Governor,Greg Abbott,21,106
Bee County,3/1/2022,Primary,,,5,908,Governor,Kandy Kaye Horn,0,1
Bee County,3/1/2022,Primary,,,5,908,Governor,Don Huffines,5,6
Bee County,3/1/2022,Primary,,,5,908,Governor,Paul Belew,0,1
Bee County,3/1/2022,Primary,,,5,908,Governor,Allen B. West,2,11
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Zach Vance,1,8
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Daniel Miller,4,10
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Aaron Sorrells,0,4
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Dan Patrick,24,91
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Trayce Bradford,2,10
Bee County,3/1/2022,Primary,,,5,908,Lieutenant Governor,Todd M. Bullis,1,4
Bee County,3/1/2022,Primary,,,5,908,Attorney General,Louie Gohmert,2,15
Bee County,3/1/2022,Primary,,,5,908,Attorney General,George P. Bush,15,36
Bee County,3/1/2022,Primary,,,5,908,Attorney General,Eva Guzman,4,17
Bee County,3/1/2022,Primary,,,5,908,Attorney General,Ken Paxton,13,63
Bee County,3/1/2022,Primary,,,5,908,Comptroller of Public Accounts,Mark V. Goloby,5,24
Bee County,3/1/2022,Primary,,,5,908,Comptroller of Public Accounts,Glenn Hegar,26,91
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Jon Spiers,10,33
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Weston Martinez,1,5
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Don W. Minton,2,8
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Victor Avila,1,10
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Dawn Buckingham,10,27
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Rufus Lopez,0,4
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Ben Armenta,1,5
Bee County,3/1/2022,Primary,,,5,908,Commissioner of the General Land Office,Tim Westley,4,21
Bee County,3/1/2022,Primary,,,5,908,Commissioner of Agriculture,James White,16,34
Bee County,3/1/2022,Primary,,,5,908,Commissioner of Agriculture,Carey A. Counsil,2,13
Bee County,3/1/2022,Primary,,,5,908,Commissioner of Agriculture,Sid Miller,15,71
Bee County,3/1/2022,Primary,,,5,908,Railroad Commissioner,Sarah Stogner,9,29
Bee County,3/1/2022,Primary,,,5,908,Railroad Commissioner,Wayne Christian,12,39
Bee County,3/1/2022,Primary,,,5,908,Railroad Commissioner,Dawayne Tipton,2,14
Bee County,3/1/2022,Primary,,,5,908,Railroad Commissioner,"Marvin ""Sarge"" Summers",1,11
Bee County,3/1/2022,Primary,,,5,908,Railroad Commissioner,Tom Slocum Jr,5,21
Bee County,3/1/2022,Primary,,,5,908,"Justice, Supreme Court, Place 3",Debra Lehrmann,27,109
Bee County,3/1/2022,Primary,,,5,908,"Justice, Supreme Court, Place 5",Rebeca Huddle,25,109
Bee County,3/1/2022,Primary,,,5,908,"Justice, Supreme Court, Place 9",David J. Schenck,14,61
Bee County,3/1/2022,Primary,,,5,908,"Justice, Supreme Court, Place 9",Evan Young,14,47
Bee County,3/1/2022,Primary,,,5,908,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,27,106
Bee County,3/1/2022,Primary,,,5,908,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,22,80
Bee County,3/1/2022,Primary,,,5,908,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,8,27
Bee County,3/1/2022,Primary,,,5,908,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",26,107
Bee County,3/1/2022,Primary,,,5,908,"Member, State Board of Education, District No. 3",Lana Jean Holland,14,49
Bee County,3/1/2022,Primary,,,5,908,"Member, State Board of Education, District No. 3",Ken Morrow,14,59
Bee County,3/1/2022,Primary,,,5,908,"State Senator, District No. 27",Isreal Salinas,1,14
Bee County,3/1/2022,Primary,,,5,908,"State Senator, District No. 27",Adam Hinojosa,17,74
Bee County,3/1/2022,Primary,,,5,908,"State Senator, District No. 27",Raul Torres,10,27
Bee County,3/1/2022,Primary,,,5,908,"State Representative,  District No. 43",J.M. Lozano,31,111
Bee County,3/1/2022,Primary,,,5,908,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,10,49
Bee County,3/1/2022,Primary,,,5,908,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,18,54
Bee County,3/1/2022,Primary,,,5,908,"District Judge, 36th Judicial District",Starr Bauer,31,110
Bee County,3/1/2022,Primary,,,5,908,"District Judge, 156th Judicial District",Patrick L. Flanigan,25,110
Bee County,3/1/2022,Primary,,,5,908,County Judge,George Poe Trace Morrill III,31,119
Bee County,3/1/2022,Primary,,,5,908,District Clerk,Zenaida Silva,28,115
Bee County,3/1/2022,Primary,,,5,908,County Clerk,Nickelle Clark Gonzales,5,34
Bee County,3/1/2022,Primary,,,5,908,County Clerk,Michele Bridge,25,90
Bee County,3/1/2022,Primary,,,5,908,"County Commissioner, Precinct No. 2",Mike Willow,15,76
Bee County,3/1/2022,Primary,,,5,908,"County Commissioner, Precinct No. 2",Dennis DeWitt,18,54
Bee County,3/1/2022,Primary,,,5,908,"Justice of the Peace, Precinct No. 2",Mike Showalter,28,116
Bee County,3/1/2022,Primary,,,5,908,County Chairman,Patty Johnson,28,115
Bee County,3/1/2022,Primary,,,5,908,Proposition 1,YES,32,129
