political_subdivision,election_date,election_name,total provisional ballots,total provisonal ballots counted,precinct_number,reg_voters,race_name,candidate_name,early_votes,election_name
Bee County,3/1/2022,Primary,,,10,1495,"Justice of the Peace,  Precinct No. 1",Susana Salazar Contreras,24,24
Bee County,3/1/2022,Primary,,,10,1495,"United States Representative, District No. 27",Michael Cloud,27,19
Bee County,3/1/2022,Primary,,,10,1495,"United States Representative, District No. 27",Chris Mapp,2,0
Bee County,3/1/2022,Primary,,,10,1495,"United States Representative, District No. 27",AJ Louderback,3,2
Bee County,3/1/2022,Primary,,,10,1495,"United States Representative, District No. 27",Eric Mireles,5,6
Bee County,3/1/2022,Primary,,,10,1495,"United States Representative, District No. 27",Andrew Alvarez,6,5
Bee County,3/1/2022,Primary,,,10,1495,Governor,Rick Perry,8,7
Bee County,3/1/2022,Primary,,,10,1495,Governor,Chad Prather,1,4
Bee County,3/1/2022,Primary,,,10,1495,Governor,Danny Harrison,1,1
Bee County,3/1/2022,Primary,,,10,1495,Governor,Greg Abbott,29,20
Bee County,3/1/2022,Primary,,,10,1495,Governor,Kandy Kaye Horn,2,0
Bee County,3/1/2022,Primary,,,10,1495,Governor,Don Huffines,0,2
Bee County,3/1/2022,Primary,,,10,1495,Governor,Paul Belew,0,0
Bee County,3/1/2022,Primary,,,10,1495,Governor,Allen B. West,6,1
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Zach Vance,3,3
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Daniel Miller,4,3
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Aaron Sorrells,3,1
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Dan Patrick,27,17
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Trayce Bradford,2,1
Bee County,3/1/2022,Primary,,,10,1495,Lieutenant Governor,Todd M. Bullis,3,5
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,Louie Gohmert,1,1
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,George P. Bush,23,16
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,Eva Guzman,4,5
Bee County,3/1/2022,Primary,,,10,1495,Attorney General,Ken Paxton,18,15
Bee County,3/1/2022,Primary,,,10,1495,Comptroller of Public Accounts,Mark V. Goloby,10,10
Bee County,3/1/2022,Primary,,,10,1495,Comptroller of Public Accounts,Glenn Hegar,27,19
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Jon Spiers,12,9
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Weston Martinez,4,2
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Don W. Minton,4,3
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Victor Avila,5,5
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Dawn Buckingham,4,6
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Rufus Lopez,1,4
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Ben Armenta,2,1
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of the General Land Office,Tim Westley,2,0
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of Agriculture,James White,11,16
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of Agriculture,Carey A. Counsil,5,2
Bee County,3/1/2022,Primary,,,10,1495,Commissioner of Agriculture,Sid Miller,21,12
Bee County,3/1/2022,Primary,,,10,1495,Railroad Commissioner,Sarah Stogner,13,9
Bee County,3/1/2022,Primary,,,10,1495,Railroad Commissioner,Wayne Christian,6,8
Bee County,3/1/2022,Primary,,,10,1495,Railroad Commissioner,Dawayne Tipton,10,5
Bee County,3/1/2022,Primary,,,10,1495,Railroad Commissioner,"Marvin ""Sarge"" Summers",4,2
Bee County,3/1/2022,Primary,,,10,1495,Railroad Commissioner,Tom Slocum Jr,4,4
Bee County,3/1/2022,Primary,,,10,1495,"Justice, Supreme Court, Place 3",Debra Lehrmann,40,30
Bee County,3/1/2022,Primary,,,10,1495,"Justice, Supreme Court, Place 5",Rebeca Huddle,39,31
Bee County,3/1/2022,Primary,,,10,1495,"Justice, Supreme Court, Place 9",David J. Schenck,19,13
Bee County,3/1/2022,Primary,,,10,1495,"Justice, Supreme Court, Place 9",Evan Young,17,16
Bee County,3/1/2022,Primary,,,10,1495,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,38,31
Bee County,3/1/2022,Primary,,,10,1495,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,25,20
Bee County,3/1/2022,Primary,,,10,1495,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,11,10
Bee County,3/1/2022,Primary,,,10,1495,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",38,29
Bee County,3/1/2022,Primary,,,10,1495,"Member, State Board of Education, District No. 3",Lana Jean Holland,16,17
Bee County,3/1/2022,Primary,,,10,1495,"Member, State Board of Education, District No. 3",Ken Morrow,20,13
Bee County,3/1/2022,Primary,,,10,1495,"State Senator, District No. 27",Isreal Salinas,8,6
Bee County,3/1/2022,Primary,,,10,1495,"State Senator, District No. 27",Adam Hinojosa,21,23
Bee County,3/1/2022,Primary,,,10,1495,"State Senator, District No. 27",Raul Torres,10,3
Bee County,3/1/2022,Primary,,,10,1495,"State Representative,  District No. 43",J.M. Lozano,40,33
Bee County,3/1/2022,Primary,,,10,1495,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,11,12
Bee County,3/1/2022,Primary,,,10,1495,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,27,20
Bee County,3/1/2022,Primary,,,10,1495,"District Judge, 36th Judicial District",Starr Bauer,38,31
Bee County,3/1/2022,Primary,,,10,1495,"District Judge, 156th Judicial District",Patrick L. Flanigan,38,30
Bee County,3/1/2022,Primary,,,10,1495,County Judge,George Poe Trace Morrill III,42,33
Bee County,3/1/2022,Primary,,,10,1495,District Clerk,Zenaida Silva,43,35
Bee County,3/1/2022,Primary,,,10,1495,County Clerk,Nickelle Clark Gonzales,23,14
Bee County,3/1/2022,Primary,,,10,1495,County Clerk,Michele Bridge,24,21
Bee County,3/1/2022,Primary,,,10,1495,"Justice of the Peace, Precinct No. 1",Balde Alvarado,39,32
Bee County,3/1/2022,Primary,,,10,1495,County Chairman,Patty Johnson,40,30
Bee County,3/1/2022,Primary,,,10,1495,Proposition 1,YES,42,32
Bee County,3/1/2022,Primary,,,10,1495,Proposition 1,NO,4,5
Bee County,3/1/2022,Primary,,,10,1495,Proposition 2,YES,35,28
Bee County,3/1/2022,Primary,,,10,1495,Proposition 2,NO,10,8
Bee County,3/1/2022,Primary,,,10,1495,Proposition 3,YES,41,30
Bee County,3/1/2022,Primary,,,10,1495,Proposition 3,NO,6,6
Bee County,3/1/2022,Primary,,,10,1495,Proposition 4,YES,40,27
Bee County,3/1/2022,Primary,,,10,1495,Proposition 4,NO,5,8
Bee County,3/1/2022,Primary,,,10,1495,Proposition 5,YES,37,31
Bee County,3/1/2022,Primary,,,10,1495,Proposition 5,NO,6,5
Bee County,3/1/2022,Primary,,,10,1495,Proposition 6,YES,34,25
Bee County,3/1/2022,Primary,,,10,1495,Proposition 6,NO,10,8
Bee County,3/1/2022,Primary,,,10,1495,Proposition 7,YES,43,33
Bee County,3/1/2022,Primary,,,10,1495,Proposition 7,NO,1,4
Bee County,3/1/2022,Primary,,,10,1495,Proposition 8,YES,38,28
Bee County,3/1/2022,Primary,,,10,1495,Proposition 8,NO,8,7
Bee County,3/1/2022,Primary,,,10,1495,Proposition 9,YES,39,34
Bee County,3/1/2022,Primary,,,10,1495,Proposition 9,NO,5,3
Bee County,3/1/2022,Primary,,,10,1495,Proposition 10,YES,40,33
Bee County,3/1/2022,Primary,,,10,1495,Proposition 10,NO,6,3
Bee County,3/1/2022,Primary,,,13,1566,"United States Representative, District No. 27",Anthony J Tristan,5,5
Bee County,3/1/2022,Primary,,,13,1566,"United States Representative, District No. 27",Victor Melgoza,3,6
Bee County,3/1/2022,Primary,,,13,1566,"United States Representative, District No. 27",Maclovio Perez Jr,30,17
Bee County,3/1/2022,Primary,,,13,1566,Governor,Rich Wakeland,0,0
Bee County,3/1/2022,Primary,,,13,1566,Governor,Joy Diaz,1,2
Bee County,3/1/2022,Primary,,,13,1566,Governor,Inocencio (Inno) Barrientez,2,1
Bee County,3/1/2022,Primary,,,13,1566,Governor,Michael Cooper,1,0
Bee County,3/1/2022,Primary,,,13,1566,Governor,Beto O'Rourke,36,27
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Michelle Beckley,12,8
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Carla Brailey,11,12
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Mike Collier,15,6
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,Joe Jaworski,10,2
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,Rochelle Mercedes Garza,23,19
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,Mike Fields,0,5
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,Lee Merritt,3,1
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,"S. ""TBone"" Raynor",3,2
Bee County,3/1/2022,Primary,,,13,1566,Comptroller of Public Accounts,Janet T. Dudding,6,6
Bee County,3/1/2022,Primary,,,13,1566,Comptroller of Public Accounts,Tim Mahoney,5,5
Bee County,3/1/2022,Primary,,,13,1566,Comptroller of Public Accounts,Angel Luis Vega,27,18
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Jinny Suh,7,1
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Sandragrace Martinez,20,22
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Jay Kleberg,6,4
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Michael Lange,5,1
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of Agriculture,Susan Hays,33,24
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of Agriculture,Ed Ireson,5,4
Bee County,3/1/2022,Primary,,,13,1566,Railroad Commissioner,Luke Warford,37,24
Bee County,3/1/2022,Primary,,,13,1566,"Justice, Supreme Court, Place 3",Erin A Nowell,37,23
Bee County,3/1/2022,Primary,,,13,1566,"Justice, Supreme Court, Place 5",Amanda Reichek,36,23
Bee County,3/1/2022,Primary,,,13,1566,"Justice, Supreme Court, Place 9",Julia Maldonado,37,26
Bee County,3/1/2022,Primary,,,13,1566,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,36,22
Bee County,3/1/2022,Primary,,,13,1566,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,35,23
Bee County,3/1/2022,Primary,,,13,1566,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,37,26
Bee County,3/1/2022,Primary,,,13,1566,"State Senator, District No. 27",Morgan Lamantia,11,6
Bee County,3/1/2022,Primary,,,13,1566,"State Senator, District No. 27",Alex Dominguez,11,8
Bee County,3/1/2022,Primary,,,13,1566,"State Senator, District No. 27",Sara Stapleton-Barrera,13,12
Bee County,3/1/2022,Primary,,,13,1566,"State Senator, District No. 27",Salomon Torres,2,4
Bee County,3/1/2022,Primary,,,13,1566,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,35,26
Bee County,3/1/2022,Primary,,,13,1566,"Justice of the Peace,  Precinct No. 1",Susana Salazar Contreras,34,29
Bee County,3/1/2022,Primary,,,13,1566,"United States Representative, District No. 27",Michael Cloud,60,101
Bee County,3/1/2022,Primary,,,13,1566,"United States Representative, District No. 27",Chris Mapp,4,6
Bee County,3/1/2022,Primary,,,13,1566,"United States Representative, District No. 27",AJ Louderback,8,3
Bee County,3/1/2022,Primary,,,13,1566,"United States Representative, District No. 27",Eric Mireles,3,6
Bee County,3/1/2022,Primary,,,13,1566,"United States Representative, District No. 27",Andrew Alvarez,5,2
Bee County,3/1/2022,Primary,,,13,1566,Governor,Rick Perry,4,13
Bee County,3/1/2022,Primary,,,13,1566,Governor,Chad Prather,1,5
Bee County,3/1/2022,Primary,,,13,1566,Governor,Danny Harrison,0,0
Bee County,3/1/2022,Primary,,,13,1566,Governor,Greg Abbott,62,97
Bee County,3/1/2022,Primary,,,13,1566,Governor,Kandy Kaye Horn,1,3
Bee County,3/1/2022,Primary,,,13,1566,Governor,Don Huffines,7,3
Bee County,3/1/2022,Primary,,,13,1566,Governor,Paul Belew,3,0
Bee County,3/1/2022,Primary,,,13,1566,Governor,Allen B. West,3,7
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Zach Vance,5,11
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Daniel Miller,4,8
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Aaron Sorrells,2,2
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Dan Patrick,65,90
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Trayce Bradford,2,4
Bee County,3/1/2022,Primary,,,13,1566,Lieutenant Governor,Todd M. Bullis,1,6
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,Louie Gohmert,6,11
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,George P. Bush,22,44
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,Eva Guzman,19,14
Bee County,3/1/2022,Primary,,,13,1566,Attorney General,Ken Paxton,35,59
Bee County,3/1/2022,Primary,,,13,1566,Comptroller of Public Accounts,Mark V. Goloby,17,24
Bee County,3/1/2022,Primary,,,13,1566,Comptroller of Public Accounts,Glenn Hegar,59,89
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Jon Spiers,14,31
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Weston Martinez,5,10
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Don W. Minton,6,7
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Victor Avila,2,7
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Dawn Buckingham,30,31
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Rufus Lopez,1,2
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Ben Armenta,1,2
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of the General Land Office,Tim Westley,15,14
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of Agriculture,James White,20,41
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of Agriculture,Carey A. Counsil,7,9
Bee County,3/1/2022,Primary,,,13,1566,Commissioner of Agriculture,Sid Miller,51,64
Bee County,3/1/2022,Primary,,,13,1566,Railroad Commissioner,Sarah Stogner,16,27
Bee County,3/1/2022,Primary,,,13,1566,Railroad Commissioner,Wayne Christian,35,32
Bee County,3/1/2022,Primary,,,13,1566,Railroad Commissioner,Dawayne Tipton,7,14
Bee County,3/1/2022,Primary,,,13,1566,Railroad Commissioner,"Marvin ""Sarge"" Summers",7,14
Bee County,3/1/2022,Primary,,,13,1566,Railroad Commissioner,Tom Slocum Jr,8,13
Bee County,3/1/2022,Primary,,,13,1566,"Justice, Supreme Court, Place 3",Debra Lehrmann,74,95
Bee County,3/1/2022,Primary,,,13,1566,"Justice, Supreme Court, Place 5",Rebeca Huddle,73,96
Bee County,3/1/2022,Primary,,,13,1566,"Justice, Supreme Court, Place 9",David J. Schenck,30,56
Bee County,3/1/2022,Primary,,,13,1566,"Justice, Supreme Court, Place 9",Evan Young,41,41
Bee County,3/1/2022,Primary,,,13,1566,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,70,92
Bee County,3/1/2022,Primary,,,13,1566,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,49,66
Bee County,3/1/2022,Primary,,,13,1566,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,23,33
Bee County,3/1/2022,Primary,,,13,1566,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",70,92
Bee County,3/1/2022,Primary,,,13,1566,"Member, State Board of Education, District No. 3",Lana Jean Holland,37,58
Bee County,3/1/2022,Primary,,,13,1566,"Member, State Board of Education, District No. 3",Ken Morrow,37,46
Bee County,3/1/2022,Primary,,,13,1566,"State Senator, District No. 27",Isreal Salinas,11,11
Bee County,3/1/2022,Primary,,,13,1566,"State Senator, District No. 27",Adam Hinojosa,43,68
Bee County,3/1/2022,Primary,,,13,1566,"State Senator, District No. 27",Raul Torres,21,27
Bee County,3/1/2022,Primary,,,13,1566,"State Representative,  District No. 43",J.M. Lozano,71,102
Bee County,3/1/2022,Primary,,,13,1566,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,23,38
Bee County,3/1/2022,Primary,,,13,1566,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,44,58
Bee County,3/1/2022,Primary,,,13,1566,"District Judge, 36th Judicial District",Starr Bauer,72,110
Bee County,3/1/2022,Primary,,,13,1566,"District Judge, 156th Judicial District",Patrick L. Flanigan,72,98
Bee County,3/1/2022,Primary,,,13,1566,County Judge,George Poe Trace Morrill III,72,104
Bee County,3/1/2022,Primary,,,13,1566,District Clerk,Zenaida Silva,74,99
Bee County,3/1/2022,Primary,,,13,1566,County Clerk,Nickelle Clark Gonzales,29,44
Bee County,3/1/2022,Primary,,,13,1566,County Clerk,Michele Bridge,50,77
Bee County,3/1/2022,Primary,,,13,1566,"Justice of the Peace, Precinct No. 1",Balde Alvarado,71,101
Bee County,3/1/2022,Primary,,,13,1566,County Chairman,Patty Johnson,73,105
Bee County,3/1/2022,Primary,,,13,1566,Proposition 1,YES,75,119
Bee County,3/1/2022,Primary,,,13,1566,Proposition 1,NO,6,7
Bee County,3/1/2022,Primary,,,13,1566,Proposition 2,YES,60,102
Bee County,3/1/2022,Primary,,,13,1566,Proposition 2,NO,18,19
Bee County,3/1/2022,Primary,,,13,1566,Proposition 3,YES,68,112
Bee County,3/1/2022,Primary,,,13,1566,Proposition 3,NO,12,13
Bee County,3/1/2022,Primary,,,13,1566,Proposition 4,YES,74,115
Bee County,3/1/2022,Primary,,,13,1566,Proposition 4,NO,6,5
Bee County,3/1/2022,Primary,,,13,1566,Proposition 5,YES,68,106
Bee County,3/1/2022,Primary,,,13,1566,Proposition 5,NO,10,15
Bee County,3/1/2022,Primary,,,13,1566,Proposition 6,YES,62,101
Bee County,3/1/2022,Primary,,,13,1566,Proposition 6,NO,15,18
Bee County,3/1/2022,Primary,,,13,1566,Proposition 7,YES,75,121
Bee County,3/1/2022,Primary,,,13,1566,Proposition 7,NO,5,3
Bee County,3/1/2022,Primary,,,13,1566,Proposition 8,YES,75,120
Bee County,3/1/2022,Primary,,,13,1566,Proposition 8,NO,5,5
Bee County,3/1/2022,Primary,,,13,1566,Proposition 9,YES,77,119
Bee County,3/1/2022,Primary,,,13,1566,Proposition 9,NO,4,6
Bee County,3/1/2022,Primary,,,13,1566,Proposition 10,YES,78,118
Bee County,3/1/2022,Primary,,,13,1566,Proposition 10,NO,3,4
Bee County,3/1/2022,Primary,,,16,1045,"United States Representative, District No. 27",Anthony J Tristan,5,4
Bee County,3/1/2022,Primary,,,16,1045,"United States Representative, District No. 27",Victor Melgoza,4,2
Bee County,3/1/2022,Primary,,,16,1045,"United States Representative, District No. 27",Maclovio Perez Jr,16,12
Bee County,3/1/2022,Primary,,,16,1045,Governor,Rich Wakeland,2,1
Bee County,3/1/2022,Primary,,,16,1045,Governor,Joy Diaz,0,2
Bee County,3/1/2022,Primary,,,16,1045,Governor,Inocencio (Inno) Barrientez,0,0
Bee County,3/1/2022,Primary,,,16,1045,Governor,Michael Cooper,0,0
Bee County,3/1/2022,Primary,,,16,1045,Governor,Beto O'Rourke,25,15
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Michelle Beckley,8,7
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Carla Brailey,7,4
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Mike Collier,10,6
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,Joe Jaworski,5,3
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,Rochelle Mercedes Garza,20,15
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,Mike Fields,0,0
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,Lee Merritt,1,0
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,"S. ""TBone"" Raynor",0,0
Bee County,3/1/2022,Primary,,,16,1045,Comptroller of Public Accounts,Janet T. Dudding,10,4
Bee County,3/1/2022,Primary,,,16,1045,Comptroller of Public Accounts,Tim Mahoney,3,3
Bee County,3/1/2022,Primary,,,16,1045,Comptroller of Public Accounts,Angel Luis Vega,13,11
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Jinny Suh,4,1
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Sandragrace Martinez,14,10
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Jay Kleberg,7,4
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Michael Lange,1,3
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of Agriculture,Susan Hays,23,16
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of Agriculture,Ed Ireson,2,2
Bee County,3/1/2022,Primary,,,16,1045,Railroad Commissioner,Luke Warford,21,15
Bee County,3/1/2022,Primary,,,16,1045,"Justice, Supreme Court, Place 3",Erin A Nowell,21,17
Bee County,3/1/2022,Primary,,,16,1045,"Justice, Supreme Court, Place 5",Amanda Reichek,20,15
Bee County,3/1/2022,Primary,,,16,1045,"Justice, Supreme Court, Place 9",Julia Maldonado,20,17
Bee County,3/1/2022,Primary,,,16,1045,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,19,17
Bee County,3/1/2022,Primary,,,16,1045,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,21,16
Bee County,3/1/2022,Primary,,,16,1045,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,22,18
Bee County,3/1/2022,Primary,,,16,1045,"State Senator, District No. 27",Morgan Lamantia,7,5
Bee County,3/1/2022,Primary,,,16,1045,"State Senator, District No. 27",Alex Dominguez,5,3
Bee County,3/1/2022,Primary,,,16,1045,"State Senator, District No. 27",Sara Stapleton-Barrera,13,8
Bee County,3/1/2022,Primary,,,16,1045,"State Senator, District No. 27",Salomon Torres,1,2
Bee County,3/1/2022,Primary,,,16,1045,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,20,17
Bee County,3/1/2022,Primary,,,16,1045,"United States Representative, District No. 27",Michael Cloud,71,43
Bee County,3/1/2022,Primary,,,16,1045,"United States Representative, District No. 27",Chris Mapp,5,4
Bee County,3/1/2022,Primary,,,16,1045,"United States Representative, District No. 27",AJ Louderback,7,1
Bee County,3/1/2022,Primary,,,16,1045,"United States Representative, District No. 27",Eric Mireles,8,6
Bee County,3/1/2022,Primary,,,16,1045,"United States Representative, District No. 27",Andrew Alvarez,3,4
Bee County,3/1/2022,Primary,,,16,1045,Governor,Rick Perry,10,3
Bee County,3/1/2022,Primary,,,16,1045,Governor,Chad Prather,2,4
Bee County,3/1/2022,Primary,,,16,1045,Governor,Danny Harrison,0,0
Bee County,3/1/2022,Primary,,,16,1045,Governor,Greg Abbott,75,50
Bee County,3/1/2022,Primary,,,16,1045,Governor,Kandy Kaye Horn,0,1
Bee County,3/1/2022,Primary,,,16,1045,Governor,Don Huffines,6,1
Bee County,3/1/2022,Primary,,,16,1045,Governor,Paul Belew,0,0
Bee County,3/1/2022,Primary,,,16,1045,Governor,Allen B. West,4,4
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Zach Vance,3,4
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Daniel Miller,7,2
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Aaron Sorrells,3,4
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Dan Patrick,68,45
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Trayce Bradford,7,2
Bee County,3/1/2022,Primary,,,16,1045,Lieutenant Governor,Todd M. Bullis,5,0
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,Louie Gohmert,7,4
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,George P. Bush,38,23
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,Eva Guzman,19,9
Bee County,3/1/2022,Primary,,,16,1045,Attorney General,Ken Paxton,34,26
Bee County,3/1/2022,Primary,,,16,1045,Comptroller of Public Accounts,Mark V. Goloby,21,9
Bee County,3/1/2022,Primary,,,16,1045,Comptroller of Public Accounts,Glenn Hegar,66,47
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Jon Spiers,20,14
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Weston Martinez,9,3
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Don W. Minton,8,4
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Victor Avila,12,3
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Dawn Buckingham,24,16
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Rufus Lopez,5,3
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Ben Armenta,0,0
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of the General Land Office,Tim Westley,6,9
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of Agriculture,James White,43,26
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of Agriculture,Carey A. Counsil,8,2
Bee County,3/1/2022,Primary,,,16,1045,Commissioner of Agriculture,Sid Miller,36,27
Bee County,3/1/2022,Primary,,,16,1045,Railroad Commissioner,Sarah Stogner,26,16
Bee County,3/1/2022,Primary,,,16,1045,Railroad Commissioner,Wayne Christian,34,16
Bee County,3/1/2022,Primary,,,16,1045,Railroad Commissioner,Dawayne Tipton,11,2
Bee County,3/1/2022,Primary,,,16,1045,Railroad Commissioner,"Marvin ""Sarge"" Summers",5,8
Bee County,3/1/2022,Primary,,,16,1045,Railroad Commissioner,Tom Slocum Jr,9,10
Bee County,3/1/2022,Primary,,,16,1045,"Justice, Supreme Court, Place 3",Debra Lehrmann,82,56
Bee County,3/1/2022,Primary,,,16,1045,"Justice, Supreme Court, Place 5",Rebeca Huddle,83,55
Bee County,3/1/2022,Primary,,,16,1045,"Justice, Supreme Court, Place 9",David J. Schenck,45,27
Bee County,3/1/2022,Primary,,,16,1045,"Justice, Supreme Court, Place 9",Evan Young,42,26
Bee County,3/1/2022,Primary,,,16,1045,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,83,55
Bee County,3/1/2022,Primary,,,16,1045,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,55,36
Bee County,3/1/2022,Primary,,,16,1045,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,30,17
Bee County,3/1/2022,Primary,,,16,1045,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",80,55
Bee County,3/1/2022,Primary,,,16,1045,"Member, State Board of Education, District No. 3",Lana Jean Holland,49,28
Bee County,3/1/2022,Primary,,,16,1045,"Member, State Board of Education, District No. 3",Ken Morrow,37,27
Bee County,3/1/2022,Primary,,,16,1045,"State Senator, District No. 27",Isreal Salinas,11,7
Bee County,3/1/2022,Primary,,,16,1045,"State Senator, District No. 27",Adam Hinojosa,67,38
Bee County,3/1/2022,Primary,,,16,1045,"State Senator, District No. 27",Raul Torres,14,10
Bee County,3/1/2022,Primary,,,16,1045,"State Representative,  District No. 43",J.M. Lozano,85,58
