,,,,,#FormatVersion 1,,,,,
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,Lee Merritt,0,0
sabine county,3/1/2022,primary,1,1,6,1826,Comptroller of Public Accounts,Angel Luis Vega,4,5
sabine county,3/1/2022,primary,1,1,6,1826,Comptroller of Public Accounts,Tim Mahoney,3,5
sabine county,3/1/2022,primary,1,1,6,1826,Comptroller of Public Accounts,Janet T. Dudding,6,6
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Jinny Suh,0,3
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Jay Kleberg,5,3
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Michael Lange,6,7
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Sandragrace Martinez,1,3
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of Agriculture,Ed Ireson,4,5
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of Agriculture,Susan Hays,8,12
sabine county,3/1/2022,primary,1,1,6,1826,Railroad Commissioner,Luke Warford,13,17
sabine county,3/1/2022,primary,1,1,6,1826,"Justice, Supreme Court, Place 3",Erin A Nowell,12,17
sabine county,3/1/2022,primary,1,1,6,1826,"Justice, Supreme Court, Place 5",Amanda Reichek,12,17
sabine county,3/1/2022,primary,1,1,6,1826,"Justice, Supreme Court, Place 9",Julia Maldonado,11,17
sabine county,3/1/2022,primary,1,1,6,1826,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,12,17
sabine county,3/1/2022,primary,1,1,6,1826,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,12,17
sabine county,3/1/2022,primary,1,1,6,1826,"State Senator, District No. 3",Steve Russell,12,17
sabine county,3/1/2022,primary,1,1,6,1826,"United States Representative, District No. 1",John Porro,13,27
sabine county,3/1/2022,primary,1,1,6,1826,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",17,14
sabine county,3/1/2022,primary,1,1,6,1826,"United States Representative, District No. 1",Joe McDaniel,76,63
sabine county,3/1/2022,primary,1,1,6,1826,"United States Representative, District No. 1",Nathaniel Moran,97,93
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Don Huffines,7,19
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Greg Abbott,203,169
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Chad Prather,9,15
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Allen B. West,25,19
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Danny Harrison,0,2
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Paul Belew,0,0
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Kandy Kaye Horn,0,0
sabine county,3/1/2022,primary,1,1,6,1826,Governor,Rick Perry,6,6
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Zach Vance,5,12
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Daniel Miller,22,18
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Dan Patrick,191,162
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Trayce Bradford,7,9
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Todd M. Bullis,0,3
sabine county,3/1/2022,primary,1,1,6,1826,Lieutenant Governor,Aaron Sorrells,6,6
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,Louie Gohmert,120,91
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,George P. Bush,24,33
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,Eva Guzman,20,16
sabine county,3/1/2022,primary,1,1,6,1826,Attorney General,Ken Paxton,83,84
sabine county,3/1/2022,primary,1,1,6,1826,Comptroller of Public Accounts,Glenn Hegar,176,152
sabine county,3/1/2022,primary,1,1,6,1826,Comptroller of Public Accounts,Mark V. Goloby,29,35
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Dawn Buckingham,88,70
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Tim Westley,31,42
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Jon Spiers,18,13
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Victor Avila,8,8
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Don W. Minton,37,40
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Weston Martinez,9,3
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Ben Armenta,2,2
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of the General Land Office,Rufus Lopez,8,7
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of Agriculture,Carey A. Counsil,19,27
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of Agriculture,James White,90,84
sabine county,3/1/2022,primary,1,1,6,1826,Commissioner of Agriculture,Sid Miller,102,74
sabine county,3/1/2022,primary,1,1,6,1826,Railroad Commissioner,Sarah Stogner,26,20
sabine county,3/1/2022,primary,1,1,6,1826,Railroad Commissioner,Wayne Christian,135,122
sabine county,3/1/2022,primary,1,1,6,1826,Railroad Commissioner,Tom Slocum Jr,43,37
sabine county,3/1/2022,primary,1,1,6,1826,Railroad Commissioner,Dawayne Tipton,6,7
sabine county,3/1/2022,primary,1,1,6,1826,Railroad Commissioner,"Marvin ""Sarge"" Summers",15,21
sabine county,3/1/2022,primary,1,1,6,1826,"Justice, Supreme Court, Place 3",Debra Lehrmann,183,166
sabine county,3/1/2022,primary,1,1,6,1826,"Justice, Supreme Court, Place 5",Rebeca Huddle,181,167
sabine county,3/1/2022,primary,1,1,6,1826,"Justice, Supreme Court, Place 9",Evan Young,128,129
sabine county,3/1/2022,primary,1,1,6,1826,"Justice, Supreme Court, Place 9",David J. Schenck,69,47
sabine county,3/1/2022,primary,1,1,6,1826,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,177,162
sabine county,3/1/2022,primary,1,1,6,1826,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,125,111
sabine county,3/1/2022,primary,1,1,6,1826,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,77,71
sabine county,3/1/2022,primary,1,1,6,1826,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",178,166
sabine county,3/1/2022,primary,1,1,6,1826,"Member, State Board of Education, District No. 9",Keven M. Ellis,178,164
sabine county,3/1/2022,primary,1,1,6,1826,"State Senator, District No. 3",Robert Nichols,186,175
sabine county,3/1/2022,primary,1,1,6,1826,"State Representative,  District No. 11",Travis Clardy,112,102
sabine county,3/1/2022,primary,1,1,6,1826,"State Representative,  District No. 11",Mark Williams,30,26
sabine county,3/1/2022,primary,1,1,6,1826,"State Representative,  District No. 11",Rachel Hale,51,29
sabine county,3/1/2022,primary,1,1,6,1826,"State Representative,  District No. 11",Greg Caldwell,36,48
sabine county,3/1/2022,primary,1,1,6,1826,"Justice, 12th Court of Appeals District, Place No. 2",Brian Hoyle,177,165
sabine county,3/1/2022,primary,1,1,6,1826,"District Judge, 273rd Judicial District","James A. ""Jim"" Payne Jr",192,178
sabine county,3/1/2022,primary,1,1,6,1826,County Judge,Daryl Melton,207,183
sabine county,3/1/2022,primary,1,1,6,1826,District Clerk,Tellina Thomas Wright,119,109
sabine county,3/1/2022,primary,1,1,6,1826,District Clerk,Lisa Dew Pitre,118,102
sabine county,3/1/2022,primary,1,1,6,1826,County Clerk,Jamie Clark,201,184
sabine county,3/1/2022,primary,1,1,6,1826,County Treasurer,Tricia Woods Jacks,204,185
sabine county,3/1/2022,primary,1,1,6,1826,"County Commissioner, Precinct No. 4",James Bubba Lowe,214,185
sabine county,3/1/2022,primary,1,1,6,1826,"Justice of the Peace, Precinct No. 1",Roger Gay,208,185
sabine county,3/1/2022,primary,1,1,6,1826,County Chairman,R.D. Griffin,203,185
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 1,YES,242,217
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 1,NO,1,5
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 2,YES,205,174
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 2,NO,32,42
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 3,YES,220,207
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 3,NO,24,15
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 4,YES,236,213
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 4,NO,5,12
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 5,YES,221,205
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 5,NO,18,14
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 6,YES,216,191
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 6,NO,21,21
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 7,YES,244,221
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 7,NO,0,3
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 8,YES,237,215
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 8,NO,7,8
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 9,YES,223,206
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 9,NO,19,15
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 10,YES,236,220
sabine county,3/1/2022,primary,1,1,6,1826,Proposition 10,NO,7,4
sabine county,3/1/2022,primary,0,0,7,205,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,1,5
sabine county,3/1/2022,primary,0,0,7,205,"United States Representative, District No. 1",Gavin Dass,0,1
sabine county,3/1/2022,primary,0,0,7,205,"United States Representative, District No. 1",Stephen Kocen,0,1
sabine county,3/1/2022,primary,0,0,7,205,"United States Representative, District No. 1",Victor D. Dunn,3,0
sabine county,3/1/2022,primary,0,0,7,205,Governor,Joy Diaz,0,0
sabine county,3/1/2022,primary,0,0,7,205,Governor,Rich Wakeland,0,0
sabine county,3/1/2022,primary,0,0,7,205,Governor,Michael Cooper,0,2
sabine county,3/1/2022,primary,0,0,7,205,Governor,Beto O'Rourke,4,5
sabine county,3/1/2022,primary,0,0,7,205,Governor,Inocencio (Inno) Barrientez,0,0
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Michelle Beckley,3,2
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Carla Brailey,1,3
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Mike Collier,0,2
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,Joe Jaworski,0,0
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,Mike Fields,0,0
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,Rochelle Mercedes Garza,4,5
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,"S. ""TBone"" Raynor",0,1
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,Lee Merritt,0,0
sabine county,3/1/2022,primary,0,0,7,205,Comptroller of Public Accounts,Angel Luis Vega,1,2
sabine county,3/1/2022,primary,0,0,7,205,Comptroller of Public Accounts,Tim Mahoney,1,3
sabine county,3/1/2022,primary,0,0,7,205,Comptroller of Public Accounts,Janet T. Dudding,2,2
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Jinny Suh,2,1
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Jay Kleberg,0,2
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Michael Lange,1,2
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Sandragrace Martinez,1,2
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of Agriculture,Ed Ireson,0,1
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of Agriculture,Susan Hays,4,6
sabine county,3/1/2022,primary,0,0,7,205,Railroad Commissioner,Luke Warford,3,6
sabine county,3/1/2022,primary,0,0,7,205,"Justice, Supreme Court, Place 3",Erin A Nowell,3,5
sabine county,3/1/2022,primary,0,0,7,205,"Justice, Supreme Court, Place 5",Amanda Reichek,3,5
sabine county,3/1/2022,primary,0,0,7,205,"Justice, Supreme Court, Place 9",Julia Maldonado,3,4
sabine county,3/1/2022,primary,0,0,7,205,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,3,4
sabine county,3/1/2022,primary,0,0,7,205,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,3,5
sabine county,3/1/2022,primary,0,0,7,205,"State Senator, District No. 3",Steve Russell,3,4
sabine county,3/1/2022,primary,0,0,7,205,"United States Representative, District No. 1",John Porro,3,0
sabine county,3/1/2022,primary,0,0,7,205,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",0,0
sabine county,3/1/2022,primary,0,0,7,205,"United States Representative, District No. 1",Joe McDaniel,2,3
sabine county,3/1/2022,primary,0,0,7,205,"United States Representative, District No. 1",Nathaniel Moran,11,3
sabine county,3/1/2022,primary,0,0,7,205,Governor,Don Huffines,0,2
sabine county,3/1/2022,primary,0,0,7,205,Governor,Greg Abbott,12,4
sabine county,3/1/2022,primary,0,0,7,205,Governor,Chad Prather,2,0
sabine county,3/1/2022,primary,0,0,7,205,Governor,Allen B. West,5,0
sabine county,3/1/2022,primary,0,0,7,205,Governor,Danny Harrison,0,1
sabine county,3/1/2022,primary,0,0,7,205,Governor,Paul Belew,0,0
sabine county,3/1/2022,primary,0,0,7,205,Governor,Kandy Kaye Horn,1,0
sabine county,3/1/2022,primary,0,0,7,205,Governor,Rick Perry,1,3
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Zach Vance,1,2
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Daniel Miller,0,0
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Dan Patrick,14,6
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Trayce Bradford,0,0
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Todd M. Bullis,2,0
sabine county,3/1/2022,primary,0,0,7,205,Lieutenant Governor,Aaron Sorrells,2,1
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,Louie Gohmert,11,5
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,George P. Bush,1,2
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,Eva Guzman,3,1
sabine county,3/1/2022,primary,0,0,7,205,Attorney General,Ken Paxton,6,1
sabine county,3/1/2022,primary,0,0,7,205,Comptroller of Public Accounts,Glenn Hegar,12,4
sabine county,3/1/2022,primary,0,0,7,205,Comptroller of Public Accounts,Mark V. Goloby,2,1
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Dawn Buckingham,4,1
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Tim Westley,3,0
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Jon Spiers,0,0
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Victor Avila,0,0
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Don W. Minton,6,1
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Weston Martinez,0,2
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Ben Armenta,0,0
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of the General Land Office,Rufus Lopez,1,1
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of Agriculture,Carey A. Counsil,1,1
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of Agriculture,James White,7,5
sabine county,3/1/2022,primary,0,0,7,205,Commissioner of Agriculture,Sid Miller,7,1
sabine county,3/1/2022,primary,0,0,7,205,Railroad Commissioner,Sarah Stogner,0,0
sabine county,3/1/2022,primary,0,0,7,205,Railroad Commissioner,Wayne Christian,11,2
sabine county,3/1/2022,primary,0,0,7,205,Railroad Commissioner,Tom Slocum Jr,4,2
sabine county,3/1/2022,primary,0,0,7,205,Railroad Commissioner,Dawayne Tipton,1,1
sabine county,3/1/2022,primary,0,0,7,205,Railroad Commissioner,"Marvin ""Sarge"" Summers",1,1
sabine county,3/1/2022,primary,0,0,7,205,"Justice, Supreme Court, Place 3",Debra Lehrmann,12,6
sabine county,3/1/2022,primary,0,0,7,205,"Justice, Supreme Court, Place 5",Rebeca Huddle,12,6
sabine county,3/1/2022,primary,0,0,7,205,"Justice, Supreme Court, Place 9",Evan Young,7,6
sabine county,3/1/2022,primary,0,0,7,205,"Justice, Supreme Court, Place 9",David J. Schenck,6,0
sabine county,3/1/2022,primary,0,0,7,205,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,12,6
sabine county,3/1/2022,primary,0,0,7,205,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,9,3
sabine county,3/1/2022,primary,0,0,7,205,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,4,3
sabine county,3/1/2022,primary,0,0,7,205,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",12,6
sabine county,3/1/2022,primary,0,0,7,205,"Member, State Board of Education, District No. 9",Keven M. Ellis,12,6
sabine county,3/1/2022,primary,0,0,7,205,"State Senator, District No. 3",Robert Nichols,13,6
sabine county,3/1/2022,primary,0,0,7,205,"State Representative,  District No. 11",Travis Clardy,12,1
sabine county,3/1/2022,primary,0,0,7,205,"State Representative,  District No. 11",Mark Williams,4,5
sabine county,3/1/2022,primary,0,0,7,205,"State Representative,  District No. 11",Rachel Hale,0,1
sabine county,3/1/2022,primary,0,0,7,205,"State Representative,  District No. 11",Greg Caldwell,1,1
sabine county,3/1/2022,primary,0,0,7,205,"Justice, 12th Court of Appeals District, Place No. 2",Brian Hoyle,12,6
sabine county,3/1/2022,primary,0,0,7,205,"District Judge, 273rd Judicial District","James A. ""Jim"" Payne Jr",18,7
sabine county,3/1/2022,primary,0,0,7,205,County Judge,Daryl Melton,17,5
sabine county,3/1/2022,primary,0,0,7,205,District Clerk,Tellina Thomas Wright,18,9
sabine county,3/1/2022,primary,0,0,7,205,District Clerk,Lisa Dew Pitre,5,3
sabine county,3/1/2022,primary,0,0,7,205,County Clerk,Jamie Clark,17,8
sabine county,3/1/2022,primary,0,0,7,205,County Treasurer,Tricia Woods Jacks,16,7
sabine county,3/1/2022,primary,0,0,7,205,"County Commissioner, Precinct No. 4",James Bubba Lowe,17,9
sabine county,3/1/2022,primary,0,0,7,205,"Justice of the Peace, Precinct No. 1",Roger Gay,19,6
sabine county,3/1/2022,primary,0,0,7,205,County Chairman,R.D. Griffin,16,6
sabine county,3/1/2022,primary,0,0,7,205,Proposition 1,YES,20,6
sabine county,3/1/2022,primary,0,0,7,205,Proposition 1,NO,0,3
sabine county,3/1/2022,primary,0,0,7,205,Proposition 2,YES,15,8
sabine county,3/1/2022,primary,0,0,7,205,Proposition 2,NO,4,0
sabine county,3/1/2022,primary,0,0,7,205,Proposition 3,YES,20,4
sabine county,3/1/2022,primary,0,0,7,205,Proposition 3,NO,1,5
sabine county,3/1/2022,primary,0,0,7,205,Proposition 4,YES,19,6
sabine county,3/1/2022,primary,0,0,7,205,Proposition 4,NO,1,4
sabine county,3/1/2022,primary,0,0,7,205,Proposition 5,YES,18,5
sabine county,3/1/2022,primary,0,0,7,205,Proposition 5,NO,1,5
sabine county,3/1/2022,primary,0,0,7,205,Proposition 6,YES,17,4
sabine county,3/1/2022,primary,0,0,7,205,Proposition 6,NO,1,5
sabine county,3/1/2022,primary,0,0,7,205,Proposition 7,YES,21,6
sabine county,3/1/2022,primary,0,0,7,205,Proposition 7,NO,0,2
sabine county,3/1/2022,primary,0,0,7,205,Proposition 8,YES,20,7
sabine county,3/1/2022,primary,0,0,7,205,Proposition 8,NO,1,2
sabine county,3/1/2022,primary,0,0,7,205,Proposition 9,YES,19,9
sabine county,3/1/2022,primary,0,0,7,205,Proposition 9,NO,1,1
sabine county,3/1/2022,primary,0,0,7,205,Proposition 10,YES,21,7
sabine county,3/1/2022,primary,0,0,7,205,Proposition 10,NO,0,2
sabine county,3/1/2022,primary,0,0,8,334,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,0,0
sabine county,3/1/2022,primary,0,0,8,334,"United States Representative, District No. 1",Gavin Dass,0,0
sabine county,3/1/2022,primary,0,0,8,334,"United States Representative, District No. 1",Stephen Kocen,0,0
sabine county,3/1/2022,primary,0,0,8,334,"United States Representative, District No. 1",Victor D. Dunn,1,0
sabine county,3/1/2022,primary,0,0,8,334,Governor,Joy Diaz,0,0
sabine county,3/1/2022,primary,0,0,8,334,Governor,Rich Wakeland,0,0
sabine county,3/1/2022,primary,0,0,8,334,Governor,Michael Cooper,0,0
sabine county,3/1/2022,primary,0,0,8,334,Governor,Beto O'Rourke,1,0
sabine county,3/1/2022,primary,0,0,8,334,Governor,Inocencio (Inno) Barrientez,0,0
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Michelle Beckley,0,0
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Carla Brailey,1,0
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Mike Collier,0,0
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,Joe Jaworski,0,0
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,Mike Fields,0,0
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,Rochelle Mercedes Garza,1,0
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,"S. ""TBone"" Raynor",0,0
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,Lee Merritt,0,0
sabine county,3/1/2022,primary,0,0,8,334,Comptroller of Public Accounts,Angel Luis Vega,0,0
sabine county,3/1/2022,primary,0,0,8,334,Comptroller of Public Accounts,Tim Mahoney,0,0
sabine county,3/1/2022,primary,0,0,8,334,Comptroller of Public Accounts,Janet T. Dudding,1,0
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Jinny Suh,0,0
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Jay Kleberg,0,0
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Michael Lange,1,0
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Sandragrace Martinez,0,0
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of Agriculture,Ed Ireson,0,0
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of Agriculture,Susan Hays,1,0
sabine county,3/1/2022,primary,0,0,8,334,Railroad Commissioner,Luke Warford,1,0
sabine county,3/1/2022,primary,0,0,8,334,"Justice, Supreme Court, Place 3",Erin A Nowell,1,0
sabine county,3/1/2022,primary,0,0,8,334,"Justice, Supreme Court, Place 5",Amanda Reichek,1,0
sabine county,3/1/2022,primary,0,0,8,334,"Justice, Supreme Court, Place 9",Julia Maldonado,1,0
sabine county,3/1/2022,primary,0,0,8,334,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,1,0
sabine county,3/1/2022,primary,0,0,8,334,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,1,0
sabine county,3/1/2022,primary,0,0,8,334,"State Senator, District No. 3",Steve Russell,1,0
sabine county,3/1/2022,primary,0,0,8,334,"United States Representative, District No. 1",John Porro,1,3
sabine county,3/1/2022,primary,0,0,8,334,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",1,4
sabine county,3/1/2022,primary,0,0,8,334,"United States Representative, District No. 1",Joe McDaniel,10,9
sabine county,3/1/2022,primary,0,0,8,334,"United States Representative, District No. 1",Nathaniel Moran,11,32
sabine county,3/1/2022,primary,0,0,8,334,Governor,Don Huffines,5,3
sabine county,3/1/2022,primary,0,0,8,334,Governor,Greg Abbott,19,49
sabine county,3/1/2022,primary,0,0,8,334,Governor,Chad Prather,1,5
sabine county,3/1/2022,primary,0,0,8,334,Governor,Allen B. West,3,2
sabine county,3/1/2022,primary,0,0,8,334,Governor,Danny Harrison,0,0
sabine county,3/1/2022,primary,0,0,8,334,Governor,Paul Belew,0,1
sabine county,3/1/2022,primary,0,0,8,334,Governor,Kandy Kaye Horn,0,1
sabine county,3/1/2022,primary,0,0,8,334,Governor,Rick Perry,0,0
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Zach Vance,1,3
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Daniel Miller,0,3
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Dan Patrick,23,43
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Trayce Bradford,1,3
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Todd M. Bullis,0,0
sabine county,3/1/2022,primary,0,0,8,334,Lieutenant Governor,Aaron Sorrells,0,0
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,Louie Gohmert,15,30
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,George P. Bush,0,6
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,Eva Guzman,1,5
sabine county,3/1/2022,primary,0,0,8,334,Attorney General,Ken Paxton,12,18
sabine county,3/1/2022,primary,0,0,8,334,Comptroller of Public Accounts,Glenn Hegar,22,40
sabine county,3/1/2022,primary,0,0,8,334,Comptroller of Public Accounts,Mark V. Goloby,0,8
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Dawn Buckingham,12,24
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Tim Westley,5,4
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Jon Spiers,0,3
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Victor Avila,3,2
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Don W. Minton,2,12
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Weston Martinez,0,1
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Ben Armenta,0,1
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of the General Land Office,Rufus Lopez,0,1
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of Agriculture,Carey A. Counsil,3,3
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of Agriculture,James White,8,21
sabine county,3/1/2022,primary,0,0,8,334,Commissioner of Agriculture,Sid Miller,13,28
sabine county,3/1/2022,primary,0,0,8,334,Railroad Commissioner,Sarah Stogner,3,6
sabine county,3/1/2022,primary,0,0,8,334,Railroad Commissioner,Wayne Christian,15,30
sabine county,3/1/2022,primary,0,0,8,334,Railroad Commissioner,Tom Slocum Jr,5,15
sabine county,3/1/2022,primary,0,0,8,334,Railroad Commissioner,Dawayne Tipton,2,3
sabine county,3/1/2022,primary,0,0,8,334,Railroad Commissioner,"Marvin ""Sarge"" Summers",1,4
sabine county,3/1/2022,primary,0,0,8,334,"Justice, Supreme Court, Place 3",Debra Lehrmann,19,40
sabine county,3/1/2022,primary,0,0,8,334,"Justice, Supreme Court, Place 5",Rebeca Huddle,19,40
sabine county,3/1/2022,primary,0,0,8,334,"Justice, Supreme Court, Place 9",Evan Young,19,34
sabine county,3/1/2022,primary,0,0,8,334,"Justice, Supreme Court, Place 9",David J. Schenck,2,11
sabine county,3/1/2022,primary,0,0,8,334,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,21,40
sabine county,3/1/2022,primary,0,0,8,334,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,12,28
sabine county,3/1/2022,primary,0,0,8,334,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,9,16
sabine county,3/1/2022,primary,0,0,8,334,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",22,38
sabine county,3/1/2022,primary,0,0,8,334,"Member, State Board of Education, District No. 9",Keven M. Ellis,22,38
sabine county,3/1/2022,primary,0,0,8,334,"State Senator, District No. 3",Robert Nichols,22,42
