political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party code,candidate_name,early_votes,election_votes
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 5,REP,NO,5,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 6,REP,YES,20,68
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 6,REP,NO,7,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 7,REP,YES,25,79
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 7,REP,NO,3,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 8,REP,YES,22,77
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 8,REP,NO,5,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 9,REP,YES,21,65
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 9,REP,NO,7,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 10,REP,YES,25,76
Coryell County Republican Party,3/1/2022,Primary Election,0,0,103,364,Proposition 10,REP,NO,2,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"United States Representative, District No. 31",REP,Mike Williams,52,49
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"United States Representative, District No. 31",REP,Abhiram Garapati,32,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"United States Representative, District No. 31",REP,John Carter,203,169
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Governor,REP,Chad Prather,8,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Governor,REP,Danny Harrison,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Governor,REP,Rick Perry,10,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Governor,REP,Don Huffines,11,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Governor,REP,Greg Abbott,201,165
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Governor,REP,Kandy Kaye Horn,1,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Governor,REP,Allen B. West,55,54
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Governor,REP,Paul Belew,2,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Lieutenant Governor,REP,Dan Patrick,223,179
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Lieutenant Governor,REP,Aaron Sorrells,3,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Lieutenant Governor,REP,Daniel Miller,23,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Lieutenant Governor,REP,Trayce Bradford,15,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Lieutenant Governor,REP,Zach Vance,9,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Lieutenant Governor,REP,Todd M. Bullis,10,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Attorney General,REP,Louie Gohmert,41,33
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Attorney General,REP,George P. Bush,73,86
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Attorney General,REP,Ken Paxton,112,90
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Attorney General,REP,Eva Guzman,61,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Comptroller of Public Accounts,REP,Mark V. Goloby,67,59
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Comptroller of Public Accounts,REP,Glenn Hegar,209,167
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of the General Land Office,REP,Don W. Minton,27,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of the General Land Office,REP,Ben Armenta,6,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of the General Land Office,REP,Rufus Lopez,11,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of the General Land Office,REP,Tim Westley,14,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of the General Land Office,REP,Jon Spiers,8,15
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of the General Land Office,REP,Victor Avila,13,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of the General Land Office,REP,Dawn Buckingham,184,120
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of the General Land Office,REP,Weston Martinez,13,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of Agriculture,REP,James White,56,55
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of Agriculture,REP,Carey A. Counsil,18,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Commissioner of Agriculture,REP,Sid Miller,206,166
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Railroad Commissioner,REP,Tom Slocum Jr,53,45
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Railroad Commissioner,REP,Dawayne Tipton,41,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Railroad Commissioner,REP,Wayne Christian,82,66
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Railroad Commissioner,REP,Sarah Stogner,32,45
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",54,43
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,249,219
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,246,219
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Justice, Supreme Court, Place 9",REP,Evan Young,163,127
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Justice, Supreme Court, Place 9",REP,David J. Schenck,100,88
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,246,212
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,89,80
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,166,138
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",246,210
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,129,114
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,131,104
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"State Senator, District No. 24",REP,Raul Reyes,113,84
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"State Senator, District No. 24",REP,Pete Flores,122,120
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"State Senator, District No. 24",REP,Lamar Lewis,40,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"State Representative,  District No. 59",REP,Shelby Slawson,258,220
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,249,210
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"District Judge, 440th Judicial District",REP,Grant Kinsey,247,210
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,County Judge,REP,Joey Acfalle,52,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,County Judge,REP,Jack Barcroft,35,39
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,County Judge,REP,Celia J. Sellers,20,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,County Judge,REP,Roger A Miller,170,123
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Judge, County Court-at-Law",REP,John Lee,246,213
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,District Clerk,REP,Becky Moore,247,213
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,County Clerk,REP,Jennifer Newton,246,212
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,County Treasurer,REP,Randi McFarlin,245,211
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,"Justice of the Peace, Precinct No. 1",REP,John Guinn,254,218
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 1,REP,YES,269,230
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 1,REP,NO,19,15
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 2,REP,YES,211,179
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 2,REP,NO,75,64
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 3,REP,YES,240,224
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 3,REP,NO,48,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 4,REP,YES,264,217
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 4,REP,NO,22,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 5,REP,YES,247,191
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 5,REP,NO,34,46
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 6,REP,YES,228,196
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 6,REP,NO,54,43
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 7,REP,YES,276,238
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 7,REP,NO,10,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 8,REP,YES,272,230
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 8,REP,NO,13,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 9,REP,YES,259,209
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 9,REP,NO,29,34
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 10,REP,YES,266,227
Coryell County Republican Party,3/1/2022,Primary Election,0,0,104,5215,Proposition 10,REP,NO,19,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"United States Representative, District No. 31",REP,Mike Williams,55,69
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"United States Representative, District No. 31",REP,Abhiram Garapati,33,22
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"United States Representative, District No. 31",REP,John Carter,176,157
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Governor,REP,Chad Prather,16,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Governor,REP,Danny Harrison,2,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Governor,REP,Rick Perry,4,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Governor,REP,Don Huffines,20,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Governor,REP,Greg Abbott,200,169
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Governor,REP,Kandy Kaye Horn,4,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Governor,REP,Allen B. West,32,46
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Governor,REP,Paul Belew,1,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Lieutenant Governor,REP,Dan Patrick,224,196
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Lieutenant Governor,REP,Aaron Sorrells,7,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Lieutenant Governor,REP,Daniel Miller,19,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Lieutenant Governor,REP,Trayce Bradford,12,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Lieutenant Governor,REP,Zach Vance,3,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Lieutenant Governor,REP,Todd M. Bullis,5,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Attorney General,REP,Louie Gohmert,25,41
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Attorney General,REP,George P. Bush,63,79
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Attorney General,REP,Ken Paxton,131,112
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Attorney General,REP,Eva Guzman,55,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Comptroller of Public Accounts,REP,Mark V. Goloby,40,45
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Comptroller of Public Accounts,REP,Glenn Hegar,204,178
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of the General Land Office,REP,Don W. Minton,28,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of the General Land Office,REP,Ben Armenta,5,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of the General Land Office,REP,Rufus Lopez,5,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of the General Land Office,REP,Tim Westley,23,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of the General Land Office,REP,Jon Spiers,9,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of the General Land Office,REP,Victor Avila,6,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of the General Land Office,REP,Dawn Buckingham,160,112
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of the General Land Office,REP,Weston Martinez,5,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of Agriculture,REP,James White,82,45
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of Agriculture,REP,Carey A. Counsil,22,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Commissioner of Agriculture,REP,Sid Miller,161,191
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Railroad Commissioner,REP,Tom Slocum Jr,44,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Railroad Commissioner,REP,Dawayne Tipton,37,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Railroad Commissioner,REP,Wayne Christian,94,72
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Railroad Commissioner,REP,Sarah Stogner,33,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",21,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,221,206
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,217,202
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Justice, Supreme Court, Place 9",REP,Evan Young,154,116
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Justice, Supreme Court, Place 9",REP,David J. Schenck,66,80
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,212,193
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,88,78
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,130,120
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",210,190
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,132,108
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,88,93
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"State Senator, District No. 24",REP,Raul Reyes,74,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"State Senator, District No. 24",REP,Pete Flores,138,156
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"State Senator, District No. 24",REP,Lamar Lewis,46,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"State Representative,  District No. 59",REP,Shelby Slawson,229,216
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,208,195
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"District Judge, 440th Judicial District",REP,Grant Kinsey,227,220
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,County Judge,REP,Joey Acfalle,4,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,County Judge,REP,Jack Barcroft,85,72
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,County Judge,REP,Celia J. Sellers,46,43
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,County Judge,REP,Roger A Miller,130,132
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Judge, County Court-at-Law",REP,John Lee,231,217
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,District Clerk,REP,Becky Moore,236,228
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,County Clerk,REP,Jennifer Newton,229,210
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,County Treasurer,REP,Randi McFarlin,232,222
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"County Commissioner, Precinct No. 2",REP,Billy Vaden,159,129
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"County Commissioner, Precinct No. 2",REP,Scott Weddle,113,122
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,"Justice of the Peace, Precinct No. 3",REP,Jim Caldwell,237,230
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 1,REP,YES,255,253
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 1,REP,NO,14,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 2,REP,YES,201,201
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 2,REP,NO,62,46
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 3,REP,YES,242,239
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 3,REP,NO,34,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 4,REP,YES,250,237
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 4,REP,NO,25,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 5,REP,YES,228,216
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 5,REP,NO,39,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 6,REP,YES,213,212
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 6,REP,NO,44,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 7,REP,YES,261,253
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 7,REP,NO,10,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 8,REP,YES,257,240
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 8,REP,NO,15,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 9,REP,YES,238,230
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 9,REP,NO,32,21
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 10,REP,YES,251,236
Coryell County Republican Party,3/1/2022,Primary Election,0,0,205,2401,Proposition 10,REP,NO,17,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"United States Representative, District No. 31",REP,Mike Williams,18,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"United States Representative, District No. 31",REP,Abhiram Garapati,19,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"United States Representative, District No. 31",REP,John Carter,45,39
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Governor,REP,Chad Prather,4,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Governor,REP,Danny Harrison,1,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Governor,REP,Rick Perry,7,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Governor,REP,Don Huffines,8,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Governor,REP,Greg Abbott,54,41
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Governor,REP,Kandy Kaye Horn,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Governor,REP,Allen B. West,8,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Governor,REP,Paul Belew,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Lieutenant Governor,REP,Dan Patrick,55,40
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Lieutenant Governor,REP,Aaron Sorrells,2,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Lieutenant Governor,REP,Daniel Miller,16,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Lieutenant Governor,REP,Trayce Bradford,8,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Lieutenant Governor,REP,Zach Vance,1,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Lieutenant Governor,REP,Todd M. Bullis,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Attorney General,REP,Louie Gohmert,9,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Attorney General,REP,George P. Bush,25,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Attorney General,REP,Ken Paxton,29,22
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Attorney General,REP,Eva Guzman,20,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Comptroller of Public Accounts,REP,Mark V. Goloby,16,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Comptroller of Public Accounts,REP,Glenn Hegar,62,39
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of the General Land Office,REP,Don W. Minton,7,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of the General Land Office,REP,Ben Armenta,4,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of the General Land Office,REP,Rufus Lopez,3,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of the General Land Office,REP,Tim Westley,15,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of the General Land Office,REP,Jon Spiers,1,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of the General Land Office,REP,Victor Avila,3,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of the General Land Office,REP,Dawn Buckingham,38,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of the General Land Office,REP,Weston Martinez,4,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of Agriculture,REP,James White,18,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of Agriculture,REP,Carey A. Counsil,9,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Commissioner of Agriculture,REP,Sid Miller,52,34
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Railroad Commissioner,REP,Tom Slocum Jr,12,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Railroad Commissioner,REP,Dawayne Tipton,10,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Railroad Commissioner,REP,Wayne Christian,26,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Railroad Commissioner,REP,Sarah Stogner,9,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",13,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,67,51
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,65,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Justice, Supreme Court, Place 9",REP,Evan Young,38,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Justice, Supreme Court, Place 9",REP,David J. Schenck,29,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,66,51
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,20,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,48,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",64,52
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,28,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,43,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"State Senator, District No. 24",REP,Raul Reyes,29,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"State Senator, District No. 24",REP,Pete Flores,32,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"State Senator, District No. 24",REP,Lamar Lewis,13,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"State Representative,  District No. 59",REP,Shelby Slawson,67,49
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,67,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"District Judge, 440th Judicial District",REP,Grant Kinsey,66,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,County Judge,REP,Joey Acfalle,13,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,County Judge,REP,Jack Barcroft,7,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,County Judge,REP,Celia J. Sellers,7,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,County Judge,REP,Roger A Miller,49,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Judge, County Court-at-Law",REP,John Lee,68,51
