political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party code,candidate_name,early_votes,election_votes
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of the General Land Office,REP,Rufus Lopez,2,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of the General Land Office,REP,Tim Westley,4,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of the General Land Office,REP,Jon Spiers,3,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of the General Land Office,REP,Victor Avila,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of the General Land Office,REP,Dawn Buckingham,24,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of the General Land Office,REP,Weston Martinez,1,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of Agriculture,REP,James White,5,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of Agriculture,REP,Carey A. Counsil,1,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Commissioner of Agriculture,REP,Sid Miller,40,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Railroad Commissioner,REP,Tom Slocum Jr,10,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Railroad Commissioner,REP,Dawayne Tipton,5,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Railroad Commissioner,REP,Wayne Christian,7,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Railroad Commissioner,REP,Sarah Stogner,10,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",3,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,33,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,34,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Justice, Supreme Court, Place 9",REP,Evan Young,25,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Justice, Supreme Court, Place 9",REP,David J. Schenck,13,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,35,26
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,9,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,28,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",34,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,27,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,11,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"State Senator, District No. 24",REP,Raul Reyes,17,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"State Senator, District No. 24",REP,Pete Flores,23,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"State Senator, District No. 24",REP,Lamar Lewis,3,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"State Representative,  District No. 59",REP,Shelby Slawson,37,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,36,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"District Judge, 440th Judicial District",REP,Grant Kinsey,35,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,County Judge,REP,Joey Acfalle,3,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,County Judge,REP,Jack Barcroft,5,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,County Judge,REP,Celia J. Sellers,9,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,County Judge,REP,Roger A Miller,26,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Judge, County Court-at-Law",REP,John Lee,35,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,District Clerk,REP,Becky Moore,36,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,County Clerk,REP,Jennifer Newton,34,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,County Treasurer,REP,Randi McFarlin,39,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"County Commissioner, Precinct No. 4",REP,Keith Taylor,24,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"County Commissioner, Precinct No. 4",REP,Ray Ashby Jr,20,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"County Commissioner, Precinct No. 4",REP,Bradi Diaz,3,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,"Justice of the Peace, Precinct No. 4",REP,Coy Latham,38,32
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 1,REP,YES,45,39
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 1,REP,NO,2,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 2,REP,YES,38,32
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 2,REP,NO,5,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 3,REP,YES,40,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 3,REP,NO,7,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 4,REP,YES,46,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 4,REP,NO,1,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 5,REP,YES,36,32
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 5,REP,NO,11,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 6,REP,YES,42,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 6,REP,NO,4,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 7,REP,YES,46,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 7,REP,NO,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 8,REP,YES,45,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 8,REP,NO,2,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 9,REP,YES,39,34
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 9,REP,NO,8,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 10,REP,YES,43,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,415,259,Proposition 10,REP,NO,3,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"United States Representative, District No. 31",REP,Mike Williams,30,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"United States Representative, District No. 31",REP,Abhiram Garapati,14,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"United States Representative, District No. 31",REP,John Carter,85,89
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Governor,REP,Chad Prather,10,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Governor,REP,Danny Harrison,2,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Governor,REP,Rick Perry,1,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Governor,REP,Don Huffines,4,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Governor,REP,Greg Abbott,91,100
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Governor,REP,Kandy Kaye Horn,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Governor,REP,Allen B. West,25,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Governor,REP,Paul Belew,1,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Lieutenant Governor,REP,Dan Patrick,99,98
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Lieutenant Governor,REP,Aaron Sorrells,2,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Lieutenant Governor,REP,Daniel Miller,8,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Lieutenant Governor,REP,Trayce Bradford,9,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Lieutenant Governor,REP,Zach Vance,6,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Lieutenant Governor,REP,Todd M. Bullis,4,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Attorney General,REP,Louie Gohmert,12,15
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Attorney General,REP,George P. Bush,35,42
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Attorney General,REP,Ken Paxton,64,62
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Attorney General,REP,Eva Guzman,22,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Comptroller of Public Accounts,REP,Mark V. Goloby,36,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Comptroller of Public Accounts,REP,Glenn Hegar,83,84
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of the General Land Office,REP,Don W. Minton,18,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of the General Land Office,REP,Ben Armenta,3,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of the General Land Office,REP,Rufus Lopez,2,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of the General Land Office,REP,Tim Westley,8,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of the General Land Office,REP,Jon Spiers,10,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of the General Land Office,REP,Victor Avila,4,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of the General Land Office,REP,Dawn Buckingham,71,63
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of the General Land Office,REP,Weston Martinez,4,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of Agriculture,REP,James White,19,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of Agriculture,REP,Carey A. Counsil,13,15
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Commissioner of Agriculture,REP,Sid Miller,94,83
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Railroad Commissioner,REP,Tom Slocum Jr,25,26
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Railroad Commissioner,REP,Dawayne Tipton,15,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Railroad Commissioner,REP,Wayne Christian,26,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Railroad Commissioner,REP,Sarah Stogner,24,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",27,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,116,118
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,114,116
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Justice, Supreme Court, Place 9",REP,Evan Young,58,67
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Justice, Supreme Court, Place 9",REP,David J. Schenck,58,46
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,114,115
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,54,45
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,60,73
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",115,112
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,46,61
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,67,53
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"State Senator, District No. 24",REP,Raul Reyes,46,36
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"State Senator, District No. 24",REP,Pete Flores,55,69
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"State Senator, District No. 24",REP,Lamar Lewis,19,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"State Representative,  District No. 59",REP,Shelby Slawson,117,113
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,115,113
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"District Judge, 440th Judicial District",REP,Grant Kinsey,113,114
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,County Judge,REP,Joey Acfalle,24,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,County Judge,REP,Jack Barcroft,6,22
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,County Judge,REP,Celia J. Sellers,13,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,County Judge,REP,Roger A Miller,75,73
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Judge, County Court-at-Law",REP,John Lee,117,114
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,District Clerk,REP,Becky Moore,116,115
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,County Clerk,REP,Jennifer Newton,117,115
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,County Treasurer,REP,Randi McFarlin,114,114
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"County Commissioner, Precinct No. 4",REP,Keith Taylor,36,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"County Commissioner, Precinct No. 4",REP,Ray Ashby Jr,31,47
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"County Commissioner, Precinct No. 4",REP,Bradi Diaz,53,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,"Justice of the Peace, Precinct No. 2",REP,F.W. (Bill) Price,117,115
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 1,REP,YES,123,127
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 1,REP,NO,12,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 2,REP,YES,102,104
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 2,REP,NO,30,26
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 3,REP,YES,110,126
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 3,REP,NO,22,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 4,REP,YES,120,130
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 4,REP,NO,12,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 5,REP,YES,100,113
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 5,REP,NO,31,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 6,REP,YES,106,106
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 6,REP,NO,25,26
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 7,REP,YES,129,133
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 7,REP,NO,6,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 8,REP,YES,125,127
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 8,REP,NO,10,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 9,REP,YES,122,121
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 9,REP,NO,13,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 10,REP,YES,124,131
Coryell County Republican Party,3/1/2022,Primary Election,0,0,416,4271,Proposition 10,REP,NO,8,4
