political_subdivision,election_date,election_name,total provisional ballots ,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 1,NO,,1,9,0,1
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 2,YES,,29,69,0,29
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 2,NO,,7,13,1,6
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 3,YES,,35,68,1,34
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 3,NO,,4,17,0,4
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 4,YES,,36,76,1,35
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 4,NO,,1,8,0,1
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 5,YES,,36,66,1,35
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 5,NO,,2,12,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 6,YES,,30,63,1,29
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 6,NO,,4,18,0,4
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 7,YES,,38,82,1,37
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 7,NO,,0,3,0,0
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 8,YES,,36,79,1,35
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 8,NO,,2,6,0,2
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 9,YES,,34,64,1,33
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 9,NO,,5,18,0,5
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 10,YES,,38,80,1,37
Red River,3/1/2022,Primary Election,,,13 - 4,519,0,Proposition 10,NO,,0,4,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,"United States Representative, District No. 4",Iro Omere,,2,3,2,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Beto O'Rourke,,3,6,3,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Michael Cooper,,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Joy Diaz,,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Carla Brailey,,2,3,2,0
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Michelle Beckley,,0,2,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Mike Collier,,1,1,1,0
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,Rochelle Mercedes Garza,,1,2,1,0
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,Lee Merritt,,0,1,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,Joe Jaworski,,0,1,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,Mike Fields,,2,2,2,0
Red River,3/1/2022,Primary Election,,,17,403,0,Comptroller of Public Accounts,Janet T. Dudding,,2,4,2,0
Red River,3/1/2022,Primary Election,,,17,403,0,Comptroller of Public Accounts,Tim Mahoney,,0,2,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Comptroller of Public Accounts,Angel Luis Vega,,1,0,1,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Jinny Suh,,1,2,1,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Jay Kleberg,,0,2,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Sandragrace Martinez,,1,0,1,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Michael Lange,,1,1,1,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of Agriculture,Ed Ireson,,1,1,1,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of Agriculture,Susan Hays,,2,4,2,0
Red River,3/1/2022,Primary Election,,,17,403,0,Railroad Commissioner,Luke Warford,,3,5,3,0
Red River,3/1/2022,Primary Election,,,17,403,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,3,5,3,0
Red River,3/1/2022,Primary Election,,,17,403,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,2,5,2,0
Red River,3/1/2022,Primary Election,,,17,403,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,3,5,3,0
Red River,3/1/2022,Primary Election,,,17,403,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,3,5,3,0
Red River,3/1/2022,Primary Election,,,17,403,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,3,5,3,0
Red River,3/1/2022,Primary Election,,,17,403,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,1,3,1,0
Red River,3/1/2022,Primary Election,,,17,403,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,2,2,2,0
Red River,3/1/2022,Primary Election,,,17,403,0,"United States Representative, District No. 4",John E. Harper,,4,12,0,4
Red River,3/1/2022,Primary Election,,,17,403,0,"United States Representative, District No. 4",Pat Fallon,,12,33,2,10
Red River,3/1/2022,Primary Election,,,17,403,0,"United States Representative, District No. 4",Dan Thomas,,0,11,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Don Huffines,,0,7,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Rick Perry,,1,5,0,1
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Kandy Kaye Horn,,0,1,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Chad Prather,,0,3,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Allen B. West,,6,3,0,6
Red River,3/1/2022,Primary Election,,,17,403,0,Governor,Greg Abbott,,16,49,3,13
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Trayce Bradford,,0,2,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Aaron Sorrells,,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Todd M. Bullis,,0,0,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Daniel Miller,,1,5,0,1
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Dan Patrick,,18,51,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,Lieutenant Governor,Zach Vance,,0,4,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,Louie Gohmert,,4,10,0,4
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,Ken Paxton,,6,26,2,4
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,Eva Guzman,,4,5,1,3
Red River,3/1/2022,Primary Election,,,17,403,0,Attorney General,George P. Bush,,8,25,0,8
Red River,3/1/2022,Primary Election,,,17,403,0,Comptroller of Public Accounts,Glenn Hegar,,17,45,2,15
Red River,3/1/2022,Primary Election,,,17,403,0,Comptroller of Public Accounts,Mark V. Goloby,,2,2,0,2
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Victor Avila,,2,3,0,2
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Rufus Lopez,,0,3,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Dawn Buckingham,,5,11,0,5
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Tim Westley,,1,11,0,1
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Don W. Minton,,2,1,0,2
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Weston Martinez,,0,3,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Ben Armenta,,0,3,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of the General Land Office,Jon Spiers,,4,7,2,2
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of Agriculture,James White,,6,16,0,6
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of Agriculture,Sid Miller,,10,33,2,8
Red River,3/1/2022,Primary Election,,,17,403,0,Commissioner of Agriculture,Carey A. Counsil,,2,3,0,2
Red River,3/1/2022,Primary Election,,,17,403,0,Railroad Commissioner,Dawayne Tipton,,1,5,0,1
Red River,3/1/2022,Primary Election,,,17,403,0,Railroad Commissioner,Wayne Christian,,7,16,2,5
Red River,3/1/2022,Primary Election,,,17,403,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,1,6,0,1
Red River,3/1/2022,Primary Election,,,17,403,0,Railroad Commissioner,Sarah Stogner,,3,3,0,3
Red River,3/1/2022,Primary Election,,,17,403,0,Railroad Commissioner,Tom Slocum Jr,,1,7,0,1
Red River,3/1/2022,Primary Election,,,17,403,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,16,43,2,14
Red River,3/1/2022,Primary Election,,,17,403,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,17,42,2,15
Red River,3/1/2022,Primary Election,,,17,403,0,"Justice, Supreme Court, Place 9",Evan Young,,12,35,2,10
Red River,3/1/2022,Primary Election,,,17,403,0,"Justice, Supreme Court, Place 9",David J. Schenck,,3,5,0,3
Red River,3/1/2022,Primary Election,,,17,403,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,17,44,2,15
Red River,3/1/2022,Primary Election,,,17,403,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,4,7,0,4
Red River,3/1/2022,Primary Election,,,17,403,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,12,36,2,10
Red River,3/1/2022,Primary Election,,,17,403,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,18,43,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,"Member, State Board of Education, District No. 12",Pam Little,,18,42,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,"State Senator, District No. 1",Bryan Hughes,,18,45,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,"State Representative,  District No. 1",George Lavender,,1,5,0,1
Red River,3/1/2022,Primary Election,,,17,403,0,"State Representative,  District No. 1",Gary Vandeaver,,20,52,3,17
Red River,3/1/2022,Primary Election,,,17,403,0,"State Representative,  District No. 1",Ray Null,,0,7,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,18,41,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,18,41,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,County Judge,Robert Bridges,,13,34,2,11
Red River,3/1/2022,Primary Election,,,17,403,0,County Judge,Carl Hausler,,6,24,0,6
Red River,3/1/2022,Primary Election,,,17,403,0,District Clerk,Brenna Williams,,17,50,2,15
Red River,3/1/2022,Primary Election,,,17,403,0,County Clerk,Shawn Weemes,,19,54,2,17
Red River,3/1/2022,Primary Election,,,17,403,0,County Treasurer,Lorena Delatorre,,18,47,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,"County Commissioner, Precinct No. 2",David E Hutson Sr,,18,50,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,Justice of the Peace,Shelley Benton,,19,49,2,17
Red River,3/1/2022,Primary Election,,,17,403,0,County Chairman,Shawn Tully,,18,44,2,16
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 1,YES,,22,65,3,19
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 1,NO,,0,2,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 2,YES,,21,57,3,18
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 2,NO,,2,7,0,2
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 3,YES,,22,55,3,19
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 3,NO,,2,11,0,2
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 4,YES,,23,64,3,20
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 4,NO,,0,3,0,0
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 5,YES,,20,59,2,18
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 5,NO,,2,5,1,1
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 6,YES,,17,63,3,14
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 6,NO,,3,2,0,3
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 7,YES,,23,65,3,20
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 7,NO,,1,0,0,1
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 8,YES,,20,61,3,17
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 8,NO,,3,5,0,3
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 9,YES,,20,66,3,17
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 9,NO,,2,0,0,2
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 10,YES,,21,64,3,18
Red River,3/1/2022,Primary Election,,,17,403,0,Proposition 10,NO,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"United States Representative, District No. 1",Gavin Dass,,1,2,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"United States Representative, District No. 1",Stephen Kocen,,1,0,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"United States Representative, District No. 1",Victor D. Dunn,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Beto O'Rourke,,2,2,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Michael Cooper,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Rich Wakeland,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Joy Diaz,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Carla Brailey,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Mike Collier,,2,4,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,Rochelle Mercedes Garza,,1,2,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,Lee Merritt,,1,0,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,"S. ""TBone"" Raynor",,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,Joe Jaworski,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,Mike Fields,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Comptroller of Public Accounts,Janet T. Dudding,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Comptroller of Public Accounts,Tim Mahoney,,1,3,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Comptroller of Public Accounts,Angel Luis Vega,,1,0,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Jinny Suh,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Jay Kleberg,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Michael Lange,,2,0,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of Agriculture,Ed Ireson,,1,1,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of Agriculture,Susan Hays,,1,3,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Railroad Commissioner,Luke Warford,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,1,2,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,1,2,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",,0,3,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"United States Representative, District No. 1",Nathaniel Moran,,7,8,0,7
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"United States Representative, District No. 1",Joe McDaniel,,3,17,0,3
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"United States Representative, District No. 1",John Porro,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Don Huffines,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Rick Perry,,0,3,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Kandy Kaye Horn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Chad Prather,,0,6,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Allen B. West,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Governor,Greg Abbott,,11,32,0,11
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Trayce Bradford,,1,3,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Aaron Sorrells,,1,5,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Todd M. Bullis,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Daniel Miller,,0,4,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Dan Patrick,,9,21,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Lieutenant Governor,Zach Vance,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,Louie Gohmert,,0,4,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,Ken Paxton,,5,12,0,5
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,Eva Guzman,,4,8,0,4
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Attorney General,George P. Bush,,4,12,0,4
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Comptroller of Public Accounts,Glenn Hegar,,9,21,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Comptroller of Public Accounts,Mark V. Goloby,,2,8,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Victor Avila,,1,0,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Rufus Lopez,,2,2,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Dawn Buckingham,,0,5,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Tim Westley,,4,7,0,4
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Don W. Minton,,2,7,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Weston Martinez,,1,2,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Ben Armenta,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of the General Land Office,Jon Spiers,,1,4,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of Agriculture,James White,,4,14,0,4
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of Agriculture,Sid Miller,,6,13,0,6
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Commissioner of Agriculture,Carey A. Counsil,,1,2,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Railroad Commissioner,Dawayne Tipton,,3,6,0,3
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Railroad Commissioner,Wayne Christian,,6,11,0,6
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,0,2,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Railroad Commissioner,Sarah Stogner,,0,4,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Railroad Commissioner,Tom Slocum Jr,,1,3,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,9,26,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,9,25,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Justice, Supreme Court, Place 9",Evan Young,,7,22,0,7
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Justice, Supreme Court, Place 9",David J. Schenck,,3,7,0,3
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,9,23,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,1,10,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,9,18,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,9,22,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Member, State Board of Education, District No. 12",Pam Little,,9,21,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"State Senator, District No. 1",Bryan Hughes,,10,22,0,10
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"State Representative,  District No. 1",George Lavender,,3,3,0,3
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"State Representative,  District No. 1",Gary Vandeaver,,10,41,0,10
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"State Representative,  District No. 1",Ray Null,,0,1,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,9,22,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,10,23,0,10
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,County Judge,Robert Bridges,,3,19,0,3
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,County Judge,Carl Hausler,,7,19,0,7
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,District Clerk,Brenna Williams,,11,28,0,11
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,County Clerk,Shawn Weemes,,9,31,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,County Treasurer,Lorena Delatorre,,9,32,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Justice of the Peace,Shelley Benton,,9,33,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,County Chairman,Shawn Tully,,9,26,0,9
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 1,YES,,12,37,0,12
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 1,NO,,1,4,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 2,YES,,10,34,0,10
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 2,NO,,2,4,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 3,YES,,12,34,0,12
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 3,NO,,1,9,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 4,YES,,13,35,0,13
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 4,NO,,0,6,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 5,YES,,11,34,0,11
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 5,NO,,2,7,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 6,YES,,12,34,0,12
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 6,NO,,0,6,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 7,YES,,13,40,0,13
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 7,NO,,0,3,0,0
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 8,YES,,12,38,0,12
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 8,NO,,1,4,0,1
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 9,YES,,11,38,0,11
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 9,NO,,2,3,0,2
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 10,YES,,12,39,0,12
Red River,3/1/2022,Primary Election,,,19 - 1,254,0,Proposition 10,NO,,1,2,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,"United States Representative, District No. 4",Iro Omere,,6,1,3,3
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Beto O'Rourke,,8,3,4,4
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Michael Cooper,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Governor,Joy Diaz,,0,0,0,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Carla Brailey,,2,1,2,0
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Michelle Beckley,,1,1,0,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Lieutenant Governor,Mike Collier,,3,1,2,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,Rochelle Mercedes Garza,,2,2,1,1
Red River,3/1/2022,Primary Election,,,19 - 4,382,0,Attorney General,Lee Merritt,,1,1,1,0
