political_subdivision,election_date,election_name,total provisional ballots ,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Michael Lange,,12,6,1,11
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of Agriculture,Ed Ireson,,8,5,0,8
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of Agriculture,Susan Hays,,36,23,2,34
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Railroad Commissioner,Luke Warford,,37,23,2,35
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,37,23,2,35
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,38,23,2,36
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,36,22,2,34
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,40,23,2,38
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,38,25,2,36
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,24,13,1,23
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,20,14,1,19
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",,2,4,0,2
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"United States Representative, District No. 1",Nathaniel Moran,,12,12,2,10
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"United States Representative, District No. 1",Joe McDaniel,,24,16,1,23
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"United States Representative, District No. 1",John Porro,,1,2,1,0
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Governor,Don Huffines,,7,5,1,6
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Governor,Rick Perry,,1,4,0,1
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Governor,Kandy Kaye Horn,,1,0,0,1
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Governor,Chad Prather,,1,7,0,1
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Governor,Paul Belew,,1,1,0,1
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Governor,Allen B. West,,6,2,0,6
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Governor,Greg Abbott,,37,22,3,34
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Lieutenant Governor,Trayce Bradford,,5,0,0,5
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Lieutenant Governor,Aaron Sorrells,,3,5,0,3
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Lieutenant Governor,Todd M. Bullis,,0,1,0,0
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Lieutenant Governor,Daniel Miller,,6,4,0,6
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Lieutenant Governor,Dan Patrick,,36,30,4,32
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Lieutenant Governor,Zach Vance,,1,0,0,1
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Attorney General,Louie Gohmert,,5,11,0,5
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Attorney General,Ken Paxton,,28,16,3,25
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Attorney General,Eva Guzman,,8,3,1,7
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Attorney General,George P. Bush,,11,11,0,11
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Comptroller of Public Accounts,Glenn Hegar,,38,29,3,35
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Comptroller of Public Accounts,Mark V. Goloby,,7,7,1,6
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Victor Avila,,5,10,0,5
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Rufus Lopez,,1,1,0,1
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Dawn Buckingham,,8,4,0,8
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Tim Westley,,4,5,0,4
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Don W. Minton,,7,3,2,5
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Weston Martinez,,4,2,2,2
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Ben Armenta,,1,0,0,1
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of the General Land Office,Jon Spiers,,6,9,0,6
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of Agriculture,James White,,12,12,3,9
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of Agriculture,Sid Miller,,31,20,1,30
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Commissioner of Agriculture,Carey A. Counsil,,2,4,0,2
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Railroad Commissioner,Dawayne Tipton,,10,4,3,7
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Railroad Commissioner,Wayne Christian,,11,16,0,11
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,6,4,1,5
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Railroad Commissioner,Sarah Stogner,,8,2,0,8
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Railroad Commissioner,Tom Slocum Jr,,5,8,0,5
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,36,29,1,35
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,37,29,1,36
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Justice, Supreme Court, Place 9",Evan Young,,27,19,3,24
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Justice, Supreme Court, Place 9",David J. Schenck,,14,11,1,13
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,37,31,1,36
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,13,17,3,10
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,26,13,1,25
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,32,31,1,31
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Member, State Board of Education, District No. 12",Pam Little,,33,31,1,32
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"State Senator, District No. 1",Bryan Hughes,,33,33,1,32
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"State Representative,  District No. 1",George Lavender,,10,2,0,10
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"State Representative,  District No. 1",Gary Vandeaver,,39,36,4,35
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"State Representative,  District No. 1",Ray Null,,4,3,0,4
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,33,31,1,32
Red River,3/1/2022,Primary Election,,,3-1,1032,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,35,31,1,34
Red River,3/1/2022,Primary Election,,,3-1,1032,0,County Judge,Robert Bridges,,38,27,2,36
Red River,3/1/2022,Primary Election,,,3-1,1032,0,County Judge,Carl Hausler,,14,12,2,12
Red River,3/1/2022,Primary Election,,,3-1,1032,0,District Clerk,Brenna Williams,,45,35,3,42
Red River,3/1/2022,Primary Election,,,3-1,1032,0,County Clerk,Shawn Weemes,,44,35,3,41
Red River,3/1/2022,Primary Election,,,3-1,1032,0,County Treasurer,Lorena Delatorre,,44,33,3,41
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Justice of the Peace,Shelley Benton,,44,35,3,41
Red River,3/1/2022,Primary Election,,,3-1,1032,0,County Chairman,Shawn Tully,,40,30,3,37
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 1,YES,,50,40,4,46
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 1,NO,,4,1,0,4
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 2,YES,,34,30,2,32
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 2,NO,,12,11,0,12
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 3,YES,,44,33,3,41
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 3,NO,,8,8,1,7
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 4,YES,,49,36,4,45
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 4,NO,,3,5,0,3
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 5,YES,,44,36,3,41
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 5,NO,,6,4,1,5
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 6,YES,,46,33,3,43
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 6,NO,,4,6,1,3
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 7,YES,,50,40,4,46
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 7,NO,,2,1,0,2
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 8,YES,,51,36,4,47
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 8,NO,,3,3,0,3
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 9,YES,,46,36,3,43
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 9,NO,,8,3,1,7
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 10,YES,,51,37,3,48
Red River,3/1/2022,Primary Election,,,3-1,1032,0,Proposition 10,NO,,2,2,1,1
Red River,3/1/2022,Primary Election,,,3-4,631,0,"United States Representative, District No. 4",Iro Omere,,21,4,4,17
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Beto O'Rourke,,27,5,5,22
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Michael Cooper,,1,0,0,1
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Rich Wakeland,,1,1,0,1
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Joy Diaz,,1,0,1,0
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Carla Brailey,,14,1,4,10
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Michelle Beckley,,9,3,1,8
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Mike Collier,,5,1,1,4
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,Rochelle Mercedes Garza,,13,2,3,10
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,Lee Merritt,,6,0,1,5
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,"S. ""TBone"" Raynor",,1,1,0,1
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,Joe Jaworski,,3,0,2,1
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,Mike Fields,,7,2,1,6
Red River,3/1/2022,Primary Election,,,3-4,631,0,Comptroller of Public Accounts,Janet T. Dudding,,13,3,5,8
Red River,3/1/2022,Primary Election,,,3-4,631,0,Comptroller of Public Accounts,Tim Mahoney,,7,1,2,5
Red River,3/1/2022,Primary Election,,,3-4,631,0,Comptroller of Public Accounts,Angel Luis Vega,,9,1,0,9
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Jinny Suh,,6,1,2,4
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Jay Kleberg,,5,1,3,2
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Sandragrace Martinez,,9,1,0,9
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Michael Lange,,8,2,1,7
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of Agriculture,Ed Ireson,,7,1,2,5
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of Agriculture,Susan Hays,,22,4,4,18
Red River,3/1/2022,Primary Election,,,3-4,631,0,Railroad Commissioner,Luke Warford,,26,4,4,22
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,22,5,4,18
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,22,5,4,18
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,23,4,4,19
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,26,4,4,22
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,25,4,4,21
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,16,3,3,13
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,13,1,4,9
Red River,3/1/2022,Primary Election,,,3-4,631,0,"United States Representative, District No. 4",John E. Harper,,13,6,1,12
Red River,3/1/2022,Primary Election,,,3-4,631,0,"United States Representative, District No. 4",Pat Fallon,,62,31,10,52
Red River,3/1/2022,Primary Election,,,3-4,631,0,"United States Representative, District No. 4",Dan Thomas,,10,7,2,8
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Don Huffines,,5,12,0,5
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Rick Perry,,6,4,3,3
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Kandy Kaye Horn,,1,0,0,1
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Chad Prather,,0,0,0,0
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Paul Belew,,0,1,0,0
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Allen B. West,,5,1,0,5
Red River,3/1/2022,Primary Election,,,3-4,631,0,Governor,Greg Abbott,,76,32,10,66
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Trayce Bradford,,6,2,0,6
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Aaron Sorrells,,4,0,0,4
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Todd M. Bullis,,1,1,1,0
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Daniel Miller,,4,2,1,3
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Dan Patrick,,65,41,11,54
Red River,3/1/2022,Primary Election,,,3-4,631,0,Lieutenant Governor,Zach Vance,,5,2,0,5
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,Louie Gohmert,,10,8,1,9
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,Ken Paxton,,38,23,7,31
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,Eva Guzman,,15,3,2,13
Red River,3/1/2022,Primary Election,,,3-4,631,0,Attorney General,George P. Bush,,28,14,3,25
Red River,3/1/2022,Primary Election,,,3-4,631,0,Comptroller of Public Accounts,Glenn Hegar,,69,33,9,60
Red River,3/1/2022,Primary Election,,,3-4,631,0,Comptroller of Public Accounts,Mark V. Goloby,,9,8,2,7
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Victor Avila,,6,8,0,6
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Rufus Lopez,,3,0,0,3
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Dawn Buckingham,,28,7,5,23
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Tim Westley,,9,9,1,8
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Don W. Minton,,5,6,0,5
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Weston Martinez,,3,4,0,3
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Ben Armenta,,2,0,0,2
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of the General Land Office,Jon Spiers,,6,7,1,5
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of Agriculture,James White,,22,15,5,17
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of Agriculture,Sid Miller,,55,28,4,51
Red River,3/1/2022,Primary Election,,,3-4,631,0,Commissioner of Agriculture,Carey A. Counsil,,3,2,0,3
Red River,3/1/2022,Primary Election,,,3-4,631,0,Railroad Commissioner,Dawayne Tipton,,8,6,0,8
Red River,3/1/2022,Primary Election,,,3-4,631,0,Railroad Commissioner,Wayne Christian,,25,16,4,21
Red River,3/1/2022,Primary Election,,,3-4,631,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,15,9,2,13
Red River,3/1/2022,Primary Election,,,3-4,631,0,Railroad Commissioner,Sarah Stogner,,10,3,0,10
Red River,3/1/2022,Primary Election,,,3-4,631,0,Railroad Commissioner,Tom Slocum Jr,,11,8,2,9
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,74,39,10,64
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,74,40,10,64
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Justice, Supreme Court, Place 9",Evan Young,,35,22,5,30
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Justice, Supreme Court, Place 9",David J. Schenck,,34,15,2,32
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,73,39,9,64
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,17,13,1,16
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,48,24,5,43
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,74,35,10,64
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Member, State Board of Education, District No. 12",Pam Little,,78,36,10,68
Red River,3/1/2022,Primary Election,,,3-4,631,0,"State Senator, District No. 1",Bryan Hughes,,82,38,12,70
Red River,3/1/2022,Primary Election,,,3-4,631,0,"State Representative,  District No. 1",George Lavender,,6,4,0,6
Red River,3/1/2022,Primary Election,,,3-4,631,0,"State Representative,  District No. 1",Gary Vandeaver,,84,45,11,73
Red River,3/1/2022,Primary Election,,,3-4,631,0,"State Representative,  District No. 1",Ray Null,,2,0,0,2
Red River,3/1/2022,Primary Election,,,3-4,631,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,75,37,12,63
Red River,3/1/2022,Primary Election,,,3-4,631,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,78,38,12,66
Red River,3/1/2022,Primary Election,,,3-4,631,0,County Judge,Robert Bridges,,54,28,7,47
Red River,3/1/2022,Primary Election,,,3-4,631,0,County Judge,Carl Hausler,,34,20,4,30
Red River,3/1/2022,Primary Election,,,3-4,631,0,District Clerk,Brenna Williams,,86,38,13,73
Red River,3/1/2022,Primary Election,,,3-4,631,0,County Clerk,Shawn Weemes,,91,41,13,78
Red River,3/1/2022,Primary Election,,,3-4,631,0,County Treasurer,Lorena Delatorre,,88,39,13,75
Red River,3/1/2022,Primary Election,,,3-4,631,0,Justice of the Peace,Shelley Benton,,87,40,12,75
Red River,3/1/2022,Primary Election,,,3-4,631,0,County Chairman,Shawn Tully,,81,39,12,69
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 1,YES,,86,48,13,73
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 1,NO,,6,3,0,6
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 2,YES,,66,39,10,56
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 2,NO,,21,10,2,19
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 3,YES,,75,46,10,65
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 3,NO,,15,4,3,12
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 4,YES,,79,47,12,67
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 4,NO,,10,1,1,9
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 5,YES,,77,43,12,65
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 5,NO,,11,4,1,10
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 6,YES,,76,44,13,63
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 6,NO,,13,3,0,13
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 7,YES,,86,49,12,74
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 7,NO,,4,0,0,4
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 8,YES,,86,46,11,75
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 8,NO,,4,3,2,2
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 9,YES,,84,48,13,71
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 9,NO,,8,1,0,8
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 10,YES,,83,46,12,71
Red River,3/1/2022,Primary Election,,,3-4,631,0,Proposition 10,NO,,6,3,1,5
Red River,3/1/2022,Primary Election,,,4,1149,0,"United States Representative, District No. 1",Gavin Dass,,8,4,0,8
Red River,3/1/2022,Primary Election,,,4,1149,0,"United States Representative, District No. 1",Stephen Kocen,,13,7,5,8
Red River,3/1/2022,Primary Election,,,4,1149,0,"United States Representative, District No. 1",Victor D. Dunn,,8,3,2,6
Red River,3/1/2022,Primary Election,,,4,1149,0,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,10,5,0,10
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Beto O'Rourke,,38,18,11,27
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Michael Cooper,,2,3,0,2
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Joy Diaz,,3,1,0,3
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Carla Brailey,,19,6,3,16
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Michelle Beckley,,11,8,1,10
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Mike Collier,,9,8,4,5
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,Rochelle Mercedes Garza,,12,5,1,11
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,Lee Merritt,,10,8,2,8
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,"S. ""TBone"" Raynor",,4,2,0,4
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,Joe Jaworski,,8,2,4,4
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,Mike Fields,,5,5,1,4
Red River,3/1/2022,Primary Election,,,4,1149,0,Comptroller of Public Accounts,Janet T. Dudding,,17,8,3,14
Red River,3/1/2022,Primary Election,,,4,1149,0,Comptroller of Public Accounts,Tim Mahoney,,14,6,4,10
Red River,3/1/2022,Primary Election,,,4,1149,0,Comptroller of Public Accounts,Angel Luis Vega,,8,8,1,7
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Jinny Suh,,5,6,1,4
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Jay Kleberg,,10,5,5,5
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Sandragrace Martinez,,13,6,0,13
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Michael Lange,,11,5,2,9
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of Agriculture,Ed Ireson,,10,3,2,8
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of Agriculture,Susan Hays,,30,15,6,24
Red River,3/1/2022,Primary Election,,,4,1149,0,Railroad Commissioner,Luke Warford,,35,15,10,25
Red River,3/1/2022,Primary Election,,,4,1149,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,37,16,10,27
Red River,3/1/2022,Primary Election,,,4,1149,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,37,16,10,27
Red River,3/1/2022,Primary Election,,,4,1149,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,37,16,10,27
Red River,3/1/2022,Primary Election,,,4,1149,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,38,16,10,28
Red River,3/1/2022,Primary Election,,,4,1149,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,38,15,10,28
Red River,3/1/2022,Primary Election,,,4,1149,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,26,11,5,21
Red River,3/1/2022,Primary Election,,,4,1149,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,13,9,2,11
Red River,3/1/2022,Primary Election,,,4,1149,0,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",,4,2,0,4
Red River,3/1/2022,Primary Election,,,4,1149,0,"United States Representative, District No. 1",Nathaniel Moran,,33,25,2,31
Red River,3/1/2022,Primary Election,,,4,1149,0,"United States Representative, District No. 1",Joe McDaniel,,60,46,1,59
Red River,3/1/2022,Primary Election,,,4,1149,0,"United States Representative, District No. 1",John Porro,,3,7,0,3
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Don Huffines,,12,10,0,12
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Rick Perry,,6,4,0,6
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Kandy Kaye Horn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Chad Prather,,3,9,0,3
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Allen B. West,,17,11,0,17
Red River,3/1/2022,Primary Election,,,4,1149,0,Governor,Greg Abbott,,89,75,4,85
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Trayce Bradford,,4,3,0,4
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Aaron Sorrells,,6,1,1,5
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Todd M. Bullis,,0,0,0,0
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Daniel Miller,,13,15,0,13
