political_subsdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of the General Land Office,Jon Spiers,,3,1,0,3
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of the General Land Office,Don W. Minton,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of the General Land Office,Dawn Buckingham,,7,5,0,7
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of the General Land Office,Rufus Lopez,,2,1,0,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of the General Land Office,Weston Martinez,,2,0,1,1
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of the General Land Office,Victor Avila,,3,1,1,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of Agriculture,Sid Miller,,16,14,0,16
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of Agriculture,James White,,7,7,2,5
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Commisioner of Agriculture,Carey A. Counsil,,3,0,0,3
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Railroad Commissioner,Tom Slocum Jr,,5,2,0,5
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,7,4,1,6
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Railroad Commissioner,Dawayne Tipton,,2,3,0,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Railroad Commissioner,Wayne Christian,,7,7,0,7
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Railroad Commissioner,Sarah Stogner,,4,1,1,3
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,25,20,2,23
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,26,20,2,24
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Justice, Supreme Court, Place 9",David J. Schenck,,13,8,1,12
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Justice, Supreme Court, Place 9",Evan Young,,11,7,1,10
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,26,19,2,24
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,14,8,1,13
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,10,8,1,9
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,25,19,2,23
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Member, State Board of Education, District No. 15",Jay Johnson,,22,6,1,21
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Member, State Board of Education, District No. 15",Aaron Kinsey,,5,11,1,4
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"State Senator, District No. 31",Stormy Bradley,,4,5,1,3
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"State Senator, District No. 31",Jesse Quackenbush,,6,1,0,6
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"State Senator, District No. 31",Tim Reid,,3,3,1,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"State Senator, District No. 31",Kevin Sparks,,15,11,0,15
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"State Representative,  District No. 88",Ken King,,18,11,0,18
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"State Representative,  District No. 88",Ted Hutto,,13,14,2,11
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,,25,19,2,23
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,"District Judge, 31st Judicial District",Steven R. Emmert,,29,20,2,27
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 1,YES,,28,26,2,26
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 1,NO,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 2,YES,,17,20,0,17
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 2,NO,,12,6,2,10
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 3,YES,,25,26,0,25
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 3,NO,,4,1,2,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 4,YES,,29,26,2,27
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 4,NO,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 5,YES,,27,25,1,26
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 5,NO,,3,2,1,2
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 6,YES,,28,25,2,26
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 6,NO,,1,2,0,1
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 7,YES,,29,27,2,27
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 7,NO,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 8,YES,,28,27,2,26
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 8,NO,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 9,YES,,25,26,1,24
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 9,NO,,4,1,1,3
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 10,YES,,28,26,2,26
Roberts County,3/1/2022,Primary,0,0,4-1 - REP,0,Proposition 10,NO,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"U. S. Representative, District No. 13",Ronny Jackson,,14,43,3,11
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Governor,Allen B. West,,2,1,0,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Governor,Paul Belew,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Governor,Don Huffines,,1,1,0,1
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Governor,Kandy Kaye Horn,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Governor,Greg Abbott,,10,39,3,7
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Governor,Rick Perry,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Governor,Danny Harrison,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Governor,Chad Prather,,1,3,0,1
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Lieutenant Governor,Dan Patrick,,10,36,3,7
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Lieutenant Governor,Trayce Bradford,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Lieutenant Governor,Aaron Sorrells,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Lieutenant Governor,Zach Vance,,2,2,0,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Lieutenant Governor,Daniel Miller,,0,2,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Lieutenant Governor,Todd M. Bullis,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Attorney General,Ken Paxton,,8,27,2,6
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Attorney General,Eva Guzman,,0,6,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Attorney General,Louie Gohmert,,2,6,0,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Attorney General,George P. Bush,,3,5,1,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Comptroller of Public Accounts,Mark V. Goloby,,3,13,0,3
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Comptroller of Public Accounts,Glenn Hegar,,10,24,3,7
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of the General Land Office,Tim Westley,,0,16,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of the General Land Office,Ben Armenta,,2,1,0,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of the General Land Office,Jon Spiers,,1,3,0,1
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of the General Land Office,Don W. Minton,,4,4,2,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of the General Land Office,Dawn Buckingham,,5,7,0,5
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of the General Land Office,Rufus Lopez,,0,0,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of the General Land Office,Weston Martinez,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of the General Land Office,Victor Avila,,0,3,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of Agriculture,Sid Miller,,9,29,3,6
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of Agriculture,James White,,4,10,0,4
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Commisioner of Agriculture,Carey A. Counsil,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Railroad Commissioner,Tom Slocum Jr,,3,14,1,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,2,5,0,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Railroad Commissioner,Dawayne Tipton,,1,4,0,1
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Railroad Commissioner,Wayne Christian,,6,15,2,4
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Railroad Commissioner,Sarah Stogner,,1,0,0,1
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,13,36,3,10
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,13,32,3,10
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Justice, Supreme Court, Place 9",David J. Schenck,,8,23,1,7
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Justice, Supreme Court, Place 9",Evan Young,,5,12,2,3
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,13,34,3,10
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,10,27,2,8
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,2,9,1,1
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,13,33,3,10
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Member, State Board of Education, District No. 15",Jay Johnson,,9,40,3,6
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Member, State Board of Education, District No. 15",Aaron Kinsey,,5,2,0,5
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"State Senator, District No. 31",Stormy Bradley,,2,8,0,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"State Senator, District No. 31",Jesse Quackenbush,,4,2,2,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"State Senator, District No. 31",Tim Reid,,4,10,1,3
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"State Senator, District No. 31",Kevin Sparks,,3,20,0,3
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"State Representative,  District No. 88",Ken King,,7,19,3,4
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"State Representative,  District No. 88",Ted Hutto,,6,25,0,6
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"Justice, 7th Court of Appeals District, Place No. 4",Larry Doss,,13,33,3,10
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,"District Judge, 31st Judicial District",Steven R. Emmert,,13,37,3,10
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 1,YES,,13,39,3,10
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 1,NO,,1,2,0,1
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 2,YES,,10,18,3,7
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 2,NO,,4,24,0,4
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 3,YES,,14,40,3,11
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 3,NO,,0,3,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 4,YES,,13,42,2,11
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 4,NO,,1,1,1,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 5,YES,,14,38,3,11
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 5,NO,,0,4,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 6,YES,,12,33,3,9
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 6,NO,,2,10,0,2
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 7,YES,,14,43,3,11
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 7,NO,,0,1,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 8,YES,,14,42,3,11
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 8,NO,,0,2,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 9,YES,,14,30,3,11
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 9,NO,,0,14,0,0
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 10,YES,,13,42,2,11
Roberts County,3/1/2022,Primary,0,0,4-2 - REP,0,Proposition 10,NO,,1,2,1,0
