political_subdivison,election_date,election_name,total provisionals ballots,total provisional ballots counted,#FormatVersion 1,,,,,,
Red River,11/3/2020,General,18,6,5,1049,United States Senator,"Mary ""MJ"" Hegar",DEM,58,19
Red River,11/3/2020,General,18,6,5,1049,United States Senator,Kerry Douglas McKennon,LIB,6,2
Red River,11/3/2020,General,18,6,5,1049,United States Senator,David B. Collins,GRN,1,7
Red River,11/3/2020,General,18,6,5,1049,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,5,1049,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,5,1049,"United States Representative, District No. 4",Pat Fallon,REP,358,252
Red River,11/3/2020,General,18,6,5,1049,"United States Representative, District No. 4",Russell Foster,DEM,54,21
Red River,11/3/2020,General,18,6,5,1049,"United States Representative, District No. 4",Lou Antonelli,LIB,8,4
Red River,11/3/2020,General,18,6,5,1049,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,5,1049,"United States Representative, District No. 4",Unassigned write-ins,,1,0
Red River,11/3/2020,General,18,6,5,1049,Railroad Commissioner,"James ""Jim"" Wright",REP,361,252
Red River,11/3/2020,General,18,6,5,1049,Railroad Commissioner,Chrysta Castañeda,DEM,55,17
Red River,11/3/2020,General,18,6,5,1049,Railroad Commissioner,Matt Sterett,LIB,5,4
Red River,11/3/2020,General,18,6,5,1049,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,2
Red River,11/3/2020,General,18,6,5,1049,"Chief Justice, Supreme Court",Nathan Hecht,REP,353,251
Red River,11/3/2020,General,18,6,5,1049,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,59,23
Red River,11/3/2020,General,18,6,5,1049,"Chief Justice, Supreme Court",Mark Ash,LIB,7,6
Red River,11/3/2020,General,18,6,5,1049,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,364,254
Red River,11/3/2020,General,18,6,5,1049,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,56,23
Red River,11/3/2020,General,18,6,5,1049,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,357,254
Red River,11/3/2020,General,18,6,5,1049,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,55,17
Red River,11/3/2020,General,18,6,5,1049,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,7,7
Red River,11/3/2020,General,18,6,5,1049,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,357,254
Red River,11/3/2020,General,18,6,5,1049,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,54,18
Red River,11/3/2020,General,18,6,5,1049,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,7,5
Red River,11/3/2020,General,18,6,5,1049,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,359,249
Red River,11/3/2020,General,18,6,5,1049,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,59,31
Red River,11/3/2020,General,18,6,5,1049,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,359,253
Red River,11/3/2020,General,18,6,5,1049,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,58,26
Red River,11/3/2020,General,18,6,5,1049,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,356,252
Red River,11/3/2020,General,18,6,5,1049,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,58,25
Red River,11/3/2020,General,18,6,5,1049,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,356,251
Red River,11/3/2020,General,18,6,5,1049,"Member State Board of Education, District No. 9",Brenda Davis,DEM,62,25
Red River,11/3/2020,General,18,6,5,1049,"State Senator, District No. 1",Bryan Hughes,REP,362,259
Red River,11/3/2020,General,18,6,5,1049,"State Senator, District No. 1",Audrey Spanko,DEM,57,21
Red River,11/3/2020,General,18,6,5,1049,"State Representative, District No. 1",Gary Vandeaver,REP,380,267
Red River,11/3/2020,General,18,6,5,1049,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,375,264
Red River,11/3/2020,General,18,6,5,1049,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,368,264
Red River,11/3/2020,General,18,6,5,1049,County Attorney,Val Varley,REP,368,252
Red River,11/3/2020,General,18,6,5,1049,Sheriff,Jim Caldwell,REP,377,261
Red River,11/3/2020,General,18,6,5,1049,County Tax Assessor-Collector,Tonya R. Martin,REP,385,270
Red River,11/3/2020,General,18,6,5,1049,"County Commissioner, Precinct No. 1",Donnie R. Gentry,REP,375,260
Red River,11/3/2020,General,18,6,5,1049,Constable,Shawn Roden,REP,376,253
Red River,11/3/2020,General,18,6,5 - A,40,President and Vice President,Donald J. Trump Michael R. Pence,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,1
Red River,11/3/2020,General,18,6,5 - A,40,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,5 - A,40,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,5 - A,40,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,5 - A,40,United States Senator,John Cornyn,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,United States Senator,"Mary ""MJ"" Hegar",DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,5 - A,40,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,5 - A,40,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,5 - A,40,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,5 - A,40,"United States Representative, District No. 4",Pat Fallon,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"United States Representative, District No. 4",Russell Foster,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"United States Representative, District No. 4",Lou Antonelli,LIB,0,0
Red River,11/3/2020,General,18,6,5 - A,40,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,5 - A,40,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,5 - A,40,Railroad Commissioner,"James ""Jim"" Wright",REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,Railroad Commissioner,Chrysta Castañeda,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,Railroad Commissioner,Matt Sterett,LIB,0,0
Red River,11/3/2020,General,18,6,5 - A,40,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,5 - A,40,"Chief Justice, Supreme Court",Nathan Hecht,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0
Red River,11/3/2020,General,18,6,5 - A,40,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"Member State Board of Education, District No. 9",Brenda Davis,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"State Senator, District No. 1",Bryan Hughes,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"State Senator, District No. 1",Audrey Spanko,DEM,2,0
Red River,11/3/2020,General,18,6,5 - A,40,"State Representative, District No. 1",Gary Vandeaver,REP,17,11
Red River,11/3/2020,General,18,6,5 - A,40,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,17,11
Red River,11/3/2020,General,18,6,5 - A,40,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,17,11
Red River,11/3/2020,General,18,6,5 - A,40,County Attorney,Val Varley,REP,16,10
Red River,11/3/2020,General,18,6,5 - A,40,Sheriff,Jim Caldwell,REP,17,11
Red River,11/3/2020,General,18,6,5 - A,40,County Tax Assessor-Collector,Tonya R. Martin,REP,17,11
Red River,11/3/2020,General,18,6,5 - A,40,"County Commissioner, Precinct No. 1",Donnie R. Gentry,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,Constable,Shawn Roden,REP,16,11
Red River,11/3/2020,General,18,6,5 - A,40,"School Board Trustee, Place 2",John Dunagan,,6,6
Red River,11/3/2020,General,18,6,5 - A,40,"School Board Trustee, Place 2",Marion Hamill,,1,0
Red River,11/3/2020,General,18,6,5 - A,40,"School Board Trustee, Place 2",Amanda Berry,,3,2
Red River,11/3/2020,General,18,6,5 - A,40,"School Board Trustee, Place 3",Paige Jordan,,3,2
Red River,11/3/2020,General,18,6,5 - A,40,"School Board Trustee, Place 3",Tracey Ervin,,0,1
Red River,11/3/2020,General,18,6,5 - A,40,"School Board Trustee, Place 3",David Basinger,,9,5
Red River,11/3/2020,General,18,6,5 - A,40,"School Board Trustee, Place 6",Michael Sessums,,10,8
Red River,11/3/2020,General,18,6,7,47,President and Vice President,Donald J. Trump Michael R. Pence,REP,24,12
Red River,11/3/2020,General,18,6,7,47,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,14,5
Red River,11/3/2020,General,18,6,7,47,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,7,47,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,7,47,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7,47,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7,47,United States Senator,John Cornyn,REP,24,10
Red River,11/3/2020,General,18,6,7,47,United States Senator,"Mary ""MJ"" Hegar",DEM,12,5
Red River,11/3/2020,General,18,6,7,47,United States Senator,Kerry Douglas McKennon,LIB,0,2
Red River,11/3/2020,General,18,6,7,47,United States Senator,David B. Collins,GRN,1,0
Red River,11/3/2020,General,18,6,7,47,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7,47,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7,47,"United States Representative, District No. 4",Pat Fallon,REP,25,12
Red River,11/3/2020,General,18,6,7,47,"United States Representative, District No. 4",Russell Foster,DEM,13,5
Red River,11/3/2020,General,18,6,7,47,"United States Representative, District No. 4",Lou Antonelli,LIB,0,0
Red River,11/3/2020,General,18,6,7,47,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7,47,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7,47,Railroad Commissioner,"James ""Jim"" Wright",REP,25,12
Red River,11/3/2020,General,18,6,7,47,Railroad Commissioner,Chrysta Castañeda,DEM,12,5
Red River,11/3/2020,General,18,6,7,47,Railroad Commissioner,Matt Sterett,LIB,1,0
Red River,11/3/2020,General,18,6,7,47,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,7,47,"Chief Justice, Supreme Court",Nathan Hecht,REP,24,12
Red River,11/3/2020,General,18,6,7,47,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,13,5
Red River,11/3/2020,General,18,6,7,47,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0
Red River,11/3/2020,General,18,6,7,47,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,25,12
Red River,11/3/2020,General,18,6,7,47,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,13,5
Red River,11/3/2020,General,18,6,7,47,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,24,13
Red River,11/3/2020,General,18,6,7,47,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,14,4
Red River,11/3/2020,General,18,6,7,47,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,7,47,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,24,12
Red River,11/3/2020,General,18,6,7,47,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,13,5
Red River,11/3/2020,General,18,6,7,47,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,0
Red River,11/3/2020,General,18,6,7,47,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,24,12
Red River,11/3/2020,General,18,6,7,47,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,14,5
Red River,11/3/2020,General,18,6,7,47,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,25,13
Red River,11/3/2020,General,18,6,7,47,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,13,3
Red River,11/3/2020,General,18,6,7,47,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,25,13
Red River,11/3/2020,General,18,6,7,47,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,13,4
Red River,11/3/2020,General,18,6,7,47,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,24,12
Red River,11/3/2020,General,18,6,7,47,"Member State Board of Education, District No. 9",Brenda Davis,DEM,13,4
Red River,11/3/2020,General,18,6,7,47,"State Senator, District No. 1",Bryan Hughes,REP,25,12
Red River,11/3/2020,General,18,6,7,47,"State Senator, District No. 1",Audrey Spanko,DEM,12,5
Red River,11/3/2020,General,18,6,7,47,"State Representative, District No. 1",Gary Vandeaver,REP,30,16
Red River,11/3/2020,General,18,6,7,47,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,32,15
Red River,11/3/2020,General,18,6,7,47,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,29,15
Red River,11/3/2020,General,18,6,7,47,County Attorney,Val Varley,REP,27,15
Red River,11/3/2020,General,18,6,7,47,Sheriff,Jim Caldwell,REP,28,15
Red River,11/3/2020,General,18,6,7,47,County Tax Assessor-Collector,Tonya R. Martin,REP,31,15
Red River,11/3/2020,General,18,6,7,47,"County Commissioner, Precinct No. 1",Donnie R. Gentry,REP,30,16
Red River,11/3/2020,General,18,6,7,47,Constable,Shawn Roden,REP,31,15
Red River,11/3/2020,General,18,6,7 - A,173,President and Vice President,Donald J. Trump Michael R. Pence,REP,89,32
Red River,11/3/2020,General,18,6,7 - A,173,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,10,1
Red River,11/3/2020,General,18,6,7 - A,173,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,7 - A,173,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,7 - A,173,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - A,173,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - A,173,United States Senator,John Cornyn,REP,86,30
Red River,11/3/2020,General,18,6,7 - A,173,United States Senator,"Mary ""MJ"" Hegar",DEM,11,1
Red River,11/3/2020,General,18,6,7 - A,173,United States Senator,Kerry Douglas McKennon,LIB,1,1
Red River,11/3/2020,General,18,6,7 - A,173,United States Senator,David B. Collins,GRN,0,1
Red River,11/3/2020,General,18,6,7 - A,173,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - A,173,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - A,173,"United States Representative, District No. 4",Pat Fallon,REP,87,30
Red River,11/3/2020,General,18,6,7 - A,173,"United States Representative, District No. 4",Russell Foster,DEM,11,2
Red River,11/3/2020,General,18,6,7 - A,173,"United States Representative, District No. 4",Lou Antonelli,LIB,0,0
Red River,11/3/2020,General,18,6,7 - A,173,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - A,173,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - A,173,Railroad Commissioner,"James ""Jim"" Wright",REP,86,30
Red River,11/3/2020,General,18,6,7 - A,173,Railroad Commissioner,Chrysta Castañeda,DEM,10,2
Red River,11/3/2020,General,18,6,7 - A,173,Railroad Commissioner,Matt Sterett,LIB,2,0
Red River,11/3/2020,General,18,6,7 - A,173,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,7 - A,173,"Chief Justice, Supreme Court",Nathan Hecht,REP,86,30
Red River,11/3/2020,General,18,6,7 - A,173,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,11,2
Red River,11/3/2020,General,18,6,7 - A,173,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,88,30
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,11,2
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,87,30
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,10,2
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,0
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,87,30
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,10,2
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,2,0
Red River,11/3/2020,General,18,6,7 - A,173,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,88,30
Red River,11/3/2020,General,18,6,7 - A,173,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,11,2
Red River,11/3/2020,General,18,6,7 - A,173,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,88,30
Red River,11/3/2020,General,18,6,7 - A,173,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,11,2
Red River,11/3/2020,General,18,6,7 - A,173,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,87,30
Red River,11/3/2020,General,18,6,7 - A,173,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,11,2
Red River,11/3/2020,General,18,6,7 - A,173,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,87,30
Red River,11/3/2020,General,18,6,7 - A,173,"Member State Board of Education, District No. 9",Brenda Davis,DEM,12,2
Red River,11/3/2020,General,18,6,7 - A,173,"State Senator, District No. 1",Bryan Hughes,REP,88,30
Red River,11/3/2020,General,18,6,7 - A,173,"State Senator, District No. 1",Audrey Spanko,DEM,11,2
Red River,11/3/2020,General,18,6,7 - A,173,"State Representative, District No. 1",Gary Vandeaver,REP,92,33
Red River,11/3/2020,General,18,6,7 - A,173,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,90,31
Red River,11/3/2020,General,18,6,7 - A,173,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,90,30
Red River,11/3/2020,General,18,6,7 - A,173,County Attorney,Val Varley,REP,87,31
Red River,11/3/2020,General,18,6,7 - A,173,Sheriff,Jim Caldwell,REP,92,32
Red River,11/3/2020,General,18,6,7 - A,173,County Tax Assessor-Collector,Tonya R. Martin,REP,93,32
Red River,11/3/2020,General,18,6,7 - A,173,"County Commissioner, Precinct No. 1",Donnie R. Gentry,REP,85,31
Red River,11/3/2020,General,18,6,7 - A,173,Constable,Shawn Roden,REP,92,31
Red River,11/3/2020,General,18,6,7 - A,173,Detroit Independent School District Board of Trustees,Ginny Minter,,47,16
Red River,11/3/2020,General,18,6,7 - A,173,Detroit Independent School District Board of Trustees,Clint Johnson,,27,10
Red River,11/3/2020,General,18,6,7 - A,173,Detroit Independent School District Board of Trustees,Cheri Yarbrough Eldridge,,34,10
Red River,11/3/2020,General,18,6,7 - A,173,Detroit Independent School District Board of Trustees,Jessie Smith,,11,3
Red River,11/3/2020,General,18,6,7 - A,173,Detroit Independent School District Board of Trustees,Shane Henderson,,43,10
Red River,11/3/2020,General,18,6,7 - B,32,President and Vice President,Donald J. Trump Michael R. Pence,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,7 - B,32,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,7 - B,32,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - B,32,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - B,32,United States Senator,John Cornyn,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,United States Senator,"Mary ""MJ"" Hegar",DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,7 - B,32,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,7 - B,32,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - B,32,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - B,32,"United States Representative, District No. 4",Pat Fallon,REP,7,5
Red River,11/3/2020,General,18,6,7 - B,32,"United States Representative, District No. 4",Russell Foster,DEM,1,1
Red River,11/3/2020,General,18,6,7 - B,32,"United States Representative, District No. 4",Lou Antonelli,LIB,0,0
Red River,11/3/2020,General,18,6,7 - B,32,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - B,32,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,7 - B,32,Railroad Commissioner,"James ""Jim"" Wright",REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,Railroad Commissioner,Chrysta Castañeda,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,Railroad Commissioner,Matt Sterett,LIB,0,0
Red River,11/3/2020,General,18,6,7 - B,32,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,7 - B,32,"Chief Justice, Supreme Court",Nathan Hecht,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0
Red River,11/3/2020,General,18,6,7 - B,32,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,7,4
Red River,11/3/2020,General,18,6,7 - B,32,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,1,2
Red River,11/3/2020,General,18,6,7 - B,32,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,7,3
Red River,11/3/2020,General,18,6,7 - B,32,"Member State Board of Education, District No. 9",Brenda Davis,DEM,1,3
Red River,11/3/2020,General,18,6,7 - B,32,"State Senator, District No. 1",Bryan Hughes,REP,7,5
Red River,11/3/2020,General,18,6,7 - B,32,"State Senator, District No. 1",Audrey Spanko,DEM,1,1
Red River,11/3/2020,General,18,6,7 - B,32,"State Representative, District No. 1",Gary Vandeaver,REP,7,5
Red River,11/3/2020,General,18,6,7 - B,32,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,7,5
Red River,11/3/2020,General,18,6,7 - B,32,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,7,5
Red River,11/3/2020,General,18,6,7 - B,32,County Attorney,Val Varley,REP,7,5
Red River,11/3/2020,General,18,6,7 - B,32,Sheriff,Jim Caldwell,REP,8,5
Red River,11/3/2020,General,18,6,7 - B,32,County Tax Assessor-Collector,Tonya R. Martin,REP,8,6
Red River,11/3/2020,General,18,6,7 - B,32,"County Commissioner, Precinct No. 1",Donnie R. Gentry,REP,8,6
Red River,11/3/2020,General,18,6,7 - B,32,Constable,Shawn Roden,REP,8,5
Red River,11/3/2020,General,18,6,7 - B,32,City of Deport Mayor,Cantana Yarnell,,3,2
