political_subdivison,election_date,election_name,total provisionals ballots,total provisional ballots counted,#FormatVersion 1,,,,,,
Red River,11/3/2020,General,18,6,28,249,President and Vice President,Donald J. Trump Michael R. Pence,REP,86,38
Red River,11/3/2020,General,18,6,28,249,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,41,3
Red River,11/3/2020,General,18,6,28,249,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,28,249,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,28,249,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,28,249,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,28,249,United States Senator,John Cornyn,REP,88,34
Red River,11/3/2020,General,18,6,28,249,United States Senator,"Mary ""MJ"" Hegar",DEM,37,4
Red River,11/3/2020,General,18,6,28,249,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,28,249,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,28,249,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,28,249,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,28,249,"United States Representative, District No. 4",Pat Fallon,REP,85,35
Red River,11/3/2020,General,18,6,28,249,"United States Representative, District No. 4",Russell Foster,DEM,36,5
Red River,11/3/2020,General,18,6,28,249,"United States Representative, District No. 4",Lou Antonelli,LIB,2,0
Red River,11/3/2020,General,18,6,28,249,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,28,249,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,28,249,Railroad Commissioner,"James ""Jim"" Wright",REP,83,32
Red River,11/3/2020,General,18,6,28,249,Railroad Commissioner,Chrysta Castañeda,DEM,38,2
Red River,11/3/2020,General,18,6,28,249,Railroad Commissioner,Matt Sterett,LIB,2,2
Red River,11/3/2020,General,18,6,28,249,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,28,249,"Chief Justice, Supreme Court",Nathan Hecht,REP,86,33
Red River,11/3/2020,General,18,6,28,249,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,38,4
Red River,11/3/2020,General,18,6,28,249,"Chief Justice, Supreme Court",Mark Ash,LIB,0,2
Red River,11/3/2020,General,18,6,28,249,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,85,34
Red River,11/3/2020,General,18,6,28,249,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,36,4
Red River,11/3/2020,General,18,6,28,249,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,84,34
Red River,11/3/2020,General,18,6,28,249,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,36,3
Red River,11/3/2020,General,18,6,28,249,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,1
Red River,11/3/2020,General,18,6,28,249,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,85,34
Red River,11/3/2020,General,18,6,28,249,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,35,5
Red River,11/3/2020,General,18,6,28,249,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,0
Red River,11/3/2020,General,18,6,28,249,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,85,33
Red River,11/3/2020,General,18,6,28,249,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,36,5
Red River,11/3/2020,General,18,6,28,249,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,84,33
Red River,11/3/2020,General,18,6,28,249,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,36,6
Red River,11/3/2020,General,18,6,28,249,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,84,35
Red River,11/3/2020,General,18,6,28,249,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,36,4
Red River,11/3/2020,General,18,6,28,249,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,85,35
Red River,11/3/2020,General,18,6,28,249,"Member State Board of Education, District No. 9",Brenda Davis,DEM,36,4
Red River,11/3/2020,General,18,6,28,249,"State Senator, District No. 1",Bryan Hughes,REP,85,34
Red River,11/3/2020,General,18,6,28,249,"State Senator, District No. 1",Audrey Spanko,DEM,35,4
Red River,11/3/2020,General,18,6,28,249,"State Representative, District No. 1",Gary Vandeaver,REP,102,37
Red River,11/3/2020,General,18,6,28,249,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,95,35
Red River,11/3/2020,General,18,6,28,249,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,96,38
Red River,11/3/2020,General,18,6,28,249,County Attorney,Val Varley,REP,94,35
Red River,11/3/2020,General,18,6,28,249,Sheriff,Jim Caldwell,REP,97,39
Red River,11/3/2020,General,18,6,28,249,County Tax Assessor-Collector,Tonya R. Martin,REP,104,38
Red River,11/3/2020,General,18,6,28,249,Constable,Shawn Roden,REP,95,36
Red River,11/3/2020,General,18,6,29,160,President and Vice President,Donald J. Trump Michael R. Pence,REP,70,21
Red River,11/3/2020,General,18,6,29,160,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,18,8
Red River,11/3/2020,General,18,6,29,160,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,0
Red River,11/3/2020,General,18,6,29,160,President and Vice President,Howie Hawkins Angela Walker,GRN,0,1
Red River,11/3/2020,General,18,6,29,160,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,29,160,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,29,160,United States Senator,John Cornyn,REP,70,21
Red River,11/3/2020,General,18,6,29,160,United States Senator,"Mary ""MJ"" Hegar",DEM,15,7
Red River,11/3/2020,General,18,6,29,160,United States Senator,Kerry Douglas McKennon,LIB,2,0
Red River,11/3/2020,General,18,6,29,160,United States Senator,David B. Collins,GRN,0,1
Red River,11/3/2020,General,18,6,29,160,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,29,160,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,29,160,"United States Representative, District No. 4",Pat Fallon,REP,68,19
Red River,11/3/2020,General,18,6,29,160,"United States Representative, District No. 4",Russell Foster,DEM,17,7
Red River,11/3/2020,General,18,6,29,160,"United States Representative, District No. 4",Lou Antonelli,LIB,3,3
Red River,11/3/2020,General,18,6,29,160,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,29,160,"United States Representative, District No. 4",Unassigned write-ins,,1,0
Red River,11/3/2020,General,18,6,29,160,Railroad Commissioner,"James ""Jim"" Wright",REP,69,21
Red River,11/3/2020,General,18,6,29,160,Railroad Commissioner,Chrysta Castañeda,DEM,16,6
Red River,11/3/2020,General,18,6,29,160,Railroad Commissioner,Matt Sterett,LIB,0,1
Red River,11/3/2020,General,18,6,29,160,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,2,1
Red River,11/3/2020,General,18,6,29,160,"Chief Justice, Supreme Court",Nathan Hecht,REP,71,20
Red River,11/3/2020,General,18,6,29,160,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,17,8
Red River,11/3/2020,General,18,6,29,160,"Chief Justice, Supreme Court",Mark Ash,LIB,1,1
Red River,11/3/2020,General,18,6,29,160,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,68,20
Red River,11/3/2020,General,18,6,29,160,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,18,7
Red River,11/3/2020,General,18,6,29,160,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,70,21
Red River,11/3/2020,General,18,6,29,160,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,17,7
Red River,11/3/2020,General,18,6,29,160,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,0
Red River,11/3/2020,General,18,6,29,160,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,70,21
Red River,11/3/2020,General,18,6,29,160,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,16,7
Red River,11/3/2020,General,18,6,29,160,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,3,0
Red River,11/3/2020,General,18,6,29,160,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,69,22
Red River,11/3/2020,General,18,6,29,160,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,19,6
Red River,11/3/2020,General,18,6,29,160,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,69,21
Red River,11/3/2020,General,18,6,29,160,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,18,7
Red River,11/3/2020,General,18,6,29,160,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,68,21
Red River,11/3/2020,General,18,6,29,160,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,18,7
Red River,11/3/2020,General,18,6,29,160,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,68,20
Red River,11/3/2020,General,18,6,29,160,"Member State Board of Education, District No. 9",Brenda Davis,DEM,19,9
Red River,11/3/2020,General,18,6,29,160,"State Senator, District No. 1",Bryan Hughes,REP,68,21
Red River,11/3/2020,General,18,6,29,160,"State Senator, District No. 1",Audrey Spanko,DEM,19,8
Red River,11/3/2020,General,18,6,29,160,"State Representative, District No. 1",Gary Vandeaver,REP,75,21
Red River,11/3/2020,General,18,6,29,160,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,71,21
Red River,11/3/2020,General,18,6,29,160,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,70,20
Red River,11/3/2020,General,18,6,29,160,County Attorney,Val Varley,REP,73,18
Red River,11/3/2020,General,18,6,29,160,Sheriff,Jim Caldwell,REP,78,21
Red River,11/3/2020,General,18,6,29,160,County Tax Assessor-Collector,Tonya R. Martin,REP,77,21
Red River,11/3/2020,General,18,6,29,160,Constable,Shawn Roden,REP,74,15
Red River,11/3/2020,General,18,6,31,150,President and Vice President,Donald J. Trump Michael R. Pence,REP,72,41
Red River,11/3/2020,General,18,6,31,150,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,3,3
Red River,11/3/2020,General,18,6,31,150,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
Red River,11/3/2020,General,18,6,31,150,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,31,150,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,31,150,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,31,150,United States Senator,John Cornyn,REP,72,39
Red River,11/3/2020,General,18,6,31,150,United States Senator,"Mary ""MJ"" Hegar",DEM,3,6
Red River,11/3/2020,General,18,6,31,150,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,31,150,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,31,150,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,31,150,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,31,150,"United States Representative, District No. 4",Pat Fallon,REP,68,39
Red River,11/3/2020,General,18,6,31,150,"United States Representative, District No. 4",Russell Foster,DEM,2,5
Red River,11/3/2020,General,18,6,31,150,"United States Representative, District No. 4",Lou Antonelli,LIB,2,0
Red River,11/3/2020,General,18,6,31,150,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,31,150,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,31,150,Railroad Commissioner,"James ""Jim"" Wright",REP,71,40
Red River,11/3/2020,General,18,6,31,150,Railroad Commissioner,Chrysta Castañeda,DEM,2,5
Red River,11/3/2020,General,18,6,31,150,Railroad Commissioner,Matt Sterett,LIB,1,0
Red River,11/3/2020,General,18,6,31,150,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,31,150,"Chief Justice, Supreme Court",Nathan Hecht,REP,70,40
Red River,11/3/2020,General,18,6,31,150,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,3,5
Red River,11/3/2020,General,18,6,31,150,"Chief Justice, Supreme Court",Mark Ash,LIB,2,0
Red River,11/3/2020,General,18,6,31,150,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,71,40
Red River,11/3/2020,General,18,6,31,150,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,2,5
Red River,11/3/2020,General,18,6,31,150,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,69,39
Red River,11/3/2020,General,18,6,31,150,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,3,6
Red River,11/3/2020,General,18,6,31,150,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,0
Red River,11/3/2020,General,18,6,31,150,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,69,39
Red River,11/3/2020,General,18,6,31,150,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,3,5
Red River,11/3/2020,General,18,6,31,150,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,0
Red River,11/3/2020,General,18,6,31,150,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,69,40
Red River,11/3/2020,General,18,6,31,150,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,4,5
Red River,11/3/2020,General,18,6,31,150,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,70,40
Red River,11/3/2020,General,18,6,31,150,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,3,5
Red River,11/3/2020,General,18,6,31,150,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,71,39
Red River,11/3/2020,General,18,6,31,150,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,2,5
Red River,11/3/2020,General,18,6,31,150,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,72,40
Red River,11/3/2020,General,18,6,31,150,"Member State Board of Education, District No. 9",Brenda Davis,DEM,2,5
Red River,11/3/2020,General,18,6,31,150,"State Senator, District No. 1",Bryan Hughes,REP,72,38
Red River,11/3/2020,General,18,6,31,150,"State Senator, District No. 1",Audrey Spanko,DEM,2,6
Red River,11/3/2020,General,18,6,31,150,"State Representative, District No. 1",Gary Vandeaver,REP,68,41
Red River,11/3/2020,General,18,6,31,150,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,70,41
Red River,11/3/2020,General,18,6,31,150,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,70,42
Red River,11/3/2020,General,18,6,31,150,County Attorney,Val Varley,REP,65,40
Red River,11/3/2020,General,18,6,31,150,Sheriff,Jim Caldwell,REP,68,41
Red River,11/3/2020,General,18,6,31,150,County Tax Assessor-Collector,Tonya R. Martin,REP,72,42
Red River,11/3/2020,General,18,6,31,150,Constable,Shawn Roden,REP,67,39
