political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,Reg_voters,race_name,candidate_name,party code,election_votes,Election Day Voting Votes,Absentee Voting Votes,Early Voting Votes
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,United States Senator,John Cornyn,REP,1065,279,126,939
Gray County ,11/3/2020,General,46,31,2,2631,United States Senator,"Mary ""MJ"" Hegar",DEM,116,32,34,82
Gray County ,11/3/2020,General,46,31,2,2631,United States Senator,Kerry Douglas McKennon,LIB,22,14,0,22
Gray County ,11/3/2020,General,46,31,2,2631,United States Senator,David B. Collins,GRN,11,2,1,10
Gray County ,11/3/2020,General,46,31,2,2631,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2,2631,"United States Representative, District No. 13",Ronny Jackson,REP,1072,283,124,948
Gray County ,11/3/2020,General,46,31,2,2631,"United States Representative, District No. 13",Gus Trujillo,DEM,127,31,38,89
Gray County ,11/3/2020,General,46,31,2,2631,"United States Representative, District No. 13",Jack B. Westbrook,LIB,21,15,1,20
Gray County ,11/3/2020,General,46,31,2,2631,Railroad Commissioner,"James ""Jim"" Wright",REP,1075,286,121,954
Gray County ,11/3/2020,General,46,31,2,2631,Railroad Commissioner,Chrysta Castañeda,DEM,112,27,33,79
Gray County ,11/3/2020,General,46,31,2,2631,Railroad Commissioner,Matt Sterett,LIB,21,14,3,18
Gray County ,11/3/2020,General,46,31,2,2631,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,6,3,1,5
Gray County ,11/3/2020,General,46,31,2,2631,"Chief Justice, Supreme Court",Nathan Hecht,REP,1061,280,120,941
Gray County ,11/3/2020,General,46,31,2,2631,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,126,34,36,90
Gray County ,11/3/2020,General,46,31,2,2631,"Chief Justice, Supreme Court",Mark Ash,LIB,25,13,3,22
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,1092,295,125,967
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,120,34,32,88
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,1084,290,123,961
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,114,28,35,79
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,16,11,1,15
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,1072,288,120,952
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,115,29,35,80
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,25,11,4,21
Gray County ,11/3/2020,General,46,31,2,2631,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,1086,298,124,962
Gray County ,11/3/2020,General,46,31,2,2631,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,124,29,35,89
Gray County ,11/3/2020,General,46,31,2,2631,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,1087,301,124,963
Gray County ,11/3/2020,General,46,31,2,2631,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,120,27,35,85
Gray County ,11/3/2020,General,46,31,2,2631,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,1085,301,125,960
Gray County ,11/3/2020,General,46,31,2,2631,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,119,25,34,85
Gray County ,11/3/2020,General,46,31,2,2631,"Member State Board of Education, District No. 15",Jay Johnson,REP,1077,301,120,957
Gray County ,11/3/2020,General,46,31,2,2631,"Member State Board of Education, District No. 15",John Betancourt,DEM,128,25,38,90
Gray County ,11/3/2020,General,46,31,2,2631,"State Representative, District No. 88",Ken King,REP,1121,316,132,989
Gray County ,11/3/2020,General,46,31,2,2631,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,1117,319,132,985
Gray County ,11/3/2020,General,46,31,2,2631,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,1116,318,131,985
Gray County ,11/3/2020,General,46,31,2,2631,"District Attorney, 31st Judicial District",Franklin McDonough,REP,1106,313,130,976
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Donald J. Trump Michael R. Pence,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,United States Senator,John Cornyn,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,United States Senator,David B. Collins,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"United States Representative, District No. 13",Ronny Jackson,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"United States Representative, District No. 13",Gus Trujillo,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"United States Representative, District No. 13",Jack B. Westbrook,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,Railroad Commissioner,"James ""Jim"" Wright",REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,Railroad Commissioner,Chrysta Castañeda,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Chief Justice, Supreme Court",Nathan Hecht,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Member State Board of Education, District No. 15",Jay Johnson,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Member State Board of Education, District No. 15",John Betancourt,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"State Representative, District No. 88",Ken King,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,2 - LISD,12,"District Attorney, 31st Judicial District",Franklin McDonough,REP,7,2,1,6
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Donald J. Trump Michael R. Pence,REP,40,30,7,33
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,1,0,1,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,1,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,United States Senator,John Cornyn,REP,39,30,7,32
Gray County ,11/3/2020,General,46,31,3,81,United States Senator,"Mary ""MJ"" Hegar",DEM,1,0,1,0
Gray County ,11/3/2020,General,46,31,3,81,United States Senator,Kerry Douglas McKennon,LIB,1,0,0,1
Gray County ,11/3/2020,General,46,31,3,81,United States Senator,David B. Collins,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"United States Representative, District No. 13",Ronny Jackson,REP,39,29,7,32
Gray County ,11/3/2020,General,46,31,3,81,"United States Representative, District No. 13",Gus Trujillo,DEM,1,1,1,0
Gray County ,11/3/2020,General,46,31,3,81,"United States Representative, District No. 13",Jack B. Westbrook,LIB,1,0,0,1
Gray County ,11/3/2020,General,46,31,3,81,Railroad Commissioner,"James ""Jim"" Wright",REP,34,28,5,29
Gray County ,11/3/2020,General,46,31,3,81,Railroad Commissioner,Chrysta Castañeda,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,Railroad Commissioner,Matt Sterett,LIB,3,1,0,3
Gray County ,11/3/2020,General,46,31,3,81,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"Chief Justice, Supreme Court",Nathan Hecht,REP,34,29,3,31
Gray County ,11/3/2020,General,46,31,3,81,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0,0,1
Gray County ,11/3/2020,General,46,31,3,81,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,36,30,3,33
Gray County ,11/3/2020,General,46,31,3,81,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,35,29,3,32
Gray County ,11/3/2020,General,46,31,3,81,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,1,0,1
Gray County ,11/3/2020,General,46,31,3,81,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,34,28,3,31
Gray County ,11/3/2020,General,46,31,3,81,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,1,0,1
Gray County ,11/3/2020,General,46,31,3,81,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,36,30,3,33
Gray County ,11/3/2020,General,46,31,3,81,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,35,30,3,32
Gray County ,11/3/2020,General,46,31,3,81,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,35,29,3,32
Gray County ,11/3/2020,General,46,31,3,81,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"Member State Board of Education, District No. 15",Jay Johnson,REP,36,30,4,32
Gray County ,11/3/2020,General,46,31,3,81,"Member State Board of Education, District No. 15",John Betancourt,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3,81,"State Representative, District No. 88",Ken King,REP,35,29,3,32
Gray County ,11/3/2020,General,46,31,3,81,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,35,29,3,32
Gray County ,11/3/2020,General,46,31,3,81,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,34,28,3,31
Gray County ,11/3/2020,General,46,31,3,81,"District Attorney, 31st Judicial District",Franklin McDonough,REP,35,29,3,32
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Donald J. Trump Michael R. Pence,REP,17,13,12,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,2,0,2,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,United States Senator,John Cornyn,REP,16,13,11,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,United States Senator,Kerry Douglas McKennon,LIB,2,0,2,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,United States Senator,David B. Collins,GRN,1,0,1,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"United States Representative, District No. 13",Ronny Jackson,REP,17,13,12,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"United States Representative, District No. 13",Gus Trujillo,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"United States Representative, District No. 13",Jack B. Westbrook,LIB,2,0,2,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,Railroad Commissioner,"James ""Jim"" Wright",REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,Railroad Commissioner,Chrysta Castañeda,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Chief Justice, Supreme Court",Nathan Hecht,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,1,0,1,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Member State Board of Education, District No. 15",Jay Johnson,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Member State Board of Education, District No. 15",John Betancourt,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"State Representative, District No. 88",Ken King,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,3 - GISD,32,"District Attorney, 31st Judicial District",Franklin McDonough,REP,8,13,3,5
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Donald J. Trump Michael R. Pence,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,United States Senator,John Cornyn,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,United States Senator,David B. Collins,GRN,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"United States Representative, District No. 13",Ronny Jackson,REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"United States Representative, District No. 13",Gus Trujillo,DEM,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,"United States Representative, District No. 13",Jack B. Westbrook,LIB,0,0,0,0
Gray County ,11/3/2020,General,46,31,4 - LISD,10,Railroad Commissioner,"James ""Jim"" Wright",REP,12,5,1,11
Gray County ,11/3/2020,General,46,31,4 - LISD,10,Railroad Commissioner,Chrysta Castañeda,DEM,0,0,0,0
