poltical_subdivision,election_date,election_name,total provisional ballots,toatal provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Bee County,11/3/2020,2020 November 3rd General Election,,,16 - BS17,1096,"City of Beeville
Proposition K",Against,,120,32,13,107
Bee County,11/3/2020,2020 November 3rd General Election,,,16 - BS17,1096,"City of Beeville
Proposition L",For,,374,79,44,330
Bee County,11/3/2020,2020 November 3rd General Election,,,16 - BS17,1096,"City of Beeville
Proposition L",Against,,73,21,11,62
Bee County,11/3/2020,2020 November 3rd General Election,,,16 - BS17,1096,"City of Beeville
Proposition M",For,,356,80,45,311
Bee County,11/3/2020,2020 November 3rd General Election,,,16 - BS17,1096,"City of Beeville
Proposition M",Against,,83,21,8,75
Bee County,11/3/2020,2020 November 3rd General Election,,,16 - BS17,1096,"City of Beeville
Proposition N",For,,397,96,52,345
Bee County,11/3/2020,2020 November 3rd General Election,,,16 - BS17,1096,"City of Beeville
Proposition N",Against,,50,13,3,47
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,155,18,25,130
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,56,10,12,44
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,1,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,United States Senator,John Cornyn,REP,149,20,24,125
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,United States Senator,"Mary ""MJ"" Hegar",DEM,56,6,13,43
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,United States Senator,Kerry Douglas McKennon,LIB,4,0,0,4
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,United States Senator,David B. Collins,GRN,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"United States Representative, District No. 34",Rey Gonzalez,REP,147,18,23,124
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"United States Representative, District No. 34",Filemon B. Vela,DEM,56,9,14,42
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"United States Representative, District No. 34",Anthony Cristo,LIB,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"United States Representative, District No. 34",Chris B. Royal,IND,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,Railroad Commissioner,"James ""Jim"" Wright",REP,148,17,23,125
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,Railroad Commissioner,Chrysta Castañeda,DEM,57,10,14,43
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,Railroad Commissioner,Matt Sterett,LIB,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Chief Justice, Supreme Court",Nathan Hecht,REP,149,17,24,125
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,56,10,13,43
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Chief Justice, Supreme Court",Mark Ash,LIB,4,1,0,4
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,151,19,24,127
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,56,9,13,43
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,148,17,24,124
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,57,9,13,44
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,4,2,0,4
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,148,18,24,124
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,57,10,13,44
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,151,15,25,126
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,55,12,12,43
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,146,17,24,122
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,60,12,13,47
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,151,17,24,127
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,55,11,13,42
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"State Senator, District 21",Frank Pomeroy,REP,123,17,20,103
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"State Senator, District 21",Judith Zaffirini,DEM,82,12,17,65
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"State Representative, District No. 43",J.M. Lozano,REP,177,24,28,149
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,148,16,24,124
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,60,12,13,47
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,152,19,24,128
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,55,10,13,42
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,178,24,30,148
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"District Attorney, 156th Judicial District",Jose Aliseda,REP,178,23,30,148
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,County Tax Assessor-Collector,Michelle Matus,REP,174,20,30,144
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,County Tax Assessor-Collector,Debbie Moreno,,11,4,5,6
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,County Tax Assessor-Collector,Rejected write-ins,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,172,23,30,142
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,92,16,19,73
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,94,12,14,80
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,106,13,24,82
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,89,12,11,78
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Beeville Independent School District
Trustee, At Large",Art Gamez,,70,12,8,62
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Beeville Independent School District
Trustee, At Large",Kevin D. Behr,,127,14,24,103
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS22-17,359,"Beeville Independent School District
Trustee, Sub Ward 1",Eddie Salazar,,152,23,20,132
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,166,39,15,151
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,210,26,66,144
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,8,1,1,7
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,"Howie Hawkins
Angela Walker",GRN,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Jesse Cuellar/Jimmy Monreal,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,United States Senator,John Cornyn,REP,166,31,21,145
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,United States Senator,"Mary ""MJ"" Hegar",DEM,193,27,58,135
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,United States Senator,Kerry Douglas McKennon,LIB,6,1,0,6
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,United States Senator,David B. Collins,GRN,4,0,0,4
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,United States Senator,Ricardo Turullois-Bonilla,,1,0,1,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"United States Representative, District No. 34",Rey Gonzalez,REP,160,33,15,145
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"United States Representative, District No. 34",Filemon B. Vela,DEM,197,25,62,135
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"United States Representative, District No. 34",Anthony Cristo,LIB,5,2,0,5
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"United States Representative, District No. 34",Chris B. Royal,IND,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,Railroad Commissioner,"James ""Jim"" Wright",REP,161,29,17,144
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,Railroad Commissioner,Chrysta Castañeda,DEM,190,26,59,131
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,Railroad Commissioner,Matt Sterett,LIB,4,3,1,3
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,5,0,0,5
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Chief Justice, Supreme Court",Nathan Hecht,REP,156,28,18,138
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,195,30,60,135
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Chief Justice, Supreme Court",Mark Ash,LIB,5,1,0,5
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,161,31,15,146
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,191,27,62,129
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,160,29,17,143
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,187,26,60,127
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,6,3,1,5
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,153,29,15,138
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,184,29,62,122
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,10,1,1,9
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,158,30,16,142
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,194,29,62,132
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,158,29,16,142
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,190,30,61,129
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,159,31,13,146
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,185,27,64,121
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"State Senator, District 21",Frank Pomeroy,REP,128,30,11,117
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"State Senator, District 21",Judith Zaffirini,DEM,239,32,71,168
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"State Representative, District No. 43",J.M. Lozano,REP,244,46,39,205
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,163,33,16,147
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,187,25,61,126
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,174,34,16,158
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,176,26,61,115
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,234,44,42,192
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"District Attorney, 156th Judicial District",Jose Aliseda,REP,238,46,40,198
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,County Tax Assessor-Collector,Michelle Matus,REP,225,48,39,186
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,County Tax Assessor-Collector,Debbie Moreno,,35,5,13,22
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,County Tax Assessor-Collector,Rejected write-ins,,3,0,2,1
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,274,46,49,225
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,162,31,35,127
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,145,21,31,114
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,97,20,16,81
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,236,39,58,178
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Beeville Independent School District
Trustee, At Large",Art Gamez,,197,33,54,143
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Beeville Independent School District
Trustee, At Large",Kevin D. Behr,,136,19,17,119
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"Beeville Independent School District
Trustee, Sub Ward 1",Eddie Salazar,,269,52,52,217
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition for Street Maintenance Sales Tax",For,,219,48,58,161
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition for Street Maintenance Sales Tax",Against,,120,8,17,103
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition A",For,,191,35,53,138
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition A",Against,,136,16,22,114
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition B",For,,232,34,61,171
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition B",Against,,93,14,13,80
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition C",For,,118,27,34,84
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition C",Against,,211,24,41,170
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition D",For,,215,45,52,163
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition D",Against,,104,9,21,83
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition E",For,,217,43,52,165
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition E",Against,,103,10,23,80
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition F",For,,251,48,66,185
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition F",Against,,65,6,7,58
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition G",For,,238,43,68,170
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition G",Against,,78,6,6,72
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition H",For,,197,33,51,146
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition H",Against,,106,11,20,86
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition I",For,,205,35,55,150
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition I",Against,,98,12,16,82
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition J",For,,135,28,40,95
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition J",Against,,171,24,33,138
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition K",For,,170,26,46,124
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition K",Against,,119,17,23,96
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition L",For,,214,37,59,155
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition L",Against,,80,8,12,68
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition M",For,,212,36,64,148
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition M",Against,,83,11,9,74
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition N",For,,254,44,71,183
Bee County,11/3/2020,2020 November 3rd General Election,,,17 - BS28-17,836,"City of Beeville
Proposition N",Against,,50,7,3,47
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,498,72,34,464
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,130,11,25,105
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,6,1,0,6
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Rejected write-ins,,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,United States Senator,John Cornyn,REP,480,72,34,446
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,United States Senator,"Mary ""MJ"" Hegar",DEM,135,11,25,110
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,United States Senator,Kerry Douglas McKennon,LIB,5,2,0,5
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,United States Senator,David B. Collins,GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,18 - B18,950,"United States Representative, District No. 34",Rey Gonzalez,REP,471,66,33,438
