political subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_Code,early_votes,election_votes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,President and Vice President,Kasey Wells/Rachel Wells,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,President and Vice President,Robert Morrow/Anne Beckett,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,President and Vice President,Todd Cella/Tim Cella,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,President and Vice President,Tom Hoefling/Andy Prior,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,President and Vice President,Rejected write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,President and Vice President,Unassigned write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,United States Senator,John Cornyn,REP,120,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,United States Senator,"Mary ""MJ"" Hegar",DEM,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,United States Senator,Kerry Douglas McKennon,LIB,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,United States Senator,David B. Collins,GRN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,United States Senator,Ricardo Turullols-Bonilla,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,United States Senator,Rejected write-ins,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,United States Senator,Unassigned write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"United States Representative, District No. 23",Tony Gonzales,REP,118,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"United States Representative, District No. 23",Gina Ortiz Jones,DEM,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"United States Representative, District No. 23",Beto Villela,LIB,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,Railroad Commissioner,"James ""Jim"" Wright",REP,120,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,Railroad Commissioner,Chrysta Castañeda,DEM,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,Railroad Commissioner,Matt Sterett,LIB,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Chief Justice, Supreme Court",Nathan Hecht,REP,116,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Chief Justice, Supreme Court",Mark Ash,LIB,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,117,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,118,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,119,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,118,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,116,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,122,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Member State Board of Education, District No. 1",Jennifer Ivey,REP,121,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Member State Board of Education, District No. 1",Georgina Perez,DEM,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"State Senator, District No. 28",Charles Perry,REP,136,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"State Representative, District No. 72",Drew Darby,REP,136,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Chief Justice, 8th Court of Appeals District",Jeff Alley,REP,115,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"Chief Justice, 8th Court of Appeals District",Yvonne Rodriguez,DEM,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,"District Attorney, 112th Judicial District",Laurie K. English,REP,134,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,County Attorney,Michele Dodd,REP,131,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,Sheriff,Jeff Garner,REP,137,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,County Tax Assessor-Collector,Cynthia Aguilar,REP,108,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,County Tax Assessor-Collector,Judy Gonzalez,,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,County Tax Assessor-Collector,Rejected write-ins,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,County Tax Assessor-Collector,Unassigned write-ins,,0,0 RCISD,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT Single Member District #2,Steven Turner,,71,17 RCISD,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT Single Member District #2,Rudy Barrera Jr.,,67,25 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,CITY OF BIG LAKE Mayor,David Melms,,53,21 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,CITY OF BIG LAKE Mayor,Phil Pool,,90,20 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,CITY OF BIG LAKE Council Members At-Large,Frank White,,60,13 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,CITY OF BIG LAKE Council Members At-Large,Deona Thompson,,50,11 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,CITY OF BIG LAKE Council Members At-Large,Cliff Miller,,32,11 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,CITY OF BIG LAKE Council Members At-Large,Cindy O'Bryan,,66,15 CITY OF BIG LAKE,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 2,298,CITY OF BIG LAKE Council Members At-Large,David Valenzuela,,34,8
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Donald J. Trump Michael R. Pence,REP,49,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Brian Carroll/Amar Patel,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Kasey Wells/Rachel Wells,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Robert Morrow/Anne Beckett,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Todd Cella/Tim Cella,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Tom Hoefling/Andy Prior,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Rejected write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,President and Vice President,Unassigned write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,United States Senator,John Cornyn,REP,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,United States Senator,"Mary ""MJ"" Hegar",DEM,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,United States Senator,Kerry Douglas McKennon,LIB,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,United States Senator,David B. Collins,GRN,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,United States Senator,Ricardo Turullols-Bonilla,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,United States Senator,Rejected write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,United States Senator,Unassigned write-ins,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,"United States Representative, District No. 23",Tony Gonzales,REP,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,"United States Representative, District No. 23",Gina Ortiz Jones,DEM,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,"United States Representative, District No. 23",Beto Villela,LIB,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,Railroad Commissioner,"James ""Jim"" Wright",REP,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,11/3/20,GENERAL,0,0,2 COUNTY - CITY ISD 3,90,Railroad Commissioner,Chrysta Castañeda,DEM,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
