political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,73,27,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,242,49,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,73,21,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Member, State Board of Education, District 15",Jay Johnson ,REP,242,50,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Member, State Board of Education, District 15",John Betancourt ,DEM,72,22,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"State Representative, District 72",Drew Darby ,REP,262,61,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,249,58,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,251,60,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,245,58,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,County Attorney,Joshua Hamby ,REP,264,61,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,Sheriff,Stan Parker ,REP,257,66,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,County Tax Assessor-Collector,Tiffany Sayles ,REP,263,60,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,268,62,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"County Constable, Precinct 1",Kneel Stallings ,REP,259,57,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,46,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,15,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,U.S. Senator,John Cornyn ,REP,43,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,13,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,U.S. Senator,Kerry Douglas McKennon ,LIB,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,U.S. Senator,David B. Collins ,GRE,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,U.S. Representative District 19,Jodey C. Arrington ,REP,44,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,U.S. Representative District 19,Tom Watson ,DEM,11,2,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,U.S. Representative District 19,Joe Burnes ,LIB,2,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,Railroad Commissioner,"James ""Jim"" Wright ",REP,43,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,Railroad Commissioner,Chrysta Castañeda ,DEM,14,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,Railroad Commissioner,Matt Sterett ,LIB,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Chief Justice, Supreme Court",Nathan Hecht ,REP,42,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,16,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Chief Justice, Supreme Court",Mark Ash ,LIB,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,45,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,12,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,43,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,13,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,2,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Justice, Supreme Court, Place 8",Brett Busby ,REP,42,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,15,2,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,2,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,43,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,15,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,41,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,17,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,42,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,12,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Member, State Board of Education, District 15",Jay Johnson ,REP,43,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"Member, State Board of Education, District 15",John Betancourt ,DEM,13,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"State Representative, District 72",Drew Darby ,REP,46,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,45,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,45,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,45,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,County Attorney,Joshua Hamby ,REP,48,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,Sheriff,Stan Parker ,REP,52,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,County Tax Assessor-Collector,Tiffany Sayles ,REP,51,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"County Commissioner, District 3",Jimmie Long ,REP,46,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 32,125,"County Commissioner, District 3",Shiloh Creswell Salazar ,DEM,11,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,48,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 32,125,"County Constable, Precinct 1",Kneel Stallings ,REP,47,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,632,122,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,184,31,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,4,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,2,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,U.S. Senator,John Cornyn ,REP,626,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,169,33,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,U.S. Senator,Kerry Douglas McKennon ,LIB,11,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,U.S. Senator,David B. Collins ,GRE,0,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,U.S. Representative District 19,Jodey C. Arrington ,REP,624,114,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,U.S. Representative District 19,Tom Watson ,DEM,163,29,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,U.S. Representative District 19,Joe Burnes ,LIB,11,8,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,Railroad Commissioner,"James ""Jim"" Wright ",REP,610,114,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,Railroad Commissioner,Chrysta Castañeda ,DEM,171,36,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,Railroad Commissioner,Matt Sterett ,LIB,13,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,6,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Chief Justice, Supreme Court",Nathan Hecht ,REP,606,112,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,175,31,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Chief Justice, Supreme Court",Mark Ash ,LIB,13,7,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,623,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,171,34,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,611,111,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,170,30,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,10,8,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, Supreme Court, Place 8",Brett Busby ,REP,611,113,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,171,27,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,10,8,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,618,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,174,33,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,621,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,167,34,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,613,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,168,33,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Member, State Board of Education, District 15",Jay Johnson ,REP,610,121,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Member, State Board of Education, District 15",John Betancourt ,DEM,173,31,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"State Representative, District 72",Drew Darby ,REP,682,136,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,670,135,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,665,132,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,653,130,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,County Attorney,Joshua Hamby ,REP,678,132,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,Sheriff,Stan Parker ,REP,703,136,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,County Tax Assessor-Collector,Tiffany Sayles ,REP,684,133,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"County Commissioner, District 3",Jimmie Long ,REP,599,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"County Commissioner, District 3",Shiloh Creswell Salazar ,DEM,193,32,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,677,134,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 33,1630,"County Constable, Precinct 1",Kneel Stallings ,REP,668,129,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,537,110,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,212,24,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,8,2,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,4,1,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,U.S. Senator,John Cornyn ,REP,539,102,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,191,22,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,U.S. Senator,Kerry Douglas McKennon ,LIB,14,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,U.S. Senator,David B. Collins ,GRE,4,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,U.S. Representative District 19,Jodey C. Arrington ,REP,532,107,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,U.S. Representative District 19,Tom Watson ,DEM,189,19,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,U.S. Representative District 19,Joe Burnes ,LIB,16,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,Railroad Commissioner,"James ""Jim"" Wright ",REP,526,104,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,Railroad Commissioner,Chrysta Castañeda ,DEM,186,21,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,Railroad Commissioner,Matt Sterett ,LIB,16,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,9,2,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Chief Justice, Supreme Court",Nathan Hecht ,REP,524,101,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,202,27,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Chief Justice, Supreme Court",Mark Ash ,LIB,16,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,536,106,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,199,24,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,518,104,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,193,22,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,25,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Justice, Supreme Court, Place 8",Brett Busby ,REP,513,100,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,199,25,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,22,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,529,104,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,205,25,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,525,106,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,207,23,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,527,104,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,191,25,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Member, State Board of Education, District 15",Jay Johnson ,REP,526,104,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"Member, State Board of Education, District 15",John Betancourt ,DEM,194,23,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"State Representative, District 72",Drew Darby ,REP,596,121,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,577,117,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,574,118,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,571,114,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,County Attorney,Joshua Hamby ,REP,595,116,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,Sheriff,Stan Parker ,REP,607,119,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,County Tax Assessor-Collector,Tiffany Sayles ,REP,596,119,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"County Commissioner, District 3",Jimmie Long ,REP,528,108,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 34,1510,"County Commissioner, District 3",Shiloh Creswell Salazar ,DEM,195,21,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,591,118,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 34,1510,"County Constable, Precinct 1",Kneel Stallings ,REP,584,119,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,127,27,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,33,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,3,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,U.S. Senator,John Cornyn ,REP,123,25,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,31,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,U.S. Senator,Kerry Douglas McKennon ,LIB,6,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,U.S. Senator,David B. Collins ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,U.S. Representative District 19,Jodey C. Arrington ,REP,124,25,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,U.S. Representative District 19,Tom Watson ,DEM,28,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,U.S. Representative District 19,Joe Burnes ,LIB,7,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,Railroad Commissioner,"James ""Jim"" Wright ",REP,123,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,Railroad Commissioner,Chrysta Castañeda ,DEM,27,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,Railroad Commissioner,Matt Sterett ,LIB,7,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,1,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Chief Justice, Supreme Court",Nathan Hecht ,REP,117,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,32,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Chief Justice, Supreme Court",Mark Ash ,LIB,9,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,124,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,29,6,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,119,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,28,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,8,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, Supreme Court, Place 8",Brett Busby ,REP,116,22,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,29,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,10,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,123,21,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,32,7,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,122,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,31,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,123,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,29,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Member, State Board of Education, District 15",Jay Johnson ,REP,122,22,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Member, State Board of Education, District 15",John Betancourt ,DEM,30,7,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"State Representative, District 72",Drew Darby ,REP,130,26,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,127,26,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,128,26,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,126,26,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,County Attorney,Joshua Hamby ,REP,131,27,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,Sheriff,Stan Parker ,REP,131,28,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,County Tax Assessor-Collector,Tiffany Sayles ,REP,136,26,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"County Commissioner, District 3",Jimmie Long ,REP,119,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"County Commissioner, District 3",Shiloh Creswell Salazar ,DEM,32,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 35,401,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,133,26,,,,,,
