political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,Railroad Commissioner,Chrysta Castañeda ,DEM,16,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,Railroad Commissioner,Matt Sterett ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Chief Justice, Supreme Court",Nathan Hecht ,REP,61,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,16,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Chief Justice, Supreme Court",Mark Ash ,LIB,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,61,15,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,17,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,62,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,16,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, Supreme Court, Place 8",Brett Busby ,REP,61,15,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,16,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,59,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,18,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,60,15,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,17,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,62,15,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,16,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Member, State Board of Education, District 15",Jay Johnson ,REP,63,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Member, State Board of Education, District 15",John Betancourt ,DEM,16,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"State Representative, District 72",Drew Darby ,REP,65,16,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,65,16,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,65,16,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,57,16,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,County Attorney,Joshua Hamby ,REP,65,16,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,Sheriff,Stan Parker ,REP,66,17,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,County Tax Assessor-Collector,Tiffany Sayles ,REP,67,16,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"County Commissioner, District 1",Eddilisa Saldivar ,REP,61,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"County Commissioner, District 1",Milton Perkins ,DEM,16,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,63,17,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 14,213,"County Constable, Precinct 1",Kneel Stallings ,REP,64,16,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,23,11,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,11,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,0,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,U.S. Senator,John Cornyn ,REP,24,9,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,11,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,U.S. Senator,Kerry Douglas McKennon ,LIB,0,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,U.S. Senator,David B. Collins ,GRE,0,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,U.S. Representative District 19,Jodey C. Arrington ,REP,24,11,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,U.S. Representative District 19,Tom Watson ,DEM,11,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,U.S. Representative District 19,Joe Burnes ,LIB,0,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,Railroad Commissioner,"James ""Jim"" Wright ",REP,23,9,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,Railroad Commissioner,Chrysta Castañeda ,DEM,10,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,Railroad Commissioner,Matt Sterett ,LIB,1,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Chief Justice, Supreme Court",Nathan Hecht ,REP,22,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,11,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Chief Justice, Supreme Court",Mark Ash ,LIB,0,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,22,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,11,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,21,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,11,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,0,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, Supreme Court, Place 8",Brett Busby ,REP,21,9,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,11,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,0,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,22,9,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,12,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,21,9,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,12,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,21,11,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,12,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Member, State Board of Education, District 15",Jay Johnson ,REP,22,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Member, State Board of Education, District 15",John Betancourt ,DEM,12,4,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"State Representative, District 72",Drew Darby ,REP,26,15,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,26,13,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,26,13,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,24,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,County Attorney,Joshua Hamby ,REP,24,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,Sheriff,Stan Parker ,REP,27,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,County Tax Assessor-Collector,Tiffany Sayles ,REP,26,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"County Commissioner, District 1",Eddilisa Saldivar ,REP,22,11,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"County Commissioner, District 1",Milton Perkins ,DEM,11,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,27,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 16,132,"County Constable, Precinct 1",Kneel Stallings ,REP,24,13,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,252,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,59,6,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,4,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,U.S. Senator,John Cornyn ,REP,256,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,50,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,U.S. Senator,Kerry Douglas McKennon ,LIB,4,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,U.S. Senator,David B. Collins ,GRE,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,U.S. Representative District 19,Jodey C. Arrington ,REP,255,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,U.S. Representative District 19,Tom Watson ,DEM,50,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,U.S. Representative District 19,Joe Burnes ,LIB,3,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,Railroad Commissioner,"James ""Jim"" Wright ",REP,256,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,Railroad Commissioner,Chrysta Castañeda ,DEM,48,6,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,Railroad Commissioner,Matt Sterett ,LIB,4,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Chief Justice, Supreme Court",Nathan Hecht ,REP,256,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,51,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Chief Justice, Supreme Court",Mark Ash ,LIB,2,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,257,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,51,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,254,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,52,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,2,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, Supreme Court, Place 8",Brett Busby ,REP,253,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,51,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,3,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,256,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,49,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,255,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,50,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,253,23,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,49,6,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Member, State Board of Education, District 15",Jay Johnson ,REP,254,24,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Member, State Board of Education, District 15",John Betancourt ,DEM,51,5,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"State Representative, District 72",Drew Darby ,REP,274,27,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,269,27,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,271,27,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,264,26,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,County Attorney,Joshua Hamby ,REP,274,27,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,Sheriff,Stan Parker ,REP,276,26,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,County Tax Assessor-Collector,Tiffany Sayles ,REP,277,27,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,277,28,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 24,442,"County Constable, Precinct 1",Kneel Stallings ,REP,275,27,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,546,95,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,159,18,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,3,2,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,U.S. Senator,John Cornyn ,REP,546,90,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,142,16,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,U.S. Senator,Kerry Douglas McKennon ,LIB,11,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,U.S. Senator,David B. Collins ,GRE,2,2,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,U.S. Representative District 19,Jodey C. Arrington ,REP,540,92,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,U.S. Representative District 19,Tom Watson ,DEM,137,17,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,U.S. Representative District 19,Joe Burnes ,LIB,9,1,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,Railroad Commissioner,"James ""Jim"" Wright ",REP,531,93,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,Railroad Commissioner,Chrysta Castañeda ,DEM,143,16,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,Railroad Commissioner,Matt Sterett ,LIB,9,1,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,3,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Chief Justice, Supreme Court",Nathan Hecht ,REP,523,92,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,154,15,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Chief Justice, Supreme Court",Mark Ash ,LIB,15,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,538,96,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,149,15,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,529,90,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,148,17,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,11,4,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Justice, Supreme Court, Place 8",Brett Busby ,REP,527,89,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,144,17,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,14,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,537,94,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,148,17,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,534,97,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,148,14,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,534,96,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,150,15,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Member, State Board of Education, District 15",Jay Johnson ,REP,538,95,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 25,1250,"Member, State Board of Education, District 15",John Betancourt ,DEM,142,16,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"State Representative, District 72",Drew Darby ,REP,595,105,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,589,103,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,589,101,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,572,99,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,County Attorney,Joshua Hamby ,REP,589,101,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,Sheriff,Stan Parker ,REP,590,99,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,County Tax Assessor-Collector,Tiffany Sayles ,REP,587,104,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,587,104,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 25,1250,"County Constable, Precinct 1",Kneel Stallings ,REP,591,101,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,242,52,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,73,25,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,6,3,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,1,1,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,U.S. Senator,John Cornyn ,REP,242,47,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,67,25,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,U.S. Senator,Kerry Douglas McKennon ,LIB,9,3,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,U.S. Senator,David B. Collins ,GRE,1,1,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,U.S. Representative District 19,Jodey C. Arrington ,REP,237,47,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,U.S. Representative District 19,Tom Watson ,DEM,70,21,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,U.S. Representative District 19,Joe Burnes ,LIB,9,8,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,Railroad Commissioner,"James ""Jim"" Wright ",REP,234,42,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,Railroad Commissioner,Chrysta Castañeda ,DEM,75,30,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,Railroad Commissioner,Matt Sterett ,LIB,6,2,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,2,0,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Chief Justice, Supreme Court",Nathan Hecht ,REP,227,44,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,78,28,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Chief Justice, Supreme Court",Mark Ash ,LIB,8,3,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,241,44,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,75,28,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,234,43,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,76,27,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,4,1,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Justice, Supreme Court, Place 8",Brett Busby ,REP,234,44,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,71,26,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,10,3,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,242,46,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 26,732,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,74,24,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 26,732,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,242,44,,,,,,
