political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,election_votes,early_votes
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"State Representative, District 60",Kellye Sorelle,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"State Representative, District 60",Christopher M. Perricone,REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,3,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,4,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"District Judge, 29th Judicial District",Michael Moore,REP,4,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,4,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,1,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,County Attorney,Cynthia Dillard Ince,REP,5,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,County Attorney,Maegan Kostiha,REP,0,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"District Clerk, Unexpired Term",Jonna Banks,REP,0,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Sheriff,Brett McGuire,REP,5,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,County Tax Assessor-Collector,Stacy Choate,REP,4,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,County Tax Assessor-Collector,Stephanie Dunn,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"County Commissioner, Precinct 1",Gary Glover,REP,5,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,"Constable, Precinct No. 2",Marc Moon,REP,5,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,County Chairman,Barbara Upham,REP,4,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #1,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #1,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #2,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #2,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #3,Yes,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #3,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #4,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #4,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #5,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #5,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #6,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #6,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #7,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #7,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #8,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #8,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #9,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #9,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #10,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #10,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #11,Yes,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition #11,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 1,Yes,REP,5,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 1,No,REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 2,Yes,REP,4,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 2,No,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 3,Yes,REP,5,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 3,No,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 4,Yes,REP,5,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 4,No,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 5,Yes,REP,4,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 5,No,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 6,Yes,REP,5,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 6,No,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 7,Yes,REP,5,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 7,No,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 8,Yes,REP,5,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 8,No,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 9,Yes,REP,4,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 9,No,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 10,Yes,REP,5,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,2,0,Proposition 10,No,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Robby Wells,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Michael Bennet,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Michael R. Bloomberg,DEM,3,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Tulsi Gabbard,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Cory Booker,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Joseph R. Biden,DEM,14,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Marianne Williamson,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Pete Buttigieg,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Tom Steyer,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Bernie Sanders,DEM,3,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Deval Patrick,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,John K. Delaney,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Elizabeth Warren,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Amy Klobuchar,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Michael Cooper,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,"Mary ""MJ"" Hegar",DEM,12,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Adrian Ocegueda,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Amanda K. Edwards,DEM,2,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Sema Hernandez,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,D.R. Hunter,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Victor Hugo Harris,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Chris Bell,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Royce West,DEM,1,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,18,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Railroad Commissioner,Kelly Stone,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Railroad Commissioner,Mark Watson,DEM,7,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Railroad Commissioner,Chrysta Castañeda,DEM,2,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,17,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,2,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,14,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,6,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,17,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,3,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,9,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,10,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,4,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,15,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,16,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,3,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,19,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,19,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,County Chair,Carla Schoonover-Porter,DEM,20,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Donald J. Trump,REP,159,107
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Zoltan G. Istvan,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Bob Ely,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Bill Weld,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Matthew John Matern,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Joe Walsh,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,President,Uncommitted,REP,5,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Dwayne Stovall,REP,26,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Mark Yancey,REP,8,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,Virgil Bierschwale,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,John Cornyn,REP,112,85
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,United States Senator,John Anthony Castro,REP,4,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,13,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,2,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",Robert Tucker,REP,17,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",Ned Luscombe,REP,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,9,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",Casey Gray,REP,9,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",Brandon Batch,REP,27,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",Gene Barber,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"United States Representative,
District No. 11",August Pfluger,REP,52,36
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Railroad Commissioner,"James ""Jim"" Wright",REP,83,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Railroad Commissioner,Ryan Sitton,REP,58,42
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,138,92
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,136,88
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,137,91
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,133,86
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,78,60
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,56,24
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,132,90
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,136,89
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,90,64
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,42,22
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"State Representative, District 60",Jon Francis,REP,35,29
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"State Representative, District 60",Glenn Rogers,REP,123,73
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"State Representative, District 60",Kellye Sorelle,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"State Representative, District 60",Christopher M. Perricone,REP,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,30,25
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,93,57
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,128,86
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"District Judge, 29th Judicial District",Michael Moore,REP,132,91
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,87,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,46,37
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,County Attorney,Cynthia Dillard Ince,REP,84,42
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,County Attorney,Maegan Kostiha,REP,61,52
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,49,31
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,49,36
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"District Clerk, Unexpired Term",Jonna Banks,REP,45,26
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Sheriff,Brett McGuire,REP,141,101
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,County Tax Assessor-Collector,Stacy Choate,REP,110,85
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,County Tax Assessor-Collector,Stephanie Dunn,REP,45,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,"Constable, Precinct No. 3",Michael R. Santifer,REP,133,93
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,County Chairman,Barbara Upham,REP,137,98
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #1,Yes,DEM,19,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #1,No,DEM,1,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #2,Yes,DEM,20,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #2,No,DEM,0,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #3,Yes,DEM,20,20
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #3,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #4,Yes,DEM,20,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #4,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #5,Yes,DEM,19,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #5,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #6,Yes,DEM,19,20
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #6,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #7,Yes,DEM,18,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #7,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #8,Yes,DEM,20,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #8,No,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #9,Yes,DEM,19,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #9,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #10,Yes,DEM,19,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #10,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #11,Yes,DEM,20,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition #11,No,DEM,0,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 1,Yes,REP,149,99
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 1,No,REP,13,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 2,Yes,REP,137,94
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 2,No,REP,25,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 3,Yes,REP,152,101
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 3,No,REP,6,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 4,Yes,REP,155,101
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 4,No,REP,4,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 5,Yes,REP,141,97
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 5,No,REP,16,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 6,Yes,REP,148,100
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 6,No,REP,8,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 7,Yes,REP,159,106
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 7,No,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 8,Yes,REP,159,106
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 8,No,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 9,Yes,REP,151,103
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 9,No,REP,10,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 10,Yes,REP,146,95
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,3,0,Proposition 10,No,REP,14,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,4,0,President,Robby Wells,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,4,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,4,0,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,4,0,President,Michael Bennet,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,4,0,President,Michael R. Bloomberg,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,4,0,President,Tulsi Gabbard,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,4,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,4,0,President,Cory Booker,DEM,0,0
