political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,election_votes,early_votes
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,19,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,6,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",Robert Tucker,REP,8,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",Ned Luscombe,REP,11,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",Casey Gray,REP,7,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",Brandon Batch,REP,29,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",Gene Barber,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"United States Representative,
District No. 11",August Pfluger,REP,24,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Railroad Commissioner,"James ""Jim"" Wright",REP,91,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Railroad Commissioner,Ryan Sitton,REP,20,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,105,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,104,31
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,102,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,100,29
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,72,22
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,35,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,103,29
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,101,29
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,83,24
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,24,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"State Representative, District 60",Jon Francis,REP,28,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"State Representative, District 60",Glenn Rogers,REP,90,21
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"State Representative, District 60",Kellye Sorelle,REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"State Representative, District 60",Christopher M. Perricone,REP,5,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,36,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,64,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,100,27
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"District Judge, 29th Judicial District",Michael Moore,REP,105,31
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,74,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,37,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,County Attorney,Cynthia Dillard Ince,REP,8,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,County Attorney,Maegan Kostiha,REP,126,31
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,6,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,61,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"District Clerk, Unexpired Term",Jonna Banks,REP,54,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Sheriff,Brett McGuire,REP,112,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,County Tax Assessor-Collector,Stacy Choate,REP,96,22
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,County Tax Assessor-Collector,Stephanie Dunn,REP,31,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"County Commissioner, Precinct 3",Mike Pierce,REP,120,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,"Constable, Precinct No. 4",Abel Saldana,REP,125,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,County Chairman,Barbara Upham,REP,116,31
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #1,Yes,DEM,31,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #1,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #2,Yes,DEM,31,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #2,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #3,Yes,DEM,32,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #3,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #4,Yes,DEM,30,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #4,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #5,Yes,DEM,31,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #5,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #6,Yes,DEM,31,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #6,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #7,Yes,DEM,30,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #7,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #8,Yes,DEM,31,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #8,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #9,Yes,DEM,31,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #9,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #10,Yes,DEM,31,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #10,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #11,Yes,DEM,31,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition #11,No,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 1,Yes,REP,109,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 1,No,REP,23,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 2,Yes,REP,98,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 2,No,REP,33,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 3,Yes,REP,113,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 3,No,REP,17,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 4,Yes,REP,116,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 4,No,REP,14,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 5,Yes,REP,116,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 5,No,REP,15,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 6,Yes,REP,114,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 6,No,REP,15,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 7,Yes,REP,124,35
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 7,No,REP,4,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 8,Yes,REP,126,36
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 8,No,REP,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 9,Yes,REP,117,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 9,No,REP,13,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 10,Yes,REP,118,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,5,0,Proposition 10,No,REP,10,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Robby Wells,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,"Roque ""Rocky"" De La Fuente",DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Michael Bennet,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Michael R. Bloomberg,DEM,6,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Tulsi Gabbard,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Cory Booker,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Joseph R. Biden,DEM,20,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Marianne Williamson,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Pete Buttigieg,DEM,0,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Tom Steyer,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Bernie Sanders,DEM,9,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Deval Patrick,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,John K. Delaney,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Elizabeth Warren,DEM,2,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Amy Klobuchar,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,"Annie ""Mamá"" Garcia",DEM,4,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Michael Cooper,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,"Mary ""MJ"" Hegar",DEM,16,25
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Adrian Ocegueda,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Amanda K. Edwards,DEM,3,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Jack Daniel Foster Jr,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Sema Hernandez,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,D.R. Hunter,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Victor Hugo Harris,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Chris Bell,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Royce West,DEM,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,30,28
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,8,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Railroad Commissioner,Kelly Stone,DEM,11,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Railroad Commissioner,Mark Watson,DEM,5,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Railroad Commissioner,Chrysta Castañeda,DEM,6,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,24,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,7,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,22,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,8,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,23,20
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,7,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,20,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,9,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,6,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,2,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,20,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,20,19
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,9,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,27,25
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,27,25
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,County Chair,Carla Schoonover-Porter,DEM,30,25
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Donald J. Trump,REP,188,138
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Zoltan G. Istvan,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Bob Ely,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Bill Weld,REP,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,1,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Matthew John Matern,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Joe Walsh,REP,5,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,President,Uncommitted,REP,12,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Dwayne Stovall,REP,32,22
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Mark Yancey,REP,9,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,Virgil Bierschwale,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,John Cornyn,REP,137,106
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,United States Senator,John Anthony Castro,REP,10,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,31,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,9,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",Robert Tucker,REP,13,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",Ned Luscombe,REP,6,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,15,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",Casey Gray,REP,15,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",Brandon Batch,REP,32,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",Gene Barber,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"United States Representative,
District No. 11",August Pfluger,REP,44,52
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Railroad Commissioner,"James ""Jim"" Wright",REP,118,75
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Railroad Commissioner,Ryan Sitton,REP,56,55
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,162,125
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,164,123
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,161,123
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,161,125
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,97,77
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,68,42
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,160,123
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,163,123
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,114,85
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,45,34
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"State Representative, District 60",Jon Francis,REP,58,41
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"State Representative, District 60",Glenn Rogers,REP,118,94
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"State Representative, District 60",Kellye Sorelle,REP,12,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"State Representative, District 60",Christopher M. Perricone,REP,6,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,44,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,100,79
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,155,119
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"District Judge, 29th Judicial District",Michael Moore,REP,165,127
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,101,89
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,63,42
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,County Attorney,Cynthia Dillard Ince,REP,43,29
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,County Attorney,Maegan Kostiha,REP,157,120
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,40,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,95,72
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"District Clerk, Unexpired Term",Jonna Banks,REP,52,57
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Sheriff,Brett McGuire,REP,173,133
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,County Tax Assessor-Collector,Stacy Choate,REP,143,114
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,County Tax Assessor-Collector,Stephanie Dunn,REP,56,39
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"County Commissioner, Precinct 3",Mike Pierce,REP,189,135
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,"Constable, Precinct No. 4",Abel Saldana,REP,186,141
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,County Chairman,Barbara Upham,REP,171,126
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #1,Yes,DEM,31,34
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #1,No,DEM,6,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #2,Yes,DEM,33,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #2,No,DEM,3,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #3,Yes,DEM,36,39
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #3,No,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #4,Yes,DEM,32,34
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #4,No,DEM,6,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #5,Yes,DEM,37,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #5,No,DEM,1,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #6,Yes,DEM,36,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #6,No,DEM,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #7,Yes,DEM,30,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #7,No,DEM,5,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #8,Yes,DEM,36,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #8,No,DEM,1,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #9,Yes,DEM,35,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #9,No,DEM,3,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #10,Yes,DEM,36,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #10,No,DEM,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #11,Yes,DEM,33,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition #11,No,DEM,4,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 1,Yes,REP,182,139
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 1,No,REP,21,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 2,Yes,REP,171,133
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 2,No,REP,33,21
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 3,Yes,REP,190,144
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 3,No,REP,11,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 4,Yes,REP,185,140
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 4,No,REP,18,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 5,Yes,REP,181,127
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 5,No,REP,23,21
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 6,Yes,REP,196,139
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 6,No,REP,7,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 7,Yes,REP,203,149
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 7,No,REP,1,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 8,Yes,REP,201,148
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 8,No,REP,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 9,Yes,REP,190,145
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 9,No,REP,11,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 10,Yes,REP,187,140
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,6,0,Proposition 10,No,REP,13,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Robby Wells,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Michael Bennet,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Michael R. Bloomberg,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Tulsi Gabbard,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Cory Booker,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Joseph R. Biden,DEM,3,2
