political_subdivision,election_date,election_name,total Prov ballots,total prov ballots counted,precinct_number,reg_voters,reg_voters,race_name,candidate_name,party  code,early_votes,election_votes
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,President,Elizabeth Warren,,5,5
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Adrian Ocegueda,,1,5
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,"Mary ""MJ"" Hegar",,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Amanda K. Edwards,,2,6
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Jack Daniel Foster Jr,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,D.R. Hunter,,3,5
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Michael Cooper,,1,12
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Royce West,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Cristina Tzintzun Ramirez,,6,26
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Chris Bell,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Victor Hugo Harris,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,Sema Hernandez,,4,0
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,United States Senator,"Annie ""Mamá"" Garcia",,16,6
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"United States Representative,
District No. 34",Diego Zavala,,6,24
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"United States Representative,
District No. 34",Filemon B. Vela,,41,39
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"United States Representative,
District No. 34",Osbert Rodriguez Haro III,,3,6
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Railroad Commissioner,Kelly Stone,,2,7
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Railroad Commissioner,Chrysta Castañeda,,15,9
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Railroad Commissioner,Mark Watson,,6,6
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,21,43
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Chief Justice, Supreme Court",Amy Clark Meachum,,33,42
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Chief Justice, Supreme Court",Jerry Zimmerer,,11,20
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,14,22
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,29,36
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 7",Brandy Voss,,18,28
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 7",Staci Williams,,27,33
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 8",Peter Kelly,,15,26
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Justice, Supreme Court, Place 8",Gisela D. Triana,,29,33
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,8,17
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,30,33
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,3,9
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,6,19
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,36,40
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,37,54
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"State Senator, District 21",Judith Zaffirini,,50,65
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,42,57
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,42,54
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"County Commissioner, Precinct 3",Gilberto Garza,,22,36
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"County Commissioner, Precinct 3",Alma Villarreal Moreno,,34,28
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,"Constable, Precinct No. 1",Joe Gaitan,,53,63
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,County Chairman,Jennifer Hay,,43,51
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #1,Yes,,56,74
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #1,No,,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #2,Yes,,55,71
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #2,No,,2,4
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #3,Yes,,56,74
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #3,No,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #4,Yes,,56,74
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #4,No,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #5,Yes,,55,72
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #5,No,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #6,Yes,,55,71
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #6,No,,1,4
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #7,Yes,,52,73
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #7,No,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #8,Yes,,53,77
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #8,No,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #9,Yes,,55,67
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #9,No,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #10,Yes,,54,68
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #10,No,,0,5
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #11,Yes,,52,66
San Patricio County,3/3/2020,Democratic Primary Election,,,104,1575,1575,Proposition #11,No,,2,5
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Joseph R. Biden,,38,89
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Cory Booker,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Julián Castro,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Andrew Yang,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Amy Klobuchar,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Bernie Sanders,,51,38
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Deval Patrick,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Michael Bennet,,4,2
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Tom Steyer,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Pete Buttigieg,,6,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,"Roque ""Rocky"" De La Fuente",,4,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Michael R. Bloomberg,,41,14
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,Elizabeth Warren,,7,2
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Adrian Ocegueda,,8,13
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,"Mary ""MJ"" Hegar",,5,6
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Amanda K. Edwards,,6,11
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Jack Daniel Foster Jr,,1,6
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,D.R. Hunter,,4,11
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Michael Cooper,,7,6
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Royce West,,7,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Cristina Tzintzun Ramirez,,39,62
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Chris Bell,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Victor Hugo Harris,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,Sema Hernandez,,6,3
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,United States Senator,"Annie ""Mamá"" Garcia",,14,4
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"United States Representative,
District No. 34",Diego Zavala,,22,40
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"United States Representative,
District No. 34",Filemon B. Vela,,97,80
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"United States Representative,
District No. 34",Osbert Rodriguez Haro III,,9,8
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Railroad Commissioner,Kelly Stone,,8,13
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Railroad Commissioner,Chrysta Castañeda,,19,27
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Railroad Commissioner,Mark Watson,,7,10
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,72,74
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Chief Justice, Supreme Court",Amy Clark Meachum,,62,82
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Chief Justice, Supreme Court",Jerry Zimmerer,,36,41
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,40,42
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,50,72
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Justice, Supreme Court, Place 7",Brandy Voss,,42,51
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Justice, Supreme Court, Place 7",Staci Williams,,51,68
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Justice, Supreme Court, Place 8",Peter Kelly,,36,47
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Justice, Supreme Court, Place 8",Gisela D. Triana,,57,72
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,33,35
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,52,70
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,6,10
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,33,35
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,53,81
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,68,105
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"State Senator, District 21",Judith Zaffirini,,91,119
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,86,112
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,80,108
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"County Commissioner, Precinct 3",Gilberto Garza,,24,26
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"County Commissioner, Precinct 3",Alma Villarreal Moreno,,162,132
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,"Constable, Precinct No. 5",Valde Ramirez,,123,140
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,County Chairman,Jennifer Hay,,77,113
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #1,Yes,,125,147
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #1,No,,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #2,Yes,,118,139
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #2,No,,5,3
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #3,Yes,,113,140
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #3,No,,5,1
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #4,Yes,,110,139
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #4,No,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #5,Yes,,109,138
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #5,No,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #6,Yes,,111,138
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #6,No,,4,0
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #7,Yes,,111,136
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #7,No,,6,3
San Patricio County,3/3/2020,Democratic Primary Election,,,105,1859,1859,Proposition #8,Yes,,109,137
