political_subdivision,election_date,election_name,total Prov ballots,total prov ballots counted,precinct_number,reg_voters,reg_voters,race_name,candidate_name,party  code,early_votes,election_votes
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Adrian Ocegueda,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,"Mary ""MJ"" Hegar",,2,10
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Amanda K. Edwards,,6,9
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Jack Daniel Foster Jr,,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,D.R. Hunter,,4,6
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Michael Cooper,,7,3
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Royce West,,4,0
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Cristina Tzintzun Ramirez,,9,23
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Chris Bell,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Victor Hugo Harris,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,Sema Hernandez,,3,2
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,United States Senator,"Annie ""Mamá"" Garcia",,3,2
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,26,38
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"United States Representative,
District No. 27",Charlie Jackson,,13,21
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Railroad Commissioner,Kelly Stone,,5,11
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Railroad Commissioner,Chrysta Castañeda,,13,17
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Railroad Commissioner,Mark Watson,,7,11
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,13,21
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Chief Justice, Supreme Court",Amy Clark Meachum,,30,44
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Chief Justice, Supreme Court",Jerry Zimmerer,,8,14
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,12,19
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,28,39
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Justice, Supreme Court, Place 7",Brandy Voss,,15,23
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Justice, Supreme Court, Place 7",Staci Williams,,25,35
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Justice, Supreme Court, Place 8",Peter Kelly,,12,18
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Justice, Supreme Court, Place 8",Gisela D. Triana,,28,41
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,5,10
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,33,46
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,1,2
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,7,13
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,32,45
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,35,49
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"State Senator, District 21",Judith Zaffirini,,40,57
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,34,53
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,35,50
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"County Commissioner, Precinct 1",Ruben Fonseca,,12,16
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"County Commissioner, Precinct 1",Sonia Lopez,,21,28
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"County Commissioner, Precinct 1",Randy Soliz,,3,5
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,"County Commissioner, Precinct 1",Rudy Rivera,,8,12
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,County Chairman,Jennifer Hay,,36,51
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #1,Yes,,44,67
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #1,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #2,Yes,,45,68
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #2,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #3,Yes,,44,67
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #3,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #4,Yes,,45,67
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #4,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #5,Yes,,43,64
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #5,No,,3,2
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #6,Yes,,44,65
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #6,No,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #7,Yes,,43,63
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #7,No,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #8,Yes,,44,63
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #8,No,,1,5
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #9,Yes,,43,64
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #9,No,,1,2
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #10,Yes,,41,65
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #10,No,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #11,Yes,,37,66
San Patricio County,3/3/2020,Democratic Primary Election,,,106,1738,1738,Proposition #11,No,,6,3
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Joseph R. Biden,,3,12
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Julián Castro,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Amy Klobuchar,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Bernie Sanders,,3,4
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Pete Buttigieg,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Michael R. Bloomberg,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,Elizabeth Warren,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Adrian Ocegueda,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,"Mary ""MJ"" Hegar",,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Amanda K. Edwards,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Jack Daniel Foster Jr,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,D.R. Hunter,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Michael Cooper,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Royce West,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Cristina Tzintzun Ramirez,,4,3
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Chris Bell,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Victor Hugo Harris,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,Sema Hernandez,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,United States Senator,"Annie ""Mamá"" Garcia",,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,6,15
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"United States Representative,
District No. 27",Charlie Jackson,,3,2
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Railroad Commissioner,Kelly Stone,,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Railroad Commissioner,Chrysta Castañeda,,3,7
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Railroad Commissioner,Mark Watson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,5,7
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Chief Justice, Supreme Court",Amy Clark Meachum,,6,14
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Chief Justice, Supreme Court",Jerry Zimmerer,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,0,6
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,7,11
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Justice, Supreme Court, Place 7",Brandy Voss,,9,7
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Justice, Supreme Court, Place 7",Staci Williams,,0,10
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Justice, Supreme Court, Place 8",Peter Kelly,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Justice, Supreme Court, Place 8",Gisela D. Triana,,8,13
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,5,12
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,7,14
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,6,15
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"State Senator, District 21",Judith Zaffirini,,9,16
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,8,16
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,8,15
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Constable, Precinct No. 2",Francisco Cantu Jr,,4,12
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,"Constable, Precinct No. 2",Steve Garcia,,6,5
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,County Chairman,Jennifer Hay,,8,16
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #1,Yes,,9,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #1,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #2,Yes,,9,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #2,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #3,Yes,,10,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #3,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #4,Yes,,10,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #4,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #5,Yes,,10,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #5,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #6,Yes,,10,16
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #6,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #7,Yes,,10,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #7,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #8,Yes,,10,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #8,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #9,Yes,,10,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #9,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #10,Yes,,8,16
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #10,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #11,Yes,,8,17
San Patricio County,3/3/2020,Democratic Primary Election,,,107,248,248,Proposition #11,No,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Joseph R. Biden,,37,90
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Cory Booker,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Julián Castro,,3,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Amy Klobuchar,,10,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Bernie Sanders,,27,60
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Tom Steyer,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Pete Buttigieg,,9,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Michael R. Bloomberg,,29,14
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,Elizabeth Warren,,11,17
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Adrian Ocegueda,,4,13
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,"Mary ""MJ"" Hegar",,26,20
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Amanda K. Edwards,,14,14
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Jack Daniel Foster Jr,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,D.R. Hunter,,8,5
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Michael Cooper,,6,15
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Royce West,,1,6
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Cristina Tzintzun Ramirez,,32,58
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Chris Bell,,5,3
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Victor Hugo Harris,,4,2
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,Sema Hernandez,,3,12
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,United States Senator,"Annie ""Mamá"" Garcia",,10,5
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,65,110
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"United States Representative,
District No. 27",Charlie Jackson,,49,44
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Railroad Commissioner,Kelly Stone,,18,35
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Railroad Commissioner,Chrysta Castañeda,,43,44
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Railroad Commissioner,Mark Watson,,25,14
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,26,57
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Chief Justice, Supreme Court",Amy Clark Meachum,,91,125
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Chief Justice, Supreme Court",Jerry Zimmerer,,24,29
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,35,38
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,80,113
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Justice, Supreme Court, Place 7",Brandy Voss,,46,58
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Justice, Supreme Court, Place 7",Staci Williams,,65,91
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Justice, Supreme Court, Place 8",Peter Kelly,,50,52
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Justice, Supreme Court, Place 8",Gisela D. Triana,,63,100
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,34,35
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,67,103
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,13,12
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,39,41
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,74,110
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,101,137
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"State Senator, District 21",Judith Zaffirini,,110,142
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,105,140
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,106,138
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,County Chairman,Jennifer Hay,,107,142
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Precinct Chairman, Precinct No. 108",Julie Elizabeth Clark,,61,90
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,"Precinct Chairman, Precinct No. 108",Elaine Jones,,47,52
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #1,Yes,,116,171
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #1,No,,8,7
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #2,Yes,,114,170
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #2,No,,7,8
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #3,Yes,,118,174
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #3,No,,5,4
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #4,Yes,,116,172
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #4,No,,7,3
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #5,Yes,,121,172
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #5,No,,2,4
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #6,Yes,,118,173
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #6,No,,3,2
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #7,Yes,,113,167
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #7,No,,7,8
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #8,Yes,,119,169
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #8,No,,4,5
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #9,Yes,,119,172
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #9,No,,3,4
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #10,Yes,,113,163
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #10,No,,8,11
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #11,Yes,,110,163
San Patricio County,3/3/2020,Democratic Primary Election,,,108,4058,4058,Proposition #11,No,,11,12
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Joseph R. Biden,,19,59
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Cory Booker,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Julián Castro,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Andrew Yang,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Amy Klobuchar,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Bernie Sanders,,14,30
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Pete Buttigieg,,7,1
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Michael R. Bloomberg,,16,13
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,Elizabeth Warren,,12,11
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Adrian Ocegueda,,3,6
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,"Mary ""MJ"" Hegar",,17,29
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Amanda K. Edwards,,12,5
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Jack Daniel Foster Jr,,5,1
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,D.R. Hunter,,11,12
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Michael Cooper,,5,9
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Royce West,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Cristina Tzintzun Ramirez,,8,32
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Chris Bell,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Victor Hugo Harris,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,Sema Hernandez,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,United States Senator,"Annie ""Mamá"" Garcia",,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,34,69
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"United States Representative,
District No. 27",Charlie Jackson,,31,26
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Railroad Commissioner,Kelly Stone,,15,20
