Political Subdivision,Election Date,Elec Name,Total Prov Ballots,Total Prov Counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,4,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,6,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,7,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,"Member, State Board of Education, District 15",John Betancourt,DEM,6,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #1,Yes,DEM,6,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #1,No,DEM,3,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #2,Yes,DEM,8,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #2,No,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #3,Yes,DEM,8,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #3,No,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #4,Yes,DEM,8,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #4,No,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #5,Yes,DEM,9,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #5,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #6,Yes,DEM,9,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #6,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #7,Yes,DEM,8,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #7,No,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #8,Yes,DEM,8,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #8,No,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #9,Yes,DEM,8,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #9,No,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #10,Yes,DEM,8,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #10,No,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #11,Yes,DEM,8,2
Martin County,3/3/20,2020 Dem Primary,0,0,4,230,Proposition #11,No,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Deval Patrick,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Joseph R. Biden,DEM,0,4
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Pete Buttigieg,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Amy Klobuchar,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Julián Castro,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Marianne Williamson,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Bernie Sanders,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Andrew Yang,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,John K. Delaney,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Robby Wells,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Tulsi Gabbard,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Michael Bennet,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Elizabeth Warren,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Michael R. Bloomberg,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Cory Booker,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,President,Tom Steyer,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Adrian Ocegueda,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Michael Cooper,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Sema Hernandez,DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Cristina Tzintzun Ramirez,DEM,1,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,"Mary ""MJ"" Hegar",DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Amanda K. Edwards,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Chris Bell,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Royce West,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,Victor Hugo Harris,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,D.R. Hunter,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,0,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Railroad Commissioner,Mark Watson,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,0,2
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Railroad Commissioner,Kelly Stone,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Railroad Commissioner,Chrysta Castañeda,DEM,1,2
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,1,4
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,1,4
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,1,2
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Justice, Supreme Court, Place 7",Staci Williams,DEM,0,3
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,0,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,1,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,0,4
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,1,4
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,0,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,"Member, State Board of Education, District 15",John Betancourt,DEM,0,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #1,Yes,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #1,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #2,Yes,DEM,1,4
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #2,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #3,Yes,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #3,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #4,Yes,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #4,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #5,Yes,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #5,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #6,Yes,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #6,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #7,Yes,DEM,1,4
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #7,No,DEM,0,1
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #8,Yes,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #8,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #9,Yes,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #9,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #10,Yes,DEM,1,5
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #10,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #11,Yes,DEM,1,2
Martin County,3/3/20,2020 Dem Primary,0,0,3A,98,Proposition #11,No,DEM,0,3
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Deval Patrick,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Joseph R. Biden,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Pete Buttigieg,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Amy Klobuchar,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Julián Castro,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Marianne Williamson,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Bernie Sanders,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Andrew Yang,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,John K. Delaney,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Robby Wells,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Tulsi Gabbard,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Michael Bennet,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Elizabeth Warren,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Michael R. Bloomberg,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Cory Booker,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,President,Tom Steyer,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Adrian Ocegueda,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Michael Cooper,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Sema Hernandez,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Amanda K. Edwards,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Chris Bell,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Royce West,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,Victor Hugo Harris,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,D.R. Hunter,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Railroad Commissioner,Mark Watson,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Railroad Commissioner,Kelly Stone,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Railroad Commissioner,Chrysta Castañeda,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Justice, Supreme Court, Place 7",Staci Williams,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,"Member, State Board of Education, District 15",John Betancourt,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #1,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #1,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #2,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #2,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #3,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #3,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #4,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #4,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #5,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #5,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #6,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #6,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #7,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #7,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #8,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #8,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #9,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #9,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #10,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #10,No,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #11,Yes,DEM,0,0
Martin County,3/3/20,2020 Dem Primary,0,0,4A,63,Proposition #11,No,DEM,0,0
