political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_votes,race_name,candidate_name,party code,early_votes,election_votes
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"United States Representative,
District No. 27",Michael Cloud,REP,8,43
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Railroad Commissioner,"James ""Jim"" Wright",REP,5,36
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Railroad Commissioner,Ryan Sitton,REP,3,6
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Chief Justice, Supreme Court",Nathan Hecht,REP,6,38
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,7,36
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,7,40
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, Supreme Court, Place 8",Brett Busby,REP,5,38
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,2,25
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,4,15
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,6,37
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,5,37
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"State Senator, District 18",Lois W. Kolkhorst,REP,7,36
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"State Representative, District 30",Vanessa Hicks-Callaway,REP,1,14
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"State Representative, District 30",Geanie W. Morrison,REP,7,33
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Jaime Tijerina,REP,5,39
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, 13th Court of Appeals District, Place 6",Clarissa Silva,REP,5,37
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"District Judge, 24th Judicial District",Jack W. Marr,REP,7,35
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"District Judge, 135th Judicial District",Kemper Stephen Williams,REP,8,37
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"District Attorney, 24th Judicial District","Robert C. ""Rob"" Lassmann",REP,6,37
Refugio County,3/3/2020,Primary Election,0,0,4B,174,County Attorney,"Deborah ""Deb"" Bauer",REP,7,39
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Sheriff,"Raul ""Pinky"" Gonzales",REP,4,42
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Sheriff,Sheldon Wiginton,REP,4,10
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Constable No. 1,Mark Winston Moore,REP,0,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Constable No. 1,Shawn Zak,REP,8,51
Refugio County,3/3/2020,Primary Election,0,0,4B,174,County Chairman,Jeff Steele,REP,6,42
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 1,Yes,REP,9,45
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 1,No,REP,0,5
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 2,Yes,REP,9,43
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 2,No,REP,0,8
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 3,Yes,REP,8,45
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 3,No,REP,1,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 4,Yes,REP,8,41
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 4,No,REP,1,7
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 5,Yes,REP,9,38
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 5,No,REP,0,6
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 6,Yes,REP,9,40
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 6,No,REP,0,5
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 7,Yes,REP,9,49
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 7,No,REP,0,1
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 8,Yes,REP,9,44
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 8,No,REP,0,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 9,Yes,REP,9,44
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 9,No,REP,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 10,Yes,REP,8,35
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition 10,No,REP,1,10
