political_subdivision,election_date,election_name,total provisional ballots,total prov. Ballots counted,precinct_number,reg_voters,NON Ballots Cast,race_name,candidate_name,party code,early-votes,election_votes
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,,22,23
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,,53,46
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,,52,46
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"Member, State Board of Education, District 1",Jennifer Ivey,,49,44
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"State Senator, District 28",Charles Perry,,55,45
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"State Representative, District 72",Lynette Lucas,,9,9
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"State Representative, District 72",Drew Darby,,57,41
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"Chief Justice, 8th Court of Appeals District",Jeff Alley,,53,44
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,"District Attorney, 112th Judicial District",Laurie K. English,,62,47
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,County Attorney,Michele Dodd,,29,26
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,County Attorney,Chad Elkins,,47,30
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Sheriff,Jeff Garner,,67,52
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,County Tax Assessor-Collector,Cynthia Aguilar,,67,50
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,County Chairman,Cindy Weatherby,,64,49
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #1,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #1,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #2,Yes,,3,4
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #2,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #3,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #3,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #4,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #4,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #5,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #5,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #6,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #6,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #7,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #7,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #8,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #8,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #9,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #9,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #10,Yes,,3,5
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #10,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #11,Yes,,3,4
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition #11,No,,0,0
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 1,Yes,,52,39
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 1,No,,18,16
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 2,Yes,,57,33
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 2,No,,13,20
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 3,Yes,,60,45
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 3,No,,8,8
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 4,Yes,,64,45
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 4,No,,6,8
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 5,Yes,,61,46
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 5,No,,8,8
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 6,Yes,,60,47
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 6,No,,8,6
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 7,Yes,,68,50
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 7,No,,1,1
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 8,Yes,,65,52
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 8,No,,3,2
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 9,Yes,,65,49
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 9,No,,3,6
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 10,Yes,,62,44
REGAN COUNTY,3/2/2020,PRIMARY,,,4,0,0,Proposition 10,No,,5,8
