COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Republican Party,REGISTERED VOTERS - Democratic Party,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST - NONPARTISAN,BALLOTS CAST BLANK,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,"REP US Representative, Dist 28","REP US Representative, Dist 28","REP US Representative, Dist 28",REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,"REP Chief Justice, Supreme Court","REP Chief Justice, Supreme Court","REP Chief Justice, Supreme Court","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 8","REP Justice, Supreme Court, Pl 8","REP Justice, Supreme Court, Pl 8","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 9","REP Judge, Ct of Crim App, Pl 9","REP Judge, Ct of Crim App, Pl 9","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 21","REP State Senator, Dist 21","REP State Senator, Dist 21","REP State Representative, Dist 31","REP State Representative, Dist 31","REP State Representative, Dist 31","REP Chief Justice, 4th Ct of App Dist","REP Chief Justice, 4th Ct of App Dist","REP Chief Justice, 4th Ct of App Dist","REP Dist Attorney, 81st Judicial Dist","REP Dist Attorney, 81st Judicial Dist","REP Dist Attorney, 81st Judicial Dist",REP County Attorney,REP County Attorney,REP County Attorney,REP Sheriff,REP Sheriff,REP Sheriff,REP Sheriff,REP County Tax Assessor-Collector,REP County Tax Assessor-Collector,REP County Tax Assessor-Collector,REP County Commissioner,REP County Commissioner,REP County Commissioner,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP County Chair,REP County Chair,REP County Chair,REP County Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 10,REP Proposition 10,REP Proposition 10,REP Proposition 10,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,"DEM US Representative, Dist 28","DEM US Representative, Dist 28","DEM US Representative, Dist 28","DEM US Representative, Dist 28",DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 9","DEM Judge, Ct of Crim App, Pl 9","DEM Judge, Ct of Crim App, Pl 9","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 21","DEM State Senator, Dist 21","DEM State Senator, Dist 21","DEM State Representative, Dist 31","DEM State Representative, Dist 31","DEM State Representative, Dist 31","DEM Chief Justice, 4th Ct of App Dist","DEM Chief Justice, 4th Ct of App Dist","DEM Chief Justice, 4th Ct of App Dist",DEM Sheriff,DEM Sheriff,DEM Sheriff,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM Constable,DEM Constable,DEM Constable,DEM Constable,DEM County Chair,DEM County Chair,DEM County Chair,DEM Proposition #1,DEM Proposition #1,DEM Proposition #1,DEM Proposition #1,DEM Proposition #2,DEM Proposition #2,DEM Proposition #2,DEM Proposition #2,DEM Proposition #3,DEM Proposition #3,DEM Proposition #3,DEM Proposition #3,DEM Proposition #4,DEM Proposition #4,DEM Proposition #4,DEM Proposition #4,DEM Proposition #5,DEM Proposition #5,DEM Proposition #5,DEM Proposition #5,DEM Proposition #6,DEM Proposition #6,DEM Proposition #6,DEM Proposition #6,DEM Proposition #7,DEM Proposition #7,DEM Proposition #7,DEM Proposition #7,DEM Proposition #8,DEM Proposition #8,DEM Proposition #8,DEM Proposition #8,DEM Proposition #9,DEM Proposition #9,DEM Proposition #9,DEM Proposition #9,DEM Proposition #10,DEM Proposition #10,DEM Proposition #10,DEM Proposition #10,DEM Proposition #11,DEM Proposition #11,DEM Proposition #11,DEM Proposition #11
ATASC,12,VB #12,0,0,0,0,86,57,29,0,0,0,55,0,0,0,0,0,2,0,0,3,4,49,0,0,0,1,53,0,4,37,18,0,2,54,0,3,53,0,4,53,0,4,53,0,4,27,29,0,1,53,0,4,53,0,4,53,0,4,54,0,3,0,0,0,50,0,7,53,0,4,53,0,4,52,0,5,54,2,0,1,54,0,3,0,0,0,0,0,0,0,0,50,0,7,0,0,0,0,0,0,0,0,37,19,0,1,0,0,0,0,22,34,0,1,0,0,0,0,50,6,0,1,51,5,0,1,53,3,0,1,55,1,0,1,54,2,0,1,54,1,0,2,56,1,0,0,55,0,0,2,51,3,0,3,51,5,0,1,0,0,6,2,10,0,0,0,0,0,0,1,0,0,0,2,8,0,0,6,1,2,0,0,2,0,1,4,1,0,6,0,6,16,10,0,3,5,5,6,6,0,7,18,3,0,8,7,15,0,7,11,12,0,6,7,15,0,7,15,4,3,0,7,15,8,0,6,22,0,7,23,0,6,8,6,10,0,5,0,0,0,24,0,5,23,0,6,23,0,6,0,0,0,0,0,0,0,0,0,0,23,0,6,26,3,0,0,25,2,0,2,28,1,0,0,26,2,0,1,27,1,0,1,28,0,0,1,27,1,0,1,26,1,0,2,28,1,0,0,25,3,0,1,26,3,0,0
ATASC,12,VB #12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,12,VB #12,0,0,0,0,17,1,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,1,0,1,4,0,1,2,0,2,1,0,0,0,1,2,0,0,4,0,4,7,9,0,0,7,0,1,8,0,0,12,2,0,2,4,11,0,1,2,12,0,2,2,14,0,0,11,2,1,0,2,12,3,0,1,12,0,4,12,0,4,8,3,5,0,0,0,0,0,12,0,4,12,0,4,15,0,1,0,0,0,0,0,0,0,0,0,0,12,0,4,15,1,0,0,16,0,0,0,16,0,0,0,16,0,0,0,14,2,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,15,1,0,0,14,1,0,1
ATASC,12,VB #12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
ATASC,13,VB #13,0,0,0,0,269,164,105,0,0,0,153,1,1,0,0,2,7,0,0,28,22,88,18,3,0,5,155,0,9,124,33,0,7,150,0,14,152,0,12,151,0,13,153,0,11,85,68,0,11,150,0,14,150,0,14,151,0,13,152,0,12,0,0,0,152,0,12,147,0,17,152,0,12,155,0,9,118,45,0,1,156,0,8,0,0,0,0,0,0,0,0,0,0,0,155,0,9,0,0,0,0,0,97,55,0,12,0,0,0,0,0,0,0,0,0,0,0,0,134,30,0,0,131,31,0,2,141,18,0,5,153,8,0,3,152,11,0,1,149,11,0,4,158,6,0,0,161,1,0,2,158,6,0,0,151,10,0,3,0,1,19,0,37,0,0,0,6,0,2,8,0,2,0,0,28,0,2,17,6,2,2,3,5,2,10,25,3,8,16,0,6,48,55,0,2,56,14,7,23,0,5,64,37,0,4,54,45,0,6,40,59,0,6,33,66,0,6,61,33,6,0,5,67,32,0,6,93,0,12,101,0,4,46,22,32,0,5,0,0,0,99,0,6,99,0,6,99,0,6,0,0,0,101,0,4,64,38,0,3,98,0,7,98,6,0,1,102,3,0,0,101,3,0,1,101,3,0,1,100,3,0,2,100,4,0,1,98,5,0,2,97,5,0,3,97,4,0,4,96,7,0,2,96,6,0,3
ATASC,13,VB #13,0,0,0,0,427,315,112,0,0,0,299,0,1,3,1,0,10,0,1,34,29,221,13,3,0,15,294,0,21,215,82,0,18,292,0,23,292,0,23,295,0,20,292,0,23,150,137,0,28,293,0,22,293,0,22,292,0,23,302,0,13,0,0,0,291,0,24,293,0,22,299,0,16,293,0,22,253,60,0,2,304,0,11,0,0,0,0,0,0,0,0,0,0,0,293,0,22,0,0,0,0,0,180,108,0,27,0,0,0,0,0,0,0,0,0,0,0,0,273,40,0,2,245,68,0,2,285,27,0,3,297,16,0,2,284,28,0,3,293,19,0,3,303,10,0,2,305,6,0,4,294,21,0,0,285,26,0,4,0,0,28,7,27,0,0,0,8,0,0,9,0,2,1,1,25,0,4,12,4,4,0,2,6,3,15,31,3,6,15,0,11,38,72,0,2,50,14,7,33,0,8,73,30,0,9,37,66,0,9,37,65,0,10,34,66,0,12,62,26,13,0,11,74,27,0,11,97,0,15,101,0,11,50,19,37,0,6,0,0,0,108,0,4,103,0,9,108,0,4,0,0,0,110,0,2,64,41,0,7,104,0,8,100,9,0,3,100,8,0,4,107,2,0,3,103,6,0,3,106,3,0,3,104,5,0,3,104,5,0,3,102,5,0,5,100,7,0,5,103,6,0,3,93,15,0,4
ATASC,13,VB #13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,13,VB #13,0,0,0,0,44,7,37,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,1,6,0,0,1,6,0,1,6,0,1,6,0,1,6,0,1,4,2,0,1,6,0,1,6,0,1,6,0,1,6,0,1,0,0,0,6,0,1,6,0,1,6,0,1,6,0,1,7,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,6,0,0,1,6,0,0,1,4,2,0,1,6,0,0,1,6,0,0,1,6,0,0,1,6,0,0,1,6,0,0,1,5,1,0,1,0,0,14,0,7,0,0,0,1,0,0,2,0,0,0,0,12,1,0,8,2,4,1,0,1,1,4,5,1,3,6,0,1,2,35,0,0,16,7,4,9,1,0,23,12,0,2,15,21,0,1,13,23,0,1,17,19,0,1,23,13,1,0,0,26,11,0,0,36,0,1,34,0,3,21,8,8,0,0,0,0,0,37,0,0,36,0,1,36,0,1,0,0,0,36,0,1,24,7,0,6,34,0,3,37,0,0,0,37,0,0,0,37,0,0,0,37,0,0,0,37,0,0,0,37,0,0,0,36,1,0,0,36,1,0,0,37,0,0,0,34,2,0,1,31,5,0,1
ATASC,13,VB #13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
ATASC,14,VB #14,0,0,0,0,53,17,36,0,0,0,16,0,0,0,0,0,1,0,0,1,1,14,1,0,0,0,17,0,0,10,7,0,0,17,0,0,17,0,0,17,0,0,16,0,1,10,7,0,0,17,0,0,17,0,0,17,0,0,17,0,0,0,0,0,17,0,0,17,0,0,17,0,0,17,0,0,13,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,14,3,0,0,16,1,0,0,17,0,0,0,16,1,0,0,17,0,0,0,17,0,0,0,17,0,0,0,17,0,0,0,14,3,0,0,0,0,5,0,13,0,0,0,2,0,0,2,0,1,0,0,8,0,5,3,1,4,1,0,1,0,4,8,0,1,6,0,7,14,17,0,5,16,2,6,6,0,6,22,8,0,6,14,16,0,6,13,16,0,7,4,25,0,7,23,3,4,0,6,23,6,0,7,30,0,6,30,0,6,10,7,12,0,7,0,0,0,30,0,6,30,0,6,35,0,1,0,0,0,33,0,3,29,6,0,1,30,0,6,32,2,0,2,30,4,0,2,32,1,0,3,31,3,0,2,31,3,0,2,31,2,0,3,31,2,0,3,31,2,0,3,31,1,0,4,31,1,0,4,30,2,0,4
ATASC,14,VB #14,0,0,0,0,83,61,22,0,0,0,58,0,0,1,0,0,1,0,1,3,8,45,4,0,0,1,57,0,4,47,13,0,1,59,0,2,60,0,1,61,0,0,60,0,1,26,32,0,3,61,0,0,61,0,0,60,0,1,57,0,4,0,0,0,60,0,1,60,0,1,60,0,1,59,0,2,46,14,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,0,1,51,9,0,1,53,7,0,1,59,1,0,1,56,4,0,1,56,4,0,1,59,0,0,2,60,0,0,1,56,4,0,1,58,1,0,2,2,0,7,0,4,0,0,0,3,0,0,2,0,0,0,0,1,0,3,2,1,0,2,0,1,0,2,3,2,1,3,0,5,8,14,0,0,9,6,1,3,0,3,11,9,0,2,14,5,0,3,10,10,0,2,11,9,0,2,9,6,5,0,2,12,8,0,2,19,0,3,19,0,3,9,6,5,0,2,0,0,0,19,0,3,19,0,3,22,0,0,0,0,0,19,0,3,15,6,0,1,17,0,5,18,3,0,1,19,2,0,1,17,3,0,2,21,0,0,1,21,1,0,0,18,2,0,2,17,3,0,2,20,0,0,2,20,1,0,1,18,3,0,1,16,4,0,2
ATASC,14,VB #14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,14,VB #14,0,0,0,0,9,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,2,2,5,0,0,3,3,1,0,0,0,1,4,0,2,3,2,0,2,1,2,0,4,5,1,0,1,3,2,1,0,1,2,5,0,0,7,0,0,6,0,1,6,1,0,0,0,0,0,0,7,0,0,4,0,3,6,0,1,0,0,0,7,0,0,2,1,0,4,3,0,4,6,1,0,0,7,0,0,0,5,2,0,0,6,0,0,1,4,2,0,1,6,0,0,1,6,0,0,1,6,0,0,1,7,0,0,0,5,2,0,0,5,2,0,0
ATASC,14,VB #14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,15,VB #15,0,0,0,0,253,123,130,0,0,0,108,2,0,1,1,1,9,0,1,15,14,73,14,1,0,6,115,0,8,90,25,0,8,114,0,9,114,0,9,113,0,10,114,0,9,50,61,0,12,114,0,9,113,0,10,114,0,9,118,0,5,0,0,0,112,0,11,111,0,12,116,0,7,112,0,11,96,26,0,1,118,0,5,118,0,5,21,38,54,0,10,0,0,0,0,0,0,0,0,0,0,0,79,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0,101,19,0,3,100,20,0,3,108,10,0,5,105,13,0,5,104,14,0,5,109,9,0,5,116,3,0,4,119,2,0,2,108,11,0,4,106,14,0,3,2,0,18,0,40,2,0,0,11,0,0,5,0,1,1,1,46,0,3,15,5,7,0,1,2,3,23,42,3,0,22,0,7,62,65,0,3,66,7,10,40,0,7,87,33,0,10,46,75,0,9,42,78,0,10,36,87,0,7,78,33,8,0,11,92,29,0,9,112,0,18,122,0,8,55,15,56,0,4,0,0,0,121,0,9,118,0,12,122,0,8,120,0,10,0,0,0,0,0,0,0,118,0,12,122,8,0,0,124,5,0,1,124,6,0,0,123,7,0,0,124,6,0,0,125,5,0,0,121,9,0,0,113,13,0,4,122,7,0,1,119,10,0,1,115,12,0,3
ATASC,15,VB #15,0,0,0,0,186,139,47,0,0,0,124,1,1,0,1,0,9,0,3,10,16,93,13,2,0,5,125,0,14,91,39,0,9,130,0,9,126,0,13,127,0,12,126,0,13,59,68,0,12,124,0,15,125,0,14,126,0,13,127,0,12,0,0,0,124,0,15,125,0,14,130,0,9,127,0,12,111,25,0,3,128,0,11,129,0,10,22,54,55,0,8,0,0,0,0,0,0,0,0,0,0,0,74,54,0,11,0,0,0,0,0,0,0,0,0,0,0,0,120,19,0,0,116,23,0,0,129,7,0,3,127,11,0,1,128,10,0,1,133,5,0,1,135,2,0,2,134,3,0,2,131,7,0,1,124,12,0,3,0,0,5,3,12,1,0,0,2,0,0,2,0,2,0,1,17,0,2,12,3,3,1,2,3,0,1,8,2,1,4,0,7,14,32,0,1,19,6,2,14,0,6,28,13,0,6,20,22,0,5,16,27,0,4,18,25,0,4,26,16,1,0,4,27,14,0,6,37,0,10,42,0,5,27,5,12,0,3,0,0,0,45,0,2,43,0,4,41,0,6,39,0,8,0,0,0,0,0,0,0,44,0,3,41,5,0,1,42,4,0,1,44,1,0,2,44,1,0,2,43,3,0,1,43,3,0,1,43,3,0,1,43,3,0,1,45,1,0,1,44,1,0,2,42,3,0,2
