political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_votes,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,1,5,1,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, Supreme Court, Place 7",Staci Williams,DEM,6,6,5,1
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,4,4,3,1
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,4,7,4,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,6,2,4,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,4,5,4,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,0,0,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,7,5,5,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,2,4,2,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,9,4,7,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,8,7,6,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"State Senator, District 18",Michael Antalan,DEM,8,7,6,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,DEM,10,8,8,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,DEM,9,8,7,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Sheriff,Shelly G. Haertig,DEM,8,9,6,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,County Tax Assessor-Collector,Ida Mascorro Turner,DEM,12,11,10,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #1,Yes,DEM,13,12,11,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #1,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #2,Yes,DEM,12,12,10,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #2,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #3,Yes,DEM,12,12,10,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #3,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #4,Yes,DEM,11,11,8,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #4,No,DEM,1,2,1,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #5,Yes,DEM,14,11,11,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #5,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #6,Yes,DEM,13,12,10,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #6,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #7,Yes,DEM,12,12,9,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #7,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #8,Yes,DEM,11,11,8,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #8,No,DEM,1,1,1,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #9,Yes,DEM,10,12,8,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #9,No,DEM,0,1,0,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #10,Yes,DEM,10,11,8,2
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #10,No,DEM,1,1,1,0
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #11,Yes,DEM,10,12,7,3
Refugio County,3/3/2020,Primary Election,0,0,4B,174,Proposition #11,No,DEM,1,0,1,0
