political_subdivision,election_date,election_name,,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,Early Voting Votes,election_votes
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Greg Abbott,Republican,36,37
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,SECEDE Kilgore,Republican,1,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Barbara Krueger,Republican,4,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Lieutenant Governor,Dan Patrick,Republican,26,23
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Lieutenant Governor,Scott Milder,Republican,14,10
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Attorney General,Ken Paxton,Republican,36,32
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Comptroller of Public Accounts,Glenn Hegar,Republican,32,29
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of the General Land Office,Davey Edwards,Republican,3,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of the General Land Office,George P. Bush,Republican,15,24
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of the General Land Office,Rick Range,Republican,6,5
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of the General Land Office,Jerry Patterson,Republican,17,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of Agriculture,Sid Miller,Republican,26,16
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of Agriculture,Trey Blocker,Republican,4,7
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of Agriculture,Jim Hogan,Republican,8,4
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Railroad Commissioner,Weston Martinez,Republican,10,7
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Railroad Commissioner,Christi Craddick,Republican,27,20
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, Supreme Court, Place 2",Jimmy Blacklock,Republican,29,25
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, Supreme Court, Place 4",John Devine,Republican,26,23
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, Supreme Court, Place 6",Jeff Brown,Republican,25,23
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,Republican,15,10
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Presiding Judge, Court of Criminal Appeals",David Bridges,Republican,14,14
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,Republican,27,22
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,Republican,9,9
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,Republican,19,11
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,Republican,3,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"State Representative,
District No. 72",Drew Darby,Republican,29,30
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 2",Cindy Olson Bourland,Republican,25,21
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 3",Scott Field,Republican,27,23
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 5",David Puryear,Republican,24,23
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 6","Michael ""Mike"" Toth",Republican,12,12
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 6",Donna Davidson,Republican,12,7
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 6",Jennifer S. Freel,Republican,2,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 6",Kristofer Monson,Republican,1,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,County Judge,Dale Harris,Republican,22,23
Irion County,3/6/2018,2018 Primary,,0,0,300,287,County Judge,Molly Criner,Republican,21,17
Irion County,3/6/2018,2018 Primary,,0,0,300,287,County Treasurer,Carolyn Huelster,Republican,35,32
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Justice of the Peace,Donna Smith,Republican,34,32
Irion County,3/6/2018,2018 Primary,,0,0,300,287,County Chairman,Kay Jupe,Republican,33,33
Irion County,3/6/2018,2018 Primary,,0,0,300,287,United States Senator,Beto O'Rourke,Democrat,0,2
Irion County,3/6/2018,2018 Primary,,0,0,300,287,United States Senator,Edward Kimbrough,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,United States Senator,Sema Hernandez,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"United States Representative, District No. 11",Jennie Lou Leeder,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"United States Representative, District No. 11",Eric Pfalzgraf,Democrat,2,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Tom Wakely,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Lupe Valdez,Democrat,1,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,James Jolly Clark,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,"Cedric Davis, Sr.",Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Grady Yarbrough,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Joe Mumbach,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Andrew White,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Jeffrey Payne,Democrat,1,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Governor,Adrian Ocegueda,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Lieutenant Governor,Michael Cooper,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Lieutenant Governor,Mike Collier,Democrat,1,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Attorney General,Justin Nelson,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Comptroller of Public Accounts,Tim Mahoney,Democrat,4,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Comptroller of Public Accounts,Joi Chevalier,Democrat,0,2
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of the General Land Office,Tex Morgan,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of the General Land Office,Miguel Suazo,Democrat,2,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Commissioner of Agriculture,Kim Olson,Democrat,5,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Railroad Commissioner,Roman McAllen,Democrat,2,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Railroad Commissioner,Chris Spellmon,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, Supreme Court, Place 2",Steven Kirkland,Democrat,5,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, Supreme Court, Place 4",R.K. Sandill,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, Supreme Court, Place 6",Kathy Cheng,Democrat,5,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 2",Edward Smith,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 3",Chari Kelly,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 5",Thomas J. Baker,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,"Justice, 3rd Court of Appeals District, Place No. 6",Gisela D. Triana,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #1,Yes,Democrat,5,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #1,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #2,Yes,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #2,No,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #3,Yes,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #3,No,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #4,Yes,Democrat,5,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #4,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #5,Yes,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #5,No,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #6,Yes,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #6,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #7,Yes,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #7,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #8,Yes,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #8,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #9,Yes,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #9,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #10,Yes,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #10,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #11,Yes,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #11,No,Democrat,2,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #12,Yes,Democrat,4,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition #12,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 1,YES,Republican,18,18
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 1,NO,Republican,21,16
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 2,YES,Republican,37,35
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 2,NO,Republican,5,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 3,YES,Republican,36,25
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 3,NO,Republican,5,6
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 4,YES,Republican,32,35
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 4,NO,Republican,8,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 5,YES,Republican,33,30
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 5,NO,Republican,8,3
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 6,YES,Republican,36,36
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 6,NO,Republican,4,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 7,YES,Republican,24,19
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 7,NO,Republican,15,14
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 8,YES,Republican,39,35
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 8,NO,Republican,2,0
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 9,YES,Republican,37,32
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 9,NO,Republican,4,2
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 10,YES,Republican,37,31
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 10,NO,Republican,4,1
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 11,YES,Republican,36,31
Irion County,3/6/2018,2018 Primary,,0,0,300,287,Proposition 11,NO,Republican,5,1
Irion County,3/6/2018,2018 Primary,,0,0,400,356,United States Senator,Ted Cruz,Republican,41,69
Irion County,3/6/2018,2018 Primary,,0,0,400,356,United States Senator,"Bruce Jacobson, Jr.",Republican,1,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,United States Senator,Geraldine Sam,Republican,1,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,United States Senator,Stefano de Stefano,Republican,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,United States Senator,Mary Miller,Republican,0,3
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"United States Representative, District No. 11",Mike Conaway,Republican,38,66
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"United States Representative, District No. 11",Paul Myers,Republican,4,10
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Greg Abbott,Republican,37,71
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,SECEDE Kilgore,Republican,0,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Barbara Krueger,Republican,4,1
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Lieutenant Governor,Dan Patrick,Republican,31,56
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Lieutenant Governor,Scott Milder,Republican,12,16
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Attorney General,Ken Paxton,Republican,37,70
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Comptroller of Public Accounts,Glenn Hegar,Republican,34,69
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of the General Land Office,Davey Edwards,Republican,4,9
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of the General Land Office,George P. Bush,Republican,26,50
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of the General Land Office,Rick Range,Republican,0,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of the General Land Office,Jerry Patterson,Republican,8,11
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of Agriculture,Sid Miller,Republican,27,46
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of Agriculture,Trey Blocker,Republican,4,14
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of Agriculture,Jim Hogan,Republican,9,10
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Railroad Commissioner,Weston Martinez,Republican,14,21
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Railroad Commissioner,Christi Craddick,Republican,24,45
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, Supreme Court, Place 2",Jimmy Blacklock,Republican,33,61
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, Supreme Court, Place 4",John Devine,Republican,32,61
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, Supreme Court, Place 6",Jeff Brown,Republican,30,60
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,Republican,21,30
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Presiding Judge, Court of Criminal Appeals",David Bridges,Republican,14,34
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,Republican,31,61
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,Republican,16,35
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,Republican,14,27
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,Republican,5,1
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"State Representative,
District No. 72",Drew Darby,Republican,40,65
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 2",Cindy Olson Bourland,Republican,32,60
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 3",Scott Field,Republican,31,60
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 5",David Puryear,Republican,31,59
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 6","Michael ""Mike"" Toth",Republican,20,37
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 6",Donna Davidson,Republican,12,19
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 6",Jennifer S. Freel,Republican,2,6
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 6",Kristofer Monson,Republican,0,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,County Judge,Dale Harris,Republican,18,28
Irion County,3/6/2018,2018 Primary,,0,0,400,356,County Judge,Molly Criner,Republican,23,47
Irion County,3/6/2018,2018 Primary,,0,0,400,356,County Treasurer,Carolyn Huelster,Republican,37,65
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"County Commissioner,
Precinct No. 4","Bill ""Beaver"" McManus, III",Republican,37,67
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Justice of the Peace,Donna Smith,Republican,40,69
Irion County,3/6/2018,2018 Primary,,0,0,400,356,County Chairman,Kay Jupe,Republican,36,64
Irion County,3/6/2018,2018 Primary,,0,0,400,356,United States Senator,Beto O'Rourke,Democrat,4,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,United States Senator,Edward Kimbrough,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,400,356,United States Senator,Sema Hernandez,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"United States Representative, District No. 11",Jennie Lou Leeder,Democrat,2,4
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"United States Representative, District No. 11",Eric Pfalzgraf,Democrat,1,1
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Tom Wakely,Democrat,1,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Lupe Valdez,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,James Jolly Clark,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,"Cedric Davis, Sr.",Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Grady Yarbrough,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Joe Mumbach,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Andrew White,Democrat,0,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Jeffrey Payne,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Governor,Adrian Ocegueda,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Lieutenant Governor,Michael Cooper,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Lieutenant Governor,Mike Collier,Democrat,2,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Attorney General,Justin Nelson,Democrat,1,6
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Comptroller of Public Accounts,Tim Mahoney,Democrat,2,2
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Comptroller of Public Accounts,Joi Chevalier,Democrat,2,4
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of the General Land Office,Tex Morgan,Democrat,1,4
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of the General Land Office,Miguel Suazo,Democrat,3,3
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Commissioner of Agriculture,Kim Olson,Democrat,1,6
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Railroad Commissioner,Roman McAllen,Democrat,3,4
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Railroad Commissioner,Chris Spellmon,Democrat,1,3
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, Supreme Court, Place 2",Steven Kirkland,Democrat,1,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, Supreme Court, Place 4",R.K. Sandill,Democrat,1,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, Supreme Court, Place 6",Kathy Cheng,Democrat,1,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,Democrat,1,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,Democrat,1,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 2",Edward Smith,Democrat,1,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 3",Chari Kelly,Democrat,1,4
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 5",Thomas J. Baker,Democrat,1,4
Irion County,3/6/2018,2018 Primary,,0,0,400,356,"Justice, 3rd Court of Appeals District, Place No. 6",Gisela D. Triana,Democrat,1,5
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #1,Yes,Democrat,4,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #1,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #2,Yes,Democrat,3,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #2,No,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #3,Yes,Democrat,4,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #3,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #4,Yes,Democrat,4,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #4,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #5,Yes,Democrat,4,6
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #5,No,Democrat,0,1
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #6,Yes,Democrat,4,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #6,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #7,Yes,Democrat,4,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #7,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #8,Yes,Democrat,3,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #8,No,Democrat,1,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #9,Yes,Democrat,4,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #9,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #10,Yes,Democrat,4,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #10,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #11,Yes,Democrat,4,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #11,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #12,Yes,Democrat,3,7
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition #12,No,Democrat,0,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 1,YES,Republican,26,54
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 1,NO,Republican,18,18
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 2,YES,Republican,38,68
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 2,NO,Republican,3,8
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 3,YES,Republican,34,65
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 3,NO,Republican,8,9
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 4,YES,Republican,37,67
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 4,NO,Republican,5,7
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 5,YES,Republican,33,51
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 5,NO,Republican,10,23
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 6,YES,Republican,40,71
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 6,NO,Republican,3,4
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 7,YES,Republican,26,57
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 7,NO,Republican,16,17
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 8,YES,Republican,39,76
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 8,NO,Republican,3,0
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 9,YES,Republican,39,66
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 9,NO,Republican,3,7
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 10,YES,Republican,32,66
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 10,NO,Republican,8,7
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 11,YES,Republican,38,67
Irion County,3/6/2018,2018 Primary,,0,0,400,356,Proposition 11,NO,Republican,1,8
