political_subdivision,election_date,election_name,total provision ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,112,86
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Justice, Supreme Court, Place 4",John Devine,REP,111,88
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Justice, Supreme Court, Place 6",Jeff Brown,REP,111,87
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,81,65
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,44,33
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,110,86
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,22,18
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,36,32
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,63,41
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"State Representative, District No. 43",J.M. Lozano,REP,132,99
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,117,85
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,115,86
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,114,83
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,109,84
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"District Judge, 36th Judicial District",Starr Bauer,REP,145,100
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"District Judge, 36th Judicial District",Jason Keeney,REP,15,16
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,120,85
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,County Judge,"Stephanie ""Silvas"" Moreno",REP,138,99
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,District Clerk,Zenaida Silva,REP,131,94
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,County Clerk,Nickelle Clark Gonzales,REP,121,85
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"County Commissioner, Precinct No. 2",Dennis DeWitt,REP,137,92
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"County Commissioner, Precinct No. 2",Mike Smith,REP,17,20
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Justice of the Peace, Precinct No. 2",Amy Shanklin,REP,119,83
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,"Constable, Precinct No. 2 Unexpired Term","Micaela ""Mickie"" Arizmendi-Ochoa",REP,114,90
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,County Chairman,Patricia Johnson,REP,123,90
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,United States Senator,Mary Miller,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,United States Senator,"Bruce Jacobson, Jr.",REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,United States Senator,Stefano de Stefano,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,United States Senator,Geraldine Sam,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,United States Senator,Ted Cruz,REP,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"United States Representative, District No. 34",Rey Gonzalez,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Governor,Greg Abbott,REP,4,2
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Governor,Barbara Krueger,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Lieutenant Governor,Scott Milder,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Lieutenant Governor,Dan Patrick,REP,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Attorney General,Ken Paxton,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Comptroller of Public Accounts,Glenn Hegar,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Commissioner of the General Land Office,Davey Edwards,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Commissioner of the General Land Office,Rick Range,REP,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Commissioner of the General Land Office,Jerry Patterson,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Commissioner of the General Land Office,George P. Bush,REP,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Commissioner of Agriculture,Trey Blocker,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Commissioner of Agriculture,Sid Miller,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Commissioner of Agriculture,Jim Hogan,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Railroad Commissioner,Christi Craddick,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Railroad Commissioner,Weston Martinez,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Justice, Supreme Court, Place 4",John Devine,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"State Representative, District No. 43",J.M. Lozano,REP,3,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"District Judge, 36th Judicial District",Starr Bauer,REP,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"District Judge, 36th Judicial District",Jason Keeney,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,County Judge,"Stephanie ""Silvas"" Moreno",REP,3,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,District Clerk,Zenaida Silva,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,County Clerk,Nickelle Clark Gonzales,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,County Chairman,Patricia Johnson,REP,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 1,YES,,64,77
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 1,NO,,33,27
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 2,YES,,92,103
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 2,NO,,10,7
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 3,YES,,89,103
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 3,NO,,12,7
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 4,YES,,88,105
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 4,NO,,12,4
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 5,YES,,81,100
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 5,NO,,19,11
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 6,YES,,91,109
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 6,NO,,10,3
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 7,YES,,63,91
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 7,NO,,38,19
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 8,YES,,99,111
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 8,NO,,4,0
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 9,YES,,86,103
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 9,NO,,14,7
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 10,YES,,91,106
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 10,NO,,10,4
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 11,YES,,83,102
Bee County,3/6/2018,2018 Republican Primary,8,7,1,2147,Proposition 11,NO,,16,11
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 1,YES,,9,24
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 1,NO,,3,21
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 2,YES,,12,48
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 2,NO,,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 3,YES,,10,43
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 3,NO,,3,6
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 4,YES,,10,46
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 4,NO,,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 5,YES,,10,42
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 5,NO,,2,5
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 6,YES,,12,50
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 6,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 7,YES,,9,33
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 7,NO,,3,14
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 8,YES,,11,50
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 8,NO,,2,0
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 9,YES,,12,48
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 9,NO,,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 10,YES,,11,46
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 10,NO,,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 11,YES,,13,44
Bee County,3/6/2018,2018 Republican Primary,8,7,2,274,Proposition 11,NO,,0,5
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 1,YES,,47,42
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 1,NO,,30,17
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 2,YES,,72,55
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 2,NO,,7,5
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 3,YES,,69,55
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 3,NO,,8,5
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 4,YES,,69,58
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 4,NO,,10,2
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 5,YES,,68,52
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 5,NO,,12,8
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 6,YES,,77,60
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 6,NO,,3,2
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 7,YES,,59,44
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 7,NO,,19,15
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 8,YES,,79,59
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 8,NO,,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 9,YES,,70,57
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 9,NO,,10,5
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 10,YES,,73,59
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 10,NO,,4,2
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 11,YES,,72,46
Bee County,3/6/2018,2018 Republican Primary,8,7,3,1710,Proposition 11,NO,,7,16
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 1,YES,,11,15
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 1,NO,,4,6
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 2,YES,,14,19
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 2,NO,,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 3,YES,,14,20
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 3,NO,,2,0
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 4,YES,,15,21
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 4,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 5,YES,,12,19
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 5,NO,,4,2
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 6,YES,,15,19
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 6,NO,,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 7,YES,,11,13
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 7,NO,,5,6
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 8,YES,,14,20
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 8,NO,,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 9,YES,,14,19
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 9,NO,,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 10,YES,,14,20
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 10,NO,,2,0
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 11,YES,,13,20
Bee County,3/6/2018,2018 Republican Primary,8,7,4,348,Proposition 11,NO,,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 1,YES,,5,37
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 1,NO,,1,12
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 2,YES,,8,51
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 2,NO,,0,3
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 3,YES,,9,46
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 3,NO,,0,8
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 4,YES,,8,52
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 4,NO,,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 5,YES,,8,43
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 5,NO,,0,8
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 6,YES,,8,55
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 6,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 7,YES,,4,41
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 7,NO,,3,12
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 8,YES,,8,52
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 8,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 9,YES,,8,49
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 9,NO,,0,5
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 10,YES,,7,49
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 10,NO,,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 11,YES,,6,47
Bee County,3/6/2018,2018 Republican Primary,8,7,5,391,Proposition 11,NO,,3,7
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 1,YES,,18,43
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 1,NO,,10,22
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 2,YES,,26,62
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 2,NO,,3,4
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 3,YES,,27,64
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 3,NO,,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 4,YES,,29,65
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 4,NO,,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 5,YES,,26,54
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 5,NO,,5,11
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 6,YES,,30,64
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 6,NO,,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 7,YES,,24,53
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 7,NO,,7,13
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 8,YES,,30,64
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 8,NO,,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 9,YES,,29,64
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 9,NO,,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 10,YES,,30,63
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 10,NO,,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 11,YES,,30,59
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Proposition 11,NO,,1,7
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 1,YES,,11,11
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 1,NO,,5,9
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 2,YES,,13,16
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 2,NO,,3,3
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 3,YES,,17,18
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 3,NO,,0,3
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 4,YES,,16,20
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 4,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 5,YES,,16,17
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 5,NO,,0,5
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 6,YES,,15,22
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 6,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 7,YES,,9,17
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 7,NO,,7,5
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 8,YES,,16,20
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 8,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 9,YES,,15,19
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 9,NO,,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 10,YES,,15,19
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 10,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 11,YES,,15,20
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Proposition 11,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 1,YES,,6,5
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 1,NO,,9,5
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 2,YES,,14,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 2,NO,,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 3,YES,,13,7
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 3,NO,,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 4,YES,,14,10
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 4,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 5,YES,,13,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 5,NO,,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 6,YES,,14,10
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 6,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 7,YES,,8,7
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 7,NO,,7,3
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 8,YES,,14,10
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 8,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 9,YES,,12,10
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 9,NO,,3,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 10,YES,,13,10
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 10,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 11,YES,,11,7
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Proposition 11,NO,,4,2
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 1,YES,,15,9
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 1,NO,,9,6
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 2,YES,,23,14
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 2,NO,,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 3,YES,,21,13
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 3,NO,,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 4,YES,,22,15
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 4,NO,,2,0
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 5,YES,,23,12
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 5,NO,,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 6,YES,,24,13
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 6,NO,,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 7,YES,,15,8
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 7,NO,,9,5
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 8,YES,,25,15
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 8,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 9,YES,,22,13
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 9,NO,,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 10,YES,,24,12
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 10,NO,,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 11,YES,,21,10
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Proposition 11,NO,,4,4
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 1,YES,,5,14
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 1,NO,,1,5
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 2,YES,,6,20
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 2,NO,,0,3
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 3,YES,,6,19
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 3,NO,,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 4,YES,,6,23
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 4,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 5,YES,,6,19
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 5,NO,,0,3
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 6,YES,,5,22
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 6,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 7,YES,,3,18
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 7,NO,,3,3
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 8,YES,,6,23
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 8,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 9,YES,,6,23
