political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_name,reg_voters,race_name,candidate_name,early_votes,election_votes
COMMISSIONER PRECINCT 2 - D,3/4/2014,Joint General Election,24,21,210,1791,"PRECINCT 2, COUNTY COMMISSIONER - DEM",Richard Jung,21,32
CONGRESSIONAL DISTRICT 25 - D,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT 25, UNITED STATES REPRESENTATIVE - DEM",Marco Montoya,102,83
CONGRESSIONAL DISTRICT 25 - D,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT 25, UNITED STATES REPRESENTATIVE - DEM",Stuart Gourd,23,13
Federal Ballots - DEM,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,53,42
Federal Ballots - DEM,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,Harry Kim,11,7
Federal Ballots - DEM,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,Kesha Rogers,7,10
Federal Ballots - DEM,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",5,1
Federal Ballots - DEM,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,David M. Alameel,64,44
JUSTICE OF THE PEACE 5 - D,3/4/2014,Joint General Election,24,21,210,1791,"PRECINCT 5, JUSTICE OF THE PEACE - DEM",Herb Evans,100,83
JUSTICE OF THE PEACE 5 - D,3/4/2014,Joint General Election,24,21,210,1791,"PRECINCT 5, JUSTICE OF THE PEACE - DEM",James Braxton Forrest,15,12
LEGISLATIVE DISTRICT 48 - D,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT 48, STATE REPRESENTATIVE - DEM",Donna Howard,136,113
SENATE DISTRICT 14 - D,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT 14, STATE SENATOR - DEM",Kirk Watson,140,113
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,53,42
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,Harry Kim,11,7
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,Kesha Rogers,7,10
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",5,1
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,UNITED STATES SENATOR - DEM,David M. Alameel,64,44
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,GOVERNOR - DEM,"Reynaldo ""Ray"" Madrigal",4,9
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,GOVERNOR - DEM,Wendy R. Davis,156,120
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,LIEUTENANT GOVERNOR - DEM,Leticia Van de Putte,143,114
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,ATTORNEY GENERAL - DEM,Sam Houston,120,104
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COMPTROLLER OF PUBLIC ACCOUNTS - DEM,Mike Collier,120,101
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COMMISSIONER OF THE GENERAL LAND OFFICE - DEM,John Cook,124,102
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COMMISSIONER OF AGRICULTURE - DEM,"Richard ""Kinky"" Friedman",45,45
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COMMISSIONER OF AGRICULTURE - DEM,Jim Hogan,24,18
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COMMISSIONER OF AGRICULTURE - DEM,Hugh Asa Fitzsimons III,74,47
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,RAILROAD COMMISSIONER - DEM,Dale Henry,35,28
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,RAILROAD COMMISSIONER - DEM,Steve Brown,88,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"CHIEF JUSTICE, SUPREME COURT - DEM",William Moody,108,91
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"PLACE 6, JUSTICE, SUPREME COURT, UNEXPIRED TERM - DEM",Lawrence Edward Meyers,114,97
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"PLACE 7, JUSTICE, SUPREME COURT - DEM",Gina Benavides,115,96
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"PLACE 3, JUDGE, COURT OF CRIMINAL APPEALS - DEM",John Granberg,114,95
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT - DEM",Diane Henson,130,97
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT JUDGE, 147TH JUDICIAL DISTRICT - DEM",Cliff Brown,120,98
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT JUDGE, 201ST JUDICIAL DISTRICT - DEM",Amy Clark Meachum,123,99
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT JUDGE, 250TH JUDICIAL DISTRICT - DEM",Karin Crump,122,97
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT JUDGE, 261ST JUDICIAL DISTRICT - DEM",Lora Livingston,122,99
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT JUDGE, 299TH JUDICIAL DISTRICT - DEM",Karen Sage,123,98
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT - DEM",David Crain,123,99
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT JUDGE, 403RD JUDICIAL DISTRICT - DEM",Brenda P. Kennedy,124,100
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"DISTRICT JUDGE, 419TH JUDICIAL DISTRICT - DEM",Orlinda Naranjo,118,87
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COUNTY JUDGE - DEM,Sarah Eckhardt,107,70
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COUNTY JUDGE - DEM,Andy Brown,50,63
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"COUNTY COURT AT LAW 1, JUDGE - DEM",Todd Wong,120,95
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"COUNTY COURT AT LAW 2, JUDGE - DEM",Eric Montgomery Shepperd,120,96
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"COUNTY COURT AT LAW 3, JUDGE - DEM",John Lipscombe,107,74
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"COUNTY COURT AT LAW 3, JUDGE - DEM",Paul Evans,17,20
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"COUNTY COURT AT LAW 4, JUDGE - DEM",Mike Denton,113,94
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"COUNTY COURT AT LAW 5, JUDGE - DEM",Nancy Hohengarten,117,94
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"COUNTY COURT AT LAW 6, JUDGE - DEM",Brandy Mueller,117,94
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"COUNTY COURT AT LAW 7, JUDGE - DEM",Elisabeth Earle,122,98
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,"JUDGE, COUNTY PROBATE COURT - DEM",Guy Herman,121,100
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,DISTRICT CLERK - DEM,Velva L. Price,117,94
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COUNTY CLERK - DEM,Dana DeBeauvoir,126,104
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COUNTY TREASURER - DEM,Ramey Ko,73,44
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COUNTY TREASURER - DEM,Dolores Ortega Carter,65,67
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,COUNTY CHAIRMAN - DEM,Jan Soifer,113,95
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,IMMIGRATION REFORM,For,145,119
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,IMMIGRATION REFORM,Against,10,9
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,A LIVING WAGE FOR ALL TEXANS,For,144,114
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,A LIVING WAGE FOR ALL TEXANS,Against,9,18
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,MEDICAID EXPANSION,For,149,114
Travis County Democratic Primary Election,3/4/2014,Joint General Election,24,21,210,1791,MEDICAID EXPANSION,Against,6,14
Travis County Republican Primary Election,3/4/2014,Joint General Election,24,21,210,1791,NON-DISCRIMINATION LEGISLATION,For,147,117
Travis County Republican Primary Election,3/4/2014,Joint General Election,24,21,210,1791,NON-DISCRIMINATION LEGISLATION,Against,8,9
COMMISSIONER PRECINCT 2 - D,3/4/2014,Joint General Election,11,11,211,1852,"PRECINCT 2, COUNTY COMMISSIONER - DEM",Garry Brown,15,14
COMMISSIONER PRECINCT 2 - D,3/4/2014,Joint General Election,11,11,211,1852,"PRECINCT 2, COUNTY COMMISSIONER - DEM",Brigid Shea,33,53
COMMISSIONER PRECINCT 2 - D,3/4/2014,Joint General Election,11,11,211,1852,"PRECINCT 2, COUNTY COMMISSIONER - DEM",Richard Jung,15,10
CONGRESSIONAL DISTRICT 10 - D,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT 10, UNITED STATES REPRESENTATIVE - DEM",Tawana Walter-Cadien,56,61
Federal Ballots - DEM,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,22,21
Federal Ballots - DEM,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,Harry Kim,6,11
Federal Ballots - DEM,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,Kesha Rogers,4,9
Federal Ballots - DEM,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",7,4
Federal Ballots - DEM,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,David M. Alameel,21,32
JUSTICE OF THE PEACE 2 - D,3/4/2014,Joint General Election,11,11,211,1852,"PRECINCT 2, JUSTICE OF THE PEACE - DEM",Randall Slagle,53,63
LEGISLATIVE DISTRICT 50 - D,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT 50, STATE REPRESENTATIVE - DEM",Celia Israel,62,71
SENATE DISTRICT 14 - D,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT 14, STATE SENATOR - DEM",Kirk Watson,56,75
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,22,21
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,Harry Kim,6,11
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,Kesha Rogers,4,9
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",7,4
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,UNITED STATES SENATOR - DEM,David M. Alameel,21,32
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,GOVERNOR - DEM,"Reynaldo ""Ray"" Madrigal",8,7
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,GOVERNOR - DEM,Wendy R. Davis,58,77
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,LIEUTENANT GOVERNOR - DEM,Leticia Van de Putte,58,72
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,ATTORNEY GENERAL - DEM,Sam Houston,57,68
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COMPTROLLER OF PUBLIC ACCOUNTS - DEM,Mike Collier,58,68
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COMMISSIONER OF THE GENERAL LAND OFFICE - DEM,John Cook,58,69
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COMMISSIONER OF AGRICULTURE - DEM,"Richard ""Kinky"" Friedman",26,34
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COMMISSIONER OF AGRICULTURE - DEM,Jim Hogan,15,20
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COMMISSIONER OF AGRICULTURE - DEM,Hugh Asa Fitzsimons III,22,20
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,RAILROAD COMMISSIONER - DEM,Dale Henry,23,35
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,RAILROAD COMMISSIONER - DEM,Steve Brown,38,38
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"CHIEF JUSTICE, SUPREME COURT - DEM",William Moody,58,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"PLACE 6, JUSTICE, SUPREME COURT, UNEXPIRED TERM - DEM",Lawrence Edward Meyers,57,68
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"PLACE 7, JUSTICE, SUPREME COURT - DEM",Gina Benavides,55,69
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"PLACE 3, JUDGE, COURT OF CRIMINAL APPEALS - DEM",John Granberg,57,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT - DEM",Diane Henson,56,68
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT JUDGE, 147TH JUDICIAL DISTRICT - DEM",Cliff Brown,59,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT JUDGE, 201ST JUDICIAL DISTRICT - DEM",Amy Clark Meachum,56,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT JUDGE, 250TH JUDICIAL DISTRICT - DEM",Karin Crump,56,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT JUDGE, 261ST JUDICIAL DISTRICT - DEM",Lora Livingston,55,67
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT JUDGE, 299TH JUDICIAL DISTRICT - DEM",Karen Sage,56,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT - DEM",David Crain,56,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT JUDGE, 403RD JUDICIAL DISTRICT - DEM",Brenda P. Kennedy,57,67
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"DISTRICT JUDGE, 419TH JUDICIAL DISTRICT - DEM",Orlinda Naranjo,54,60
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COUNTY JUDGE - DEM,Sarah Eckhardt,37,45
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COUNTY JUDGE - DEM,Andy Brown,28,35
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"COUNTY COURT AT LAW 1, JUDGE - DEM",Todd Wong,53,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"COUNTY COURT AT LAW 2, JUDGE - DEM",Eric Montgomery Shepperd,54,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"COUNTY COURT AT LAW 3, JUDGE - DEM",John Lipscombe,36,47
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"COUNTY COURT AT LAW 3, JUDGE - DEM",Paul Evans,23,22
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"COUNTY COURT AT LAW 4, JUDGE - DEM",Mike Denton,56,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"COUNTY COURT AT LAW 5, JUDGE - DEM",Nancy Hohengarten,54,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"COUNTY COURT AT LAW 6, JUDGE - DEM",Brandy Mueller,55,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"COUNTY COURT AT LAW 7, JUDGE - DEM",Elisabeth Earle,55,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,"JUDGE, COUNTY PROBATE COURT - DEM",Guy Herman,55,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,DISTRICT CLERK - DEM,Velva L. Price,54,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COUNTY CLERK - DEM,Dana DeBeauvoir,58,67
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COUNTY TREASURER - DEM,Ramey Ko,28,29
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COUNTY TREASURER - DEM,Dolores Ortega Carter,36,46
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,COUNTY CHAIRMAN - DEM,Jan Soifer,53,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,IMMIGRATION REFORM,For,56,76
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,IMMIGRATION REFORM,Against,9,8
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,A LIVING WAGE FOR ALL TEXANS,For,62,75
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,A LIVING WAGE FOR ALL TEXANS,Against,4,9
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,MEDICAID EXPANSION,For,61,76
Travis County Democratic Primary Election,3/4/2014,Joint General Election,11,11,211,1852,MEDICAID EXPANSION,Against,5,7
Travis County Republican Primary Election,3/4/2014,Joint General Election,11,11,211,1852,NON-DISCRIMINATION LEGISLATION,For,60,78
Travis County Republican Primary Election,3/4/2014,Joint General Election,11,11,211,1852,NON-DISCRIMINATION LEGISLATION,Against,8,6
COMMISSIONER PRECINCT 2 - D,3/4/2014,Joint General Election,6,6,212,4488,"PRECINCT 2, COUNTY COMMISSIONER - DEM",Garry Brown,17,12
COMMISSIONER PRECINCT 2 - D,3/4/2014,Joint General Election,6,6,212,4488,"PRECINCT 2, COUNTY COMMISSIONER - DEM",Brigid Shea,62,38
COMMISSIONER PRECINCT 2 - D,3/4/2014,Joint General Election,6,6,212,4488,"PRECINCT 2, COUNTY COMMISSIONER - DEM",Richard Jung,38,26
CONGRESSIONAL DISTRICT 10 - D,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT 10, UNITED STATES REPRESENTATIVE - DEM",Tawana Walter-Cadien,82,62
Federal Ballots - DEM,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,32,16
Federal Ballots - DEM,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,Harry Kim,12,5
Federal Ballots - DEM,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,Kesha Rogers,5,10
Federal Ballots - DEM,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",5,3
Federal Ballots - DEM,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,David M. Alameel,50,28
JUSTICE OF THE PEACE 3 - D,3/4/2014,Joint General Election,6,6,212,4488,"PRECINCT 3, JUSTICE OF THE PEACE - DEM",Susan Steeg,88,66
LEGISLATIVE DISTRICT 48 - D,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT 48, STATE REPRESENTATIVE - DEM",Donna Howard,107,76
SENATE DISTRICT 14 - D,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT 14, STATE SENATOR - DEM",Kirk Watson,106,74
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,32,16
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,Harry Kim,12,5
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,Kesha Rogers,5,10
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",5,3
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,UNITED STATES SENATOR - DEM,David M. Alameel,49,28
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,GOVERNOR - DEM,"Reynaldo ""Ray"" Madrigal",4,3
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,GOVERNOR - DEM,Wendy R. Davis,113,79
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,LIEUTENANT GOVERNOR - DEM,Leticia Van de Putte,101,73
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,ATTORNEY GENERAL - DEM,Sam Houston,97,62
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COMPTROLLER OF PUBLIC ACCOUNTS - DEM,Mike Collier,95,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COMMISSIONER OF THE GENERAL LAND OFFICE - DEM,John Cook,94,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COMMISSIONER OF AGRICULTURE - DEM,"Richard ""Kinky"" Friedman",41,36
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COMMISSIONER OF AGRICULTURE - DEM,Jim Hogan,29,13
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COMMISSIONER OF AGRICULTURE - DEM,Hugh Asa Fitzsimons III,37,22
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,RAILROAD COMMISSIONER - DEM,Dale Henry,34,21
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,RAILROAD COMMISSIONER - DEM,Steve Brown,56,37
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"CHIEF JUSTICE, SUPREME COURT - DEM",William Moody,85,60
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"PLACE 6, JUSTICE, SUPREME COURT, UNEXPIRED TERM - DEM",Lawrence Edward Meyers,90,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"PLACE 7, JUSTICE, SUPREME COURT - DEM",Gina Benavides,89,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"PLACE 3, JUDGE, COURT OF CRIMINAL APPEALS - DEM",John Granberg,88,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT - DEM",Diane Henson,95,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT JUDGE, 147TH JUDICIAL DISTRICT - DEM",Cliff Brown,93,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT JUDGE, 201ST JUDICIAL DISTRICT - DEM",Amy Clark Meachum,93,67
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT JUDGE, 250TH JUDICIAL DISTRICT - DEM",Karin Crump,93,67
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT JUDGE, 261ST JUDICIAL DISTRICT - DEM",Lora Livingston,95,68
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT JUDGE, 299TH JUDICIAL DISTRICT - DEM",Karen Sage,93,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT - DEM",David Crain,92,66
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT JUDGE, 403RD JUDICIAL DISTRICT - DEM",Brenda P. Kennedy,92,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"DISTRICT JUDGE, 419TH JUDICIAL DISTRICT - DEM",Orlinda Naranjo,78,60
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COUNTY JUDGE - DEM,Sarah Eckhardt,62,39
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COUNTY JUDGE - DEM,Andy Brown,57,42
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"COUNTY COURT AT LAW 1, JUDGE - DEM",Todd Wong,85,63
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"COUNTY COURT AT LAW 2, JUDGE - DEM",Eric Montgomery Shepperd,85,62
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"COUNTY COURT AT LAW 3, JUDGE - DEM",John Lipscombe,79,42
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"COUNTY COURT AT LAW 3, JUDGE - DEM",Paul Evans,18,18
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"COUNTY COURT AT LAW 4, JUDGE - DEM",Mike Denton,87,63
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"COUNTY COURT AT LAW 5, JUDGE - DEM",Nancy Hohengarten,88,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"COUNTY COURT AT LAW 6, JUDGE - DEM",Brandy Mueller,84,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"COUNTY COURT AT LAW 7, JUDGE - DEM",Elisabeth Earle,88,67
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,"JUDGE, COUNTY PROBATE COURT - DEM",Guy Herman,87,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,DISTRICT CLERK - DEM,Velva L. Price,85,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COUNTY CLERK - DEM,Dana DeBeauvoir,89,71
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COUNTY TREASURER - DEM,Ramey Ko,49,28
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COUNTY TREASURER - DEM,Dolores Ortega Carter,58,39
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,COUNTY CHAIRMAN - DEM,Jan Soifer,87,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,6,6,212,4488,IMMIGRATION REFORM,For,116,75
