Political_subdivision,election_date,election_name,total prov ballots,total prov ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_code,early_votes,election_votes
San Patricio County,11/6/2018,General Election,,,122,0,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,8,0
San Patricio County,11/6/2018,General Election,,,122,0,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,20,0
San Patricio County,11/6/2018,General Election,,,122,0,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,10,0
San Patricio County,11/6/2018,General Election,,,122,0,"State Representative, District No. 43",J.M. Lozano,REP,19,0
San Patricio County,11/6/2018,General Election,,,122,0,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,11,0
San Patricio County,11/6/2018,General Election,,,122,0,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,12,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,19,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,11,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,12,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,12,0
San Patricio County,11/6/2018,General Election,,,122,0,"District Judge, 36th Judicial District",Starr Bauer,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,County Judge,David R. Krebs,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,"Judge, County Court-at-Law",Elizabeth Welborn,REP,20,0
San Patricio County,11/6/2018,General Election,,,122,0,District Clerk,Heather Marks,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,County Clerk,Gracie Alaniz-Gonzales,DEM,14,0
San Patricio County,11/6/2018,General Election,,,122,0,County Treasurer,Denise Janak,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,County Surveyor,Julius Petrus,REP,18,0
San Patricio County,11/6/2018,General Election,,,122,0,"Justice of the Peace, Precinct No. 5",Nere Villarreal,DEM,12,0
San Patricio County,11/6/2018,General Election,,,122,0,"Constable, Precinct No. 5 
Unexpired Term",Valde Ramirez,DEM,13,0
San Patricio County,11/6/2018,General Election,,,123,110,Straight-Party,Republican Party,REP,14,6
San Patricio County,11/6/2018,General Election,,,123,110,Straight-Party,Democratic Party,DEM,9,9
San Patricio County,11/6/2018,General Election,,,123,110,Straight-Party,Libertarian Party,LIB,0,0
San Patricio County,11/6/2018,General Election,,,123,110,United States Senator,Ted Cruz,REP,20,9
San Patricio County,11/6/2018,General Election,,,123,110,United States Senator,Beto O'Rourke,DEM,13,11
San Patricio County,11/6/2018,General Election,,,123,110,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,123,110,"United States Representative, District No. 27",Michael Cloud,REP,20,9
San Patricio County,11/6/2018,General Election,,,123,110,"United States Representative, District No. 27",Eric Holguin,DEM,11,11
San Patricio County,11/6/2018,General Election,,,123,110,"United States Representative, District No. 27",Daniel Tinus,LIB,0,0
San Patricio County,11/6/2018,General Election,,,123,110,"United States Representative, District No. 27",James Duerr,IND,1,0
San Patricio County,11/6/2018,General Election,,,123,110,Governor,Greg Abbott,REP,23,9
San Patricio County,11/6/2018,General Election,,,123,110,Governor,Lupe Valdez,DEM,9,11
San Patricio County,11/6/2018,General Election,,,123,110,Governor,Mark Jay Tippetts,LIB,0,0
San Patricio County,11/6/2018,General Election,,,123,110,Lieutenant Governor,Dan Patrick,REP,21,8
San Patricio County,11/6/2018,General Election,,,123,110,Lieutenant Governor,Mike Collier,DEM,12,12
San Patricio County,11/6/2018,General Election,,,123,110,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0
San Patricio County,11/6/2018,General Election,,,123,110,Attorney General,Ken Paxton,REP,21,8
San Patricio County,11/6/2018,General Election,,,123,110,Attorney General,Justin Nelson,DEM,11,12
San Patricio County,11/6/2018,General Election,,,123,110,Attorney General,Michael Ray Harris,LIB,0,0
San Patricio County,11/6/2018,General Election,,,123,110,Comptroller of Public Accounts,Glenn Hegar,REP,19,9
San Patricio County,11/6/2018,General Election,,,123,110,Comptroller of Public Accounts,Joi Chevalier,DEM,12,10
San Patricio County,11/6/2018,General Election,,,123,110,Comptroller of Public Accounts,Ben Sanders,LIB,1,1
San Patricio County,11/6/2018,General Election,,,123,110,Commissioner of the General Land Office,George P. Bush,REP,19,10
San Patricio County,11/6/2018,General Election,,,123,110,Commissioner of the General Land Office,Miguel Suazo,DEM,10,10
San Patricio County,11/6/2018,General Election,,,123,110,Commissioner of the General Land Office,Matt Pina,LIB,3,0
San Patricio County,11/6/2018,General Election,,,123,110,Commissioner of Agriculture,Sid Miller,REP,20,9
San Patricio County,11/6/2018,General Election,,,123,110,Commissioner of Agriculture,Kim Olson,DEM,11,11
San Patricio County,11/6/2018,General Election,,,123,110,Commissioner of Agriculture,Richard Carpenter,LIB,1,0
San Patricio County,11/6/2018,General Election,,,123,110,Railroad Commissioner,Christi Craddick,REP,20,10
San Patricio County,11/6/2018,General Election,,,123,110,Railroad Commissioner,Roman McAllen,DEM,12,9
San Patricio County,11/6/2018,General Election,,,123,110,Railroad Commissioner,Mike Wright,LIB,0,1
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,21,9
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,12,11
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, Supreme Court, Place 4",John Devine,REP,20,9
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,11,11
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, Supreme Court, Place 6",Jeff Brown,REP,20,9
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,11,11
San Patricio County,11/6/2018,General Election,,,123,110,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,20,9
San Patricio County,11/6/2018,General Election,,,123,110,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,11,11
San Patricio County,11/6/2018,General Election,,,123,110,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,2,0
San Patricio County,11/6/2018,General Election,,,123,110,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,21,8
San Patricio County,11/6/2018,General Election,,,123,110,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,11,11
San Patricio County,11/6/2018,General Election,,,123,110,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,20,12
San Patricio County,11/6/2018,General Election,,,123,110,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,6,1
San Patricio County,11/6/2018,General Election,,,123,110,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,21,9
San Patricio County,11/6/2018,General Election,,,123,110,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,11,11
San Patricio County,11/6/2018,General Election,,,123,110,"State Representative, District No. 43",J.M. Lozano,REP,21,10
San Patricio County,11/6/2018,General Election,,,123,110,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,11,10
San Patricio County,11/6/2018,General Election,,,123,110,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,19,9
San Patricio County,11/6/2018,General Election,,,123,110,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,12,11
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,21,9
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,12,11
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,20,9
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,12,11
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,20,9
San Patricio County,11/6/2018,General Election,,,123,110,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,12,11
San Patricio County,11/6/2018,General Election,,,123,110,"District Judge, 36th Judicial District",Starr Bauer,REP,23,11
San Patricio County,11/6/2018,General Election,,,123,110,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,23,11
San Patricio County,11/6/2018,General Election,,,123,110,County Judge,David R. Krebs,REP,23,10
San Patricio County,11/6/2018,General Election,,,123,110,"Judge, County Court-at-Law",Elizabeth Welborn,REP,25,11
San Patricio County,11/6/2018,General Election,,,123,110,District Clerk,Heather Marks,REP,23,11
San Patricio County,11/6/2018,General Election,,,123,110,County Clerk,Gracie Alaniz-Gonzales,DEM,15,13
San Patricio County,11/6/2018,General Election,,,123,110,County Treasurer,Denise Janak,REP,24,12
San Patricio County,11/6/2018,General Election,,,123,110,County Surveyor,Julius Petrus,REP,24,12
San Patricio County,11/6/2018,General Election,,,123,110,"Justice of the Peace, Precinct No. 2","Daniel ""Danny"" Garza",DEM,15,13
San Patricio County,11/6/2018,General Election,,,124,3464,Straight-Party,Republican Party,REP,267,149
San Patricio County,11/6/2018,General Election,,,124,3464,Straight-Party,Democratic Party,DEM,347,247
San Patricio County,11/6/2018,General Election,,,124,3464,Straight-Party,Libertarian Party,LIB,2,3
San Patricio County,11/6/2018,General Election,,,124,3464,United States Senator,Ted Cruz,REP,382,217
San Patricio County,11/6/2018,General Election,,,124,3464,United States Senator,Beto O'Rourke,DEM,459,295
San Patricio County,11/6/2018,General Election,,,124,3464,United States Senator,Neal M. Dikeman,LIB,3,2
San Patricio County,11/6/2018,General Election,,,124,3464,"United States Representative, District No. 34",Rey Gonzalez,REP,364,203
San Patricio County,11/6/2018,General Election,,,124,3464,"United States Representative, District No. 34",Filemon B. Vela,DEM,468,310
San Patricio County,11/6/2018,General Election,,,124,3464,Governor,Greg Abbott,REP,422,253
San Patricio County,11/6/2018,General Election,,,124,3464,Governor,Lupe Valdez,DEM,418,262
San Patricio County,11/6/2018,General Election,,,124,3464,Governor,Mark Jay Tippetts,LIB,7,2
San Patricio County,11/6/2018,General Election,,,124,3464,Lieutenant Governor,Dan Patrick,REP,366,207
San Patricio County,11/6/2018,General Election,,,124,3464,Lieutenant Governor,Mike Collier,DEM,460,297
San Patricio County,11/6/2018,General Election,,,124,3464,Lieutenant Governor,Kerry Douglas McKennon,LIB,15,3
San Patricio County,11/6/2018,General Election,,,124,3464,Attorney General,Ken Paxton,REP,364,210
San Patricio County,11/6/2018,General Election,,,124,3464,Attorney General,Justin Nelson,DEM,455,294
San Patricio County,11/6/2018,General Election,,,124,3464,Attorney General,Michael Ray Harris,LIB,18,5
San Patricio County,11/6/2018,General Election,,,124,3464,Comptroller of Public Accounts,Glenn Hegar,REP,392,200
San Patricio County,11/6/2018,General Election,,,124,3464,Comptroller of Public Accounts,Joi Chevalier,DEM,433,289
San Patricio County,11/6/2018,General Election,,,124,3464,Comptroller of Public Accounts,Ben Sanders,LIB,9,12
San Patricio County,11/6/2018,General Election,,,124,3464,Commissioner of the General Land Office,George P. Bush,REP,406,209
San Patricio County,11/6/2018,General Election,,,124,3464,Commissioner of the General Land Office,Miguel Suazo,DEM,416,290
San Patricio County,11/6/2018,General Election,,,124,3464,Commissioner of the General Land Office,Matt Pina,LIB,14,12
San Patricio County,11/6/2018,General Election,,,124,3464,Commissioner of Agriculture,Sid Miller,REP,372,202
San Patricio County,11/6/2018,General Election,,,124,3464,Commissioner of Agriculture,Kim Olson,DEM,450,298
San Patricio County,11/6/2018,General Election,,,124,3464,Commissioner of Agriculture,Richard Carpenter,LIB,9,7
San Patricio County,11/6/2018,General Election,,,124,3464,Railroad Commissioner,Christi Craddick,REP,376,199
San Patricio County,11/6/2018,General Election,,,124,3464,Railroad Commissioner,Roman McAllen,DEM,445,295
San Patricio County,11/6/2018,General Election,,,124,3464,Railroad Commissioner,Mike Wright,LIB,10,11
San Patricio County,11/6/2018,General Election,,,124,3464,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,368,205
San Patricio County,11/6/2018,General Election,,,124,3464,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,462,301
San Patricio County,11/6/2018,General Election,,,124,3464,"Justice, Supreme Court, Place 4",John Devine,REP,378,204
San Patricio County,11/6/2018,General Election,,,124,3464,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,448,300
San Patricio County,11/6/2018,General Election,,,124,3464,"Justice, Supreme Court, Place 6",Jeff Brown,REP,377,206
San Patricio County,11/6/2018,General Election,,,124,3464,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,453,300
San Patricio County,11/6/2018,General Election,,,124,3464,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,365,194
San Patricio County,11/6/2018,General Election,,,124,3464,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,451,302
San Patricio County,11/6/2018,General Election,,,124,3464,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,11,9
San Patricio County,11/6/2018,General Election,,,124,3464,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,381,204
San Patricio County,11/6/2018,General Election,,,124,3464,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,450,302
San Patricio County,11/6/2018,General Election,,,124,3464,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,425,236
San Patricio County,11/6/2018,General Election,,,124,3464,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,176,118
San Patricio County,11/6/2018,General Election,,,124,3464,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,365,191
San Patricio County,11/6/2018,General Election,,,124,3464,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,469,318
San Patricio County,11/6/2018,General Election,,,124,3464,"State Representative, District No. 43",J.M. Lozano,REP,412,230
San Patricio County,11/6/2018,General Election,,,124,3464,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,422,285
