political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,partycode,early_votes,election_votes
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Lieutenant Governor,Kerry Douglas McKennon,LIB,24,9
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Attorney General,Ken Paxton,REP,474,136
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Attorney General,Justin Nelson,DEM,172,60
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Attorney General,Michael Ray Harris,LIB,21,12
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Comptroller of Public Accounts,Glenn Hegar,REP,495,141
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Comptroller of Public Accounts,Joi Chevalier,DEM,147,55
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Comptroller of Public Accounts,Ben Sanders,LIB,25,11
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Commissioner of the General Land Office,George P. Bush,REP,486,139
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Commissioner of the General Land Office,Miguel Suazo,DEM,155,59
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Commissioner of the General Land Office,Matt Pina,LIB,27,9
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Commissioner of Agriculture,Sid Miller,REP,480,142
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Commissioner of Agriculture,Kim Olson,DEM,167,57
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Commissioner of Agriculture,Richard Carpenter,LIB,15,8
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Railroad Commissioner,Christi Craddick,REP,493,144
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Railroad Commissioner,Roman McAllen,DEM,149,53
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Railroad Commissioner,Mike Wright,LIB,23,9
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,486,139
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,175,67
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice, Supreme Court, Place 4",John Devine,REP,492,141
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,172,65
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice, Supreme Court, Place 6",Jeff Brown,REP,497,140
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,166,65
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,482,138
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,155,59
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,24,11
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,494,142
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,166,63
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,518,155
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,110,43
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"State Senator, District 31",Kel Seliger,REP,501,151
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"State Senator, District 31",Jack B. Westbrook,LIB,115,48
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"State Representative, District 86",John Smithee,REP,488,143
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"State Representative, District 86",Mike Purcell,DEM,156,63
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,566,178
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,558,175
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"District Judge, 47th Judicial District",Dan L. Schaap,REP,550,174
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"District Judge, 181st Judicial District",John B. Board,REP,550,174
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,553,175
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,Criminal District Attorney,Robert Love,REP,553,171
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,County Judge,Ernie Houdashell,REP,547,173
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Judge, County Court at Law 1",James W. Anderson,REP,551,173
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Judge, County Court at Law 2",Matt Martindale,REP,549,173
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,District Clerk,Joel Forbis,REP,542,175
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,County Clerk,Susan Allen,REP,551,174
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,County Treasurer,Angie Parker,REP,548,175
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Justice of the Peace, Precinct 1",J. Tracy Byrd,REP,549,174
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Constable, Precinct 1, Unexpired Term",Richard Beals,REP,528,170
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Constable, Precinct 1, Unexpired Term","Patrick ""Tinsley"" Tinsley",,7,2
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Constable, Precinct 1, Unexpired Term",Rejected write-ins,,8,2
Randall County,11/6/2018,General Election,24,2,123 CISD,1561,"Constable, Precinct 1, Unexpired Term",Unassigned write-ins,,0,0
Randall County,11/6/2018,General Election,6,4,208,1025,Straight Party,Republican Party,REP,289,138
Randall County,11/6/2018,General Election,6,4,208,1025,Straight Party,Democratic Party,DEM,22,2
Randall County,11/6/2018,General Election,6,4,208,1025,Straight Party,Libertarian Party,LIB,0,1
Randall County,11/6/2018,General Election,6,4,208,1025,United States Senator,Ted Cruz,REP,407,182
Randall County,11/6/2018,General Election,6,4,208,1025,United States Senator,Beto O'Rourke,DEM,43,6
Randall County,11/6/2018,General Election,6,4,208,1025,United States Senator,Neal M. Dikeman,LIB,2,0
Randall County,11/6/2018,General Election,6,4,208,1025,"United States Representative, District 13",Mac Thornberry,REP,406,182
Randall County,11/6/2018,General Election,6,4,208,1025,"United States Representative, District 13",Greg Sagan,DEM,35,4
Randall County,11/6/2018,General Election,6,4,208,1025,"United States Representative, District 13",Calvin DeWeese,LIB,6,2
Randall County,11/6/2018,General Election,6,4,208,1025,Governor,Greg Abbott,REP,409,182
Randall County,11/6/2018,General Election,6,4,208,1025,Governor,Lupe Valdez,DEM,38,4
Randall County,11/6/2018,General Election,6,4,208,1025,Governor,Mark Jay Tippetts,LIB,4,2
Randall County,11/6/2018,General Election,6,4,208,1025,Lieutenant Governor,Dan Patrick,REP,385,169
Randall County,11/6/2018,General Election,6,4,208,1025,Lieutenant Governor,Mike Collier,DEM,57,12
Randall County,11/6/2018,General Election,6,4,208,1025,Lieutenant Governor,Kerry Douglas McKennon,LIB,7,7
Randall County,11/6/2018,General Election,6,4,208,1025,Attorney General,Ken Paxton,REP,396,176
Randall County,11/6/2018,General Election,6,4,208,1025,Attorney General,Justin Nelson,DEM,48,4
Randall County,11/6/2018,General Election,6,4,208,1025,Attorney General,Michael Ray Harris,LIB,4,7
Randall County,11/6/2018,General Election,6,4,208,1025,Comptroller of Public Accounts,Glenn Hegar,REP,404,178
Randall County,11/6/2018,General Election,6,4,208,1025,Comptroller of Public Accounts,Joi Chevalier,DEM,37,3
Randall County,11/6/2018,General Election,6,4,208,1025,Comptroller of Public Accounts,Ben Sanders,LIB,8,5
Randall County,11/6/2018,General Election,6,4,208,1025,Commissioner of the General Land Office,George P. Bush,REP,400,179
Randall County,11/6/2018,General Election,6,4,208,1025,Commissioner of the General Land Office,Miguel Suazo,DEM,37,3
Randall County,11/6/2018,General Election,6,4,208,1025,Commissioner of the General Land Office,Matt Pina,LIB,13,6
Randall County,11/6/2018,General Election,6,4,208,1025,Commissioner of Agriculture,Sid Miller,REP,399,176
Randall County,11/6/2018,General Election,6,4,208,1025,Commissioner of Agriculture,Kim Olson,DEM,44,5
Randall County,11/6/2018,General Election,6,4,208,1025,Commissioner of Agriculture,Richard Carpenter,LIB,6,6
Randall County,11/6/2018,General Election,6,4,208,1025,Railroad Commissioner,Christi Craddick,REP,403,177
Randall County,11/6/2018,General Election,6,4,208,1025,Railroad Commissioner,Roman McAllen,DEM,36,3
Randall County,11/6/2018,General Election,6,4,208,1025,Railroad Commissioner,Mike Wright,LIB,8,7
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,402,181
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,45,5
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice, Supreme Court, Place 4",John Devine,REP,405,182
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,41,4
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice, Supreme Court, Place 6",Jeff Brown,REP,401,182
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,44,4
Randall County,11/6/2018,General Election,6,4,208,1025,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,403,176
Randall County,11/6/2018,General Election,6,4,208,1025,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,38,4
Randall County,11/6/2018,General Election,6,4,208,1025,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,5,6
Randall County,11/6/2018,General Election,6,4,208,1025,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,403,182
Randall County,11/6/2018,General Election,6,4,208,1025,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,41,4
Randall County,11/6/2018,General Election,6,4,208,1025,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,407,176
Randall County,11/6/2018,General Election,6,4,208,1025,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,25,9
Randall County,11/6/2018,General Election,6,4,208,1025,"State Senator, District 31",Kel Seliger,REP,399,175
Randall County,11/6/2018,General Election,6,4,208,1025,"State Senator, District 31",Jack B. Westbrook,LIB,36,10
Randall County,11/6/2018,General Election,6,4,208,1025,"State Representative, District 86",John Smithee,REP,401,181
Randall County,11/6/2018,General Election,6,4,208,1025,"State Representative, District 86",Mike Purcell,DEM,43,6
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,417,185
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,417,185
Randall County,11/6/2018,General Election,6,4,208,1025,"District Judge, 47th Judicial District",Dan L. Schaap,REP,415,185
Randall County,11/6/2018,General Election,6,4,208,1025,"District Judge, 181st Judicial District",John B. Board,REP,414,185
Randall County,11/6/2018,General Election,6,4,208,1025,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,414,185
Randall County,11/6/2018,General Election,6,4,208,1025,Criminal District Attorney,Robert Love,REP,413,185
Randall County,11/6/2018,General Election,6,4,208,1025,County Judge,Ernie Houdashell,REP,412,185
Randall County,11/6/2018,General Election,6,4,208,1025,"Judge, County Court at Law 1",James W. Anderson,REP,410,185
Randall County,11/6/2018,General Election,6,4,208,1025,"Judge, County Court at Law 2",Matt Martindale,REP,411,184
Randall County,11/6/2018,General Election,6,4,208,1025,District Clerk,Joel Forbis,REP,411,185
Randall County,11/6/2018,General Election,6,4,208,1025,County Clerk,Susan Allen,REP,411,185
Randall County,11/6/2018,General Election,6,4,208,1025,County Treasurer,Angie Parker,REP,411,185
Randall County,11/6/2018,General Election,6,4,208,1025,"County Commissioner, Precinct 2",Mark C. Benton,REP,410,186
Randall County,11/6/2018,General Election,6,4,208,1025,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,415,185
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Straight Party,Republican Party,REP,1234,370
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Straight Party,Democratic Party,DEM,243,83
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Straight Party,Libertarian Party,LIB,5,7
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,United States Senator,Ted Cruz,REP,1661,500
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,United States Senator,Beto O'Rourke,DEM,452,164
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,United States Senator,Neal M. Dikeman,LIB,8,16
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"United States Representative, District 13",Mac Thornberry,REP,1711,549
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"United States Representative, District 13",Greg Sagan,DEM,372,109
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"United States Representative, District 13",Calvin DeWeese,LIB,22,17
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Governor,Greg Abbott,REP,1703,538
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Governor,Lupe Valdez,DEM,394,125
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Governor,Mark Jay Tippetts,LIB,18,15
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Lieutenant Governor,Dan Patrick,REP,1612,484
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Lieutenant Governor,Mike Collier,DEM,455,159
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Lieutenant Governor,Kerry Douglas McKennon,LIB,38,31
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Attorney General,Ken Paxton,REP,1636,495
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Attorney General,Justin Nelson,DEM,426,145
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Attorney General,Michael Ray Harris,LIB,33,38
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Comptroller of Public Accounts,Glenn Hegar,REP,1679,518
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Comptroller of Public Accounts,Joi Chevalier,DEM,380,122
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Comptroller of Public Accounts,Ben Sanders,LIB,36,32
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Commissioner of the General Land Office,George P. Bush,REP,1675,534
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Commissioner of the General Land Office,Miguel Suazo,DEM,382,118
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Commissioner of the General Land Office,Matt Pina,LIB,39,24
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Commissioner of Agriculture,Sid Miller,REP,1645,505
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Commissioner of Agriculture,Kim Olson,DEM,416,138
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Commissioner of Agriculture,Richard Carpenter,LIB,25,28
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Railroad Commissioner,Christi Craddick,REP,1673,511
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Railroad Commissioner,Roman McAllen,DEM,381,124
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Railroad Commissioner,Mike Wright,LIB,36,37
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1677,532
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,416,139
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice, Supreme Court, Place 4",John Devine,REP,1680,535
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,411,136
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1683,534
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,414,137
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1665,518
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,403,128
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,24,29
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1690,538
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,401,133
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1756,563
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,233,90
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"State Senator, District 31",Kel Seliger,REP,1739,550
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"State Senator, District 31",Jack B. Westbrook,LIB,272,110
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"State Representative, District 86",John Smithee,REP,1703,535
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"State Representative, District 86",Mike Purcell,DEM,385,142
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,1853,603
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,1849,601
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"District Judge, 47th Judicial District",Dan L. Schaap,REP,1830,599
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"District Judge, 181st Judicial District",John B. Board,REP,1827,593
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,1825,595
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,Criminal District Attorney,Robert Love,REP,1818,594
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,County Judge,Ernie Houdashell,REP,1821,596
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Judge, County Court at Law 1",James W. Anderson,REP,1816,593
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Judge, County Court at Law 2",Matt Martindale,REP,1821,597
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,District Clerk,Joel Forbis,REP,1812,590
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,County Clerk,Susan Allen,REP,1810,593
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,County Treasurer,Angie Parker,REP,1804,594
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"County Commissioner, Precinct 2",Mark C. Benton,REP,1806,590
Randall County,11/6/2018,General Election,22,9,208 CISD,4844,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,1815,589
Randall County,11/6/2018,General Election,6,3,220,2023,Straight Party,Republican Party,REP,514,140
Randall County,11/6/2018,General Election,6,3,220,2023,Straight Party,Democratic Party,DEM,92,30
Randall County,11/6/2018,General Election,6,3,220,2023,Straight Party,Libertarian Party,LIB,2,3
Randall County,11/6/2018,General Election,6,3,220,2023,United States Senator,Ted Cruz,REP,703,193
Randall County,11/6/2018,General Election,6,3,220,2023,United States Senator,Beto O'Rourke,DEM,169,53
Randall County,11/6/2018,General Election,6,3,220,2023,United States Senator,Neal M. Dikeman,LIB,2,4
Randall County,11/6/2018,General Election,6,3,220,2023,"United States Representative, District 13",Mac Thornberry,REP,709,200
Randall County,11/6/2018,General Election,6,3,220,2023,"United States Representative, District 13",Greg Sagan,DEM,141,43
Randall County,11/6/2018,General Election,6,3,220,2023,"United States Representative, District 13",Calvin DeWeese,LIB,16,6
Randall County,11/6/2018,General Election,6,3,220,2023,Governor,Greg Abbott,REP,715,204
Randall County,11/6/2018,General Election,6,3,220,2023,Governor,Lupe Valdez,DEM,149,43
Randall County,11/6/2018,General Election,6,3,220,2023,Governor,Mark Jay Tippetts,LIB,10,4
Randall County,11/6/2018,General Election,6,3,220,2023,Lieutenant Governor,Dan Patrick,REP,684,190
Randall County,11/6/2018,General Election,6,3,220,2023,Lieutenant Governor,Mike Collier,DEM,171,51
Randall County,11/6/2018,General Election,6,3,220,2023,Lieutenant Governor,Kerry Douglas McKennon,LIB,17,9
Randall County,11/6/2018,General Election,6,3,220,2023,Attorney General,Ken Paxton,REP,674,195
Randall County,11/6/2018,General Election,6,3,220,2023,Attorney General,Justin Nelson,DEM,179,48
Randall County,11/6/2018,General Election,6,3,220,2023,Attorney General,Michael Ray Harris,LIB,16,8
Randall County,11/6/2018,General Election,6,3,220,2023,Comptroller of Public Accounts,Glenn Hegar,REP,683,190
Randall County,11/6/2018,General Election,6,3,220,2023,Comptroller of Public Accounts,Joi Chevalier,DEM,153,46
Randall County,11/6/2018,General Election,6,3,220,2023,Comptroller of Public Accounts,Ben Sanders,LIB,26,12
Randall County,11/6/2018,General Election,6,3,220,2023,Commissioner of the General Land Office,George P. Bush,REP,680,193
Randall County,11/6/2018,General Election,6,3,220,2023,Commissioner of the General Land Office,Miguel Suazo,DEM,157,42
Randall County,11/6/2018,General Election,6,3,220,2023,Commissioner of the General Land Office,Matt Pina,LIB,27,13
Randall County,11/6/2018,General Election,6,3,220,2023,Commissioner of Agriculture,Sid Miller,REP,673,188
Randall County,11/6/2018,General Election,6,3,220,2023,Commissioner of Agriculture,Kim Olson,DEM,165,47
Randall County,11/6/2018,General Election,6,3,220,2023,Commissioner of Agriculture,Richard Carpenter,LIB,25,13
Randall County,11/6/2018,General Election,6,3,220,2023,Railroad Commissioner,Christi Craddick,REP,682,194
Randall County,11/6/2018,General Election,6,3,220,2023,Railroad Commissioner,Roman McAllen,DEM,158,42
Randall County,11/6/2018,General Election,6,3,220,2023,Railroad Commissioner,Mike Wright,LIB,26,13
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,695,198
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,168,51
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice, Supreme Court, Place 4",John Devine,REP,694,198
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,167,50
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice, Supreme Court, Place 6",Jeff Brown,REP,692,197
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,168,51
Randall County,11/6/2018,General Election,6,3,220,2023,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,688,193
Randall County,11/6/2018,General Election,6,3,220,2023,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,154,42
Randall County,11/6/2018,General Election,6,3,220,2023,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,22,14
Randall County,11/6/2018,General Election,6,3,220,2023,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,699,201
Randall County,11/6/2018,General Election,6,3,220,2023,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,162,47
Randall County,11/6/2018,General Election,6,3,220,2023,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,724,208
Randall County,11/6/2018,General Election,6,3,220,2023,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,90,32
Randall County,11/6/2018,General Election,6,3,220,2023,"State Senator, District 31",Kel Seliger,REP,729,213
Randall County,11/6/2018,General Election,6,3,220,2023,"State Senator, District 31",Jack B. Westbrook,LIB,98,33
Randall County,11/6/2018,General Election,6,3,220,2023,"State Representative, District 86",John Smithee,REP,708,201
Randall County,11/6/2018,General Election,6,3,220,2023,"State Representative, District 86",Mike Purcell,DEM,160,47
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,754,224
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,755,226
Randall County,11/6/2018,General Election,6,3,220,2023,"District Judge, 47th Judicial District",Dan L. Schaap,REP,751,223
Randall County,11/6/2018,General Election,6,3,220,2023,"District Judge, 181st Judicial District",John B. Board,REP,750,225
Randall County,11/6/2018,General Election,6,3,220,2023,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,750,225
Randall County,11/6/2018,General Election,6,3,220,2023,Criminal District Attorney,Robert Love,REP,745,225
Randall County,11/6/2018,General Election,6,3,220,2023,County Judge,Ernie Houdashell,REP,750,226
Randall County,11/6/2018,General Election,6,3,220,2023,"Judge, County Court at Law 1",James W. Anderson,REP,741,223
Randall County,11/6/2018,General Election,6,3,220,2023,"Judge, County Court at Law 2",Matt Martindale,REP,752,224
Randall County,11/6/2018,General Election,6,3,220,2023,District Clerk,Joel Forbis,REP,741,222
Randall County,11/6/2018,General Election,6,3,220,2023,County Clerk,Susan Allen,REP,748,220
Randall County,11/6/2018,General Election,6,3,220,2023,County Treasurer,Angie Parker,REP,744,222
Randall County,11/6/2018,General Election,6,3,220,2023,"County Commissioner, Precinct 2",Mark C. Benton,REP,740,220
Randall County,11/6/2018,General Election,6,3,220,2023,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,748,223
Randall County,11/6/2018,General Election,14,6,222,4300,Straight Party,Republican Party,REP,1166,316
Randall County,11/6/2018,General Election,14,6,222,4300,Straight Party,Democratic Party,DEM,171,45
Randall County,11/6/2018,General Election,14,6,222,4300,Straight Party,Libertarian Party,LIB,4,6
Randall County,11/6/2018,General Election,14,6,222,4300,United States Senator,Ted Cruz,REP,1673,465
Randall County,11/6/2018,General Election,14,6,222,4300,United States Senator,Beto O'Rourke,DEM,379,103
Randall County,11/6/2018,General Election,14,6,222,4300,United States Senator,Neal M. Dikeman,LIB,13,10
Randall County,11/6/2018,General Election,14,6,222,4300,"United States Representative, District 13",Mac Thornberry,REP,1724,495
Randall County,11/6/2018,General Election,14,6,222,4300,"United States Representative, District 13",Greg Sagan,DEM,303,67
Randall County,11/6/2018,General Election,14,6,222,4300,"United States Representative, District 13",Calvin DeWeese,LIB,35,18
Randall County,11/6/2018,General Election,14,6,222,4300,Governor,Greg Abbott,REP,1715,493
Randall County,11/6/2018,General Election,14,6,222,4300,Governor,Lupe Valdez,DEM,314,74
Randall County,11/6/2018,General Election,14,6,222,4300,Governor,Mark Jay Tippetts,LIB,30,13
Randall County,11/6/2018,General Election,14,6,222,4300,Lieutenant Governor,Dan Patrick,REP,1602,451
Randall County,11/6/2018,General Election,14,6,222,4300,Lieutenant Governor,Mike Collier,DEM,396,105
Randall County,11/6/2018,General Election,14,6,222,4300,Lieutenant Governor,Kerry Douglas McKennon,LIB,55,20
Randall County,11/6/2018,General Election,14,6,222,4300,Attorney General,Ken Paxton,REP,1617,460
Randall County,11/6/2018,General Election,14,6,222,4300,Attorney General,Justin Nelson,DEM,383,98
Randall County,11/6/2018,General Election,14,6,222,4300,Attorney General,Michael Ray Harris,LIB,50,17
