political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,partycode,early_votes,election_votes
Randall County,11/6/2018,General Election,0,0,305,25,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,"Justice, Supreme Court, Place 6",Jeff Brown,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,"State Senator, District 31",Kel Seliger,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,"State Senator, District 31",Jack B. Westbrook,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,"State Representative, District 86",John Smithee,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"State Representative, District 86",Mike Purcell,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,"District Judge, 47th Judicial District",Dan L. Schaap,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"District Judge, 181st Judicial District",John B. Board,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,Criminal District Attorney,Robert Love,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,County Judge,Ernie Houdashell,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"Judge, County Court at Law 1",James W. Anderson,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"Judge, County Court at Law 2",Matt Martindale,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,District Clerk,Joel Forbis,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,County Clerk,Susan Allen,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,County Treasurer,Angie Parker,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"Justice of the Peace, Precinct 1",J. Tracy Byrd,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"Constable, Precinct 1, Unexpired Term",Richard Beals,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"Constable, Precinct 1, Unexpired Term","Patrick ""Tinsley"" Tinsley",,0,0
Randall County,11/6/2018,General Election,0,0,305,25,"Constable, Precinct 1, Unexpired Term",Rejected write-ins,,0,0
Randall County,11/6/2018,General Election,0,0,305,25,"Constable, Precinct 1, Unexpired Term",Unassigned write-ins,,0,0
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Straight Party,Republican Party,REP,610,223
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Straight Party,Democratic Party,DEM,88,38
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Straight Party,Libertarian Party,LIB,5,3
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,United States Senator,Ted Cruz,REP,904,334
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,United States Senator,Beto O'Rourke,DEM,201,81
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,United States Senator,Neal M. Dikeman,LIB,9,2
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"United States Representative, District 13",Mac Thornberry,REP,934,345
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"United States Representative, District 13",Greg Sagan,DEM,148,55
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"United States Representative, District 13",Calvin DeWeese,LIB,22,14
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Governor,Greg Abbott,REP,920,345
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Governor,Lupe Valdez,DEM,175,59
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Governor,Mark Jay Tippetts,LIB,19,11
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Lieutenant Governor,Dan Patrick,REP,849,303
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Lieutenant Governor,Mike Collier,DEM,226,92
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Lieutenant Governor,Kerry Douglas McKennon,LIB,31,20
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Attorney General,Ken Paxton,REP,876,325
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Attorney General,Justin Nelson,DEM,201,71
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Attorney General,Michael Ray Harris,LIB,28,16
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Comptroller of Public Accounts,Glenn Hegar,REP,902,339
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Comptroller of Public Accounts,Joi Chevalier,DEM,164,57
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Comptroller of Public Accounts,Ben Sanders,LIB,35,18
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Commissioner of the General Land Office,George P. Bush,REP,904,334
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Commissioner of the General Land Office,Miguel Suazo,DEM,166,57
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Commissioner of the General Land Office,Matt Pina,LIB,39,23
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Commissioner of Agriculture,Sid Miller,REP,889,332
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Commissioner of Agriculture,Kim Olson,DEM,190,67
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Commissioner of Agriculture,Richard Carpenter,LIB,22,14
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Railroad Commissioner,Christi Craddick,REP,912,339
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Railroad Commissioner,Roman McAllen,DEM,163,55
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Railroad Commissioner,Mike Wright,LIB,29,15
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,915,347
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,184,66
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice, Supreme Court, Place 4",John Devine,REP,919,341
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,181,69
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice, Supreme Court, Place 6",Jeff Brown,REP,918,339
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,182,71
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,900,327
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,173,63
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,25,21
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,917,347
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,181,63
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,947,352
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,114,49
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"State Senator, District 31",Kel Seliger,REP,937,351
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"State Senator, District 31",Jack B. Westbrook,LIB,124,53
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"State Representative, District 86",John Smithee,REP,925,345
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"State Representative, District 86",Mike Purcell,DEM,174,65
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,982,379
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,984,378
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"District Judge, 47th Judicial District",Dan L. Schaap,REP,974,375
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"District Judge, 181st Judicial District",John B. Board,REP,976,373
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,977,374
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,Criminal District Attorney,Robert Love,REP,973,372
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,County Judge,Ernie Houdashell,REP,974,377
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Judge, County Court at Law 1",James W. Anderson,REP,970,373
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Judge, County Court at Law 2",Matt Martindale,REP,971,373
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,District Clerk,Joel Forbis,REP,967,371
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,County Clerk,Susan Allen,REP,972,374
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,County Treasurer,Angie Parker,REP,975,374
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Justice of the Peace, Precinct 1",J. Tracy Byrd,REP,978,376
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Constable, Precinct 1, Unexpired Term",Richard Beals,REP,948,366
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Constable, Precinct 1, Unexpired Term","Patrick ""Tinsley"" Tinsley",,23,5
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Constable, Precinct 1, Unexpired Term",Rejected write-ins,,5,3
Randall County,11/6/2018,General Election,14,1,305 CISD,2728,"Constable, Precinct 1, Unexpired Term",Unassigned write-ins,,0,0
Randall County,11/6/2018,General Election,1,0,306,158,Straight Party,Republican Party,REP,50,8
Randall County,11/6/2018,General Election,1,0,306,158,Straight Party,Democratic Party,DEM,1,1
Randall County,11/6/2018,General Election,1,0,306,158,Straight Party,Libertarian Party,LIB,0,0
Randall County,11/6/2018,General Election,1,0,306,158,United States Senator,Ted Cruz,REP,69,15
Randall County,11/6/2018,General Election,1,0,306,158,United States Senator,Beto O'Rourke,DEM,3,5
Randall County,11/6/2018,General Election,1,0,306,158,United States Senator,Neal M. Dikeman,LIB,0,0
Randall County,11/6/2018,General Election,1,0,306,158,"United States Representative, District 13",Mac Thornberry,REP,70,19
Randall County,11/6/2018,General Election,1,0,306,158,"United States Representative, District 13",Greg Sagan,DEM,2,1
Randall County,11/6/2018,General Election,1,0,306,158,"United States Representative, District 13",Calvin DeWeese,LIB,0,0
Randall County,11/6/2018,General Election,1,0,306,158,Governor,Greg Abbott,REP,70,16
Randall County,11/6/2018,General Election,1,0,306,158,Governor,Lupe Valdez,DEM,2,1
Randall County,11/6/2018,General Election,1,0,306,158,Governor,Mark Jay Tippetts,LIB,0,2
Randall County,11/6/2018,General Election,1,0,306,158,Lieutenant Governor,Dan Patrick,REP,63,14
Randall County,11/6/2018,General Election,1,0,306,158,Lieutenant Governor,Mike Collier,DEM,7,6
Randall County,11/6/2018,General Election,1,0,306,158,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0
Randall County,11/6/2018,General Election,1,0,306,158,Attorney General,Ken Paxton,REP,66,15
Randall County,11/6/2018,General Election,1,0,306,158,Attorney General,Justin Nelson,DEM,4,5
Randall County,11/6/2018,General Election,1,0,306,158,Attorney General,Michael Ray Harris,LIB,1,0
Randall County,11/6/2018,General Election,1,0,306,158,Comptroller of Public Accounts,Glenn Hegar,REP,68,15
Randall County,11/6/2018,General Election,1,0,306,158,Comptroller of Public Accounts,Joi Chevalier,DEM,2,3
Randall County,11/6/2018,General Election,1,0,306,158,Comptroller of Public Accounts,Ben Sanders,LIB,0,1
Randall County,11/6/2018,General Election,1,0,306,158,Commissioner of the General Land Office,George P. Bush,REP,71,17
Randall County,11/6/2018,General Election,1,0,306,158,Commissioner of the General Land Office,Miguel Suazo,DEM,1,3
Randall County,11/6/2018,General Election,1,0,306,158,Commissioner of the General Land Office,Matt Pina,LIB,0,0
Randall County,11/6/2018,General Election,1,0,306,158,Commissioner of Agriculture,Sid Miller,REP,70,17
Randall County,11/6/2018,General Election,1,0,306,158,Commissioner of Agriculture,Kim Olson,DEM,2,3
Randall County,11/6/2018,General Election,1,0,306,158,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
Randall County,11/6/2018,General Election,1,0,306,158,Railroad Commissioner,Christi Craddick,REP,71,15
Randall County,11/6/2018,General Election,1,0,306,158,Railroad Commissioner,Roman McAllen,DEM,1,4
Randall County,11/6/2018,General Election,1,0,306,158,Railroad Commissioner,Mike Wright,LIB,0,1
Randall County,11/6/2018,General Election,1,0,306,158,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,70,16
Randall County,11/6/2018,General Election,1,0,306,158,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,2,4
Randall County,11/6/2018,General Election,1,0,306,158,"Justice, Supreme Court, Place 4",John Devine,REP,70,18
Randall County,11/6/2018,General Election,1,0,306,158,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,2,2
Randall County,11/6/2018,General Election,1,0,306,158,"Justice, Supreme Court, Place 6",Jeff Brown,REP,70,18
Randall County,11/6/2018,General Election,1,0,306,158,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,2,2
Randall County,11/6/2018,General Election,1,0,306,158,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,70,18
Randall County,11/6/2018,General Election,1,0,306,158,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,2,2
Randall County,11/6/2018,General Election,1,0,306,158,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,0
Randall County,11/6/2018,General Election,1,0,306,158,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,70,17
Randall County,11/6/2018,General Election,1,0,306,158,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,2,3
Randall County,11/6/2018,General Election,1,0,306,158,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,70,19
Randall County,11/6/2018,General Election,1,0,306,158,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,2,1
Randall County,11/6/2018,General Election,1,0,306,158,"State Senator, District 31",Kel Seliger,REP,68,18
Randall County,11/6/2018,General Election,1,0,306,158,"State Senator, District 31",Jack B. Westbrook,LIB,2,1
Randall County,11/6/2018,General Election,1,0,306,158,"State Representative, District 86",John Smithee,REP,70,19
Randall County,11/6/2018,General Election,1,0,306,158,"State Representative, District 86",Mike Purcell,DEM,2,1
Randall County,11/6/2018,General Election,1,0,306,158,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,70,19
Randall County,11/6/2018,General Election,1,0,306,158,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,70,17
Randall County,11/6/2018,General Election,1,0,306,158,"District Judge, 47th Judicial District",Dan L. Schaap,REP,69,18
Randall County,11/6/2018,General Election,1,0,306,158,"District Judge, 181st Judicial District",John B. Board,REP,70,18
Randall County,11/6/2018,General Election,1,0,306,158,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,69,18
Randall County,11/6/2018,General Election,1,0,306,158,Criminal District Attorney,Robert Love,REP,69,18
Randall County,11/6/2018,General Election,1,0,306,158,County Judge,Ernie Houdashell,REP,70,19
Randall County,11/6/2018,General Election,1,0,306,158,"Judge, County Court at Law 1",James W. Anderson,REP,69,18
Randall County,11/6/2018,General Election,1,0,306,158,"Judge, County Court at Law 2",Matt Martindale,REP,70,18
Randall County,11/6/2018,General Election,1,0,306,158,District Clerk,Joel Forbis,REP,69,18
Randall County,11/6/2018,General Election,1,0,306,158,County Clerk,Susan Allen,REP,68,19
Randall County,11/6/2018,General Election,1,0,306,158,County Treasurer,Angie Parker,REP,69,18
Randall County,11/6/2018,General Election,1,0,306,158,"Justice of the Peace, Precinct 1",J. Tracy Byrd,REP,70,18
Randall County,11/6/2018,General Election,1,0,306,158,"Constable, Precinct 1, Unexpired Term",Richard Beals,REP,69,18
Randall County,11/6/2018,General Election,1,0,306,158,"Constable, Precinct 1, Unexpired Term","Patrick ""Tinsley"" Tinsley",,0,0
Randall County,11/6/2018,General Election,1,0,306,158,"Constable, Precinct 1, Unexpired Term",Rejected write-ins,,0,0
Randall County,11/6/2018,General Election,1,0,306,158,"Constable, Precinct 1, Unexpired Term",Unassigned write-ins,,0,0
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Straight Party,Republican Party,REP,868,251
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Straight Party,Democratic Party,DEM,166,65
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Straight Party,Libertarian Party,LIB,4,5
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,United States Senator,Ted Cruz,REP,1323,393
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,United States Senator,Beto O'Rourke,DEM,349,120
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,United States Senator,Neal M. Dikeman,LIB,11,10
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"United States Representative, District 13",Mac Thornberry,REP,1346,408
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"United States Representative, District 13",Greg Sagan,DEM,286,95
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"United States Representative, District 13",Calvin DeWeese,LIB,40,15
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Governor,Greg Abbott,REP,1340,411
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Governor,Lupe Valdez,DEM,305,91
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Governor,Mark Jay Tippetts,LIB,31,18
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Lieutenant Governor,Dan Patrick,REP,1197,364
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Lieutenant Governor,Mike Collier,DEM,412,136
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Lieutenant Governor,Kerry Douglas McKennon,LIB,53,18
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Attorney General,Ken Paxton,REP,1269,375
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Attorney General,Justin Nelson,DEM,348,116
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Attorney General,Michael Ray Harris,LIB,41,22
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Comptroller of Public Accounts,Glenn Hegar,REP,1313,393
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Comptroller of Public Accounts,Joi Chevalier,DEM,287,96
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Comptroller of Public Accounts,Ben Sanders,LIB,56,22
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Commissioner of the General Land Office,George P. Bush,REP,1300,399
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Commissioner of the General Land Office,Miguel Suazo,DEM,305,94
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Commissioner of the General Land Office,Matt Pina,LIB,55,20
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Commissioner of Agriculture,Sid Miller,REP,1296,387
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Commissioner of Agriculture,Kim Olson,DEM,322,100
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Commissioner of Agriculture,Richard Carpenter,LIB,44,22
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Railroad Commissioner,Christi Craddick,REP,1321,389
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Railroad Commissioner,Roman McAllen,DEM,285,97
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Railroad Commissioner,Mike Wright,LIB,49,25
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1335,409
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,314,101
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice, Supreme Court, Place 4",John Devine,REP,1332,404
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,307,106
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1329,405
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,315,106
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1324,390
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,289,97
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,40,22
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1336,408
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,306,99
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1368,419
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,192,68
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"State Senator, District 31",Kel Seliger,REP,1366,425
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"State Senator, District 31",Jack B. Westbrook,LIB,229,71
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"State Representative, District 86",John Smithee,REP,1351,411
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"State Representative, District 86",Mike Purcell,DEM,304,106
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,1429,461
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,1428,451
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"District Judge, 47th Judicial District",Dan L. Schaap,REP,1412,456
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"District Judge, 181st Judicial District",John B. Board,REP,1409,455
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,1419,458
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,Criminal District Attorney,Robert Love,REP,1403,453
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,County Judge,Ernie Houdashell,REP,1413,459
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Judge, County Court at Law 1",James W. Anderson,REP,1408,455
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Judge, County Court at Law 2",Matt Martindale,REP,1410,455
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,District Clerk,Joel Forbis,REP,1404,452
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,County Clerk,Susan Allen,REP,1402,459
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,County Treasurer,Angie Parker,REP,1408,456
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Justice of the Peace, Precinct 1",J. Tracy Byrd,REP,1421,461
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Constable, Precinct 1, Unexpired Term",Richard Beals,REP,1389,445
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Constable, Precinct 1, Unexpired Term","Patrick ""Tinsley"" Tinsley",,28,7
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Constable, Precinct 1, Unexpired Term",Rejected write-ins,,5,2
Randall County,11/6/2018,General Election,17,7,306 CISD,3712,"Constable, Precinct 1, Unexpired Term",Unassigned write-ins,,0,0
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Straight Party,Republican Party,REP,999,248
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Straight Party,Democratic Party,DEM,138,45
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Straight Party,Libertarian Party,LIB,4,5
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,United States Senator,Ted Cruz,REP,1455,350
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,United States Senator,Beto O'Rourke,DEM,296,97
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,United States Senator,Neal M. Dikeman,LIB,9,7
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"United States Representative, District 13",Mac Thornberry,REP,1497,366
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"United States Representative, District 13",Greg Sagan,DEM,229,66
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"United States Representative, District 13",Calvin DeWeese,LIB,27,18
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Governor,Greg Abbott,REP,1486,370
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Governor,Lupe Valdez,DEM,236,69
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Governor,Mark Jay Tippetts,LIB,27,14
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Lieutenant Governor,Dan Patrick,REP,1336,329
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Lieutenant Governor,Mike Collier,DEM,371,101
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Lieutenant Governor,Kerry Douglas McKennon,LIB,39,22
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Attorney General,Ken Paxton,REP,1418,348
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Attorney General,Justin Nelson,DEM,287,79
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Attorney General,Michael Ray Harris,LIB,38,23
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Comptroller of Public Accounts,Glenn Hegar,REP,1463,354
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Comptroller of Public Accounts,Joi Chevalier,DEM,226,67
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Comptroller of Public Accounts,Ben Sanders,LIB,41,26
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Commissioner of the General Land Office,George P. Bush,REP,1451,354
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Commissioner of the General Land Office,Miguel Suazo,DEM,242,74
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Commissioner of the General Land Office,Matt Pina,LIB,49,22
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Commissioner of Agriculture,Sid Miller,REP,1424,342
