political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,,,,Absentee Voting Votes,Early Voting Votes
Gaines County,11/6/2018,General Election,,,9,8926,"Justice, Supreme Court, Place 4",John Devine,REP,142,56,,,,3,139
Gaines County,11/6/2018,General Election,,,9,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,11,3,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,142,56,,,,3,139
Gaines County,11/6/2018,General Election,,,9,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,11,3,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,140,55,,,,3,137
Gaines County,11/6/2018,General Election,,,9,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,11,4,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,2,0,,,,0,2
Gaines County,11/6/2018,General Election,,,9,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,142,56,,,,3,139
Gaines County,11/6/2018,General Election,,,9,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,11,3,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,143,56,,,,3,140
Gaines County,11/6/2018,General Election,,,9,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,7,3,,,,0,7
Gaines County,11/6/2018,General Election,,,9,8926,"State Senator, District No. 31",Kel Seliger,REP,141,56,,,,3,138
Gaines County,11/6/2018,General Election,,,9,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,9,3,,,,0,9
Gaines County,11/6/2018,General Election,,,9,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,141,56,,,,3,138
Gaines County,11/6/2018,General Election,,,9,8926,"State Representative, 
District No. 83",Drew Landry,DEM,11,3,,,,0,11
Gaines County,11/6/2018,General Election,,,9,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,147,57,,,,3,144
Gaines County,11/6/2018,General Election,,,9,8926,"District Judge, 106th Judicial District",Reed Filley,REP,147,57,,,,3,144
Gaines County,11/6/2018,General Election,2,,9 - Seminole,8926,Straight Party,Republican Party    REP,REP,46,23,,,,7,39
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Straight Party,Democratic Party   DEM,DEM,8,4,,,,2,6
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Straight Party,Libertarian Party    LIB,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,United States Senator,Ted Cruz,REP,53,22,,,,9,44
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,United States Senator,Beto O'Rourke,DEM,11,5,,,,3,8
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,United States Senator,Neal M. Dikeman,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,54,24,,,,9,45
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,10,4,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Governor,Greg Abbott,REP,54,23,,,,9,45
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Governor,Lupe Valdez,DEM,10,5,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Governor,Mark Jay Tippetts,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Lieutenant Governor,Dan Patrick,REP,54,21,,,,9,45
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Lieutenant Governor,Mike Collier,DEM,10,7,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Attorney General,Ken Paxton,REP,53,21,,,,9,44
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Attorney General,Justin Nelson,DEM,11,6,,,,3,8
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Attorney General,Michael Ray Harris,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Comptroller of Public Accounts,Glenn Hegar,REP,54,24,,,,9,45
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,10,4,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Comptroller of Public Accounts,Ben Sanders,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Commissioner of the General
Land Office",George P. Bush,REP,53,24,,,,9,44
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,10,4,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Commissioner of Agriculture,Sid Miller,REP,51,24,,,,9,42
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Commissioner of Agriculture,Kim Olson,DEM,12,4,,,,3,9
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Railroad Commissioner,Christi Craddick,REP,53,24,,,,9,44
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Railroad Commissioner,Roman McAllen,DEM,10,4,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,Railroad Commissioner,Mike Wright,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,53,24,,,,9,44
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,10,4,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Justice, Supreme Court, Place 4",John Devine,REP,52,24,,,,9,43
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,11,4,,,,3,8
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,52,24,,,,9,43
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,11,4,,,,3,8
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,53,24,,,,9,44
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,10,4,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,53,24,,,,9,44
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,10,4,,,,3,7
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,54,24,,,,9,45
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,6,2,,,,1,5
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"State Senator, District No. 31",Kel Seliger,REP,56,25,,,,9,47
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,5,1,,,,1,4
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,52,24,,,,9,43
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"State Representative, 
District No. 83",Drew Landry,DEM,12,4,,,,3,9
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,56,25,,,,9,47
Gaines County,11/6/2018,General Election,,,9 - Seminole,8926,"District Judge, 106th Judicial District",Reed Filley,REP,57,25,,,,9,48
