Political_Subdivision,Election_Date,Election_Name,Total_Provisional_Ballots_Counted,Precinct_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,2,2,Straight Party,,1,2,Democratic,C,2,DEM,140,31,71,0,0,0,0,0,79,13,41,0,61,18,30,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,140,3,71,0,0,0,0,0,79,1,41,0,61,2,30,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,3,3,United States Senator,,1,1,Ted Cruz,C,1,REP,140,87,5,0,0,0,0,0,79,57,3,0,61,30,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,3,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,140,47,5,0,0,0,0,0,79,19,3,0,61,28,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,3,3,United States Senator,,1,3,Neal M. Dikerman,C,3,LIB,140,1,5,0,0,0,0,0,79,0,3,0,61,1,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,4,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,140,85,8,0,0,0,0,0,79,54,6,0,61,31,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,4,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,140,47,8,0,0,0,0,0,79,19,6,0,61,28,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,5,5,Governor,,1,1,Greg Abbott,C,1,REP,140,87,6,0,0,0,0,0,79,57,4,0,61,30,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,5,5,Governor,,1,2,Lupe Valdez,C,2,DEM,140,46,6,0,0,0,0,0,79,17,4,0,61,29,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,5,5,Governor,,1,3,Mark Jay Tippetts,C,3,LIB,140,1,6,0,0,0,0,0,79,1,4,0,61,0,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,140,75,7,0,0,0,0,0,79,45,6,0,61,30,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,6,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,140,56,7,0,0,0,0,0,79,28,6,0,61,28,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,6,6,Lieutenant Governor,,1,3,Kerry Douglas McKennon,C,3,LIB,140,2,7,0,0,0,0,0,79,0,6,0,61,2,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,140,79,6,0,0,0,0,0,79,49,5,0,61,30,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,7,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,140,52,6,0,0,0,0,0,79,24,5,0,61,28,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,7,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,140,3,6,0,0,0,0,0,79,1,5,0,61,2,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,140,80,6,0,0,0,0,0,79,53,4,0,61,27,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,8,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,140,45,6,0,0,0,0,0,79,19,4,0,61,26,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,140,9,6,0,0,0,0,0,79,3,4,0,61,6,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,140,82,6,0,0,0,0,0,79,55,3,0,61,27,3,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,140,48,6,0,0,0,0,0,79,19,3,0,61,29,3,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,140,4,6,0,0,0,0,0,79,2,3,0,61,2,3,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,140,78,6,0,0,0,0,0,79,52,4,0,61,26,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,140,49,6,0,0,0,0,0,79,20,4,0,61,29,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,140,7,6,0,0,0,0,0,79,3,4,0,61,4,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,140,80,9,0,0,0,0,0,79,51,6,0,61,29,3,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,140,46,9,0,0,0,0,0,79,20,6,0,61,26,3,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,140,5,9,0,0,0,0,0,79,2,6,0,61,3,3,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,140,78,7,0,0,0,0,0,79,51,6,0,61,27,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,140,55,7,0,0,0,0,0,79,22,6,0,61,33,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,140,82,8,0,0,0,0,0,79,53,6,0,61,29,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,140,50,8,0,0,0,0,0,79,20,6,0,61,30,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,140,80,7,0,0,0,0,0,79,53,5,0,61,27,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,140,53,7,0,0,0,0,0,79,21,5,0,61,32,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,140,80,6,0,0,0,0,0,79,56,4,0,61,24,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,140,53,6,0,0,0,0,0,79,19,4,0,61,34,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,140,1,6,0,0,0,0,0,79,0,4,0,61,1,2,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,140,81,9,0,0,0,0,0,79,54,5,0,61,27,4,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,140,50,9,0,0,0,0,0,79,20,5,0,61,30,4,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,140,95,34,0,0,0,0,0,79,57,18,0,61,38,16,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,140,11,34,0,0,0,0,0,79,4,18,0,61,7,16,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,140,100,31,0,0,0,0,0,79,60,16,0,61,40,15,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,140,9,31,0,0,0,0,0,79,3,16,0,61,6,15,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,140,85,5,0,0,0,0,0,79,54,4,0,61,31,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,140,50,5,0,0,0,0,0,79,21,4,0,61,29,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,140,98,42,0,0,0,0,0,79,61,18,0,61,37,24,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,140,96,44,0,0,0,0,0,79,59,20,0,61,37,24,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,140,96,44,0,0,0,0,0,79,58,21,0,61,38,23,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,140,99,41,0,0,0,0,0,79,60,19,0,61,39,22,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,140,96,44,0,0,0,0,0,79,58,21,0,61,38,23,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,140,101,39,0,0,0,0,0,79,50,29,0,61,51,10,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,140,98,42,0,0,0,0,0,79,58,21,0,61,40,21,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,140,54,4,0,0,0,0,0,79,32,3,0,61,22,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,140,82,4,0,0,0,0,0,79,44,3,0,61,38,1,0
Castro County,11/6/2018,General Election,0,401,1,3,8,8,530,0.26,29,29,"County Commissioner, Precinct 4",,1,1,Ralph Brockman,C,1,REP,140,103,37,0,0,0,0,0,79,62,17,0,61,41,20,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,2,2,Straight Party,,1,1,Republican,C,1,REP,363,151,201,0,0,0,0,0,76,29,39,0,287,122,162,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,2,2,Straight Party,,1,2,Democratic,C,2,DEM,363,10,201,0,0,0,0,0,76,7,39,0,287,3,162,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,363,1,201,0,0,0,0,0,76,1,39,0,287,0,162,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,3,3,United States Senator,,1,1,Ted Cruz,C,1,REP,363,331,6,0,0,0,0,0,76,61,1,0,287,270,5,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,3,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,363,22,6,0,0,0,0,0,76,13,1,0,287,9,5,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,3,3,United States Senator,,1,3,Neal M. Dikerman,C,3,LIB,363,4,6,0,0,0,0,0,76,1,1,0,287,3,5,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,4,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,363,333,11,0,0,0,0,0,76,62,1,0,287,271,10,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,4,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,363,19,11,0,0,0,0,0,76,13,1,0,287,6,10,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,5,5,Governor,,1,1,Greg Abbott,C,1,REP,363,331,7,0,0,0,0,0,76,60,0,0,287,271,7,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,5,5,Governor,,1,2,Lupe Valdez,C,2,DEM,363,22,7,0,0,0,0,0,76,14,0,0,287,8,7,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,5,5,Governor,,1,3,Mark Jay Tippetts,C,3,LIB,363,3,7,0,0,0,0,0,76,2,0,0,287,1,7,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,363,276,11,0,0,0,0,0,76,50,1,0,287,226,10,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,6,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,363,69,11,0,0,0,0,0,76,24,1,0,287,45,10,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,6,6,Lieutenant Governor,,1,3,Kerry Douglas McKennon,C,3,LIB,363,7,11,0,0,0,0,0,76,1,1,0,287,6,10,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,363,310,9,0,0,0,0,0,76,53,1,0,287,257,8,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,7,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,363,42,9,0,0,0,0,0,76,21,1,0,287,21,8,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,7,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,363,2,9,0,0,0,0,0,76,1,1,0,287,1,8,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,363,321,16,0,0,0,0,0,76,59,3,0,287,262,13,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,8,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,363,18,16,0,0,0,0,0,76,12,3,0,287,6,13,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,363,8,16,0,0,0,0,0,76,2,3,0,287,6,13,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,363,314,13,0,0,0,0,0,76,56,2,0,287,258,11,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,363,29,13,0,0,0,0,0,76,16,2,0,287,13,11,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,363,7,13,0,0,0,0,0,76,2,2,0,287,5,11,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,363,322,10,0,0,0,0,0,76,59,1,0,287,263,9,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,363,28,10,0,0,0,0,0,76,15,1,0,287,13,9,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,363,3,10,0,0,0,0,0,76,1,1,0,287,2,9,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,363,323,15,0,0,0,0,0,76,59,2,0,287,264,13,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,363,20,15,0,0,0,0,0,76,13,2,0,287,7,13,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,363,5,15,0,0,0,0,0,76,2,2,0,287,3,13,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,363,318,18,0,0,0,0,0,76,56,6,0,287,262,12,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,363,27,18,0,0,0,0,0,76,14,6,0,287,13,12,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,363,316,24,0,0,0,0,0,76,55,6,0,287,261,18,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,363,23,24,0,0,0,0,0,76,15,6,0,287,8,18,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,363,321,25,0,0,0,0,0,76,58,6,0,287,263,19,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,363,17,25,0,0,0,0,0,76,12,6,0,287,5,19,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,363,320,20,0,0,0,0,0,76,59,4,0,287,261,16,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,363,21,20,0,0,0,0,0,76,12,4,0,287,9,16,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,363,2,20,0,0,0,0,0,76,1,4,0,287,1,16,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,363,314,23,0,0,0,0,0,76,55,6,0,287,259,17,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,363,26,23,0,0,0,0,0,76,15,6,0,287,11,17,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,363,324,33,0,0,0,0,0,76,60,12,0,287,264,21,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,363,6,33,0,0,0,0,0,76,4,12,0,287,2,21,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,363,336,17,0,0,0,0,0,76,61,10,0,287,275,7,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,363,10,17,0,0,0,0,0,76,5,10,0,287,5,7,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,363,332,9,0,0,0,0,0,76,59,2,0,287,273,7,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,363,22,9,0,0,0,0,0,76,15,2,0,287,7,7,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,363,316,47,0,0,0,0,0,76,59,17,0,287,257,30,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,363,316,47,0,0,0,0,0,76,60,16,0,287,256,31,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,363,312,51,0,0,0,0,0,76,59,17,0,287,253,34,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,363,313,50,0,0,0,0,0,76,60,16,0,287,253,34,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,363,327,36,0,0,0,0,0,76,63,13,0,287,264,23,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,363,168,195,0,0,0,0,0,76,39,37,0,287,129,158,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,363,328,35,0,0,0,0,0,76,63,13,0,287,265,22,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,363,241,15,0,0,0,0,0,76,43,3,0,287,198,12,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,363,107,15,0,0,0,0,0,76,30,3,0,287,77,12,0
Castro County,11/6/2018,General Election,0,408,1,3,9,9,575,0.63,29,29,"County Commissioner, Precinct 4",,1,1,Ralph Brockman,C,1,REP,363,334,29,0,0,0,0,0,76,64,12,0,287,270,17,0
