Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
United States Senator - Vote for One,126,Absentee Voting,Neal M. Dikeman,LIB,0,0.00%,15,1.34%,102,100.00%,1123,100.00%,0,3,0,0,0,0,0,0,0,0
United States Senator - Vote for One,126,Early Voting,Neal M. Dikeman,LIB,7,1.04%,15,1.34%,674,100.00%,1123,100.00%,0,3,0,0,0,0,0,0,0,0
United States Senator - Vote for One,126,Election Day Voting,Neal M. Dikeman,LIB,8,2.31%,15,1.34%,347,100.00%,1123,100.00%,3,3,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Absentee Voting,Mac Thornberry,REP,75,74.26%,750,67.20%,101,100.00%,1116,100.00%,1,10,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Early Voting,Mac Thornberry,REP,444,66.37%,750,67.20%,669,100.00%,1116,100.00%,5,10,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Election Day Voting,Mac Thornberry,REP,231,66.76%,750,67.20%,346,100.00%,1116,100.00%,4,10,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Absentee Voting,Greg Sagan,DEM,26,25.74%,342,30.65%,101,100.00%,1116,100.00%,1,10,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Early Voting,Greg Sagan,DEM,214,31.99%,342,30.65%,669,100.00%,1116,100.00%,5,10,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Election Day Voting,Greg Sagan,DEM,102,29.48%,342,30.65%,346,100.00%,1116,100.00%,4,10,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Absentee Voting,Calvin DeWeese,LIB,0,0.00%,24,2.15%,101,100.00%,1116,100.00%,1,10,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Early Voting,Calvin DeWeese,LIB,11,1.64%,24,2.15%,669,100.00%,1116,100.00%,5,10,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",126,Election Day Voting,Calvin DeWeese,LIB,13,3.76%,24,2.15%,346,100.00%,1116,100.00%,4,10,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Absentee Voting,Greg Abbott,REP,76,76.00%,742,66.61%,100,100.00%,1114,100.00%,2,12,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Early Voting,Greg Abbott,REP,436,65.37%,742,66.61%,667,100.00%,1114,100.00%,7,12,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Election Day Voting,Greg Abbott,REP,230,66.28%,742,66.61%,347,100.00%,1114,100.00%,3,12,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Absentee Voting,Lupe Valdez,DEM,22,22.00%,351,31.51%,100,100.00%,1114,100.00%,2,12,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Early Voting,Lupe Valdez,DEM,223,33.43%,351,31.51%,667,100.00%,1114,100.00%,7,12,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Election Day Voting,Lupe Valdez,DEM,106,30.55%,351,31.51%,347,100.00%,1114,100.00%,3,12,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Absentee Voting,Mark Jay Tippetts,LIB,2,2.00%,21,1.89%,100,100.00%,1114,100.00%,2,12,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Early Voting,Mark Jay Tippetts,LIB,8,1.20%,21,1.89%,667,100.00%,1114,100.00%,7,12,0,0,0,0,0,0,0,0
Governor - Vote for One,126,Election Day Voting,Mark Jay Tippetts,LIB,11,3.17%,21,1.89%,347,100.00%,1114,100.00%,3,12,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Absentee Voting,Dan Patrick,REP,72,72.00%,702,63.19%,100,100.00%,1111,100.00%,2,15,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Early Voting,Dan Patrick,REP,411,61.62%,702,63.19%,667,100.00%,1111,100.00%,7,15,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Election Day Voting,Dan Patrick,REP,219,63.66%,702,63.19%,344,100.00%,1111,100.00%,6,15,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Absentee Voting,Mike Collier,DEM,28,28.00%,374,33.66%,100,100.00%,1111,100.00%,2,15,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Early Voting,Mike Collier,DEM,241,36.13%,374,33.66%,667,100.00%,1111,100.00%,7,15,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Election Day Voting,Mike Collier,DEM,105,30.52%,374,33.66%,344,100.00%,1111,100.00%,6,15,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Absentee Voting,Kerry Douglas McKennon,LIB,0,0.00%,35,3.15%,100,100.00%,1111,100.00%,2,15,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Early Voting,Kerry Douglas McKennon,LIB,15,2.25%,35,3.15%,667,100.00%,1111,100.00%,7,15,0,0,0,0,0,0,0,0
Lieutenant Governor - Vote for One,126,Election Day Voting,Kerry Douglas McKennon,LIB,20,5.81%,35,3.15%,344,100.00%,1111,100.00%,6,15,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Absentee Voting,Ken Paxton,REP,71,71.00%,696,62.70%,100,100.00%,1110,100.00%,2,16,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Early Voting,Ken Paxton,REP,416,62.18%,696,62.70%,669,100.00%,1110,100.00%,5,16,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Election Day Voting,Ken Paxton,REP,209,61.29%,696,62.70%,341,100.00%,1110,100.00%,9,16,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Absentee Voting,Justin Nelson,DEM,28,28.00%,374,33.69%,100,100.00%,1110,100.00%,2,16,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Early Voting,Justin Nelson,DEM,235,35.13%,374,33.69%,669,100.00%,1110,100.00%,5,16,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Election Day Voting,Justin Nelson,DEM,111,32.55%,374,33.69%,341,100.00%,1110,100.00%,9,16,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Absentee Voting,Michael Ray Harris,LIB,1,1.00%,40,3.60%,100,100.00%,1110,100.00%,2,16,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Early Voting,Michael Ray Harris,LIB,18,2.69%,40,3.60%,669,100.00%,1110,100.00%,5,16,0,0,0,0,0,0,0,0
Attorney General - Vote for One,126,Election Day Voting,Michael Ray Harris,LIB,21,6.16%,40,3.60%,341,100.00%,1110,100.00%,9,16,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Absentee Voting,Glenn Hegar,REP,70,70.71%,704,63.88%,99,100.00%,1102,100.00%,3,24,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Early Voting,Glenn Hegar,REP,420,63.16%,704,63.88%,665,100.00%,1102,100.00%,9,24,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Election Day Voting,Glenn Hegar,REP,214,63.31%,704,63.88%,338,100.00%,1102,100.00%,12,24,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Absentee Voting,Joi Chevalier,DEM,28,28.28%,358,32.49%,99,100.00%,1102,100.00%,3,24,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Early Voting,Joi Chevalier,DEM,222,33.38%,358,32.49%,665,100.00%,1102,100.00%,9,24,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Election Day Voting,Joi Chevalier,DEM,108,31.95%,358,32.49%,338,100.00%,1102,100.00%,12,24,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Absentee Voting,Ben Sanders,LIB,1,1.01%,40,3.63%,99,100.00%,1102,100.00%,3,24,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Early Voting,Ben Sanders,LIB,23,3.46%,40,3.63%,665,100.00%,1102,100.00%,9,24,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,126,Election Day Voting,Ben Sanders,LIB,16,4.73%,40,3.63%,338,100.00%,1102,100.00%,12,24,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Absentee Voting,George P. Bush,REP,73,73.00%,720,65.04%,100,100.00%,1107,100.00%,2,19,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Early Voting,George P. Bush,REP,433,65.31%,720,65.04%,663,100.00%,1107,100.00%,11,19,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Election Day Voting,George P. Bush,REP,214,62.21%,720,65.04%,344,100.00%,1107,100.00%,6,19,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Absentee Voting,Miguel Suazo,DEM,25,25.00%,344,31.07%,100,100.00%,1107,100.00%,2,19,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Early Voting,Miguel Suazo,DEM,211,31.83%,344,31.07%,663,100.00%,1107,100.00%,11,19,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Election Day Voting,Miguel Suazo,DEM,108,31.40%,344,31.07%,344,100.00%,1107,100.00%,6,19,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Absentee Voting,Matt Pina,LIB,2,2.00%,43,3.88%,100,100.00%,1107,100.00%,2,19,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Early Voting,Matt Pina,LIB,19,2.87%,43,3.88%,663,100.00%,1107,100.00%,11,19,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,126,Election Day Voting,Matt Pina,LIB,22,6.40%,43,3.88%,344,100.00%,1107,100.00%,6,19,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Absentee Voting,Sid Miller,REP,70,70.00%,699,63.32%,100,100.00%,1104,100.00%,2,22,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Early Voting,Sid Miller,REP,416,62.65%,699,63.32%,664,100.00%,1104,100.00%,10,22,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Election Day Voting,Sid Miller,REP,213,62.65%,699,63.32%,340,100.00%,1104,100.00%,10,22,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Absentee Voting,Kim Olson,DEM,24,24.00%,371,33.61%,100,100.00%,1104,100.00%,2,22,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Early Voting,Kim Olson,DEM,235,35.39%,371,33.61%,664,100.00%,1104,100.00%,10,22,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Election Day Voting,Kim Olson,DEM,112,32.94%,371,33.61%,340,100.00%,1104,100.00%,10,22,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Absentee Voting,Richard Carpenter,LIB,6,6.00%,34,3.08%,100,100.00%,1104,100.00%,2,22,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Early Voting,Richard Carpenter,LIB,13,1.96%,34,3.08%,664,100.00%,1104,100.00%,10,22,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,126,Election Day Voting,Richard Carpenter,LIB,15,4.41%,34,3.08%,340,100.00%,1104,100.00%,10,22,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Absentee Voting,Christi Craddick,REP,69,69.70%,716,64.74%,99,100.00%,1106,100.00%,3,20,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Early Voting,Christi Craddick,REP,430,64.66%,716,64.74%,665,100.00%,1106,100.00%,9,20,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Election Day Voting,Christi Craddick,REP,217,63.45%,716,64.74%,342,100.00%,1106,100.00%,8,20,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Absentee Voting,Roman McAllen,DEM,26,26.26%,344,31.10%,99,100.00%,1106,100.00%,3,20,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Early Voting,Roman McAllen,DEM,216,32.48%,344,31.10%,665,100.00%,1106,100.00%,9,20,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Election Day Voting,Roman McAllen,DEM,102,29.82%,344,31.10%,342,100.00%,1106,100.00%,8,20,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Absentee Voting,Mike Wright,LIB,4,4.04%,46,4.16%,99,100.00%,1106,100.00%,3,20,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Early Voting,Mike Wright,LIB,19,2.86%,46,4.16%,665,100.00%,1106,100.00%,9,20,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,126,Election Day Voting,Mike Wright,LIB,23,6.73%,46,4.16%,342,100.00%,1106,100.00%,8,20,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",126,Absentee Voting,Jimmy Blacklock,REP,70,71.43%,723,65.67%,98,100.00%,1101,100.00%,4,25,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",126,Early Voting,Jimmy Blacklock,REP,432,64.96%,723,65.67%,665,100.00%,1101,100.00%,9,25,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",126,Election Day Voting,Jimmy Blacklock,REP,221,65.38%,723,65.67%,338,100.00%,1101,100.00%,12,25,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",126,Absentee Voting,Steven Kirkland,DEM,28,28.57%,378,34.33%,98,100.00%,1101,100.00%,4,25,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",126,Early Voting,Steven Kirkland,DEM,233,35.04%,378,34.33%,665,100.00%,1101,100.00%,9,25,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",126,Election Day Voting,Steven Kirkland,DEM,117,34.62%,378,34.33%,338,100.00%,1101,100.00%,12,25,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",126,Absentee Voting,John Devine,REP,73,74.49%,731,66.64%,98,100.00%,1097,100.00%,4,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",126,Early Voting,John Devine,REP,430,64.86%,731,66.64%,663,100.00%,1097,100.00%,11,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",126,Election Day Voting,John Devine,REP,228,67.86%,731,66.64%,336,100.00%,1097,100.00%,14,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",126,Absentee Voting,R. K. Sandill,DEM,25,25.51%,366,33.36%,98,100.00%,1097,100.00%,4,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",126,Early Voting,R. K. Sandill,DEM,233,35.14%,366,33.36%,663,100.00%,1097,100.00%,11,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",126,Election Day Voting,R. K. Sandill,DEM,108,32.14%,366,33.36%,336,100.00%,1097,100.00%,14,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",126,Absentee Voting,Jeff Brown,REP,72,72.73%,723,65.91%,99,100.00%,1097,100.00%,3,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",126,Early Voting,Jeff Brown,REP,428,64.65%,723,65.91%,662,100.00%,1097,100.00%,12,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",126,Election Day Voting,Jeff Brown,REP,223,66.37%,723,65.91%,336,100.00%,1097,100.00%,14,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",126,Absentee Voting,Kathy Cheng,DEM,27,27.27%,374,34.09%,99,100.00%,1097,100.00%,3,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",126,Early Voting,Kathy Cheng,DEM,234,35.35%,374,34.09%,662,100.00%,1097,100.00%,12,29,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",126,Election Day Voting,Kathy Cheng,DEM,113,33.63%,374,34.09%,336,100.00%,1097,100.00%,14,29,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Absentee Voting,Sharon Keller,REP,74,74.75%,708,64.42%,99,100.00%,1099,100.00%,3,27,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Early Voting,Sharon Keller,REP,422,63.75%,708,64.42%,662,100.00%,1099,100.00%,12,27,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Election Day Voting,Sharon Keller,REP,212,62.72%,708,64.42%,338,100.00%,1099,100.00%,12,27,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Absentee Voting,Maria T. (Terri) Jackson,DEM,22,22.22%,358,32.58%,99,100.00%,1099,100.00%,3,27,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Early Voting,Maria T. (Terri) Jackson,DEM,227,34.29%,358,32.58%,662,100.00%,1099,100.00%,12,27,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Election Day Voting,Maria T. (Terri) Jackson,DEM,109,32.25%,358,32.58%,338,100.00%,1099,100.00%,12,27,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Absentee Voting,William Bryan Strange III,LIB,3,3.03%,33,3.00%,99,100.00%,1099,100.00%,3,27,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Early Voting,William Bryan Strange III,LIB,13,1.96%,33,3.00%,662,100.00%,1099,100.00%,12,27,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",126,Election Day Voting,William Bryan Strange III,LIB,17,5.03%,33,3.00%,338,100.00%,1099,100.00%,12,27,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",126,Absentee Voting,Barbara Parker Hervey,REP,74,74.75%,739,66.82%,99,100.00%,1106,100.00%,3,20,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",126,Early Voting,Barbara Parker Hervey,REP,437,65.62%,739,66.82%,666,100.00%,1106,100.00%,8,20,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",126,Election Day Voting,Barbara Parker Hervey,REP,228,66.86%,739,66.82%,341,100.00%,1106,100.00%,9,20,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",126,Absentee Voting,Ramona Franklin,DEM,25,25.25%,367,33.18%,99,100.00%,1106,100.00%,3,20,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",126,Early Voting,Ramona Franklin,DEM,229,34.38%,367,33.18%,666,100.00%,1106,100.00%,8,20,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",126,Election Day Voting,Ramona Franklin,DEM,113,33.14%,367,33.18%,341,100.00%,1106,100.00%,9,20,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",126,Absentee Voting,Michelle Slaughter,REP,74,87.06%,769,77.29%,85,100.00%,995,100.00%,17,131,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",126,Early Voting,Michelle Slaughter,REP,459,77.27%,769,77.29%,594,100.00%,995,100.00%,80,131,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",126,Election Day Voting,Michelle Slaughter,REP,236,74.68%,769,77.29%,316,100.00%,995,100.00%,34,131,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",126,Absentee Voting,Mark Ash,LIB,11,12.94%,226,22.71%,85,100.00%,995,100.00%,17,131,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",126,Early Voting,Mark Ash,LIB,135,22.73%,226,22.71%,594,100.00%,995,100.00%,80,131,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",126,Election Day Voting,Mark Ash,LIB,80,25.32%,226,22.71%,316,100.00%,995,100.00%,34,131,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",126,Absentee Voting,Kel Seliger,REP,79,90.80%,784,76.41%,87,100.00%,1026,100.00%,15,100,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",126,Early Voting,Kel Seliger,REP,468,76.47%,784,76.41%,612,100.00%,1026,100.00%,62,100,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",126,Election Day Voting,Kel Seliger,REP,237,72.48%,784,76.41%,327,100.00%,1026,100.00%,23,100,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",126,Absentee Voting,Jack B. Westbrook,LIB,8,9.20%,242,23.59%,87,100.00%,1026,100.00%,15,100,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",126,Early Voting,Jack B. Westbrook,LIB,144,23.53%,242,23.59%,612,100.00%,1026,100.00%,62,100,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",126,Election Day Voting,Jack B. Westbrook,LIB,90,27.52%,242,23.59%,327,100.00%,1026,100.00%,23,100,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",126,Absentee Voting,Four Price,REP,68,100.00%,859,100.00%,68,100.00%,859,100.00%,34,267,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",126,Early Voting,Four Price,REP,514,100.00%,859,100.00%,514,100.00%,859,100.00%,160,267,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",126,Election Day Voting,Four Price,REP,277,100.00%,859,100.00%,277,100.00%,859,100.00%,73,267,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",126,Absentee Voting,Judy Parker,REP,76,100.00%,855,100.00%,76,100.00%,855,100.00%,26,271,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",126,Early Voting,Judy Parker,REP,504,100.00%,855,100.00%,504,100.00%,855,100.00%,170,271,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",126,Election Day Voting,Judy Parker,REP,275,100.00%,855,100.00%,275,100.00%,855,100.00%,75,271,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",126,Absentee Voting,Pat Pirtle,REP,76,100.00%,851,100.00%,76,100.00%,851,100.00%,26,275,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",126,Early Voting,Pat Pirtle,REP,504,100.00%,851,100.00%,504,100.00%,851,100.00%,170,275,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",126,Election Day Voting,Pat Pirtle,REP,271,100.00%,851,100.00%,271,100.00%,851,100.00%,79,275,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",126,Absentee Voting,Dan L. Schaap,REP,74,100.00%,840,100.00%,74,100.00%,840,100.00%,28,286,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",126,Early Voting,Dan L. Schaap,REP,498,100.00%,840,100.00%,498,100.00%,840,100.00%,176,286,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",126,Election Day Voting,Dan L. Schaap,REP,268,100.00%,840,100.00%,268,100.00%,840,100.00%,82,286,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",126,Absentee Voting,John B. Board,REP,75,100.00%,847,100.00%,75,100.00%,847,100.00%,27,279,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",126,Early Voting,John B. Board,REP,502,100.00%,847,100.00%,502,100.00%,847,100.00%,172,279,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",126,Election Day Voting,John B. Board,REP,270,100.00%,847,100.00%,270,100.00%,847,100.00%,80,279,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Vote for One",126,Absentee Voting,Ana Elizabeth Estevez,REP,75,100.00%,861,100.00%,75,100.00%,861,100.00%,27,265,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Vote for One",126,Early Voting,Ana Elizabeth Estevez,REP,512,100.00%,861,100.00%,512,100.00%,861,100.00%,162,265,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Vote for One",126,Election Day Voting,Ana Elizabeth Estevez,REP,274,100.00%,861,100.00%,274,100.00%,861,100.00%,76,265,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Vote for One",126,Absentee Voting,Pamela Cook Sirmon,REP,67,100.00%,844,100.00%,67,100.00%,844,100.00%,35,282,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Vote for One",126,Early Voting,Pamela Cook Sirmon,REP,505,100.00%,844,100.00%,505,100.00%,844,100.00%,169,282,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Vote for One",126,Election Day Voting,Pamela Cook Sirmon,REP,272,100.00%,844,100.00%,272,100.00%,844,100.00%,78,282,0,0,0,0,0,0,0,0
County Judge - Vote for One,126,Absentee Voting,Nancy Tanner,REP,70,100.00%,852,100.00%,70,100.00%,852,100.00%,32,274,0,0,0,0,0,0,0,0
County Judge - Vote for One,126,Early Voting,Nancy Tanner,REP,508,100.00%,852,100.00%,508,100.00%,852,100.00%,166,274,0,0,0,0,0,0,0,0
County Judge - Vote for One,126,Election Day Voting,Nancy Tanner,REP,274,100.00%,852,100.00%,274,100.00%,852,100.00%,76,274,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Vote for One",126,Absentee Voting,Walt Weaver,REP,67,100.00%,836,100.00%,67,100.00%,836,100.00%,35,290,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Vote for One",126,Early Voting,Walt Weaver,REP,500,100.00%,836,100.00%,500,100.00%,836,100.00%,174,290,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Vote for One",126,Election Day Voting,Walt Weaver,REP,269,100.00%,836,100.00%,269,100.00%,836,100.00%,81,290,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Vote for One",126,Absentee Voting,Matt Hand,REP,66,100.00%,841,100.00%,66,100.00%,841,100.00%,36,285,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Vote for One",126,Early Voting,Matt Hand,REP,506,100.00%,841,100.00%,506,100.00%,841,100.00%,168,285,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Vote for One",126,Election Day Voting,Matt Hand,REP,269,100.00%,841,100.00%,269,100.00%,841,100.00%,81,285,0,0,0,0,0,0,0,0
District Clerk - Vote for One,126,Absentee Voting,Carley Snider,REP,67,100.00%,841,100.00%,67,100.00%,841,100.00%,35,285,0,0,0,0,0,0,0,0
District Clerk - Vote for One,126,Early Voting,Carley Snider,REP,503,100.00%,841,100.00%,503,100.00%,841,100.00%,171,285,0,0,0,0,0,0,0,0
District Clerk - Vote for One,126,Election Day Voting,Carley Snider,REP,271,100.00%,841,100.00%,271,100.00%,841,100.00%,79,285,0,0,0,0,0,0,0,0
