political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,Choice ID,party code,early_votes,election_votes
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Presiding Judge, Court of Criminal Appeals",David Bridges,0,,139,185
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,0,,91,106
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,0,,221,279
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,0,,134,171
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,0,,72,97
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,0,,26,25
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"State Representative, District 60",Jim Largent,0,,95,102
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"State Representative, District 60",Mike Lang,0,,181,260
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"State Representative, District 60",Gregory Risse,0,,6,7
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Chief Justice, 11th Court of Appeals District",John Bailey,0,,255,324
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Criminal District Attorney,Russell (Russ) D. Thomason,0,,244,313
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Judge,James R. King,0,,62,103
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Judge,Paul W. Lewallen,0,,5,9
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Judge,Rex Fields,0,,191,232
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Judge,Ken Knowles,0,,9,17
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Judge,Teresa Slaughter,0,,16,14
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,District Clerk,Tessa K. Culverhouse,0,,243,304
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Clerk,Cathy Jentho,0,,241,296
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Treasurer,Christina L. Dodrill,0,,233,286
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Surveyor,Lynn Williamson,0,,238,297
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"County Commissioner, Precinct 4",Robert Rains,0,,234,313
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice of the Peace, Precinct 1",Christopher Salinas,0,,80,101
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice of the Peace, Precinct 1",Cheryl Howerton,0,,31,78
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice of the Peace, Precinct 1",Sonya May Neill,0,,20,10
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice of the Peace, Precinct 1",Jon Glenn,0,,104,119
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice of the Peace, Precinct 1",Sheila Stephens,0,,5,13
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice of the Peace, Precinct 1",Ray Darden,0,,25,27
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Chairman,Sean C. Schaefer,0,,235,300
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Precinct Chairman, Precinct 8",Ruth York,0,,236,314
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Senator,Edward Kimbrough,0,,5,10
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Senator,Sema Hernandez,0,,5,10
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,United States Senator,Beto O'Rourke,0,,15,10
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"United States Representative, District 11",Eric Pfalzgraf,0,,5,8
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"United States Representative, District 11",Jennie Lou Leeder,0,,20,21
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Tom Wakely,0,,4,1
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Grady Yarbrough,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Jeffrey Payne,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,"Cedric Davis, Sr.",0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Joe Mumbach,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Andrew White,0,,8,10
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,James Jolly Clark,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Adrian Ocegueda,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Governor,Lupe Valdez,0,,3,8
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Lieutenant Governor,Michael Cooper,0,,8,13
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Lieutenant Governor,Mike Collier,0,,17,17
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Attorney General,Justin Nelson,0,,24,27
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Comptroller of Public Accounts,Tim Mahoney,0,,14,15
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Comptroller of Public Accounts,Joi Chevalier,0,,10,14
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of the General Land Office,Miguel Suazo,0,,12,19
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of the General Land Office,Tex Morgan,0,,12,11
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Commissioner of Agriculture,Kim Olson,0,,21,27
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Railroad Commissioner,Roman McAllen,0,,12,15
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Railroad Commissioner,Chris Spellmon,0,,12,14
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,23,28
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,23,26
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,23,27
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,23,27
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,22,26
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,County Chairman,Kelly McMichael,0,,23,26
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #1,FOR,0,,21,28
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #1,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #2,FOR,0,,22,26
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #2,AGAINST,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #3,FOR,0,,23,26
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #3,AGAINST,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #4,FOR,0,,23,27
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #4,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #5,FOR,0,,23,24
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #5,AGAINST,0,,0,5
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #6,FOR,0,,23,29
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #6,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #7,FOR,0,,23,27
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #7,AGAINST,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #8,FOR,0,,22,24
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #8,AGAINST,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #9,FOR,0,,25,26
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #9,AGAINST,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #10,FOR,0,,24,26
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #10,AGAINST,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #11,FOR,0,,24,23
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #11,AGAINST,0,,1,5
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #12,FOR,0,,24,26
eastland county,3/6/2018,2018 joint primary,12,1,8,2705,Proposition #12,AGAINST,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Senator,Stefano de Stefano,0,,2,2
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Senator,Ted Cruz,0,,72,89
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Senator,Geraldine Sam,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Senator,Mary Miller,0,,3,7
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Senator,"Bruce Jacobson, Jr.",0,,6,5
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Representative District 11,Mike Conaway,0,,68,81
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Representative District 11,Paul Myers,0,,12,15
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Greg Abbott,0,,81,97
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Barbara Krueger,0,,3,8
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,SECEDE Kilgore,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Lieutenant Governor,Dan Patrick,0,,68,74
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Lieutenant Governor,Scott Milder,0,,15,30
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Attorney General,Ken Paxton,0,,78,88
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Comptroller of Public Accounts,Glenn Hegar,0,,74,84
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of the General Land Office,Rick Range,0,,8,8
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of the General Land Office,Davey Edwards,0,,10,7
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of the General Land Office,Jerry Patterson,0,,17,26
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of the General Land Office,George P. Bush,0,,40,56
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of Agriculture,Sid Miller,0,,47,58
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of Agriculture,Trey Blocker,0,,9,11
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of Agriculture,Jim Hogan,0,,14,20
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Railroad Commissioner,Christi Craddick,0,,59,71
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Railroad Commissioner,Weston Martinez,0,,17,18
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice, Supreme Court, Place 2",Jimmy Blacklock,0,,69,81
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice, Supreme Court, Place 4",John Devine,0,,69,79
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice, Supreme Court, Place 6",Jeff Brown,0,,66,77
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Presiding Judge, Court of Criminal Appeals",David Bridges,0,,44,49
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,0,,29,43
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,0,,67,77
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,0,,38,40
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,0,,22,29
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,0,,5,11
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"State Representative, District 60",Jim Largent,0,,27,35
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"State Representative, District 60",Mike Lang,0,,55,64
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"State Representative, District 60",Gregory Risse,0,,1,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Chief Justice, 11th Court of Appeals District",John Bailey,0,,70,84
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Criminal District Attorney,Russell (Russ) D. Thomason,0,,71,88
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Judge,James R. King,0,,18,18
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Judge,Paul W. Lewallen,0,,8,8
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Judge,Rex Fields,0,,46,56
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Judge,Ken Knowles,0,,6,17
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Judge,Teresa Slaughter,0,,6,7
eastland county,3/6/2018,2018 joint primary,12,1,9,540,District Clerk,Tessa K. Culverhouse,0,,76,86
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Clerk,Cathy Jentho,0,,71,84
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Treasurer,Christina L. Dodrill,0,,67,78
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Surveyor,Lynn Williamson,0,,74,88
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"County Commissioner, Precinct 2",Jay Gentry,0,,23,27
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"County Commissioner, Precinct 2",Jason Marks,0,,16,15
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"County Commissioner, Precinct 2",Wendell Tipton,0,,8,13
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"County Commissioner, Precinct 2",Travis Griffin,0,,3,6
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"County Commissioner, Precinct 2",Martin Gohlke,0,,33,42
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice of the Peace, Precinct 2",Jesse Speer,0,,48,55
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice of the Peace, Precinct 2",Stephanie Johnson,0,,14,14
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice of the Peace, Precinct 2",D. J. Walker,0,,16,31
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Chairman,Sean C. Schaefer,0,,66,77
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Senator,Edward Kimbrough,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Senator,Sema Hernandez,0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,United States Senator,Beto O'Rourke,0,,2,2
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"United States Representative, District 11",Eric Pfalzgraf,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"United States Representative, District 11",Jennie Lou Leeder,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Tom Wakely,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Grady Yarbrough,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Jeffrey Payne,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,"Cedric Davis, Sr.",0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Joe Mumbach,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Andrew White,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,James Jolly Clark,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Adrian Ocegueda,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Governor,Lupe Valdez,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Lieutenant Governor,Michael Cooper,0,,1,3
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Lieutenant Governor,Mike Collier,0,,3,1
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Attorney General,Justin Nelson,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Comptroller of Public Accounts,Tim Mahoney,0,,3,2
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Comptroller of Public Accounts,Joi Chevalier,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of the General Land Office,Miguel Suazo,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of the General Land Office,Tex Morgan,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Commissioner of Agriculture,Kim Olson,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Railroad Commissioner,Roman McAllen,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Railroad Commissioner,Chris Spellmon,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,County Chairman,Kelly McMichael,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #1,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #1,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #2,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #2,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #3,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #3,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #4,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #4,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #5,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #5,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #6,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #6,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #7,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #7,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #8,FOR,0,,5,3
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #8,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #9,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #9,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #10,FOR,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #10,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #11,FOR,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #11,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #12,FOR,0,,4,4
eastland county,3/6/2018,2018 joint primary,12,1,9,540,Proposition #12,AGAINST,0,,0,0
