political_subdivision,election_date,election_name,number provisional ballots,number provisional ballots counted,precinct_number,Precinct_name,REP Ballots Cast,DEM Ballots Cast,race_name,p,election_votes,Party_Code,candidate_name,early_votes,absentee,Early Voting Votes
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"State Senator, District No. 5",,11,DEM,Meg Walsh,,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,"State Representative,
District No. 57",,14,DEM,Jason Rogers,,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #1,,14,DEM,Yes,,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #1,,1,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #2,,14,DEM,Yes,,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #2,,1,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #3,,14,DEM,Yes,,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #3,,2,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #4,,15,DEM,Yes,,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #4,,0,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #5,,14,DEM,Yes,,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #5,,1,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #6,,15,DEM,Yes,,3,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #6,,0,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #7,,14,DEM,Yes,,3,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #7,,1,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #8,,13,DEM,Yes,,3,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #8,,2,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #9,,15,DEM,Yes,,3,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #9,,0,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #10,,15,DEM,Yes,,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #10,,0,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #11,,14,DEM,Yes,,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #11,,1,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #12,,15,DEM,Yes,,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,404,1904,650,23,Proposition #12,,0,DEM,No,,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 1,,160,REP,YES,,20,189
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 1,,92,REP,NO,,14,107
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 2,,256,REP,YES,,37,283
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 2,,13,REP,NO,,2,25
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 3,,226,REP,YES,,38,259
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 3,,31,REP,NO,,1,43
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 4,,251,REP,YES,,38,286
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 4,,15,REP,NO,,1,21
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 5,,211,REP,YES,,29,214
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 5,,57,REP,NO,,9,92
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 6,,269,REP,YES,,37,295
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 6,,10,REP,NO,,2,14
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 7,,181,REP,YES,,28,209
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 7,,87,REP,NO,,11,98
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 8,,269,REP,YES,,38,306
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 8,,7,REP,NO,,1,7
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 9,,267,REP,YES,,37,279
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 9,,11,REP,NO,,2,32
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 10,,253,REP,YES,,36,276
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 10,,15,REP,NO,,0,19
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 11,,246,REP,YES,,34,274
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,404,1904,650,23,Proposition 11,,31,REP,NO,,3,35
