political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party_code,candidate_name,early_votes,election_votes
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,23 - BS3,4531,Attorney General,DEM,Rochelle Mercedes Garza,14,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,23 - BS3,4531,Comptroller of Public Accounts,DEM,Janet T. Dudding,11,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,23 - BS3,4531,Comptroller of Public Accounts,DEM,Angel Luis Vega,15,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,23 - BS3,4531,Commissioner of the General Land Office,DEM,Jay Kleberg,21,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,23 - BS3,4531,Commissioner of the General Land Office,DEM,Sandragrace Martinez,5,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,24 - BS3,1567,Lieutenant Governor,DEM,Mike Collier,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,24 - BS3,1567,Lieutenant Governor,DEM,Michelle Beckley,2,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,24 - BS3,1567,Attorney General,DEM,Joe Jaworski,4,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,24 - BS3,1567,Attorney General,DEM,Rochelle Mercedes Garza,0,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,24 - BS3,1567,Comptroller of Public Accounts,DEM,Janet T. Dudding,4,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,24 - BS3,1567,Comptroller of Public Accounts,DEM,Angel Luis Vega,0,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,24 - BS3,1567,Commissioner of the General Land Office,DEM,Jay Kleberg,4,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,24 - BS3,1567,Commissioner of the General Land Office,DEM,Sandragrace Martinez,0,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,25 - BS3,1755,Lieutenant Governor,DEM,Mike Collier,4,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,25 - BS3,1755,Lieutenant Governor,DEM,Michelle Beckley,0,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,25 - BS3,1755,Attorney General,DEM,Joe Jaworski,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,25 - BS3,1755,Attorney General,DEM,Rochelle Mercedes Garza,2,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,25 - BS3,1755,Comptroller of Public Accounts,DEM,Janet T. Dudding,4,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,25 - BS3,1755,Comptroller of Public Accounts,DEM,Angel Luis Vega,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,25 - BS3,1755,Commissioner of the General Land Office,DEM,Jay Kleberg,3,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,25 - BS3,1755,Commissioner of the General Land Office,DEM,Sandragrace Martinez,1,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,26 - BS4,4353,Lieutenant Governor,DEM,Mike Collier,29,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,26 - BS4,4353,Lieutenant Governor,DEM,Michelle Beckley,22,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,26 - BS4,4353,Attorney General,DEM,Joe Jaworski,25,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,26 - BS4,4353,Attorney General,DEM,Rochelle Mercedes Garza,26,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,26 - BS4,4353,Comptroller of Public Accounts,DEM,Janet T. Dudding,34,17
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,26 - BS4,4353,Comptroller of Public Accounts,DEM,Angel Luis Vega,16,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,26 - BS4,4353,Commissioner of the General Land Office,DEM,Jay Kleberg,28,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,26 - BS4,4353,Commissioner of the General Land Office,DEM,Sandragrace Martinez,23,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,27 - BS4,2342,Lieutenant Governor,DEM,Mike Collier,52,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,27 - BS4,2342,Lieutenant Governor,DEM,Michelle Beckley,29,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,27 - BS4,2342,Attorney General,DEM,Joe Jaworski,45,25
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,27 - BS4,2342,Attorney General,DEM,Rochelle Mercedes Garza,36,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,27 - BS4,2342,Comptroller of Public Accounts,DEM,Janet T. Dudding,60,25
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,27 - BS4,2342,Comptroller of Public Accounts,DEM,Angel Luis Vega,20,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,27 - BS4,2342,Commissioner of the General Land Office,DEM,Jay Kleberg,46,21
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,27 - BS4,2342,Commissioner of the General Land Office,DEM,Sandragrace Martinez,35,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,28 - BS4,4148,Lieutenant Governor,DEM,Mike Collier,20,18
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,28 - BS4,4148,Lieutenant Governor,DEM,Michelle Beckley,12,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,28 - BS4,4148,Attorney General,DEM,Joe Jaworski,15,17
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,28 - BS4,4148,Attorney General,DEM,Rochelle Mercedes Garza,17,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,28 - BS4,4148,Comptroller of Public Accounts,DEM,Janet T. Dudding,24,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,28 - BS4,4148,Comptroller of Public Accounts,DEM,Angel Luis Vega,8,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,28 - BS4,4148,Commissioner of the General Land Office,DEM,Jay Kleberg,20,19
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,28 - BS4,4148,Commissioner of the General Land Office,DEM,Sandragrace Martinez,12,21
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,29 - BS2,3801,Lieutenant Governor,DEM,Mike Collier,25,27
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,29 - BS2,3801,Lieutenant Governor,DEM,Michelle Beckley,16,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,29 - BS2,3801,Attorney General,DEM,Joe Jaworski,21,17
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,29 - BS2,3801,Attorney General,DEM,Rochelle Mercedes Garza,20,21
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,29 - BS2,3801,Comptroller of Public Accounts,DEM,Janet T. Dudding,32,27
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,29 - BS2,3801,Comptroller of Public Accounts,DEM,Angel Luis Vega,9,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,29 - BS2,3801,Commissioner of the General Land Office,DEM,Jay Kleberg,24,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,29 - BS2,3801,Commissioner of the General Land Office,DEM,Sandragrace Martinez,17,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,30 - BS3,2901,Lieutenant Governor,DEM,Mike Collier,13,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,30 - BS3,2901,Lieutenant Governor,DEM,Michelle Beckley,8,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,30 - BS3,2901,Attorney General,DEM,Joe Jaworski,13,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,30 - BS3,2901,Attorney General,DEM,Rochelle Mercedes Garza,8,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,30 - BS3,2901,Comptroller of Public Accounts,DEM,Janet T. Dudding,17,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,30 - BS3,2901,Comptroller of Public Accounts,DEM,Angel Luis Vega,4,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,30 - BS3,2901,Commissioner of the General Land Office,DEM,Jay Kleberg,14,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,30 - BS3,2901,Commissioner of the General Land Office,DEM,Sandragrace Martinez,7,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,31 - BS3,1203,Lieutenant Governor,DEM,Mike Collier,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,31 - BS3,1203,Lieutenant Governor,DEM,Michelle Beckley,3,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,31 - BS3,1203,Attorney General,DEM,Joe Jaworski,2,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,31 - BS3,1203,Attorney General,DEM,Rochelle Mercedes Garza,3,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,31 - BS3,1203,Comptroller of Public Accounts,DEM,Janet T. Dudding,5,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,31 - BS3,1203,Comptroller of Public Accounts,DEM,Angel Luis Vega,0,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,31 - BS3,1203,Commissioner of the General Land Office,DEM,Jay Kleberg,3,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,31 - BS3,1203,Commissioner of the General Land Office,DEM,Sandragrace Martinez,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,32 - BS3,2791,Lieutenant Governor,DEM,Mike Collier,14,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,32 - BS3,2791,Lieutenant Governor,DEM,Michelle Beckley,9,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,32 - BS3,2791,Attorney General,DEM,Joe Jaworski,12,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,32 - BS3,2791,Attorney General,DEM,Rochelle Mercedes Garza,11,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,32 - BS3,2791,Comptroller of Public Accounts,DEM,Janet T. Dudding,15,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,32 - BS3,2791,Comptroller of Public Accounts,DEM,Angel Luis Vega,8,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,32 - BS3,2791,Commissioner of the General Land Office,DEM,Jay Kleberg,14,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,32 - BS3,2791,Commissioner of the General Land Office,DEM,Sandragrace Martinez,9,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,33 - BS3,2060,Lieutenant Governor,DEM,Mike Collier,9,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,33 - BS3,2060,Lieutenant Governor,DEM,Michelle Beckley,9,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,33 - BS3,2060,Attorney General,DEM,Joe Jaworski,8,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,33 - BS3,2060,Attorney General,DEM,Rochelle Mercedes Garza,10,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,33 - BS3,2060,Comptroller of Public Accounts,DEM,Janet T. Dudding,14,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,33 - BS3,2060,Comptroller of Public Accounts,DEM,Angel Luis Vega,4,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,33 - BS3,2060,Commissioner of the General Land Office,DEM,Jay Kleberg,9,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,33 - BS3,2060,Commissioner of the General Land Office,DEM,Sandragrace Martinez,9,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,34 - BS4,6169,Lieutenant Governor,DEM,Mike Collier,16,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,34 - BS4,6169,Lieutenant Governor,DEM,Michelle Beckley,12,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,34 - BS4,6169,Attorney General,DEM,Joe Jaworski,19,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,34 - BS4,6169,Attorney General,DEM,Rochelle Mercedes Garza,9,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,34 - BS4,6169,Comptroller of Public Accounts,DEM,Janet T. Dudding,13,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,34 - BS4,6169,Comptroller of Public Accounts,DEM,Angel Luis Vega,14,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,34 - BS4,6169,Commissioner of the General Land Office,DEM,Jay Kleberg,15,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,34 - BS4,6169,Commissioner of the General Land Office,DEM,Sandragrace Martinez,12,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,35 - BS3,1765,Lieutenant Governor,DEM,Mike Collier,7,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,35 - BS3,1765,Lieutenant Governor,DEM,Michelle Beckley,1,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,35 - BS3,1765,Attorney General,DEM,Joe Jaworski,7,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,35 - BS3,1765,Attorney General,DEM,Rochelle Mercedes Garza,1,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,35 - BS3,1765,Comptroller of Public Accounts,DEM,Janet T. Dudding,6,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,35 - BS3,1765,Comptroller of Public Accounts,DEM,Angel Luis Vega,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,35 - BS3,1765,Commissioner of the General Land Office,DEM,Jay Kleberg,5,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,35 - BS3,1765,Commissioner of the General Land Office,DEM,Sandragrace Martinez,3,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,36 - BS4,1682,Lieutenant Governor,DEM,Mike Collier,7,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,36 - BS4,1682,Lieutenant Governor,DEM,Michelle Beckley,6,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,36 - BS4,1682,Attorney General,DEM,Joe Jaworski,8,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,36 - BS4,1682,Attorney General,DEM,Rochelle Mercedes Garza,5,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,36 - BS4,1682,Comptroller of Public Accounts,DEM,Janet T. Dudding,7,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,36 - BS4,1682,Comptroller of Public Accounts,DEM,Angel Luis Vega,6,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,36 - BS4,1682,Commissioner of the General Land Office,DEM,Jay Kleberg,8,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,36 - BS4,1682,Commissioner of the General Land Office,DEM,Sandragrace Martinez,5,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,37 - BS4,3919,Lieutenant Governor,DEM,Mike Collier,14,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,37 - BS4,3919,Lieutenant Governor,DEM,Michelle Beckley,7,26
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,37 - BS4,3919,Attorney General,DEM,Joe Jaworski,10,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,37 - BS4,3919,Attorney General,DEM,Rochelle Mercedes Garza,12,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,37 - BS4,3919,Comptroller of Public Accounts,DEM,Janet T. Dudding,15,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,37 - BS4,3919,Comptroller of Public Accounts,DEM,Angel Luis Vega,6,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,37 - BS4,3919,Commissioner of the General Land Office,DEM,Jay Kleberg,15,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,37 - BS4,3919,Commissioner of the General Land Office,DEM,Sandragrace Martinez,7,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,38 - BS3,852,Lieutenant Governor,DEM,Mike Collier,3,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,38 - BS3,852,Lieutenant Governor,DEM,Michelle Beckley,2,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,38 - BS3,852,Attorney General,DEM,Joe Jaworski,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,38 - BS3,852,Attorney General,DEM,Rochelle Mercedes Garza,3,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,38 - BS3,852,Comptroller of Public Accounts,DEM,Janet T. Dudding,4,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,38 - BS3,852,Comptroller of Public Accounts,DEM,Angel Luis Vega,1,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,38 - BS3,852,Commissioner of the General Land Office,DEM,Jay Kleberg,3,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,38 - BS3,852,Commissioner of the General Land Office,DEM,Sandragrace Martinez,2,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,39 - BS4,3691,Lieutenant Governor,DEM,Mike Collier,15,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,39 - BS4,3691,Lieutenant Governor,DEM,Michelle Beckley,14,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,39 - BS4,3691,Attorney General,DEM,Joe Jaworski,16,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,39 - BS4,3691,Attorney General,DEM,Rochelle Mercedes Garza,13,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,39 - BS4,3691,Comptroller of Public Accounts,DEM,Janet T. Dudding,20,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,39 - BS4,3691,Comptroller of Public Accounts,DEM,Angel Luis Vega,8,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,39 - BS4,3691,Commissioner of the General Land Office,DEM,Jay Kleberg,16,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,39 - BS4,3691,Commissioner of the General Land Office,DEM,Sandragrace Martinez,13,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,40 - BS4,2458,Lieutenant Governor,DEM,Mike Collier,10,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,40 - BS4,2458,Lieutenant Governor,DEM,Michelle Beckley,3,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,40 - BS4,2458,Attorney General,DEM,Joe Jaworski,8,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,40 - BS4,2458,Attorney General,DEM,Rochelle Mercedes Garza,5,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,40 - BS4,2458,Comptroller of Public Accounts,DEM,Janet T. Dudding,11,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,40 - BS4,2458,Comptroller of Public Accounts,DEM,Angel Luis Vega,2,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,40 - BS4,2458,Commissioner of the General Land Office,DEM,Jay Kleberg,9,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,40 - BS4,2458,Commissioner of the General Land Office,DEM,Sandragrace Martinez,4,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,41 - BS2,2289,Lieutenant Governor,DEM,Mike Collier,18,20
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,41 - BS2,2289,Lieutenant Governor,DEM,Michelle Beckley,17,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,41 - BS2,2289,Attorney General,DEM,Joe Jaworski,20,20
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,41 - BS2,2289,Attorney General,DEM,Rochelle Mercedes Garza,15,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,41 - BS2,2289,Comptroller of Public Accounts,DEM,Janet T. Dudding,20,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,41 - BS2,2289,Comptroller of Public Accounts,DEM,Angel Luis Vega,15,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,41 - BS2,2289,Commissioner of the General Land Office,DEM,Jay Kleberg,19,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,41 - BS2,2289,Commissioner of the General Land Office,DEM,Sandragrace Martinez,14,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,42 - BS3,755,Lieutenant Governor,DEM,Mike Collier,4,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,42 - BS3,755,Lieutenant Governor,DEM,Michelle Beckley,1,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,42 - BS3,755,Attorney General,DEM,Joe Jaworski,5,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,42 - BS3,755,Attorney General,DEM,Rochelle Mercedes Garza,0,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,42 - BS3,755,Comptroller of Public Accounts,DEM,Janet T. Dudding,3,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,42 - BS3,755,Comptroller of Public Accounts,DEM,Angel Luis Vega,2,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,42 - BS3,755,Commissioner of the General Land Office,DEM,Jay Kleberg,1,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,42 - BS3,755,Commissioner of the General Land Office,DEM,Sandragrace Martinez,4,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,43 - BS3,4717,Lieutenant Governor,DEM,Mike Collier,13,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,43 - BS3,4717,Lieutenant Governor,DEM,Michelle Beckley,11,17
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,43 - BS3,4717,Attorney General,DEM,Joe Jaworski,14,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,43 - BS3,4717,Attorney General,DEM,Rochelle Mercedes Garza,10,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,43 - BS3,4717,Comptroller of Public Accounts,DEM,Janet T. Dudding,18,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,43 - BS3,4717,Comptroller of Public Accounts,DEM,Angel Luis Vega,6,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,43 - BS3,4717,Commissioner of the General Land Office,DEM,Jay Kleberg,16,18
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,43 - BS3,4717,Commissioner of the General Land Office,DEM,Sandragrace Martinez,8,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,44 - BS2,4389,Lieutenant Governor,DEM,Mike Collier,41,37
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,44 - BS2,4389,Lieutenant Governor,DEM,Michelle Beckley,34,25
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,44 - BS2,4389,Attorney General,DEM,Joe Jaworski,45,33
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,44 - BS2,4389,Attorney General,DEM,Rochelle Mercedes Garza,30,31
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,44 - BS2,4389,Comptroller of Public Accounts,DEM,Janet T. Dudding,58,46
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,44 - BS2,4389,Comptroller of Public Accounts,DEM,Angel Luis Vega,17,17
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,44 - BS2,4389,Commissioner of the General Land Office,DEM,Jay Kleberg,48,39
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,44 - BS2,4389,Commissioner of the General Land Office,DEM,Sandragrace Martinez,27,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,45 - BS3,3419,Lieutenant Governor,DEM,Mike Collier,22,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,45 - BS3,3419,Lieutenant Governor,DEM,Michelle Beckley,13,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,45 - BS3,3419,Attorney General,DEM,Joe Jaworski,21,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,45 - BS3,3419,Attorney General,DEM,Rochelle Mercedes Garza,14,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,45 - BS3,3419,Comptroller of Public Accounts,DEM,Janet T. Dudding,26,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,45 - BS3,3419,Comptroller of Public Accounts,DEM,Angel Luis Vega,9,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,45 - BS3,3419,Commissioner of the General Land Office,DEM,Jay Kleberg,20,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,45 - BS3,3419,Commissioner of the General Land Office,DEM,Sandragrace Martinez,15,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,46 - BS4,4957,Lieutenant Governor,DEM,Mike Collier,23,17
