political_subdivision,election_date,election _name,total_provisionals,total_provisionals counted,precinct-number,precinct_split,Registered Voters,Ballots Cast,race_name,candidate_name,party_code,early_votes,election_votes,,,absentee_votes,early_vote total,,total_votes
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,181,103,,,1,182,,285
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"United States Representative, District No. 19",Jodey C. Arrington,REP,213,152,,,6,219,,371
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"United States Representative, District No. 19",Nathan Lewis,IND,18,24,,,0,18,,42
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Governor,Greg Abbott,REP,212,142,,,7,219,,361
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Governor,Beto O'Rourke,DEM,17,28,,,0,17,,45
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Governor,Mark Tippetts,LIB,1,4,,,0,2,,5
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Governor,Delilah Barrios,GRN,0,3,,,0,0,,3
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Governor,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Lieutenant Governor,Dan Patrick,REP,203,140,,,7,210,,350
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Lieutenant Governor,Mike Collier,DEM,21,29,,,0,21,,50
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Lieutenant Governor,Shanna Steele,LIB,5,7,,,0,5,,12
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Attorney General,Ken Paxton,REP,206,142,,,7,213,,355
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Attorney General,Rochelle Mercedes Garza,DEM,21,28,,,0,21,,49
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Attorney General,Mark Ash,LIB,3,4,,,0,3,,7
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Comptroller of Public Accounts,Glenn Hegar,REP,208,147,,,7,215,,362
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Comptroller of Public Accounts,Janet T. Dudding,DEM,15,24,,,0,15,,39
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,4,6,,,0,4,,10
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Commissioner of the General Land Office,Dawn Buckingham,REP,207,149,,,7,214,,363
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Commissioner of the General Land Office,Jay Kleberg,DEM,16,24,,,0,16,,40
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,3,2,,,0,3,,5
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Commissioner of Agriculture,Sid Miller,REP,211,145,,,7,218,,363
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Commissioner of Agriculture,Susan Hays,DEM,19,30,,,0,19,,49
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Railroad Commissioner,Wayne Christian,REP,205,147,,,7,212,,359
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Railroad Commissioner,Luke Warford,DEM,18,21,,,0,18,,39
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Railroad Commissioner,Jaime Andres Diez,LIB,4,8,,,0,4,,12
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,Railroad Commissioner,Hunter Wayne Crow,GRN,2,1,,,0,2,,3
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,203,145,,,7,210,,355
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,18,27,,,0,18,,45
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,7,4,,,0,7,,11
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,207,147,,,7,214,,361
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,20,28,,,0,20,,48
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Justice, Supreme Court, Place 9",Evan Young,REP,206,150,,,7,213,,363
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,18,26,,,0,18,,44
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,206,149,,,7,213,,362
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,21,28,,,0,21,,49
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,206,154,,,7,213,,367
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,20,21,,,0,20,,41
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,CITY OF SEMINOLE Proposition A,For,,128,83,,,3,131,,214
Gaines County,11/8/2022,General Election,5,1,4,4 - SEM,9933,416,CITY OF SEMINOLE Proposition A,Against,,96,89,,,3,99,,188
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"United States Representative, District No. 19",Jodey C. Arrington,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"United States Representative, District No. 19",Nathan Lewis,IND,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Governor,Greg Abbott,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Governor,Beto O'Rourke,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Governor,Mark Tippetts,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Governor,Delilah Barrios,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Governor,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Lieutenant Governor,Dan Patrick,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Lieutenant Governor,Mike Collier,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Lieutenant Governor,Shanna Steele,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Attorney General,Ken Paxton,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Attorney General,Rochelle Mercedes Garza,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Attorney General,Mark Ash,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Comptroller of Public Accounts,Glenn Hegar,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Commissioner of the General Land Office,Dawn Buckingham,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Commissioner of the General Land Office,Jay Kleberg,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Commissioner of Agriculture,Sid Miller,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Commissioner of Agriculture,Susan Hays,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Railroad Commissioner,Wayne Christian,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Railroad Commissioner,Luke Warford,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Justice, Supreme Court, Place 9",Evan Young,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5,9933,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"United States Representative, District No. 19",Jodey C. Arrington,REP,42,72,,,2,44,,116
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"United States Representative, District No. 19",Nathan Lewis,IND,3,1,,,2,5,,6
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Governor,Greg Abbott,REP,42,72,,,2,44,,116
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Governor,Beto O'Rourke,DEM,3,1,,,2,5,,6
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Governor,Mark Tippetts,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Governor,Delilah Barrios,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Governor,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Lieutenant Governor,Dan Patrick,REP,42,70,,,2,44,,114
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Lieutenant Governor,Mike Collier,DEM,3,2,,,2,5,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Lieutenant Governor,Shanna Steele,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Attorney General,Ken Paxton,REP,41,72,,,2,43,,115
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Attorney General,Rochelle Mercedes Garza,DEM,4,1,,,2,6,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Attorney General,Mark Ash,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Comptroller of Public Accounts,Glenn Hegar,REP,42,71,,,2,44,,115
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Comptroller of Public Accounts,Janet T. Dudding,DEM,3,2,,,2,5,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Commissioner of the General Land Office,Dawn Buckingham,REP,42,71,,,2,44,,115
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Commissioner of the General Land Office,Jay Kleberg,DEM,3,2,,,2,5,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Commissioner of Agriculture,Sid Miller,REP,41,72,,,2,43,,115
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Commissioner of Agriculture,Susan Hays,DEM,4,1,,,2,6,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Railroad Commissioner,Wayne Christian,REP,41,70,,,2,43,,113
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Railroad Commissioner,Luke Warford,DEM,3,2,,,2,5,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Railroad Commissioner,Jaime Andres Diez,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,40,71,,,2,42,,113
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,4,2,,,2,6,,8
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,42,71,,,2,44,,115
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,3,2,,,2,5,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Justice, Supreme Court, Place 9",Evan Young,REP,41,71,,,2,43,,114
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,3,2,,,2,5,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,42,71,,,2,44,,115
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,3,2,,,1,4,,6
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,39,71,,,2,41,,112
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,4,2,,,1,5,,7
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,LOOP INDEPENDENT SCHOOL DISTRICT School Board Trustee,Pam Young,,31,46,,,2,33,,79
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,LOOP INDEPENDENT SCHOOL DISTRICT School Board Trustee,Carla Todd Young,,28,52,,,2,30,,82
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,LOOP INDEPENDENT SCHOOL DISTRICT School Board Trustee,HP Cargile,,8,19,,,0,8,,27
Gaines County,11/8/2022,General Election,5,1,5,5 - ISD,9933,122,LOOP INDEPENDENT SCHOOL DISTRICT School Board Trustee,Jim Owens,,35,60,,,1,36,,96
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"United States Representative, District No. 19",Jodey C. Arrington,REP,30,58,,,1,31,,89
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"United States Representative, District No. 19",Nathan Lewis,IND,5,8,,,1,6,,14
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Governor,Greg Abbott,REP,30,58,,,1,31,,89
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Governor,Beto O'Rourke,DEM,4,8,,,1,5,,13
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Governor,Mark Tippetts,LIB,1,2,,,0,3,,3
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Governor,Delilah Barrios,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Governor,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Lieutenant Governor,Dan Patrick,REP,30,56,,,1,31,,87
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Lieutenant Governor,Mike Collier,DEM,5,9,,,1,6,,15
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Lieutenant Governor,Shanna Steele,LIB,0,3,,,0,0,,3
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Attorney General,Ken Paxton,REP,30,58,,,1,31,,89
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Attorney General,Rochelle Mercedes Garza,DEM,5,8,,,1,6,,14
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Attorney General,Mark Ash,LIB,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Comptroller of Public Accounts,Glenn Hegar,REP,30,57,,,1,31,,88
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Comptroller of Public Accounts,Janet T. Dudding,DEM,5,10,,,1,6,,16
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Commissioner of the General Land Office,Dawn Buckingham,REP,29,59,,,1,30,,89
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Commissioner of the General Land Office,Jay Kleberg,DEM,5,8,,,1,6,,14
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Commissioner of Agriculture,Sid Miller,REP,30,56,,,1,31,,87
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Commissioner of Agriculture,Susan Hays,DEM,5,11,,,1,6,,17
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Railroad Commissioner,Wayne Christian,REP,29,56,,,1,30,,86
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Railroad Commissioner,Luke Warford,DEM,5,9,,,1,6,,15
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Railroad Commissioner,Jaime Andres Diez,LIB,1,1,,,0,1,,2
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,Railroad Commissioner,Hunter Wayne Crow,GRN,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,30,57,,,1,31,,88
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,5,9,,,1,6,,15
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,30,59,,,1,31,,90
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,5,8,,,1,6,,14
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Justice, Supreme Court, Place 9",Evan Young,REP,30,59,,,1,31,,90
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,5,9,,,1,6,,15
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,29,59,,,1,30,,89
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,5,8,,,1,6,,14
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,30,58,,,1,31,,89
Gaines County,11/8/2022,General Election,5,1,6,6,9933,105,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,5,8,,,1,6,,14
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,"United States Representative, District No. 19",Jodey C. Arrington,REP,101,82,,,3,104,,186
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,"United States Representative, District No. 19",Nathan Lewis,IND,3,2,,,0,3,,5
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Governor,Greg Abbott,REP,101,80,,,3,104,,184
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Governor,Beto O'Rourke,DEM,3,3,,,0,3,,6
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Governor,Mark Tippetts,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Governor,Delilah Barrios,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Governor,Unassigned write-ins,,1,0,,,0,1,,1
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Lieutenant Governor,Dan Patrick,REP,102,80,,,3,105,,185
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Lieutenant Governor,Mike Collier,DEM,3,4,,,0,3,,7
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Lieutenant Governor,Shanna Steele,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Attorney General,Ken Paxton,REP,101,79,,,3,104,,183
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Attorney General,Rochelle Mercedes Garza,DEM,3,5,,,0,3,,8
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Attorney General,Mark Ash,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Comptroller of Public Accounts,Glenn Hegar,REP,100,78,,,3,103,,181
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Comptroller of Public Accounts,Janet T. Dudding,DEM,3,4,,,0,3,,7
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Commissioner of the General Land Office,Dawn Buckingham,REP,100,81,,,3,103,,184
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Commissioner of the General Land Office,Jay Kleberg,DEM,3,2,,,0,3,,5
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Commissioner of Agriculture,Sid Miller,REP,100,81,,,3,103,,184
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Commissioner of Agriculture,Susan Hays,DEM,3,2,,,0,3,,5
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Railroad Commissioner,Wayne Christian,REP,100,78,,,3,103,,181
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Railroad Commissioner,Luke Warford,DEM,3,3,,,0,3,,6
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Railroad Commissioner,Jaime Andres Diez,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,100,80,,,2,102,,182
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,3,2,,,0,3,,5
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,100,81,,,2,102,,183
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,3,3,,,0,3,,6
Gaines County,11/8/2022,General Election,5,1,8,8,9933,192,"Justice, Supreme Court, Place 9",Evan Young,REP,100,81,,,3,103,,184
