political_subdivision,election_date,election_name,Total Provsional ballots,total provisionals ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,Absentee Voting Votes,Early Voting Votes,early_votes,election_votes
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,4,10,14,9
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Justice, Supreme Court, Place 9",Evan Young,REP,16,76,92,55
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,4,10,14,9
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,16,75,91,55
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,4,11,15,9
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,16,75,91,55
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,4,10,14,8
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,16,76,92,53
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,5,10,15,12
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Amy Bryan,,5,24,29,25
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Misty Mills,,2,22,24,16
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Donny Herring,,3,15,18,11
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rusty McIntosh,,6,11,17,13
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rachel Edwards Hopkins,,6,14,20,8
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rhea Gilbert-Watts,,5,15,20,23
Palo Pinto County,11/8/2022,General ,,,6 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Cori Lee Rice,,4,24,28,24
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"United States Representative, District No. 25",Roger Williams,REP,19,175,194,220
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Governor,Greg Abbott,REP,19,158,177,201
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Governor,Beto O'Rourke,DEM,8,41,49,51
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Governor,Mark Tippetts,LIB,0,2,2,3
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Lieutenant Governor,Dan Patrick,REP,20,149,169,194
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Lieutenant Governor,Mike Collier,DEM,8,49,57,54
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Lieutenant Governor,Shanna Steele,LIB,0,2,2,6
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Attorney General,Ken Paxton,REP,19,150,169,195
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Attorney General,Rochelle Mercedes Garza,DEM,8,45,53,49
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Attorney General,Mark Ash,LIB,0,6,6,10
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Comptroller of Public Accounts,Glenn Hegar,REP,18,162,180,207
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,8,40,48,43
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,0,2
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Commissioner of the General Land Office,Dawn Buckingham,REP,18,158,176,202
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Commissioner of the General Land Office,Jay Kleberg,DEM,8,42,50,46
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,2,2,1
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Commissioner of Agriculture,Sid Miller,REP,18,161,179,198
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Commissioner of Agriculture,Susan Hays,DEM,8,41,49,52
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Railroad Commissioner,Wayne Christian,REP,18,158,176,203
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Railroad Commissioner,Luke Warford,DEM,8,40,48,42
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,3,3,4
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1,1,2
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,18,159,177,202
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,8,41,49,45
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,2,4
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,18,160,178,202
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,8,41,49,45
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Justice, Supreme Court, Place 9",Evan Young,REP,18,159,177,202
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,8,43,51,46
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,17,159,176,203
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,9,43,52,46
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,17,163,180,200
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,9,39,48,47
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,17,160,177,199
Palo Pinto County,11/8/2022,General ,,,6 - COUNTY,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,8,42,50,49
Palo Pinto County,11/8/2022,General ,,,7,0,"United States Representative, District No. 25",Roger Williams,REP,7,86,93,180
Palo Pinto County,11/8/2022,General ,,,7,0,Governor,Greg Abbott,REP,8,81,89,180
Palo Pinto County,11/8/2022,General ,,,7,0,Governor,Beto O'Rourke,DEM,1,10,11,11
Palo Pinto County,11/8/2022,General ,,,7,0,Governor,Mark Tippetts,LIB,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,7,0,Governor,Delilah Barrios,GRN,1,0,1,0
Palo Pinto County,11/8/2022,General ,,,7,0,Governor,Rejected write-ins,,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,7,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,7,0,Lieutenant Governor,Dan Patrick,REP,7,75,82,169
Palo Pinto County,11/8/2022,General ,,,7,0,Lieutenant Governor,Mike Collier,DEM,3,15,18,13
Palo Pinto County,11/8/2022,General ,,,7,0,Lieutenant Governor,Shanna Steele,LIB,0,4,4,4
Palo Pinto County,11/8/2022,General ,,,7,0,Attorney General,Ken Paxton,REP,8,75,83,172
Palo Pinto County,11/8/2022,General ,,,7,0,Attorney General,Rochelle Mercedes Garza,DEM,2,12,14,11
Palo Pinto County,11/8/2022,General ,,,7,0,Attorney General,Mark Ash,LIB,0,5,5,4
Palo Pinto County,11/8/2022,General ,,,7,0,Comptroller of Public Accounts,Glenn Hegar,REP,8,77,85,177
Palo Pinto County,11/8/2022,General ,,,7,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,2,9,11,12
Palo Pinto County,11/8/2022,General ,,,7,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,6,6,1
Palo Pinto County,11/8/2022,General ,,,7,0,Commissioner of the General Land Office,Dawn Buckingham,REP,8,76,84,176
Palo Pinto County,11/8/2022,General ,,,7,0,Commissioner of the General Land Office,Jay Kleberg,DEM,1,10,11,12
Palo Pinto County,11/8/2022,General ,,,7,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,3,4,0
Palo Pinto County,11/8/2022,General ,,,7,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,7,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,7,0,Commissioner of Agriculture,Sid Miller,REP,8,80,88,175
Palo Pinto County,11/8/2022,General ,,,7,0,Commissioner of Agriculture,Susan Hays,DEM,2,13,15,14
Palo Pinto County,11/8/2022,General ,,,7,0,Railroad Commissioner,Wayne Christian,REP,8,79,87,174
Palo Pinto County,11/8/2022,General ,,,7,0,Railroad Commissioner,Luke Warford,DEM,1,7,8,12
Palo Pinto County,11/8/2022,General ,,,7,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,6,6,1
Palo Pinto County,11/8/2022,General ,,,7,0,Railroad Commissioner,Hunter Wayne Crow,GRN,1,1,2,1
Palo Pinto County,11/8/2022,General ,,,7,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,8,80,88,173
Palo Pinto County,11/8/2022,General ,,,7,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,2,9,11,13
Palo Pinto County,11/8/2022,General ,,,7,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,4,4,2
Palo Pinto County,11/8/2022,General ,,,7,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,8,81,89,177
Palo Pinto County,11/8/2022,General ,,,7,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,2,11,13,12
Palo Pinto County,11/8/2022,General ,,,7,0,"Justice, Supreme Court, Place 9",Evan Young,REP,8,78,86,177
Palo Pinto County,11/8/2022,General ,,,7,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,2,12,14,12
Palo Pinto County,11/8/2022,General ,,,7,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,8,78,86,177
Palo Pinto County,11/8/2022,General ,,,7,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,2,13,15,13
Palo Pinto County,11/8/2022,General ,,,7,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,9,80,89,175
Palo Pinto County,11/8/2022,General ,,,7,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,1,11,12,13
Palo Pinto County,11/8/2022,General ,,,7,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,8,76,84,172
Palo Pinto County,11/8/2022,General ,,,7,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,2,15,17,17
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"United States Representative, District No. 25",Roger Williams,REP,39,332,371,491
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Governor,Greg Abbott,REP,39,325,364,477
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Governor,Beto O'Rourke,DEM,8,26,34,36
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Governor,Mark Tippetts,LIB,0,0,0,4
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Governor,Delilah Barrios,GRN,0,1,1,1
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Lieutenant Governor,Dan Patrick,REP,39,321,360,467
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Lieutenant Governor,Mike Collier,DEM,9,27,36,38
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Lieutenant Governor,Shanna Steele,LIB,0,3,3,7
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Attorney General,Ken Paxton,REP,39,317,356,468
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Attorney General,Rochelle Mercedes Garza,DEM,9,28,37,30
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Attorney General,Mark Ash,LIB,0,3,3,12
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Comptroller of Public Accounts,Glenn Hegar,REP,39,319,358,473
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,9,24,33,31
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,1,1,9
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Commissioner of the General Land Office,Dawn Buckingham,REP,38,316,354,473
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Commissioner of the General Land Office,Jay Kleberg,DEM,9,30,39,34
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1,1,6
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Commissioner of Agriculture,Sid Miller,REP,38,322,360,474
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Commissioner of Agriculture,Susan Hays,DEM,9,27,36,39
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Railroad Commissioner,Wayne Christian,REP,37,320,357,469
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Railroad Commissioner,Luke Warford,DEM,9,21,30,31
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,3,3,12
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,Railroad Commissioner,Hunter Wayne Crow,GRN,1,2,3,1
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,38,324,362,475
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,10,25,35,31
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,2,6
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,38,324,362,475
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,9,25,34,35
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Justice, Supreme Court, Place 9",Evan Young,REP,38,323,361,474
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,10,27,37,36
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,37,323,360,479
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,10,26,36,34
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,37,324,361,476
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,10,24,34,36
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,38,324,362,469
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,8,26,34,40
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Amy Bryan,,18,203,221,281
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Misty Mills,,14,115,129,177
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Donny Herring,,21,165,186,234
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rusty McIntosh,,9,84,93,146
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rachel Edwards Hopkins,,11,88,99,146
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rhea Gilbert-Watts,,19,170,189,246
Palo Pinto County,11/8/2022,General ,,,8 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Cori Lee Rice,,9,154,163,254
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"United States Representative, District No. 25",Roger Williams,REP,7,84,91,91
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Governor,Greg Abbott,REP,8,79,87,89
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Governor,Beto O'Rourke,DEM,4,12,16,15
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Governor,Mark Tippetts,LIB,0,0,0,3
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Governor,Delilah Barrios,GRN,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Lieutenant Governor,Dan Patrick,REP,8,78,86,87
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Lieutenant Governor,Mike Collier,DEM,7,11,18,18
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Lieutenant Governor,Shanna Steele,LIB,0,2,2,2
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Attorney General,Ken Paxton,REP,8,78,86,90
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Attorney General,Rochelle Mercedes Garza,DEM,7,12,19,17
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Attorney General,Mark Ash,LIB,0,1,1,1
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Comptroller of Public Accounts,Glenn Hegar,REP,7,80,87,90
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,8,9,17,17
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,1,1,1
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Commissioner of the General Land Office,Dawn Buckingham,REP,9,80,89,91
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Commissioner of the General Land Office,Jay Kleberg,DEM,6,9,15,17
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Commissioner of Agriculture,Sid Miller,REP,8,81,89,91
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Commissioner of Agriculture,Susan Hays,DEM,7,10,17,17
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Railroad Commissioner,Wayne Christian,REP,8,82,90,89
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Railroad Commissioner,Luke Warford,DEM,6,8,14,17
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0,0,2
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,8,81,89,89
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,7,7,14,17
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,2,2
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,7,81,88,90
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,8,10,18,18
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Justice, Supreme Court, Place 9",Evan Young,REP,7,82,89,90
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,7,9,16,18
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,7,81,88,90
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,8,10,18,18
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,7,80,87,90
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,8,10,18,18
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,6,81,87,90
Palo Pinto County,11/8/2022,General ,,,8 - COUNTY,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,5,10,15,18
Palo Pinto County,11/8/2022,General ,,,9,0,"United States Representative, District No. 25",Roger Williams,REP,13,177,190,66
Palo Pinto County,11/8/2022,General ,,,9,0,Governor,Greg Abbott,REP,11,175,186,62
Palo Pinto County,11/8/2022,General ,,,9,0,Governor,Beto O'Rourke,DEM,6,25,31,7
Palo Pinto County,11/8/2022,General ,,,9,0,Governor,Mark Tippetts,LIB,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,9,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,9,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,9,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,9,0,Lieutenant Governor,Dan Patrick,REP,11,167,178,59
Palo Pinto County,11/8/2022,General ,,,9,0,Lieutenant Governor,Mike Collier,DEM,6,29,35,8
Palo Pinto County,11/8/2022,General ,,,9,0,Lieutenant Governor,Shanna Steele,LIB,0,5,5,0
Palo Pinto County,11/8/2022,General ,,,9,0,Attorney General,Ken Paxton,REP,11,163,174,60
Palo Pinto County,11/8/2022,General ,,,9,0,Attorney General,Rochelle Mercedes Garza,DEM,6,27,33,7
Palo Pinto County,11/8/2022,General ,,,9,0,Attorney General,Mark Ash,LIB,0,10,10,1
Palo Pinto County,11/8/2022,General ,,,9,0,Comptroller of Public Accounts,Glenn Hegar,REP,11,176,187,61
Palo Pinto County,11/8/2022,General ,,,9,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,5,24,29,7
Palo Pinto County,11/8/2022,General ,,,9,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,1,2,3,1
Palo Pinto County,11/8/2022,General ,,,9,0,Commissioner of the General Land Office,Dawn Buckingham,REP,12,172,184,61
Palo Pinto County,11/8/2022,General ,,,9,0,Commissioner of the General Land Office,Jay Kleberg,DEM,5,22,27,8
Palo Pinto County,11/8/2022,General ,,,9,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,5,5,0
Palo Pinto County,11/8/2022,General ,,,9,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,9,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,9,0,Commissioner of Agriculture,Sid Miller,REP,11,173,184,62
Palo Pinto County,11/8/2022,General ,,,9,0,Commissioner of Agriculture,Susan Hays,DEM,6,27,33,7
Palo Pinto County,11/8/2022,General ,,,9,0,Railroad Commissioner,Wayne Christian,REP,12,174,186,61
Palo Pinto County,11/8/2022,General ,,,9,0,Railroad Commissioner,Luke Warford,DEM,5,22,27,8
Palo Pinto County,11/8/2022,General ,,,9,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,4,4,0
Palo Pinto County,11/8/2022,General ,,,9,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,9,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,10,171,181,63
Palo Pinto County,11/8/2022,General ,,,9,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,6,23,29,6
Palo Pinto County,11/8/2022,General ,,,9,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,1,7,8,0
Palo Pinto County,11/8/2022,General ,,,9,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,11,176,187,63
Palo Pinto County,11/8/2022,General ,,,9,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,6,25,31,6
Palo Pinto County,11/8/2022,General ,,,9,0,"Justice, Supreme Court, Place 9",Evan Young,REP,12,175,187,63
